MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_U	swift_U_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
54645.90010000552	1.3545366538780155e-16	6.547364534791686e-18	1.5167712833130498e-16	3.198797524044767e-18	1.1424423655340092e-16	1.5478337634074694e-18	1.4651902251174177e-16	2.1106425511050578e-18	4.1423265702531666e-17	1.1513320031671904e-17	nan	nan	nan	nan
54645.950100005524	1.3531719668469732e-16	6.549776578829404e-18	1.515469826044161e-16	3.209343305760789e-18	1.1412893098839959e-16	1.5511266986034516e-18	1.4638552434002853e-16	2.1177780507313043e-18	4.138197327944188e-17	1.120386541739466e-17	nan	nan	nan	nan
54646.00010000553	1.3518072015916871e-16	6.5414844733992675e-18	1.514171069844568e-16	3.2118156593996314e-18	1.1401441886175141e-16	1.551718774002769e-18	1.4625248949749773e-16	2.1177342615821673e-18	4.1340728701513165e-17	1.0870243885020369e-17	nan	nan	nan	nan
54646.05010000553	1.3504423945706345e-16	6.5224925209358364e-18	1.512874529456146e-16	3.206667568486583e-18	1.139006516421073e-16	1.5499946235827137e-18	1.4611980588303012e-16	2.1109395403456882e-18	4.129952984235866e-17	1.0517534213044555e-17	nan	nan	nan	nan
54646.10010000553	1.3490775822435286e-16	6.492842750018055e-18	1.5115797070623297e-16	3.194832515625661e-18	1.1378757965864143e-16	1.546556569620848e-18	1.4598736670206822e-16	2.0982321088774022e-18	4.125837434990482e-17	1.0151913202721263e-17	nan	nan	nan	nan
54646.150100005536	1.347712801055516e-16	6.4526152504600605e-18	1.5102861068559035e-16	3.1777161559212113e-18	1.136751544835935e-16	1.5422126661468958e-18	1.4585505902434242e-16	2.08086271391988e-18	4.121725964627041e-17	9.780857603002157e-18	nan	nan	nan	nan
54646.20010000554	1.3463480874554503e-16	6.401928812446107e-18	1.5089932475974432e-16	3.157181579458069e-18	1.1356332691228722e-16	1.5379565221006265e-18	1.4572277389950455e-16	2.0604901056090736e-18	4.117618292761127e-17	9.413357264767107e-18	nan	nan	nan	nan
54646.25010000554	1.3449834778788916e-16	6.340941883917373e-18	1.5077006279540198e-16	3.1355195763925275e-18	1.1345204774004638e-16	1.5349351093474564e-18	1.4559040287469655e-16	2.039165994060008e-18	4.113514116393109e-17	9.060105449338667e-18	nan	nan	nan	nan
54646.300100005545	1.3436190087633094e-16	6.26985386959331e-18	1.5064077621651707e-16	3.1153938771755833e-18	1.1334126755501713e-16	1.5344018085421828e-18	1.4545783301964883e-16	2.0192920570427668e-18	4.109413109885788e-17	8.733601229574016e-18	nan	nan	nan	nan
54646.35010000555	1.342254716533367e-16	6.188906801045014e-18	1.5051141534190052e-16	3.0997480089417682e-18	1.132309374114952e-16	1.5376482480302927e-18	1.4532495621316346e-16	2.0035367632383998e-18	4.1053149249386396e-17	8.448058065557992e-18	nan	nan	nan	nan
54646.40010000555	1.3408906377159198e-16	6.098386466150708e-18	1.5038193159550608e-16	3.0916653681182764e-18	1.1312100805300993e-16	1.5457853327943077e-18	1.451916613491015e-16	1.9946957202642245e-18	4.101219190558642e-17	8.218975871176392e-18	nan	nan	nan	nan
54646.45010000555	1.3395268111292437e-16	5.998604377531292e-18	1.502522759994173e-16	3.0941172274405056e-18	1.1301144016761472e-16	1.5584252262728558e-18	1.4505784229622572e-16	1.995440270475479e-18	4.097125513027672e-17	8.062236594673163e-18	nan	nan	nan	nan
54646.500100005556	1.3381632778757307e-16	5.889901431026567e-18	1.50122417157534e-16	3.107589815247251e-18	1.129021943397742e-16	1.5742743908774398e-18	1.4492344864219845e-16	2.0062016183865167e-18	4.093033475866495e-17	7.992678324762853e-18	nan	nan	nan	nan
54646.55010000556	1.3368000791517664e-16	5.772673060763569e-18	1.4999234673105193e-16	3.1294070241383823e-18	1.1279323343290635e-16	1.5920192208022285e-18	1.4478851537716197e-16	2.0245759012643974e-18	4.088942716860257e-17	8.020738464578171e-18	nan	nan	nan	nan
54646.60010000556	1.3354372561476312e-16	5.647375639833842e-18	1.498620567328032e-16	3.1566014055231817e-18	1.1268452005145726e-16	1.6104098984387509e-18	1.446530779887487e-16	2.047866787481927e-18	4.084853416882299e-17	8.14108204760242e-18	nan	nan	nan	nan
54646.650100005565	1.334074850050835e-16	5.514532891482084e-18	1.4973154038123014e-16	3.1863046368587846e-18	1.125760166444898e-16	1.628313340449057e-18	1.4451717378872173e-16	2.0734655183933355e-18	4.0807659862514037e-17	8.339704085996625e-18	nan	nan	nan	nan
54646.70010000557	1.3327129020442446e-16	5.374743388177587e-18	1.496007906436063e-16	3.21589703138625e-18	1.124676850913284e-16	1.6447472781524066e-18	1.4438084257629502e-16	2.099002055010955e-18	4.076680813748817e-17	8.600856739517623e-18	nan	nan	nan	nan
54646.75010000557	1.3313514533088536e-16	5.2286893061812685e-18	1.4946979968346508e-16	3.243106459494446e-18	1.123594892912791e-16	1.6589001438739105e-18	1.4424411851246057e-16	2.122436178955091e-18	4.072598265539912e-17	8.908676431659209e-18	nan	nan	nan	nan
54646.800100005574	1.329990545020114e-16	5.077146593095342e-18	1.4933856066901503e-16	3.266068979409669e-18	1.1225139086469435e-16	1.6701415295062161e-18	1.4410704239141263e-16	2.14210978282959e-18	4.068518685252092e-17	9.248300471088088e-18	nan	nan	nan	nan
54646.85010000558	1.3286302183506695e-16	4.920996676002461e-18	1.4920706661776348e-16	3.2833609911234782e-18	1.1214335226063707e-16	1.678025705558772e-18	1.4396964804248314e-16	2.1567652071566907e-18	4.064442394049301e-17	9.606469816457573e-18	nan	nan	nan	nan
54646.90010000558	1.3272705144718525e-16	4.76123976912322e-18	1.4907531039651645e-16	3.2940144786373476e-18	1.1203533587637567e-16	1.6822934565726444e-18	1.438319755965461e-16	2.165551536461876e-18	4.0603696907031416e-17	9.971734564832537e-18	nan	nan	nan	nan
54646.95010000558	1.3259114745477686e-16	4.5990096861434895e-18	1.4894328346553467e-16	3.2975227418099456e-18	1.1192730457532821e-16	1.682871123388985e-18	1.4369406203370452e-16	2.1680220722797024e-18	4.0563008516606276e-17	1.0334411749191166e-17	nan	nan	nan	nan
54647.000100005585	1.324553139743422e-16	4.435589809338523e-18	1.4881098044980577e-16	3.2938413709262597e-18	1.118192204957912e-16	1.6798705965687025e-18	1.4355594383657117e-16	2.164132196921642e-18	4.052236131108556e-17	1.0686418247722446e-17	nan	nan	nan	nan
54647.05010000559	1.323195551219061e-16	4.272429414951325e-18	1.4867839195561658e-16	3.283388023592887e-18	1.1171104691553777e-16	1.67358865434887e-18	1.4341765798524905e-16	2.154238286502744e-18	4.048175761034522e-17	1.1021059515909455e-17	nan	nan	nan	nan
54647.10010000559	1.3218387501320881e-16	4.111158869460806e-18	1.4854551300982482e-16	3.2670411389961637e-18	1.1160274509235974e-16	1.6645064135791785e-18	1.4327924378146191e-16	2.1390987320411966e-18	4.0441199512845866e-17	1.1332819156257579e-17	nan	nan	nan	nan
54647.150100005594	1.3204827776408047e-16	3.953601164347062e-18	1.4841233472105487e-16	3.2461342979442166e-18	1.114942776824975e-16	1.6532865761405566e-18	1.431407367128422e-16	2.11987617288947e-18	4.040068889617586e-17	1.1617170428565322e-17	nan	nan	nan	nan
54647.2001000056	1.3191276748979695e-16	3.801775824067126e-18	1.4827885030774909e-16	3.2224431694777776e-18	1.1138560858525705e-16	1.6407676514467565e-18	1.4300217475447326e-16	2.0981328565620946e-18	4.036022741756118e-17	1.1870416980192654e-17	nan	nan	nan	nan
54647.2501000056	1.317773483055518e-16	3.657889422406954e-18	1.4814505374185625e-16	3.1981561172545485e-18	1.1127669833330854e-16	1.6279516852305218e-18	1.4286359687641873e-16	2.0758138666181065e-18	4.0319816514341845e-17	1.2089563037677445e-17	nan	nan	nan	nan
54647.3001000056	1.3164202432637374e-16	3.524305058253616e-18	1.4801093562966315e-16	3.1758215456975536e-18	1.1116751149928512e-16	1.6159813633856619e-18	1.4272503806882089e-16	2.05520520866785e-18	4.027945740441506e-17	1.2272210253222161e-17	nan	nan	nan	nan
54647.350100005606	1.3150679966690583e-16	3.4034818413238995e-18	1.4787649054592366e-16	3.1582575398598696e-18	1.1105800856406256e-16	1.6061039748138883e-18	1.4258653713591333e-16	2.038851365370983e-18	4.0239151086645346e-17	1.241647747655684e-17	nan	nan	nan	nan
54647.40010000561	1.3137167844214688e-16	3.297875940142635e-18	1.4774170980019723e-16	3.1484170105575754e-18	1.1094815296079728e-16	1.599617310890462e-18	1.424481312236291e-16	2.0294231565250618e-18	4.019889834124126e-17	1.2520939826895327e-17	nan	nan	nan	nan
54647.45010000561	1.3123666473394384e-16	3.2097932242938903e-18	1.4760658681186127e-16	3.1491462403317356e-18	1.1083790848520642e-16	1.597771923040039e-18	1.423098583070515e-16	2.0294739661373963e-18	4.015869973009923e-17	1.258458397933094e-17	nan	nan	nan	nan
54647.500100005615	1.3110175588372422e-16	3.140099707877328e-18	1.4747110133671032e-16	3.1608740719697874e-18	1.1072726135998063e-16	1.600779789194888e-18	1.4217175204968236e-16	2.0393846555967815e-18	4.011855559711424e-17	1.2606777262813883e-17	nan	nan	nan	nan
54647.55010000562	1.309669342781888e-16	3.0867683341407937e-18	1.4733521866321595e-16	3.180952253266525e-18	1.1061623266543912e-16	1.6075290524250451e-18	1.420338482708142e-16	2.0567830553164177e-18	4.0078466068457555e-17	1.2587248864158874e-17	nan	nan	nan	nan
54647.60010000562	1.3083218029354244e-16	3.0471400080062155e-18	1.4719890101559036e-16	3.2064559116586498e-18	1.1050484327472347e-16	1.616786956156952e-18	1.4189617632236736e-16	2.0790250156956353e-18	4.003843105282142e-17	1.2526082101804881e-17	nan	nan	nan	nan
54647.65010000562	1.3069747430523353e-16	3.018425523879183e-18	1.470621130795e-16	3.234563148506922e-18	1.1039311561480719e-16	1.627357268560178e-18	1.4175877335027482e-16	2.103561531222211e-18	3.999845024163089e-17	1.2423717374508548e-17	nan	nan	nan	nan
54647.700100005626	1.3056279668877795e-16	2.99786589616616e-18	1.4692481808383223e-16	3.2626999952860372e-18	1.1028107107677585e-16	1.6381394183716413e-18	1.4162167003309737e-16	2.1280843816310935e-18	3.9958523109222814e-17	1.228096602374879e-17	nan	nan	nan	nan
54647.75010000563	1.3042812781928706e-16	2.9828684147558344e-18	1.4678697785092918e-16	3.2886376331256944e-18	1.1016873146607019e-16	1.6481704801796419e-18	1.4148489986850674e-16	2.1506198936327483e-18	3.99186489129917e-17	1.2099036002918145e-17	nan	nan	nan	nan
54647.80010000563	1.3029344807081254e-16	2.9711103712544604e-18	1.466485578199637e-16	3.310553589050052e-18	1.1005611817377578e-16	1.656652238219215e-18	1.413484958566845e-16	2.169578903237815e-18	3.987882669350313e-17	1.1879570949150493e-17	nan	nan	nan	nan
54647.850100005635	1.3015873781770935e-16	2.96060992454514e-18	1.4650952021514798e-16	3.3270646389436807e-18	1.0994325331609973e-16	1.6629677112450882e-18	1.4121249066615211e-16	2.1837807915816842e-18	3.9839055274574003e-17	1.1624705023214753e-17	nan	nan	nan	nan
54647.90010000564	1.3002397743286455e-16	2.9497685720245517e-18	1.463698292700446e-16	3.3372441415613505e-18	1.0983015963078191e-16	1.666689827060148e-18	1.410769199503721e-16	2.1924640135993865e-18	3.979933326332013e-17	1.1337136710378297e-17	nan	nan	nan	nan
54647.95010000564	1.2988914728873453e-16	2.937391886302361e-18	1.4622944746003457e-16	3.340629581733401e-18	1.0971685747301997e-16	1.6675859419609492e-18	1.409418123979445e-16	2.1952894135656653e-18	3.9759659050171045e-17	1.1020225590699799e-17	nan	nan	nan	nan
54648.00010000564	1.2975422775695188e-16	2.9226951972539086e-18	1.460883397219531e-16	3.3372261464802996e-18	1.096033691144042e-16	1.6656194367889687e-18	1.4080720382816184e-16	2.192342721901168e-18	3.972003080885202e-17	1.0678116693486687e-17	nan	nan	nan	nan
54648.05010000565	1.296191992080295e-16	2.905299609706767e-18	1.459464676772073e-16	3.327508481225898e-18	1.0948971568704823e-16	1.6609492533181699e-18	1.4067312624622543e-16	2.184141557732354e-18	3.968044649633322e-17	1.0315897000597962e-17	nan	nan	nan	nan
54648.10010000565	1.294840420119111e-16	2.8852218745808358e-18	1.4580379591099608e-16	3.3124213148152134e-18	1.0937592086099102e-16	1.6539285895611796e-18	1.4053961348146705e-16	2.171642487418757e-18	3.964090385274624e-17	9.939787047550325e-18	nan	nan	nan	nan
54648.15010000565	1.2934873653696014e-16	2.862859581607965e-18	1.456602879536094e-16	3.2933752709283025e-18	1.0926200390374791e-16	1.6451013288146853e-18	1.404066985340683e-16	2.1562471470282317e-18	3.9601400401267725e-17	9.557365697330407e-18	nan	nan	nan	nan
54648.200100005655	1.2921326315076118e-16	2.838971165305927e-18	1.4551590617996068e-16	3.272234552664311e-18	1.0914798869253549e-16	1.6351941093330668e-18	1.4027441374089056e-16	2.1398000445979554e-18	3.956193344797033e-17	9.177815176445178e-18	nan	nan	nan	nan
54648.25010000566	1.290776022194346e-16	2.8146483348684387e-18	1.4537061502454762e-16	3.25128791421837e-18	1.0903389594511217e-16	1.6251024277300906e-18	1.401427914387951e-16	2.124568789668773e-18	3.95225000816408e-17	8.812152248594235e-18	nan	nan	nan	nan
54648.30010000566	1.289417341079736e-16	2.7912769378903528e-18	1.452243780678939e-16	3.2331925918002744e-18	1.0891974736332991e-16	1.6158674744565272e-18	1.4001186529128377e-16	2.113189890953467e-18	3.948309717356528e-17	8.473375722796004e-18	nan	nan	nan	nan
54648.350100005664	1.2880563917966758e-16	2.770481120574362e-18	1.450771579863156e-16	3.2208826197990818e-18	1.088055651151902e-16	1.6086399711619194e-18	1.3988167227845952e-16	2.1085676518063705e-18	3.9443721377281864e-17	8.176410441594299e-18	nan	nan	nan	nan
54648.40010000567	1.2866929779688098e-16	2.7540454467790625e-18	1.4492891770729748e-16	3.2174284060903323e-18	1.0869137079895623e-16	1.604627222058385e-18	1.3975223893313166e-16	2.1137088728905442e-18	3.940436912830024e-17	7.937678046414219e-18	nan	nan	nan	nan
54648.45010000567	1.2853269046933967e-16	2.7438061015481054e-18	1.4477962543286928e-16	3.2257925987538486e-18	1.085771863236575e-16	1.6049996082433758e-18	1.396236005771026e-16	2.1314494789108427e-18	3.9365036643788486e-17	7.774117882374486e-18	nan	nan	nan	nan
54648.50010000567	1.2839582861218976e-16	2.7405380596895226e-18	1.446293555592301e-16	3.2465499986895332e-18	1.084630263989025e-16	1.6099296331814087e-18	1.394957262001514e-16	2.1623604662382564e-18	3.932571992222707e-17	7.701587346795162e-18	nan	nan	nan	nan
54648.550100005676	1.282587922108528e-16	2.7426931012916273e-18	1.4447832484505602e-16	3.2772351144119484e-18	1.0834889770616833e-16	1.6183158289087839e-18	1.3936850519362934e-16	2.2041611644396118e-18	3.9286415483465933e-17	7.731186104231473e-18	nan	nan	nan	nan
54648.60010000568	1.2812167046787712e-16	2.748402192668305e-18	1.443267599953077e-16	3.3150930820644093e-18	1.0823480589104414e-16	1.6289498965087815e-18	1.3924182462726678e-16	2.2542243253213953e-18	3.9247125065319196e-17	7.85725571662974e-18	nan	nan	nan	nan
54648.65010000568	1.2798455258517448e-16	2.7558873560000735e-18	1.441748870619069e-16	3.3574518876081854e-18	1.0812075794577341e-16	1.640667587721571e-18	1.3911556792253287e-16	2.3099575518830046e-18	3.920785261010128e-17	8.064856983033684e-18	nan	nan	nan	nan
54648.700100005684	1.2784752776414361e-16	2.7635520056238734e-18	1.440229320967754e-16	3.4018639450861716e-18	1.0800675853185179e-16	1.6524037000067749e-18	1.389896213200077e-16	2.368955602193936e-18	3.9168601853195086e-17	8.337175450868277e-18	nan	nan	nan	nan
54648.75010000569	1.2771068520591363e-16	2.7700464587369046e-18	1.4387112200580887e-16	3.446201326535915e-18	1.0789281536664428e-16	1.6632309748431714e-18	1.3886386840699043e-16	2.4290932664509468e-18	3.912937631269134e-17	8.657360340284808e-18	nan	nan	nan	nan
54648.80010000569	1.275741141118683e-16	2.7743125787974427e-18	1.4371968203718887e-16	3.488711510434971e-18	1.0777893316344093e-16	1.6723849549958134e-18	1.3873819558989127e-16	2.4885704355081906e-18	3.909017929013711e-17	9.009753690971072e-18	nan	nan	nan	nan
54648.85010000569	1.2743790368385568e-16	2.775612450288312e-18	1.4356883894610986e-16	3.528045621100461e-18	1.076651188108964e-16	1.679278463278371e-18	1.3861248761681977e-16	2.5459230075041545e-18	3.905101387125171e-17	9.380518823085601e-18	nan	nan	nan	nan
54648.900100005696	1.273021431250982e-16	2.773545622411567e-18	1.4341882009057135e-16	3.563266023547405e-18	1.0755137795459987e-16	1.683510289314088e-18	1.384866297333757e-16	2.6000149352412797e-18	3.901188292661002e-17	9.757820760558066e-18	nan	nan	nan	nan
54648.9501000057	1.271669216395222e-16	2.768058353880106e-18	1.4326984956337844e-16	3.593841910539247e-18	1.074377164991125e-16	1.6848682677829773e-18	1.3836050502936806e-16	2.650020308736161e-18	3.8972789112293386e-17	1.0131740260869185e-17	nan	nan	nan	nan
54649.0001000057	1.2703232843298645e-16	2.7594468083305262e-18	1.431221551746345e-16	3.6196369772027835e-18	1.0732414045258424e-16	1.6833308989357267e-18	1.3823400239865792e-16	2.6953984429387316e-18	3.8933734870508135e-17	1.0494063123703442e-17	nan	nan	nan	nan
54649.050100005705	1.268984527136338e-16	2.7483544588047142e-18	1.4297596287579378e-16	3.640890159825798e-18	1.0721065675546412e-16	1.6790672122060771e-18	1.3810700327275366e-16	2.735869980570014e-18	3.8894722430171865e-17	1.0838033269713673e-17	nan	nan	nan	nan
54649.10010000571	1.2676538369172298e-16	2.735762267533315e-18	1.4283149876901182e-16	3.658192806297582e-18	1.0709727048360298e-16	1.6724348561969298e-18	1.3797939273142498e-16	2.7713915942158685e-18	3.885575380746742e-17	1.1158116040976434e-17	nan	nan	nan	nan
54649.15010000571	1.2663321058036614e-16	2.722968489268755e-18	1.4268898900667783e-16	3.672457319162081e-18	1.0698398754156199e-16	1.6639766306221296e-18	1.3785105966853297e-16	2.8021303150648293e-18	3.8816830806364766e-17	1.1449791561135612e-17	nan	nan	nan	nan
54649.20010000571	1.2650202259590334e-16	2.7115534593139236e-18	1.4254866044445381e-16	3.684878947619495e-18	1.06870814714407e-16	1.6544126633866215e-18	1.377218866763964e-16	2.828437700571906e-18	3.8777955019110824e-17	1.1709383463600659e-17	nan	nan	nan	nan
54649.25010000572	1.2637190895799999e-16	2.7033238203427805e-18	1.4241073908402774e-16	3.696883854711664e-18	1.0675775811387675e-16	1.6446268292421826e-18	1.3759175866895496e-16	2.8508211583343885e-18	3.873912782668724e-17	1.193392140460801e-17	nan	nan	nan	nan
54649.30010000572	1.2624295889037323e-16	2.7002308668228476e-18	1.4227545082662007e-16	3.7100641534979846e-18	1.0664482307479404e-16	1.6356441314827474e-18	1.3746056122346848e-16	2.8699124421374752e-18	3.87003503992362e-17	1.212103313162363e-17	nan	nan	nan	nan
54649.35010000572	1.2611526162098292e-16	2.704259735321287e-18	1.4214302147298381e-16	3.726094190632041e-18	1.065320159160752e-16	1.6285953192522212e-18	1.3732817792723618e-16	2.88643029207245e-18	3.8661623696454334e-17	1.2268861357999329e-17	nan	nan	nan	nan
54649.400100005725	1.2598888582533809e-16	2.7168316853815544e-18	1.4201360885759408e-16	3.746042906909907e-18	1.0641934264587015e-16	1.6246661418720614e-18	1.3719453100596077e-16	2.9008420665448542e-18	3.8622948467954874e-17	1.2376001123175734e-17	nan	nan	nan	nan
54649.45010000573	1.2586378967243958e-16	2.7366918456364764e-18	1.4188709071147807e-16	3.768564241271999e-18	1.0630680963488962e-16	1.6250073195868926e-18	1.3705967916348284e-16	2.9124557652874096e-18	3.858432525359786e-17	1.244145409412013e-17	nan	nan	nan	nan
54649.50010000573	1.2573989436119103e-16	2.7616320628583804e-18	1.4176327554354117e-16	3.791714347231585e-18	1.0619441931747022e-16	1.6297921458568084e-18	1.3692371609378521e-16	2.9203283413997108e-18	3.854575438378873e-17	1.246459711108838e-17	nan	nan	nan	nan
54649.550100005734	1.2561712106834238e-16	2.789458134670987e-18	1.416419742739093e-16	3.8136274067089734e-18	1.0608217138284558e-16	1.6379463896415248e-18	1.3678673565668085e-16	2.9235947023538974e-18	3.8507235979745055e-17	1.2445163091040981e-17	nan	nan	nan	nan
54649.60010000574	1.2549539097458675e-16	2.8181013225154153e-18	1.4152299581335793e-16	3.832589755315931e-18	1.0597006593460447e-16	1.6482917487080888e-18	1.366488341994335e-16	2.9214969960259747e-18	3.846876995373182e-17	1.2383233150207596e-17	nan	nan	nan	nan
54649.65010000574	1.253746252646878e-16	2.845696386750424e-18	1.4140614857032492e-16	3.847094163136585e-18	1.0585810095276547e-16	1.659692924641326e-18	1.3651010326023532e-16	2.9134081980932637e-18	3.8430356009264797e-17	1.2279239507821316e-17	nan	nan	nan	nan
54649.70010000574	1.2525474512658087e-16	2.870631601467029e-18	1.4129124371610494e-16	3.8558776777922966e-18	1.057462761265622e-16	1.671110614163376e-18	1.3637063852302977e-16	2.8988491936696947e-18	3.8391993641282516e-17	1.2133979418178987e-17	nan	nan	nan	nan
54649.750100005745	1.2513567175141433e-16	2.891577541254148e-18	1.4117808880516192e-16	3.857948485360508e-18	1.0563459042010673e-16	1.6816394023661884e-18	1.362305328526495e-16	2.8775052767964475e-18	3.8353682136286564e-17	1.1948641086847432e-17	nan	nan	nan	nan
54649.80010000575	1.2501732633328731e-16	2.9075013975161865e-18	1.4106649395388165e-16	3.852604158434156e-18	1.0552304336724949e-16	1.6905321003614893e-18	1.3608988309384843e-16	2.8492397593589573e-18	3.83154205724504e-17	1.1724843298910646e-17	nan	nan	nan	nan
54649.85010000575	1.2489963006847467e-16	2.9176725102137756e-18	1.409562692786498e-16	3.839445463801009e-18	1.0541163408748576e-16	1.6972146810787411e-18	1.3594877929234815e-16	2.814108216111518e-18	3.827720781969648e-17	1.14646913549861e-17	nan	nan	nan	nan
54649.900100005754	1.2478250415553921e-16	2.9216633895362474e-18	1.408472238409431e-16	3.8183879442670126e-18	1.0530036154492762e-16	1.7012942607520461e-18	1.3580731995120318e-16	2.7723722070237693e-18	3.8239042539742103e-17	1.1170852884319467e-17	nan	nan	nan	nan
54649.95010000576	1.2466586979485252e-16	2.919349068464478e-18	1.4073916655153707e-16	3.7896735268370216e-18	1.0518922522163109e-16	1.7025633709266634e-18	1.356655956136253e-16	2.72451818407714e-18	3.8200923186113495e-17	1.0846658137825525e-17	nan	nan	nan	nan
54650.00010000576	1.245496481883439e-16	2.910906352238816e-18	1.4063190662260975e-16	3.753880530054262e-18	1.0507822356376431e-16	1.7010010689804203e-18	1.355237021293881e-16	2.671273312970477e-18	3.8162848004128605e-17	1.0496230287595746e-17	nan	nan	nan	nan
54650.05010000576	1.2443376053878521e-16	2.8968133954195306e-18	1.405252545724169e-16	3.711935328948881e-18	1.049673575554208e-16	1.6967730511149106e-18	1.3538173352413453e-16	2.6136282025958442e-18	3.8124815030848263e-17	1.0124651644865915e-17	nan	nan	nan	nan
54650.100100005766	1.2431812805020658e-16	2.8778489385448818e-18	1.4041901870892892e-16	3.665121079354511e-18	1.0485662393355359e-16	1.6902300985120929e-18	1.3523978498431803e-16	2.552855235317292e-18	3.8086822094995957e-17	9.73817062415312e-18	nan	nan	nan	nan
54650.15010000577	1.2420267192699389e-16	2.8550894012709197e-18	1.4031300914853148e-16	3.615081788242851e-18	1.0474602326790107e-16	1.6819038844308319e-18	1.350979487114509e-16	2.4905262492648947e-18	3.8048866816846047e-17	9.344449887481794e-18	nan	nan	nan	nan
54650.20010000577	1.2408731337381003e-16	2.829900782924322e-18	1.4020703490246759e-16	3.5638177412805244e-18	1.0463555504051926e-16	1.6724998055908216e-18	1.3495631939449633e-16	2.4285211897652736e-18	3.801094660808056e-17	8.952845107448623e-18	nan	nan	nan	nan
54650.250100005775	1.239719735948949e-16	2.8039209631944803e-18	1.4010090538385033e-16	3.513664122769109e-18	1.0452521873346419e-16	1.6628829562878478e-18	1.3481499155658747e-16	2.369021793756551e-18	3.7973058671614375e-17	8.574681066572005e-18	nan	nan	nan	nan
54650.30010000578	1.2385657379451816e-16	2.7790267277360145e-18	1.3999443015649408e-16	3.4672443454672167e-18	1.0441501201598805e-16	1.6540563950050038e-18	1.3467405905753726e-16	2.31447431475194e-18	3.7935200001389044e-17	8.223451299745876e-18	nan	nan	nan	nan
54650.35010000578	1.237410351758038e-16	2.7572790256109372e-18	1.398874185832781e-16	3.4273898794816837e-18	1.0430493478450205e-16	1.6471262349734364e-18	1.345336172496291e-16	2.267513217365009e-18	3.789736738213492e-17	7.91480702108493e-18	nan	nan	nan	nan
54650.40010000578	1.2362527894082712e-16	2.7408403448910434e-18	1.3977967977591298e-16	3.3970152903941334e-18	1.041949868318286e-16	1.643253035607042e-18	1.3439375783688518e-16	2.230826940483353e-18	3.785955738910186e-17	7.666135053844525e-18	nan	nan	nan	nan
54650.450100005786	1.2350922642085191e-16	2.7318552144833246e-18	1.396710262117711e-16	3.3788938980838842e-18	1.0408516608619186e-16	1.64356364889129e-18	1.342545758399288e-16	2.2069176018198803e-18	3.7821766387758355e-17	7.495503552458052e-18	nan	nan	nan	nan
54650.50010000579	1.2339282589584443e-16	2.7312464188333902e-18	1.3956136531003212e-16	3.3734445780829453e-18	1.0397547389424613e-16	1.648227388206569e-18	1.3411611437457508e-16	2.196083998148637e-18	3.7783990533458926e-17	7.419870072635578e-18	nan	nan	nan	nan
54650.55010000579	1.232760854379406e-16	2.7373537013521232e-18	1.394507274118873e-16	3.378096640442182e-18	1.0386590756268281e-16	1.656190695287756e-18	1.3397835287789683e-16	2.1958475334385367e-18	3.7746226482487347e-17	7.451048003275996e-18	nan	nan	nan	nan
54650.600100005795	1.2315902115643697e-16	2.7480994902224553e-18	1.3933915275457867e-16	3.389971701915919e-18	1.0375646714329631e-16	1.6662992606513312e-18	1.338412681336859e-16	2.2033811662121413e-18	3.77084759045196e-17	7.583030917707455e-18	nan	nan	nan	nan
54650.6501000058	1.230416491583907e-16	2.7614421439659085e-18	1.3922667941529667e-16	3.4062498289022807e-18	1.0364715128943231e-16	1.6774412789241431e-18	1.3370483510160349e-16	2.2158885971612356e-18	3.767074258730405e-17	7.799870425742187e-18	nan	nan	nan	nan
54650.7001000058	1.2292398554942474e-16	2.775481726923974e-18	1.3911334798291966e-16	3.424315403157509e-18	1.035379603118572e-16	1.6885989549030164e-18	1.3356902973629117e-16	2.2307730130081497e-18	3.7633030119770284e-17	8.083607046676438e-18	nan	nan	nan	nan
54650.750100005804	1.228060464331062e-16	2.7885367019329563e-18	1.3899919678580681e-16	3.4418618872580446e-18	1.0342889281212228e-16	1.698885027355021e-18	1.3343382716324024e-16	2.2457531771983533e-18	3.759534188207489e-17	8.41634749066243e-18	nan	nan	nan	nan
54650.80010000581	1.2268784791177015e-16	2.799195442981465e-18	1.3888426500629126e-16	3.456959460460979e-18	1.0331994868663876e-16	1.7075670695844837e-18	1.3329920532705297e-16	2.2589289727911725e-18	3.755768104632043e-17	8.781613087995771e-18	nan	nan	nan	nan
54650.85010000581	1.2256940608559852e-16	2.8063482888308204e-18	1.387685934844202e-16	3.4680949092844316e-18	1.0321112612260278e-16	1.714082344248551e-18	1.331651373632599e-16	2.268815777388163e-18	3.752005057724337e-17	9.164987856554271e-18	nan	nan	nan	nan
54650.90010000581	1.2245073705374717e-16	2.8092059760181118e-18	1.3865221944341006e-16	3.474192208025869e-18	1.0310242553436952e-16	1.7180452880165734e-18	1.330316017139535e-16	2.274351518931575e-18	3.7482453232870637e-17	9.55426408645391e-18	nan	nan	nan	nan
