#MJD	band	Flux	Flux_err	FilterSet	Source
56602.99	Bessell_R	1.6944792833147424e-16	5.643498154367943e-18	SUDO_PTS	SUDO_PTS
56603.99	Bessell_R	1.6657529880543411e-16	5.5855967758664804e-18	SUDO_PTS	SUDO_PTS
56604.99	Bessell_R	1.6375136860829783e-16	5.5280850333292726e-18	SUDO_PTS	SUDO_PTS
56605.99	Bessell_R	1.6097531214643608e-16	5.470964583057747e-18	SUDO_PTS	SUDO_PTS
56606.99	Bessell_R	1.5824631782240524e-16	5.414236983174087e-18	SUDO_PTS	SUDO_PTS
56607.99	Bessell_R	1.5556358779767154e-16	5.357903693514325e-18	SUDO_PTS	SUDO_PTS
56608.99	Bessell_R	1.52926337759358e-16	5.301966075686641e-18	SUDO_PTS	SUDO_PTS
56609.99	Bessell_R	1.5033379669094578e-16	5.246425393282993e-18	SUDO_PTS	SUDO_PTS
56610.99	Bessell_R	1.4778520664686257e-16	5.191282812232789e-18	SUDO_PTS	SUDO_PTS
56611.99	Bessell_R	1.452798225308925e-16	5.1365394012880565e-18	SUDO_PTS	SUDO_PTS
56612.99	Bessell_R	1.4281691187834256e-16	5.082196132630071e-18	SUDO_PTS	SUDO_PTS
56613.99	Bessell_R	1.4039575464190206e-16	5.0282538825880265e-18	SUDO_PTS	SUDO_PTS
56614.99	Bessell_R	1.3801564298113235e-16	4.974713432460845e-18	SUDO_PTS	SUDO_PTS
56615.99	Bessell_R	1.3567588105552507e-16	4.92157546943375e-18	SUDO_PTS	SUDO_PTS
56616.99	Bessell_R	1.3337578482106897e-16	4.868840587581681e-18	SUDO_PTS	SUDO_PTS
56617.99	Bessell_R	1.3111468183026534e-16	4.8165092889521576e-18	SUDO_PTS	SUDO_PTS
56618.99	Bessell_R	1.2889191103553373e-16	4.764581984720515e-18	SUDO_PTS	SUDO_PTS
56619.99	Bessell_R	1.2670682259595068e-16	4.713058996410987e-18	SUDO_PTS	SUDO_PTS
56620.99	Bessell_R	1.2455877768726443e-16	4.661940557177366e-18	SUDO_PTS	SUDO_PTS
56621.99	Bessell_R	1.2244714831513098e-16	4.61122681313745e-18	SUDO_PTS	SUDO_PTS
56622.99	Bessell_R	1.2037131713151583e-16	4.560917824755763e-18	SUDO_PTS	SUDO_PTS
56623.99	Bessell_R	1.1833067725420844e-16	4.511013568269388e-18	SUDO_PTS	SUDO_PTS
56624.99	Bessell_R	1.1632463208939643e-16	4.461513937152078e-18	SUDO_PTS	SUDO_PTS
56625.99	Bessell_R	1.1435259515724774e-16	4.412418743612097e-18	SUDO_PTS	SUDO_PTS
56626.99	Bessell_R	1.1241398992044945e-16	4.363727720119507e-18	SUDO_PTS	SUDO_PTS
56627.99	Bessell_R	1.1050824961565355e-16	4.315440520958901e-18	SUDO_PTS	SUDO_PTS
56628.99	Bessell_R	1.0863481708778018e-16	4.267556723803856e-18	SUDO_PTS	SUDO_PTS
56629.99	Bessell_R	1.0679314462712985e-16	4.2200758313095416e-18	SUDO_PTS	SUDO_PTS
56630.99	Bessell_R	1.0498269380925706e-16	4.17299727272023e-18	SUDO_PTS	SUDO_PTS
56631.99	Bessell_R	1.0320293533755857e-16	4.126320405488622e-18	SUDO_PTS	SUDO_PTS
56632.99	Bessell_R	1.0145334888853019e-16	4.080044516904095e-18	SUDO_PTS	SUDO_PTS
56633.99	Bessell_R	9.973342295964701e-17	4.034168825727209e-18	SUDO_PTS	SUDO_PTS
56634.99	Bessell_R	9.804265471982244e-17	3.988692483827947e-18	SUDO_PTS	SUDO_PTS
56635.99	Bessell_R	9.638054986240233e-17	3.943614577825343e-18	SUDO_PTS	SUDO_PTS
56636.99	Bessell_R	9.474662246065142e-17	3.8989341307263535e-18	SUDO_PTS	SUDO_PTS
56637.99	Bessell_R	9.314039482568962e-17	3.854650103561903e-18	SUDO_PTS	SUDO_PTS
56638.99	Bessell_R	9.156139736683657e-17	3.810761397018248e-18	SUDO_PTS	SUDO_PTS
56639.99	Bessell_R	9.000916845432402e-17	3.7672668530619174e-18	SUDO_PTS	SUDO_PTS
56640.99	Bessell_R	8.848325428433542e-17	3.724165256556574e-18	SUDO_PTS	SUDO_PTS
56641.99	Bessell_R	8.698320874633352e-17	3.681455336870337e-18	SUDO_PTS	SUDO_PTS
56642.99	Bessell_R	8.550859329263714e-17	3.63913576947216e-18	SUDO_PTS	SUDO_PTS
56643.99	Bessell_R	8.405897681020913e-17	3.597205177515986e-18	SUDO_PTS	SUDO_PTS
56644.99	Bessell_R	8.263393549461768e-17	3.555662133411516e-18	SUDO_PTS	SUDO_PTS
56645.99	Bessell_R	8.12330527261345e-17	3.51450516038049e-18	SUDO_PTS	SUDO_PTS
56646.99	Bessell_R	7.985591894793344e-17	3.473732733997512e-18	SUDO_PTS	SUDO_PTS
56647.99	Bessell_R	7.850213154635391e-17	3.4333432837144993e-18	SUDO_PTS	SUDO_PTS
56648.99	Bessell_R	7.717129473319439e-17	3.3933351943679297e-18	SUDO_PTS	SUDO_PTS
56649.99	Bessell_R	7.586301943000122e-17	3.3537068076681545e-18	SUDO_PTS	SUDO_PTS
56650.99	Bessell_R	7.457692315431898e-17	3.314456423670072e-18	SUDO_PTS	SUDO_PTS
56651.99	Bessell_R	7.331262990786961e-17	3.27558230222458e-18	SUDO_PTS	SUDO_PTS
56652.99	Bessell_R	7.206977006662668e-17	3.2370826644102267e-18	SUDO_PTS	SUDO_PTS
56653.99	Bessell_R	7.084798027275371e-17	3.198955693944606e-18	SUDO_PTS	SUDO_PTS
56654.99	Bessell_R	6.964690332837411e-17	3.1611995385750283e-18	SUDO_PTS	SUDO_PTS
56655.99	Bessell_R	6.846618809114222e-17	3.123812311448119e-18	SUDO_PTS	SUDO_PTS
56656.99	Bessell_R	6.730548937158467e-17	3.086792092457988e-18	SUDO_PTS	SUDO_PTS
56657.99	Bessell_R	6.616446783218187e-17	3.0501369295726936e-18	SUDO_PTS	SUDO_PTS
56658.99	Bessell_R	6.504278988816092e-17	3.013844840138777e-18	SUDO_PTS	SUDO_PTS
56659.99	Bessell_R	6.394012760996976e-17	2.977913812163628e-18	SUDO_PTS	SUDO_PTS
56660.99	Bessell_R	6.285615862740501e-17	2.9423418055755552e-18	SUDO_PTS	SUDO_PTS
56661.99	Bessell_R	6.1790566035365e-17	2.9071267534614155e-18	SUDO_PTS	SUDO_PTS
56662.99	Bessell_R	6.07430383012006e-17	2.8722665632817122e-18	SUDO_PTS	SUDO_PTS
56663.99	Bessell_R	5.971326917363668e-17	2.837759118063101e-18	SUDO_PTS	SUDO_PTS
56664.99	Bessell_R	5.870095759323769e-17	2.8036022775682765e-18	SUDO_PTS	SUDO_PTS
56665.99	Bessell_R	5.770580760439098e-17	2.7697938794432165e-18	SUDO_PTS	SUDO_PTS
56666.99	Bessell_R	5.67275282687824e-17	2.7363317403418262e-18	SUDO_PTS	SUDO_PTS
56667.99	Bessell_R	5.576583358033863e-17	2.703213657028011e-18	SUDO_PTS	SUDO_PTS
56668.99	Bessell_R	5.4820442381611505e-17	2.670437407455243e-18	SUDO_PTS	SUDO_PTS
56669.99	Bessell_R	5.3891078281579906e-17	2.6380007518237225e-18	SUDO_PTS	SUDO_PTS
56670.99	Bessell_R	5.297746957484513e-17	2.6059014336152238e-18	SUDO_PTS	SUDO_PTS
56671.99	Bessell_R	5.207934916219606e-17	2.574137180605752e-18	SUDO_PTS	SUDO_PTS
56672.99	Bessell_R	5.119645447252113e-17	2.5427057058561625e-18	SUDO_PTS	SUDO_PTS
56673.99	Bessell_R	5.0328527386043936e-17	2.5116047086808792e-18	SUDO_PTS	SUDO_PTS
56674.99	Bessell_R	4.9475314158860356e-17	2.4808318755948985e-18	SUDO_PTS	SUDO_PTS
56675.99	Bessell_R	4.8636565348754934e-17	2.4503848812392434e-18	SUDO_PTS	SUDO_PTS
56676.99	Bessell_R	4.781203574227486e-17	2.4202613892850784e-18	SUDO_PTS	SUDO_PTS
56677.99	Bessell_R	4.700148428304033e-17	2.3904590533166797e-18	SUDO_PTS	SUDO_PTS
56678.99	Bessell_R	4.620467400127017e-17	2.3609755176934687e-18	SUDO_PTS	SUDO_PTS
56679.99	Bessell_R	4.542137194450229e-17	2.3318084183913574e-18	SUDO_PTS	SUDO_PTS
56680.99	Bessell_R	4.4651349109488425e-17	2.3029553838235972e-18	SUDO_PTS	SUDO_PTS
56681.99	Bessell_R	4.389438037524384e-17	2.2744140356414222e-18	SUDO_PTS	SUDO_PTS
56682.99	Bessell_R	4.3150244437231667e-17	2.2461819895146808e-18	SUDO_PTS	SUDO_PTS
56683.99	Bessell_R	4.241872374266313e-17	2.2182568558927412e-18	SUDO_PTS	SUDO_PTS
56684.99	Bessell_R	4.169960442689467e-17	2.190636240745917e-18	SUDO_PTS	SUDO_PTS
56685.99	Bessell_R	4.099267625090326e-17	2.163317746287677e-18	SUDO_PTS	SUDO_PTS
56686.99	Bessell_R	4.029773253982179e-17	2.1362989716779052e-18	SUDO_PTS	SUDO_PTS
56687.99	Bessell_R	3.9614570122516164e-17	2.1095775137074675e-18	SUDO_PTS	SUDO_PTS
56688.99	Bessell_R	3.8942989272187236e-17	2.0831509674643994e-18	SUDO_PTS	SUDO_PTS
56689.99	Bessell_R	3.828279364797924e-17	2.05701692698193e-18	SUDO_PTS	SUDO_PTS
56690.99	Bessell_R	3.763379023757838e-17	2.031172985868671e-18	SUDO_PTS	SUDO_PTS
56691.99	Bessell_R	3.699578930078447e-17	2.0056167379212248e-18	SUDO_PTS	SUDO_PTS
56692.99	Bessell_R	3.636860431403918e-17	1.9803457777194985e-18	SUDO_PTS	SUDO_PTS
56693.99	Bessell_R	3.5752051915894736e-17	1.955357701205009e-18	SUDO_PTS	SUDO_PTS
56694.99	Bessell_R	3.514595185340703e-17	1.930650106242455e-18	SUDO_PTS	SUDO_PTS
56695.99	Bessell_R	3.455012692943758e-17	1.906220593164845e-18	SUDO_PTS	SUDO_PTS
56696.99	Bessell_R	3.39644029508488e-17	1.882066765302461e-18	SUDO_PTS	SUDO_PTS
56697.99	Bessell_R	3.338860867757759e-17	1.85818622949594e-18	SUDO_PTS	SUDO_PTS
56698.99	Bessell_R	3.282257577257221e-17	1.8345765965937593e-18	SUDO_PTS	SUDO_PTS
56699.99	Bessell_R	3.226613875257787e-17	1.8112354819343978e-18	SUDO_PTS	SUDO_PTS
56700.99	Bessell_R	3.171913493975671e-17	1.7881605058134656e-18	SUDO_PTS	SUDO_PTS
56701.99	Bessell_R	3.1181404414127903e-17	1.765349293936074e-18	SUDO_PTS	SUDO_PTS
56702.99	Bessell_R	3.065278996681404e-17	1.7427994778547203e-18	SUDO_PTS	SUDO_PTS
56703.99	Bessell_R	3.013313705408013e-17	1.7205086953929672e-18	SUDO_PTS	SUDO_PTS
56704.99	Bessell_R	2.962229375215181e-17	1.6984745910551977e-18	SUDO_PTS	SUDO_PTS
56705.99	Bessell_R	2.912011071279942e-17	1.6766948164226999e-18	SUDO_PTS	SUDO_PTS
56706.99	Bessell_R	2.862644111967518e-17	1.6551670305363702e-18	SUDO_PTS	SUDO_PTS
56707.99	Bessell_R	2.8141140645390456e-17	1.6338889002662904e-18	SUDO_PTS	SUDO_PTS
56708.99	Bessell_R	2.7664067409320794e-17	1.6128581006684495e-18	SUDO_PTS	SUDO_PTS
56709.99	Bessell_R	2.7195081936126232e-17	1.5920723153288727e-18	SUDO_PTS	SUDO_PTS
56710.99	Bessell_R	2.6734047114974708e-17	1.5715292366954077e-18	SUDO_PTS	SUDO_PTS
56711.99	Bessell_R	2.6280828159457038e-17	1.5512265663974539e-18	SUDO_PTS	SUDO_PTS
56712.99	Bessell_R	2.583529256818112e-17	1.5311620155538484e-18	SUDO_PTS	SUDO_PTS
56713.99	Bessell_R	2.5397310086034376e-17	1.5113333050691959e-18	SUDO_PTS	SUDO_PTS
56714.99	Bessell_R	2.4966752666102868e-17	1.4917381659188734e-18	SUDO_PTS	SUDO_PTS
56715.99	Bessell_R	2.4543494432235948e-17	1.4723743394229584e-18	SUDO_PTS	SUDO_PTS
56716.99	Bessell_R	2.412741164224561e-17	1.4532395775093296e-18	SUDO_PTS	SUDO_PTS
56717.99	Bessell_R	2.371838265172968e-17	1.4343316429661697e-18	SUDO_PTS	SUDO_PTS
56718.99	Bessell_R	2.3316287878508302e-17	1.4156483096841167e-18	SUDO_PTS	SUDO_PTS
56719.99	Bessell_R	2.2921009767663356e-17	1.397187362888292e-18	SUDO_PTS	SUDO_PTS
56720.99	Bessell_R	2.253243275717057e-17	1.378946599360436e-18	SUDO_PTS	SUDO_PTS
56721.99	Bessell_R	2.2150443244114133e-17	1.3609238276513732e-18	SUDO_PTS	SUDO_PTS
56722.99	Bessell_R	2.1774929551474323e-17	1.3431168682840499e-18	SUDO_PTS	SUDO_PTS
56723.99	Bessell_R	2.1405781895477927e-17	1.3255235539473356e-18	SUDO_PTS	SUDO_PTS
56724.99	Bessell_R	2.1042892353502317e-17	1.3081417296808303e-18	SUDO_PTS	SUDO_PTS
56725.99	Bessell_R	2.0686154832523565e-17	1.2909692530508755e-18	SUDO_PTS	SUDO_PTS
56726.99	Bessell_R	2.0335465038099524e-17	1.2740039943179923e-18	SUDO_PTS	SUDO_PTS
56727.99	Bessell_R	1.999072044387865e-17	1.2572438365959391e-18	SUDO_PTS	SUDO_PTS
56728.99	Bessell_R	1.965182026162583e-17	1.2406866760026082e-18	SUDO_PTS	SUDO_PTS
56729.99	Bessell_R	1.931866541175627e-17	1.2243304218029499e-18	SUDO_PTS	SUDO_PTS
56509.97	Bessell_V	9.058658915068332e-16	2.977241681599914e-17	SUDO_PTS	SUDO_PTS
56510.97	Bessell_V	8.889744846135537e-16	2.953342911108783e-17	SUDO_PTS	SUDO_PTS
56511.97	Bessell_V	8.723980466682273e-16	2.929831411600234e-17	SUDO_PTS	SUDO_PTS
56512.97	Bessell_V	8.561307045402851e-16	2.906674482525711e-17	SUDO_PTS	SUDO_PTS
56513.97	Bessell_V	8.401666946136449e-16	2.8838417540293325e-17	SUDO_PTS	SUDO_PTS
56514.97	Bessell_V	8.245003607446283e-16	2.861305069224849e-17	SUDO_PTS	SUDO_PTS
56515.97	Bessell_V	8.091261522579538e-16	2.8390383691765514e-17	SUDO_PTS	SUDO_PTS
56516.97	Bessell_V	7.940386219801023e-16	2.817017580906932e-17	SUDO_PTS	SUDO_PTS
56517.97	Bessell_V	7.792324243093474e-16	2.795220508693548e-17	SUDO_PTS	SUDO_PTS
56518.97	Bessell_V	7.647023133217805e-16	2.7736267288626528e-17	SUDO_PTS	SUDO_PTS
56519.97	Bessell_V	7.504431409126462e-16	2.7522174882372317e-17	SUDO_PTS	SUDO_PTS
56520.97	Bessell_V	7.364498549723394e-16	2.7309756063526312e-17	SUDO_PTS	SUDO_PTS
56521.97	Bessell_V	7.227174975964128e-16	2.7098853815131643e-17	SUDO_PTS	SUDO_PTS
56522.97	Bessell_V	7.09241203328961e-16	2.6889325007281987e-17	SUDO_PTS	SUDO_PTS
56523.97	Bessell_V	6.960161974387617e-16	2.6681039535357082e-17	SUDO_PTS	SUDO_PTS
56524.97	Bessell_V	6.83037794227559e-16	2.6473879496948528e-17	SUDO_PTS	SUDO_PTS
56525.97	Bessell_V	6.703013953698937e-16	2.6267738407066095e-17	SUDO_PTS	SUDO_PTS
56526.97	Bessell_V	6.57802488283888e-16	2.6062520451023612e-17	SUDO_PTS	SUDO_PTS
56527.97	Bessell_V	6.455366445324114e-16	2.5858139774244423e-17	SUDO_PTS	SUDO_PTS
56528.97	Bessell_V	6.334995182540601e-16	2.5654519808095556e-17	SUDO_PTS	SUDO_PTS
56529.97	Bessell_V	6.216868446233904e-16	2.545159263075423e-17	SUDO_PTS	SUDO_PTS
56530.97	Bessell_V	6.10094438339868e-16	2.5249298362028417e-17	SUDO_PTS	SUDO_PTS
56531.97	Bessell_V	5.9871819214498895e-16	2.504758459098956e-17	SUDO_PTS	SUDO_PTS
56532.97	Bessell_V	5.875540753670548e-16	2.4846405835231486e-17	SUDO_PTS	SUDO_PTS
56533.97	Bessell_V	5.765981324930821e-16	2.464572303053901e-17	SUDO_PTS	SUDO_PTS
56534.97	Bessell_V	5.658464817673385e-16	2.444550304973314e-17	SUDO_PTS	SUDO_PTS
56535.97	Bessell_V	5.552953138160166e-16	2.4245718249454897e-17	SUDO_PTS	SUDO_PTS
56536.97	Bessell_V	5.449408902975475e-16	2.404634604365309e-17	SUDO_PTS	SUDO_PTS
56537.97	Bessell_V	5.347795425780849e-16	2.384736850255452e-17	SUDO_PTS	SUDO_PTS
56538.97	Bessell_V	5.248076704316875e-16	2.3648771975913302e-17	SUDO_PTS	SUDO_PTS
56539.97	Bessell_V	5.150217407647368e-16	2.345054673936086e-17	SUDO_PTS	SUDO_PTS
56540.97	Bessell_V	5.054182863641397e-16	2.3252686662706735e-17	SUDO_PTS	SUDO_PTS
56541.97	Bessell_V	4.959939046688762e-16	2.3055188899073075e-17	SUDO_PTS	SUDO_PTS
56542.97	Bessell_V	4.867452565644506e-16	2.2858053593780333e-17	SUDO_PTS	SUDO_PTS
56543.97	Bessell_V	4.776690651998243e-16	2.266128361193915e-17	SUDO_PTS	SUDO_PTS
56544.97	Bessell_V	4.687621148264074e-16	2.246488428374162e-17	SUDO_PTS	SUDO_PTS
56545.97	Bessell_V	4.600212496586993e-16	2.226886316648462e-17	SUDO_PTS	SUDO_PTS
56546.97	Bessell_V	4.514433727561763e-16	2.207322982239789e-17	SUDO_PTS	SUDO_PTS
56547.97	Bessell_V	4.4302544492602635e-16	2.1877995611388903e-17	SUDO_PTS	SUDO_PTS
56548.97	Bessell_V	4.347644836463453e-16	2.1683173497856864e-17	SUDO_PTS	SUDO_PTS
56549.97	Bessell_V	4.2665756200941185e-16	2.14887778707668e-17	SUDO_PTS	SUDO_PTS
56550.97	Bessell_V	4.1870180768466573e-16	2.129482437621351e-17	SUDO_PTS	SUDO_PTS
56551.97	Bessell_V	4.10894401901025e-16	2.110132976174257e-17	SUDO_PTS	SUDO_PTS
56552.97	Bessell_V	4.032325784481783e-16	2.0908311731732225e-17	SUDO_PTS	SUDO_PTS
56553.97	Bessell_V	3.9571362269650024e-16	2.0715788813175495e-17	SUDO_PTS	SUDO_PTS
56554.97	Bessell_V	3.8833487063524144e-16	2.052378023123597e-17	SUDO_PTS	SUDO_PTS
56555.97	Bessell_V	3.8109370792865417e-16	2.0332305793984184e-17	SUDO_PTS	SUDO_PTS
56556.97	Bessell_V	3.739875689897172e-16	2.014138578575279e-17	SUDO_PTS	SUDO_PTS
56557.97	Bessell_V	3.67013936071134e-16	1.9951040868579672e-17	SUDO_PTS	SUDO_PTS
56558.97	Bessell_V	3.601703383732791e-16	1.9761291991236967e-17	SUDO_PTS	SUDO_PTS
56559.97	Bessell_V	3.534543511687789e-16	1.957216030537207e-17	SUDO_PTS	SUDO_PTS
56560.97	Bessell_V	3.4686359494341685e-16	1.938366708831341e-17	SUDO_PTS	SUDO_PTS
56561.97	Bessell_V	3.4039573455305715e-16	1.9195833672118787e-17	SUDO_PTS	SUDO_PTS
56562.97	Bessell_V	3.340484783962896e-16	1.9008681378468615e-17	SUDO_PTS	SUDO_PTS
56563.97	Bessell_V	3.2781957760250153e-16	1.882223145902895e-17	SUDO_PTS	SUDO_PTS
56564.97	Bessell_V	3.217068252350889e-16	1.8636505040931182e-17	SUDO_PTS	SUDO_PTS
56565.97	Bessell_V	3.1570805550952635e-16	1.845152307703595e-17	SUDO_PTS	SUDO_PTS
56566.97	Bessell_V	3.0982114302601636e-16	1.8267306300668133e-17	SUDO_PTS	SUDO_PTS
56567.97	Bessell_V	3.0404400201644796e-16	1.8083875184528548e-17	SUDO_PTS	SUDO_PTS
56568.97	Bessell_V	2.983745856053963e-16	1.7901249903505275e-17	SUDO_PTS	SUDO_PTS
56569.97	Bessell_V	2.9281088508490235e-16	1.771945030112427e-17	SUDO_PTS	SUDO_PTS
56570.97	Bessell_V	2.8735092920277594e-16	1.7538495859394444e-17	SUDO_PTS	SUDO_PTS
56571.97	Bessell_V	2.8199278346416977e-16	1.735840567181723e-17	SUDO_PTS	SUDO_PTS
56572.97	Bessell_V	2.7673454944617584e-16	1.717919841934438e-17	SUDO_PTS	SUDO_PTS
56573.97	Bessell_V	2.7157436412520285e-16	1.700089234908126e-17	SUDO_PTS	SUDO_PTS
56574.97	Bessell_V	2.6651039921689644e-16	1.682350525554494e-17	SUDO_PTS	SUDO_PTS
56575.97	Bessell_V	2.615408605283664e-16	1.6647054464298238e-17	SUDO_PTS	SUDO_PTS
56576.97	Bessell_V	2.566639873224943e-16	1.6471556817791822e-17	SUDO_PTS	SUDO_PTS
56577.97	Bessell_V	2.5187805169409346e-16	1.6297028663256892e-17	SUDO_PTS	SUDO_PTS
56578.97	Bessell_V	2.4718135795770144e-16	1.6123485842500586e-17	SUDO_PTS	SUDO_PTS
56579.97	Bessell_V	2.4257224204678926e-16	1.5950943683465698e-17	SUDO_PTS	SUDO_PTS
56580.97	Bessell_V	2.3804907092417226e-16	1.5779416993424574e-17	SUDO_PTS	SUDO_PTS
56581.97	Bessell_V	2.3361024200341592e-16	1.5608920053685617e-17	SUDO_PTS	SUDO_PTS
56582.97	Bessell_V	2.292541825810291e-16	1.543946661569798e-17	SUDO_PTS	SUDO_PTS
56583.97	Bessell_V	2.249793492792466e-16	1.5271069898447786e-17	SUDO_PTS	SUDO_PTS
56584.97	Bessell_V	2.2078422749920075e-16	1.5103742587045404e-17	SUDO_PTS	SUDO_PTS
56585.97	Bessell_V	2.166673308842903e-16	1.4937496832410216e-17	SUDO_PTS	SUDO_PTS
56586.97	Bessell_V	2.126272007935552e-16	1.4772344251964777e-17	SUDO_PTS	SUDO_PTS
56587.97	Bessell_V	2.086624057848717e-16	1.4608295931256373e-17	SUDO_PTS	SUDO_PTS
56588.97	Bessell_V	2.0477154110778368e-16	1.444536242642881e-17	SUDO_PTS	SUDO_PTS
56589.97	Bessell_V	2.0095322820579117e-16	1.428355376747263e-17	SUDO_PTS	SUDO_PTS
56590.97	Bessell_V	1.9720611422792e-16	1.412287946218632e-17	SUDO_PTS	SUDO_PTS
56591.97	Bessell_V	1.9352887154939797e-16	1.396334850078557e-17	SUDO_PTS	SUDO_PTS
56592.97	Bessell_V	1.8992019730127016e-16	1.3804969361101874e-17	SUDO_PTS	SUDO_PTS
56593.97	Bessell_V	1.8637881290878422e-16	1.3647750014315336e-17	SUDO_PTS	SUDO_PTS
56594.97	Bessell_V	1.829034636383841e-16	1.3491697931170485e-17	SUDO_PTS	SUDO_PTS
56595.97	Bessell_V	1.794929181531502e-16	1.3336820088627092e-17	SUDO_PTS	SUDO_PTS
56596.97	Bessell_V	1.7614596807652938e-16	1.3183122976901305e-17	SUDO_PTS	SUDO_PTS
56597.97	Bessell_V	1.728614275642004e-16	1.3030612606855431e-17	SUDO_PTS	SUDO_PTS
56598.97	Bessell_V	1.6963813288392152e-16	1.2879294517697285e-17	SUDO_PTS	SUDO_PTS
56599.97	Bessell_V	1.6647494200321393e-16	1.272917378495313e-17	SUDO_PTS	SUDO_PTS
56600.97	Bessell_V	1.6337073418473224e-16	1.2580255028680183e-17	SUDO_PTS	SUDO_PTS
56601.97	Bessell_V	1.603244095891812e-16	1.2432542421887475e-17	SUDO_PTS	SUDO_PTS
56602.97	Bessell_V	1.5733488888563543e-16	1.2286039699135618e-17	SUDO_PTS	SUDO_PTS
56603.97	Bessell_V	1.5440111286912656e-16	1.2140750165288527e-17	SUDO_PTS	SUDO_PTS
56604.97	Bessell_V	1.5152204208536048e-16	1.1996676704391622e-17	SUDO_PTS	SUDO_PTS
56605.97	Bessell_V	1.486966564624323e-16	1.1853821788653217e-17	SUDO_PTS	SUDO_PTS
56606.97	Bessell_V	1.459239549494091e-16	1.1712187487507274e-17	SUDO_PTS	SUDO_PTS
56607.97	Bessell_V	1.4320295516165145e-16	1.1571775476737386e-17	SUDO_PTS	SUDO_PTS
56608.97	Bessell_V	1.405326930327486e-16	1.1432587047643326e-17	SUDO_PTS	SUDO_PTS
56609.97	Bessell_V	1.3791222247294441e-16	1.12946231162329e-17	SUDO_PTS	SUDO_PTS
56610.97	Bessell_V	1.3534061503393155e-16	1.115788423242311e-17	SUDO_PTS	SUDO_PTS
56611.97	Bessell_V	1.3281695957989734e-16	1.1022370589236015e-17	SUDO_PTS	SUDO_PTS
56612.97	Bessell_V	1.3034036196470233e-16	1.0888082031975538e-17	SUDO_PTS	SUDO_PTS
56613.97	Bessell_V	1.2790994471507964e-16	1.0755018067372971e-17	SUDO_PTS	SUDO_PTS
56614.97	Bessell_V	1.2552484671974027e-16	1.0623177872689425e-17	SUDO_PTS	SUDO_PTS
56615.97	Bessell_V	1.2318422292427675e-16	1.0492560304764955e-17	SUDO_PTS	SUDO_PTS
56616.97	Bessell_V	1.2088724403175526e-16	1.0363163909004578e-17	SUDO_PTS	SUDO_PTS
56617.97	Bessell_V	1.1863309620889054e-16	1.023498692829233e-17	SUDO_PTS	SUDO_PTS
56618.97	Bessell_V	1.1642098079770024e-16	1.0108027311825508e-17	SUDO_PTS	SUDO_PTS
56619.97	Bessell_V	1.1425011403253538e-16	9.98228272386161e-18	SUDO_PTS	SUDO_PTS
56620.97	Bessell_V	1.1211972676238772e-16	9.85775055237147e-18	SUDO_PTS	SUDO_PTS
56621.97	Bessell_V	1.1002906417837491e-16	9.73442791759253e-18	SUDO_PTS	SUDO_PTS
56622.97	Bessell_V	1.0797738554630703e-16	9.612311680476902e-18	SUDO_PTS	SUDO_PTS
56623.97	Bessell_V	1.0596396394424045e-16	9.491398451029389e-18	SUDO_PTS	SUDO_PTS
56624.97	Bessell_V	1.039880860049247e-16	9.371684596531098e-18	SUDO_PTS	SUDO_PTS
56625.97	Bessell_V	1.0204905166305243e-16	9.253166249644884e-18	SUDO_PTS	SUDO_PTS
56626.97	Bessell_V	1.0014617390722196e-16	9.135839316399187e-18	SUDO_PTS	SUDO_PTS
56627.97	Bessell_V	9.827877853652519e-17	9.019699484047368e-18	SUDO_PTS	SUDO_PTS
56628.97	Bessell_V	9.644620392167405e-17	8.90474222879991e-18	SUDO_PTS	SUDO_PTS
56629.97	Bessell_V	9.46478007705814e-17	8.790962823427372e-18	SUDO_PTS	SUDO_PTS
56630.97	Bessell_V	9.288293189831318e-17	8.678356344732202e-18	SUDO_PTS	SUDO_PTS
56631.97	Bessell_V	9.115097200132949e-17	8.566917680887813e-18	SUDO_PTS	SUDO_PTS
56632.97	Bessell_V	8.945130743593644e-17	8.456641538643862e-18	SUDO_PTS	SUDO_PTS
56633.97	Bessell_V	8.7783336000868e-17	8.347522450396524e-18	SUDO_PTS	SUDO_PTS
56634.97	Bessell_V	8.614646672392282e-17	8.239554781123273e-18	SUDO_PTS	SUDO_PTS
56635.97	Bessell_V	8.454011965257917e-17	8.132732735181586e-18	SUDO_PTS	SUDO_PTS
56636.97	Bessell_V	8.296372564851433e-17	8.02705036297132e-18	SUDO_PTS	SUDO_PTS
56637.97	Bessell_V	8.141672618595552e-17	7.922501567460745e-18	SUDO_PTS	SUDO_PTS
56638.97	Bessell_V	7.989857315379076e-17	7.819080110576338e-18	SUDO_PTS	SUDO_PTS
56639.97	Bessell_V	7.84087286613702e-17	7.71677961945673e-18	SUDO_PTS	SUDO_PTS
56640.97	Bessell_V	7.694666484792775e-17	7.615593592571105e-18	SUDO_PTS	SUDO_PTS
56641.97	Bessell_V	7.551186369555719e-17	7.51551540570289e-18	SUDO_PTS	SUDO_PTS
56642.97	Bessell_V	7.410381684567548e-17	7.41653831779934e-18	SUDO_PTS	SUDO_PTS
56643.97	Bessell_V	7.272202541890788e-17	7.3186554766879e-18	SUDO_PTS	SUDO_PTS
