MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
54497.219800005216	8.169954556266839e-16	6.185275552860279e-17	1.0612993237798136e-15	1.805556929852868e-17	2.275831993326417e-15	4.490333085871404e-17	nan	nan	1.820851525128323e-15	9.169695351305625e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.26980000522	8.147402259751034e-16	6.253385444991957e-17	1.0594582824540303e-15	1.8047370806884985e-17	2.271780136357217e-15	4.490029769603689e-17	nan	nan	1.8165378966984105e-15	9.277322121992081e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.31980000522	8.124877509168052e-16	6.32153175737706e-17	1.057617528006514e-15	1.8039132312643518e-17	2.2677214824704834e-15	4.489705297244673e-17	nan	nan	1.812219707127273e-15	9.384173818236218e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.369800005225	8.102380304517893e-16	6.389706678837577e-17	1.055777065410842e-15	1.8030852291287682e-17	2.2636560712604977e-15	4.4893588162683006e-17	nan	nan	1.8078971995978483e-15	9.490248278228968e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.41980000523	8.079910636757243e-16	6.457902971914043e-17	1.0539368996355901e-15	1.80225292328582e-17	2.2595839423427942e-15	4.4889894796558616e-17	nan	nan	1.8035706144207873e-15	9.59554341552226e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.46980000523	8.057468542059357e-16	6.526113417573014e-17	1.0520970356113303e-15	1.8014161633485222e-17	2.2555051353101363e-15	4.48859644625826e-17	nan	nan	1.799240189058533e-15	9.700057216719467e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.51980000523	8.035054219377129e-16	6.594331053726497e-17	1.05025747831864e-15	1.800574799882535e-17	2.2514196897537684e-15	4.4881788803137067e-17	nan	nan	1.7949061581492413e-15	9.803787739259832e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.569800005236	8.012667487844292e-16	6.662549162191925e-17	1.0484182327120936e-15	1.7997286846910606e-17	2.2473276452937795e-15	4.487735952309525e-17	nan	nan	1.790568753530468e-15	9.906733109290726e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.61980000524	7.990308428850667e-16	6.730761322622718e-17	1.0465793037422655e-15	1.798877670336255e-17	2.243229041525969e-15	4.4872668379903844e-17	nan	nan	1.7862282042625832e-15	1.0008891519621354e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.66980000524	7.967977024309627e-16	6.798961109969493e-17	1.0447406963677306e-15	1.798021610328201e-17	2.2391239180613176e-15	4.486770719427677e-17	nan	nan	1.7818847366521516e-15	1.0110261227752997e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.719800005245	7.945673437000813e-16	6.867142404320422e-17	1.0429024155590651e-15	1.7971603594816602e-17	2.2350123144849965e-15	4.4862467843620565e-17	nan	nan	1.777538574274955e-15	1.021084055398018e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.76980000525	7.923397504144584e-16	6.935299108681816e-17	1.041064466254842e-15	1.7962937732214937e-17	2.230894270403433e-15	4.485694226912743e-17	nan	nan	1.7731899379988472e-15	1.0310627879558892e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.81980000525	7.901149451823776e-16	7.00342559337851e-17	1.0392268534136363e-15	1.7954217082498484e-17	2.2267698254078704e-15	4.485112246879485e-17	nan	nan	1.7688390460064987e-15	1.040962164493726e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.86980000525	7.878929108215433e-16	7.071516023326045e-17	1.0373895820150252e-15	1.794544022449171e-17	2.2226390191229535e-15	4.484500050246101e-17	nan	nan	1.7644861138178266e-15	1.0507820348045368e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.91980000526	7.856736618012571e-16	7.139564996941637e-17	1.0355526569995817e-15	1.793660574473514e-17	2.218501891123227e-15	4.483856849308307e-17	nan	nan	1.7601313543122488e-15	1.0605222542640678e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54497.96980000526	7.834572017388443e-16	7.20756715892676e-17	1.0337160833238807e-15	1.7927712240574557e-17	2.2143584810151167e-15	4.483181862375849e-17	nan	nan	1.7557749777508751e-15	1.0701826836705494e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.01980000526	7.812435243039857e-16	7.275517117628551e-17	1.0318798659524978e-15	1.7918758322179803e-17	2.210208828377723e-15	4.482474314246549e-17	nan	nan	1.751417191798298e-15	1.0797631890894585e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.069800005265	7.790326349226691e-16	7.343410034915559e-17	1.0300440098380074e-15	1.7909742610011696e-17	2.206052972849352e-15	4.4817334355978535e-17	nan	nan	1.7470582015443192e-15	1.0892636417029294e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.11980000527	7.768245354035573e-16	7.41124083677403e-17	1.028208519936984e-15	1.790066373468067e-17	2.2018909539954407e-15	4.480958463763316e-17	nan	nan	1.742698209525501e-15	1.0986839176636372e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.16980000527	7.746192356942952e-16	7.479004682248711e-17	1.0263734012100035e-15	1.7891520337764935e-17	2.197722811426969e-15	4.480148642382436e-17	nan	nan	1.7383374157464474e-15	1.108023897952902e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.219800005274	7.7241673398622e-16	7.546696857105452e-17	1.0245386586236412e-15	1.788231107287088e-17	2.193548584713928e-15	4.479303221491557e-17	nan	nan	1.7339760177009236e-15	1.1172834682428252e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.26980000528	7.702170248533437e-16	7.614312803802803e-17	1.0227042971284714e-15	1.7873034604533114e-17	2.189368313487034e-15	4.4784214574154114e-17	nan	nan	1.7296142103928554e-15	1.1264625187622515e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.31980000528	7.680201146259856e-16	7.681847971260721e-17	1.0208703216790686e-15	1.7863689608433378e-17	2.1851820373253866e-15	4.477502613055979e-17	nan	nan	1.7252521863570356e-15	1.1355609441663962e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.36980000528	7.658260123474593e-16	7.74929798232164e-17	1.0190367372310076e-15	1.7854274774146217e-17	2.1809897958111218e-15	4.476545957882752e-17	nan	nan	1.7208901356797313e-15	1.1445786434099465e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.419800005286	7.636347198264275e-16	7.816658612608173e-17	1.0172035487548647e-15	1.784478879826346e-17	2.17679162855522e-15	4.4755507676848305e-17	nan	nan	1.7165282460190407e-15	1.1535155196235338e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.46980000529	7.614462325412333e-16	7.88392563994291e-17	1.015370761193213e-15	1.7835230392550785e-17	2.172587575144371e-15	4.474516325035778e-17	nan	nan	1.7121667026251214e-15	1.1623714799933759e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.51980000529	7.592605504918769e-16	7.95109496024954e-17	1.0135383795146289e-15	1.7825598280923722e-17	2.1683776751774112e-15	4.47344191900092e-17	nan	nan	1.707805688360263e-15	1.1711464356439988e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.569800005294	7.570776899563224e-16	8.018162556441641e-17	1.0117064086646856e-15	1.781589119737831e-17	2.164161968253175e-15	4.4723268453032326e-17	nan	nan	1.7034453837186374e-15	1.1798403015239142e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.6198000053	7.548976382739311e-16	8.085124481586303e-17	1.0098748536209604e-15	1.7806107888016247e-17	2.1599404939355814e-15	4.471170406057522e-17	nan	nan	1.6990859668460202e-15	1.1884529962941039e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.6698000053	7.527204135313297e-16	8.151976998580635e-17	1.0080437193250266e-15	1.779624711054184e-17	2.1557132918477555e-15	4.469971910389777e-17	nan	nan	1.6947276135593296e-15	1.196984442219236e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.7198000053	7.505459985462227e-16	8.218716287310344e-17	1.0062130107344588e-15	1.7786307640157802e-17	2.1514804015672792e-15	4.4687306739775106e-17	nan	nan	1.6903704973658682e-15	1.2054345650615076e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.769800005306	7.483744123095685e-16	8.285338716588065e-17	1.004382732823834e-15	1.7776288255784882e-17	2.14724186267477e-15	4.467446019065615e-17	nan	nan	1.6860147894825042e-15	1.2138032939770152e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.81980000531	7.462056475867163e-16	8.351840585573325e-17	1.002552890533725e-15	1.7766187756218752e-17	2.1429977147720996e-15	4.466117274731494e-17	nan	nan	1.681660658854615e-15	1.2220905614145367e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.86980000531	7.440397215599616e-16	8.418218488654396e-17	1.000723488823707e-15	1.7756004946945652e-17	2.1387479974520312e-15	4.464743776862407e-17	nan	nan	1.6773082721749293e-15	1.2302963030166958e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.919800005315	7.418766116210208e-16	8.484468955700688e-17	9.98894532661356e-16	1.7745738652331675e-17	2.134492750305809e-15	4.4633248679054557e-17	nan	nan	1.6729577939020948e-15	1.2384204575233886e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54498.96980000532	7.397163340478581e-16	8.55058849016129e-17	9.970660270052473e-16	1.7735387701209634e-17	2.1302320128882434e-15	4.461859897310412e-17	nan	nan	1.6686093862791674e-15	1.2464629666773981e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.01980000532	7.375588996924497e-16	8.616573860161548e-17	9.952379767939533e-16	1.7724950943802173e-17	2.125965824848267e-15	4.460348221185651e-17	nan	nan	1.6642632093519054e-15	1.2544237751321712e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.06980000532	7.354043040331387e-16	8.68242171656627e-17	9.934103870050513e-16	1.7714427236450733e-17	2.1216942257346176e-15	4.4587892024141634e-17	nan	nan	1.6599194209868471e-15	1.262302830361608e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.11980000533	7.332525416439373e-16	8.748129039957934e-17	9.915832625821145e-16	1.7703815452376002e-17	2.1174172551430943e-15	4.457182210681113e-17	nan	nan	1.6555781768893198e-15	1.270100082571896e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.16980000533	7.311036197594961e-16	8.813692551849028e-17	9.89756608492719e-16	1.76931144747525e-17	2.1131349526603872e-15	4.4555266227682366e-17	nan	nan	1.651239630621166e-15	1.2778154846152658e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.21980000533	7.289575465187972e-16	8.879109125513896e-17	9.879304296974403e-16	1.7682323202513302e-17	2.1088473578686324e-15	4.453821821926784e-17	nan	nan	1.6469039336184195e-15	1.285448991905616e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.269800005335	7.268143183045153e-16	8.944375825938595e-17	9.861047311528527e-16	1.767144054791084e-17	2.104554510362111e-15	4.452067198444359e-17	nan	nan	1.6425712352087221e-15	1.2930005623359917e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.31980000534	7.246739333079877e-16	9.009489685362815e-17	9.842795178025297e-16	1.76604654317582e-17	2.1002564497199226e-15	4.450262149457097e-17	nan	nan	1.6382416826286252e-15	1.3004701561978263e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.36980000534	7.225364050941846e-16	9.074447722862562e-17	9.824547946170478e-16	1.764939679544788e-17	2.0959532155515292e-15	4.448406078906374e-17	nan	nan	1.6339154210407939e-15	1.3078577361019096e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.419800005344	7.204017300457806e-16	9.139247109457609e-17	9.806305665649831e-16	1.7638233588416723e-17	2.091644847408705e-15	4.446498397757336e-17	nan	nan	1.6295925935508574e-15	1.3151632669010545e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.46980000535	7.182699126844324e-16	9.203884934927718e-17	9.78806838583908e-16	1.762697477396426e-17	2.0873313849145743e-15	4.4445385236783e-17	nan	nan	1.6252733412243416e-15	1.3223867156143704e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.51980000535	7.161409512014772e-16	9.268358572841998e-17	9.769836156433992e-16	1.761561933192328e-17	2.08301286760573e-15	4.442525881332482e-17	nan	nan	1.6209578031032459e-15	1.3295280513531748e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.56980000535	7.140148519272347e-16	9.33266517041347e-17	9.7516090269003e-16	1.7604166251092055e-17	2.0786893351022612e-15	4.440459902208408e-17	nan	nan	1.6166461162226353e-15	1.336587245248428e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.619800005356	7.118916166703674e-16	9.396802046349238e-17	9.733387046923764e-16	1.7592614539097166e-17	2.0743608269802313e-15	4.438340024796041e-17	nan	nan	1.6123384156268685e-15	1.3435642703796865e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.66980000536	7.097712463352067e-16	9.460766666416764e-17	9.715170266030133e-16	1.758096321372495e-17	2.0700273828157032e-15	4.436165694373447e-17	nan	nan	1.6080348343858938e-15	1.3504591017055465e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.71980000536	7.076537400174213e-16	9.524556385940306e-17	9.696958733895161e-16	1.7569211308767846e-17	2.065689042205995e-15	4.433936363267798e-17	nan	nan	1.6037355036112482e-15	1.357271715995536e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.769800005364	7.0553910585599325e-16	9.588168531710902e-17	9.678752499984589e-16	1.7557357868761782e-17	2.0613458447104705e-15	4.4316514905649176e-17	nan	nan	1.5994405524719271e-15	1.3640020917633951e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.81980000537	7.034273528942361e-16	9.651600750731756e-17	9.66055161391417e-16	1.7545401954843498e-17	2.0569978299310008e-15	4.4293105423772574e-17	nan	nan	1.595150108210116e-15	1.370650209201763e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.86980000537	7.013184639498541e-16	9.714850483798346e-17	9.642356125319657e-16	1.7533342643526944e-17	2.0526450374497228e-15	4.4269129916158494e-17	nan	nan	1.5908642961568312e-15	1.3772160501181832e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.91980000537	6.99212458918137e-16	9.777915259374633e-17	9.624166083736796e-16	1.7521179022410726e-17	2.048287506842699e-15	4.4244583182264275e-17	nan	nan	1.586583239747277e-15	1.3836995978724288e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54499.969800005376	6.971093296601026e-16	9.840792777455889e-17	9.605981538691332e-16	1.7508910194087928e-17	2.0439252776723303e-15	4.4219460091024527e-17	nan	nan	1.582307060536197e-15	1.39010083731515e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.01980000538	6.950090879320585e-16	9.903480560779178e-17	9.58780253985902e-16	1.7496535276635532e-17	2.039558389567814e-15	4.419375557892205e-17	nan	nan	1.5780358782129303e-15	1.3964197547277236e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.06980000538	6.929117255950226e-16	9.965976293808372e-17	9.56962913675561e-16	1.748405339919275e-17	2.0351868820551164e-15	4.416746465360644e-17	nan	nan	1.5737698106165194e-15	1.4026563377633806e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.119800005385	6.908172507879769e-16	1.0028277772772302e-16	9.551461378956846e-16	1.7471463711044815e-17	2.030810794755844e-15	4.4140582388955885e-17	nan	nan	1.5695089737504253e-15	1.4088105753895265e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.16980000539	6.88725669841241e-16	1.00903826162289e-16	9.533299316098484e-16	1.7458765369339516e-17	2.026430167226325e-15	4.411310393269507e-17	nan	nan	1.5652534817972996e-15	1.4148824578312287e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.21980000539	6.866369791374893e-16	1.0152288682260909e-16	9.51514299781628e-16	1.7445957549651795e-17	2.0220450390441403e-15	4.4085024497490637e-17	nan	nan	1.561003447133571e-15	1.4208719765158881e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.26980000539	6.845511759637279e-16	1.0213993651066948e-16	9.496992473515965e-16	1.7433039442795697e-17	2.017655449814198e-15	4.405633936668204e-17	nan	nan	1.5567589803437277e-15	1.4267791240190235e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.319800005396	6.824682775022524e-16	1.0275495463834318e-16	9.478847792833294e-16	1.7420010252116666e-17	2.0132614391019355e-15	4.402704389346714e-17	nan	nan	1.5525201902347853e-15	1.432603894011182e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.3698000054	6.803882756140806e-16	1.033679197938806e-16	9.460709005414022e-16	1.740686919496816e-17	2.0088630464606437e-15	4.399713349981284e-17	nan	nan	1.5482871838502229e-15	1.4383462812059266e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.4198000054	6.78311176629532e-16	1.039788099929847e-16	9.442576160933913e-16	1.7393615507530177e-17	2.00446031151193e-15	4.396660367632776e-17	nan	nan	1.5440600664840792e-15	1.4440062813089175e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.469800005405	6.762369832616005e-16	1.0458760495424673e-16	9.424449308788694e-16	1.738024843741584e-17	2.000053273803013e-15	4.393544998253837e-17	nan	nan	1.539838941694785e-15	1.4495838909680154e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.51980000541	6.741656882756355e-16	1.0519428441528684e-16	9.406328498574114e-16	1.7366767244902914e-17	1.9956419729084385e-15	4.3903668048923654e-17	nan	nan	1.5356239113188656e-15	1.4550791077244354e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.56980000541	6.720973106625951e-16	1.0579882731763493e-16	9.388213779965935e-16	1.7353171212341398e-17	1.9912264484452593e-15	4.387125357259496e-17	nan	nan	1.5314150754845107e-15	1.460491929964904e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.619800005414	6.700318350488467e-16	1.064012142108321e-16	9.370105202559912e-16	1.7339459630193702e-17	1.986806739942477e-15	4.383820232154775e-17	nan	nan	1.5272125326250143e-15	1.4658223568748096e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.66980000542	6.679692804253483e-16	1.0700142521555939e-16	9.35200281570176e-16	1.732563180966499e-17	1.9823828870065174e-15	4.3804510132107485e-17	nan	nan	1.5230163794921038e-15	1.4710703883923403e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.71980000542	6.659096350357925e-16	1.0759944156183378e-16	9.333906669327276e-16	1.7311687072813037e-17	1.9779549291967444e-15	4.377017290886263e-17	nan	nan	1.5188267111690527e-15	1.4762360251635615e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.76980000542	6.638529061148301e-16	1.08195242701135e-16	9.315816812822184e-16	1.7297624757388877e-17	1.9735229060983307e-15	4.3735186627380975e-17	nan	nan	1.5146436210837415e-15	1.4813192684984525e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.819800005425	6.617991090360939e-16	1.087888100401909e-16	9.29773329573223e-16	1.72834442197136e-17	1.9690868572858215e-15	4.369954733049493e-17	nan	nan	1.5104672010215835e-15	1.4863201203278664e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.86980000543	6.597482284259511e-16	1.093801254413841e-16	9.279656167683167e-16	1.726914482749584e-17	1.9646468223276894e-15	4.366325112934122e-17	nan	nan	1.5062975411382544e-15	1.4912385831613865e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.91980000543	6.57700267901727e-16	1.0996916955357623e-16	9.261585478370762e-16	1.725472596730433e-17	1.9602028408227698e-15	4.362629420606247e-17	nan	nan	1.5021347299723186e-15	1.496074660046112e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54500.969800005434	6.55655243741386e-16	1.1055592522249207e-16	9.24352127721074e-16	1.7240187040118418e-17	1.9557549522879193e-15	4.35886728116523e-17	nan	nan	1.4979788544577622e-15	1.500828354526283e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.01980000544	6.536131441886204e-16	1.111403727994812e-16	9.225463613758855e-16	1.7225527458852777e-17	1.9513031963705533e-15	4.3550383262835964e-17	nan	nan	1.4938299999363498e-15	1.5054996706038097e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.06980000544	6.51573979191075e-16	1.1172249606716215e-16	9.20741253786088e-16	1.72107466595992e-17	1.9468476126027098e-15	4.3511421949013476e-17	nan	nan	1.4896882501699144e-15	1.5100886126996302e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.11980000544	6.49537746035756e-16	1.1230227667941082e-16	9.189368098902545e-16	1.719584408594669e-17	1.9423882405589335e-15	4.347178532530604e-17	nan	nan	1.4855536873523814e-15	1.5145951856159332e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.169800005446	6.475044546703081e-16	1.1287969746395078e-16	9.171330346479602e-16	1.718081920497723e-17	1.9379251198243976e-15	4.343146991788497e-17	nan	nan	1.4814263921218536e-15	1.5190193944991787e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.21980000545	6.454741005730745e-16	1.1345474024220375e-16	9.153299330157796e-16	1.716567149068724e-17	1.933458289976683e-15	4.339047232095969e-17	nan	nan	1.477306443572406e-15	1.5233612448039635e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.26980000545	6.434466900743746e-16	1.1402738943074254e-16	9.135275099612891e-16	1.7150400443393062e-17	1.9289877905630083e-15	4.334878919598853e-17	nan	nan	1.4731939192658536e-15	1.5276207422576657e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.319800005454	6.414222231742085e-16	1.1459762787221814e-16	9.117257704330624e-16	1.713500557013049e-17	1.9245136611791734e-15	4.3306417274898546e-17	nan	nan	1.4690888952433555e-15	1.5317978928259019e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.36980000546	6.394006980639135e-16	1.1516543847928326e-16	9.099247193976755e-16	1.7119486400834746e-17	1.9200359413845423e-15	4.326335335778952e-17	nan	nan	1.4649914460369158e-15	1.5358927026787564e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.41980000546	6.373821292127912e-16	1.157308055037804e-16	9.081243618037021e-16	1.7103842476478924e-17	1.915554670780986e-15	4.3219594314188434e-17	nan	nan	1.4609016446807175e-15	1.5399051781577602e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.46980000546	6.353665066731966e-16	1.1629371184613704e-16	9.063247026197184e-16	1.7088073358266798e-17	1.9110698889050975e-15	4.317513708019898e-17	nan	nan	1.4568195627223887e-15	1.543835325743667e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.519800005466	6.333538431057687e-16	1.1685414281245845e-16	9.045257467952984e-16	1.7072178619892695e-17	1.9065816353147224e-15	4.312997866224608e-17	nan	nan	1.4527452702340829e-15	1.5476831520249458e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.56980000547	6.313441339888507e-16	1.1741208117490844e-16	9.027274992940178e-16	1.7056157853109073e-17	1.902089949625395e-15	4.308411613511451e-17	nan	nan	1.4486788358235532e-15	1.5514486636670259e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
54501.61980000547	6.293373757051172e-16	1.179675123749356e-16	9.009299650744515e-16	1.7040010668284822e-17	1.897594871410143e-15	4.3037546641485e-17	nan	nan	1.444620326644897e-15	1.5551318673822678e-15	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
