MJD,Mag,Mag_err,Flux,Flux_err,band,Instr,FilterSet
49082.97,11.26,0.1,3.58471287709e-14,3.30164257338e-15,Bessell_I,Rich1994,GeneralFilters
49082.97,11.44,0.1,5.89746417274e-14,5.43176523625e-15,Bessell_R,Rich1994,GeneralFilters
49083.1,12.26,0.1,7.93319532541e-14,7.30674291844e-15,Bessell_B,Rich1994,GeneralFilters
49083.1,11.24,0.1,3.65135766525e-14,3.36302469167e-15,Bessell_I,Rich1994,GeneralFilters
49083.1,11.93,0.1,6.70901220726e-14,6.17922859886e-15,Bessell_U,Rich1994,GeneralFilters
49083.1,11.86,0.1,6.58895449884e-14,6.06865136298e-15,Bessell_V,Rich1994,GeneralFilters
49083.99,11.17,0.1,3.89452392298e-14,3.58698909174e-15,Bessell_I,Rich1994,GeneralFilters
49083.99,11.95,0.1,6.58655893417e-14,6.06644496638e-15,Bessell_U,Rich1994,GeneralFilters
49085.02,12.07,0.1,9.45035552952e-14,8.7040991063e-15,Bessell_B,Rich1994,GeneralFilters
49085.02,11.09,0.1,4.19231952673e-14,3.86126897893e-15,Bessell_I,Rich1994,GeneralFilters
49085.02,11.24,0.1,7.09031142932e-14,6.53041816074e-15,Bessell_R,Rich1994,GeneralFilters
49085.02,11.9,0.1,6.89697389339e-14,6.35234770948e-15,Bessell_U,Rich1994,GeneralFilters
49085.1,11.1,0.1,4.15388411029e-14,3.82586865215e-15,Bessell_I,Rich1994,GeneralFilters
49085.1,11.89,0.1,6.9607908071e-14,6.41112525915e-15,Bessell_U,Rich1994,GeneralFilters
49085.98,11.95,0.1,1.05547547694e-13,9.72128839687e-15,Bessell_B,Rich1994,GeneralFilters
49085.98,10.96,0.1,4.72557190601e-14,4.35241257066e-15,Bessell_I,Rich1994,GeneralFilters
49085.98,11.11,0.1,7.99218100662e-14,7.36107073854e-15,Bessell_R,Rich1994,GeneralFilters
49085.98,11.78,0.1,7.70297666243e-14,7.09470369384e-15,Bessell_U,Rich1994,GeneralFilters
49085.98,11.5,0.1,9.17944678435e-14,8.45458293103e-15,Bessell_V,Rich1994,GeneralFilters
49087.07,11.82,0.1,1.18972927266e-13,1.09578115517e-14,Bessell_B,Rich1994,GeneralFilters
49087.07,11.04,0.1,8.52442926183e-14,7.85128949783e-15,Bessell_R,Rich1994,GeneralFilters
49087.07,11.7,0.1,8.29198641851e-14,7.63720172743e-15,Bessell_U,Rich1994,GeneralFilters
49087.16,10.94,0.1,4.81342684709e-14,4.43332996173e-15,Bessell_I,Rich1994,GeneralFilters
49087.16,11.02,0.1,8.68291023418e-14,7.99725586761e-15,Bessell_R,Rich1994,GeneralFilters
49087.16,11.69,0.1,8.36871122419e-14,7.70786788496e-15,Bessell_U,Rich1994,GeneralFilters
49087.16,11.36,0.1,1.04427891306e-13,9.6181642326e-15,Bessell_V,Rich1994,GeneralFilters
49087.89,11.73,0.1,1.29255236699e-13,1.19048472485e-14,Bessell_B,Rich1994,GeneralFilters
49087.89,10.83,0.1,1.03434474229e-13,9.52666713844e-15,Bessell_R,Rich1994,GeneralFilters
49087.89,11.28,0.1,1.12412992324e-13,1.03536192154e-14,Bessell_V,Rich1994,GeneralFilters
49087.93,10.74,0.1,5.78701190689e-14,5.33003493991e-15,Bessell_I,Rich1994,GeneralFilters
49087.93,10.83,0.1,1.03434474229e-13,9.52666713844e-15,Bessell_R,Rich1994,GeneralFilters
49087.93,11.29,0.1,1.11382383816e-13,1.02586966638e-14,Bessell_V,Rich1994,GeneralFilters
49088.01,11.73,0.1,1.29255236699e-13,1.19048472485e-14,Bessell_B,Rich1994,GeneralFilters
49088.01,10.82,0.1,5.3759395414e-14,4.95142329954e-15,Bessell_I,Rich1994,GeneralFilters
49088.01,10.86,0.1,1.00615597649e-13,9.26703901077e-15,Bessell_R,Rich1994,GeneralFilters
49088.01,11.65,0.1,8.68277569887e-14,7.99713195601e-15,Bessell_U,Rich1994,GeneralFilters
49088.06,11.74,0.1,1.28070217566e-13,1.17957029529e-14,Bessell_B,Rich1994,GeneralFilters
49088.06,10.81,0.1,5.42568249753e-14,4.99723825525e-15,Bessell_I,Rich1994,GeneralFilters
49088.06,11.66,0.1,8.60317153278e-14,7.92381380954e-15,Bessell_U,Rich1994,GeneralFilters
49088.93,11.17,0.1,1.24398890934e-13,1.1457561274e-14,Bessell_V,Rich1994,GeneralFilters
49089.87,11.51,0.1,1.58288056701e-13,1.45788687903e-14,Bessell_B,Rich1994,GeneralFilters
49090.0,11.53,0.1,1.55398974071e-13,1.43127744465e-14,Bessell_B,Rich1994,GeneralFilters
49090.0,11.08,0.1,1.3515014266e-13,1.24477881522e-14,Bessell_V,Rich1994,GeneralFilters
49090.88,11.48,0.1,1.62722702087e-13,1.49873147247e-14,Bessell_B,Rich1994,GeneralFilters
49091.04,11.46,0.1,1.65747942987e-13,1.52659497086e-14,Bessell_B,Rich1994,GeneralFilters
49091.17,11.45,0.1,1.67281589821e-13,1.54072038022e-14,Bessell_B,Rich1994,GeneralFilters
49091.17,10.55,0.1,6.89373168444e-14,6.34936152468e-15,Bessell_I,Rich1994,GeneralFilters
49091.17,10.66,0.1,1.20966554621e-13,1.11414314169e-14,Bessell_R,Rich1994,GeneralFilters
49091.17,11.35,0.1,1.14461275744e-13,1.05422730901e-14,Bessell_U,Rich1994,GeneralFilters
49091.17,10.98,0.1,1.48189184633e-13,1.36487282991e-14,Bessell_V,Rich1994,GeneralFilters
49091.88,11.42,0.1,1.71968200712e-13,1.58388566172e-14,Bessell_B,Rich1994,GeneralFilters
49091.88,10.94,0.1,1.53750489973e-13,1.41609434501e-14,Bessell_V,Rich1994,GeneralFilters
49091.98,11.4,0.1,1.75165328265e-13,1.61333229469e-14,Bessell_B,Rich1994,GeneralFilters
49091.98,10.93,0.1,1.55173125741e-13,1.42919730466e-14,Bessell_V,Rich1994,GeneralFilters
49092.15,11.4,0.1,1.75165328265e-13,1.61333229469e-14,Bessell_B,Rich1994,GeneralFilters
49092.15,10.48,0.1,7.35282747543e-14,6.77220437451e-15,Bessell_I,Rich1994,GeneralFilters
49092.15,10.6,0.1,1.27839572953e-13,1.1774459799e-14,Bessell_R,Rich1994,GeneralFilters
49092.15,11.34,0.1,1.15520372889e-13,1.0639819542e-14,Bessell_U,Rich1994,GeneralFilters
49092.15,10.91,0.1,1.58058009537e-13,1.45576806636e-14,Bessell_V,Rich1994,GeneralFilters
49092.88,11.38,0.1,1.78421894856e-13,1.64332638144e-14,Bessell_B,Rich1994,GeneralFilters
49092.88,10.89,0.1,1.60996527328e-13,1.48283281539e-14,Bessell_V,Rich1994,GeneralFilters
49093.05,11.39,0.1,1.76786113092e-13,1.62826027461e-14,Bessell_B,Rich1994,GeneralFilters
49093.19,11.39,0.1,1.76786113092e-13,1.62826027461e-14,Bessell_B,Rich1994,GeneralFilters
49093.19,10.43,0.1,7.69935555841e-14,7.09136853379e-15,Bessell_I,Rich1994,GeneralFilters
49093.19,10.53,0.1,1.36353192651e-13,1.25585931512e-14,Bessell_R,Rich1994,GeneralFilters
49093.19,11.34,0.1,1.15520372889e-13,1.0639819542e-14,Bessell_U,Rich1994,GeneralFilters
49093.19,10.89,0.1,1.60996527328e-13,1.48283281539e-14,Bessell_V,Rich1994,GeneralFilters
49093.89,11.37,0.1,1.80072812323e-13,1.65853189323e-14,Bessell_B,Rich1994,GeneralFilters
49093.89,10.87,0.1,1.63989676243e-13,1.51040073568e-14,Bessell_V,Rich1994,GeneralFilters
49094.0,11.38,0.1,1.78421894856e-13,1.64332638144e-14,Bessell_B,Rich1994,GeneralFilters
49094.0,10.85,0.1,1.6703847195e-13,1.53848118188e-14,Bessell_V,Rich1994,GeneralFilters
49094.19,11.39,0.1,1.76786113092e-13,1.62826027461e-14,Bessell_B,Rich1994,GeneralFilters
49094.19,10.39,0.1,7.98830017534e-14,7.35749636084e-15,Bessell_I,Rich1994,GeneralFilters
49094.19,11.37,0.1,1.12372122017e-13,1.0349854921e-14,Bessell_U,Rich1994,GeneralFilters
49094.19,10.84,0.1,1.68584059902e-13,1.55271657299e-14,Bessell_V,Rich1994,GeneralFilters
49094.2,10.41,0.1,7.84249726537e-14,7.22320691803e-15,Bessell_I,Rich1994,GeneralFilters
49094.93,11.4,0.1,1.75165328265e-13,1.61333229469e-14,Bessell_B,Rich1994,GeneralFilters
49095.15,11.41,0.1,1.73559402882e-13,1.5985411753e-14,Bessell_B,Rich1994,GeneralFilters
49095.15,10.37,0.1,8.13681376379e-14,7.49428243079e-15,Bessell_I,Rich1994,GeneralFilters
49095.15,10.48,0.1,1.42779320643e-13,1.3150461412e-14,Bessell_R,Rich1994,GeneralFilters
49095.15,11.4,0.1,1.09309669722e-13,1.00677926409e-14,Bessell_U,Rich1994,GeneralFilters
49095.15,10.84,0.1,1.68584059902e-13,1.55271657299e-14,Bessell_V,Rich1994,GeneralFilters
49095.24,11.4,0.1,1.75165328265e-13,1.61333229469e-14,Bessell_B,Rich1994,GeneralFilters
49095.24,10.37,0.1,8.13681376379e-14,7.49428243079e-15,Bessell_I,Rich1994,GeneralFilters
49095.24,10.49,0.1,1.41470311963e-13,1.30298972571e-14,Bessell_R,Rich1994,GeneralFilters
49095.24,11.42,0.1,1.07314543402e-13,9.88403471595e-15,Bessell_U,Rich1994,GeneralFilters
49095.24,10.81,0.1,1.73307161183e-13,1.5962179434e-14,Bessell_V,Rich1994,GeneralFilters
49096.15,11.45,0.1,1.67281589821e-13,1.54072038022e-14,Bessell_B,Rich1994,GeneralFilters
49096.15,10.49,0.1,1.41470311963e-13,1.30298972571e-14,Bessell_R,Rich1994,GeneralFilters
49096.15,11.48,0.1,1.01545008922e-13,9.35264095246e-15,Bessell_U,Rich1994,GeneralFilters
49096.15,10.86,0.1,1.65507054035e-13,1.52437630162e-14,Bessell_V,Rich1994,GeneralFilters
49096.2,10.45,0.1,1.46779468656e-13,1.35188886594e-14,Bessell_R,Rich1994,GeneralFilters
49097.15,11.53,0.1,1.55398974071e-13,1.43127744465e-14,Bessell_B,Rich1994,GeneralFilters
49097.15,10.38,0.1,8.06221500681e-14,7.42557443648e-15,Bessell_I,Rich1994,GeneralFilters
49097.15,10.5,0.1,1.40173304347e-13,1.2910438441e-14,Bessell_R,Rich1994,GeneralFilters
49097.15,11.62,0.1,8.92603493142e-14,8.22118198905e-15,Bessell_U,Rich1994,GeneralFilters
49097.15,10.86,0.1,1.65507054035e-13,1.52437630162e-14,Bessell_V,Rich1994,GeneralFilters
49098.28,11.67,0.1,1.36599197301e-13,1.25812510168e-14,Bessell_B,Rich1994,GeneralFilters
49098.28,10.41,0.1,7.84249726537e-14,7.22320691803e-15,Bessell_I,Rich1994,GeneralFilters
49098.28,10.55,0.1,1.3386446641e-13,1.23293729934e-14,Bessell_R,Rich1994,GeneralFilters
49098.28,11.78,0.1,7.70297666243e-14,7.09470369384e-15,Bessell_U,Rich1994,GeneralFilters
49098.28,10.91,0.1,1.58058009537e-13,1.45576806636e-14,Bessell_V,Rich1994,GeneralFilters
49098.96,11.73,0.1,1.29255236699e-13,1.19048472485e-14,Bessell_B,Rich1994,GeneralFilters
49098.96,10.4,0.1,7.91506299912e-14,7.29004242875e-15,Bessell_I,Rich1994,GeneralFilters
49098.96,10.54,0.1,1.35103099067e-13,1.24434552772e-14,Bessell_R,Rich1994,GeneralFilters
49098.96,10.99,0.1,1.46830578022e-13,1.35235960059e-14,Bessell_V,Rich1994,GeneralFilters
49099.15,11.79,0.1,1.22306108265e-13,1.12648088669e-14,Bessell_B,Rich1994,GeneralFilters
49099.15,10.41,0.1,7.84249726537e-14,7.22320691803e-15,Bessell_I,Rich1994,GeneralFilters
49099.15,10.6,0.1,1.27839572953e-13,1.1774459799e-14,Bessell_R,Rich1994,GeneralFilters
49099.15,11.98,0.1,6.40705691746e-14,5.90111749924e-15,Bessell_U,Rich1994,GeneralFilters
49099.15,11.0,0.1,1.45484427191e-13,1.33996109325e-14,Bessell_V,Rich1994,GeneralFilters
49100.25,11.96,0.1,1.0457988196e-13,9.63216308914e-15,Bessell_B,Rich1994,GeneralFilters
49100.25,10.46,0.1,7.48952674432e-14,6.89810905402e-15,Bessell_I,Rich1994,GeneralFilters
49100.25,10.66,0.1,1.20966554621e-13,1.11414314169e-14,Bessell_R,Rich1994,GeneralFilters
49100.25,11.12,0.1,1.30261630043e-13,1.1997539501e-14,Bessell_V,Rich1994,GeneralFilters
49100.91,12.04,0.1,9.71511950743e-14,8.94795574179e-15,Bessell_B,Rich1994,GeneralFilters
49100.91,10.66,0.1,1.20966554621e-13,1.11414314169e-14,Bessell_R,Rich1994,GeneralFilters
49100.91,11.16,0.1,1.255499397e-13,1.15635767832e-14,Bessell_V,Rich1994,GeneralFilters
49101.15,12.14,0.1,8.86029429642e-14,8.16063262659e-15,Bessell_B,Rich1994,GeneralFilters
49101.15,10.51,0.1,7.15244251363e-14,6.58764300416e-15,Bessell_I,Rich1994,GeneralFilters
49101.15,10.72,0.1,1.14463049265e-13,1.05424364374e-14,Bessell_R,Rich1994,GeneralFilters
49101.15,12.52,0.1,3.89635556669e-14,3.58867609795e-15,Bessell_U,Rich1994,GeneralFilters
49101.15,11.18,0.1,1.23258395047e-13,1.13525177208e-14,Bessell_V,Rich1994,GeneralFilters
49101.89,12.22,0.1,8.23091557835e-14,7.58095340496e-15,Bessell_B,Rich1994,GeneralFilters
49101.89,10.82,0.1,1.04391541635e-13,9.61481630416e-15,Bessell_R,Rich1994,GeneralFilters
49102.17,12.32,0.1,7.50668422528e-14,6.91391167798e-15,Bessell_B,Rich1994,GeneralFilters
49102.17,10.58,0.1,6.7058583575e-14,6.17632379589e-15,Bessell_I,Rich1994,GeneralFilters
49102.17,10.79,0.1,1.07316206188e-13,9.88418786417e-15,Bessell_R,Rich1994,GeneralFilters
49102.17,12.75,0.1,3.15252531075e-14,2.90358311433e-15,Bessell_U,Rich1994,GeneralFilters
49102.17,11.31,0.1,1.093494262e-13,1.00714543478e-14,Bessell_V,Rich1994,GeneralFilters
49102.91,12.36,0.1,7.2351601275e-14,6.66382874201e-15,Bessell_B,Rich1994,GeneralFilters
49102.91,10.62,0.1,6.46330091327e-14,5.95292013378e-15,Bessell_I,Rich1994,GeneralFilters
49102.91,12.94,0.1,2.64641885487e-14,2.43744184201e-15,Bessell_U,Rich1994,GeneralFilters
49102.91,11.35,0.1,1.05394150688e-13,9.70716001051e-15,Bessell_V,Rich1994,GeneralFilters
49103.25,12.44,0.1,6.72122056142e-14,6.19047290858e-15,Bessell_B,Rich1994,GeneralFilters
49103.25,10.65,0.1,6.28715801982e-14,5.7906865335e-15,Bessell_I,Rich1994,GeneralFilters
49103.25,10.86,0.1,1.00615597649e-13,9.26703901077e-15,Bessell_R,Rich1994,GeneralFilters
49103.25,13.02,0.1,2.45843416151e-14,2.26430154096e-15,Bessell_U,Rich1994,GeneralFilters
49103.25,11.39,0.1,1.01581941353e-13,9.35604255509e-15,Bessell_V,Rich1994,GeneralFilters
49104.91,12.64,0.1,5.59046776058e-14,5.14901109135e-15,Bessell_B,Rich1994,GeneralFilters
49104.91,10.88,0.1,9.87791560276e-14,9.09789648671e-15,Bessell_R,Rich1994,GeneralFilters
49104.91,11.51,0.1,9.09528911038e-14,8.37707084881e-15,Bessell_V,Rich1994,GeneralFilters
49105.87,12.78,0.1,4.91414704117e-14,4.52609668871e-15,Bessell_B,Rich1994,GeneralFilters
49105.87,10.81,0.1,5.42568249753e-14,4.99723825525e-15,Bessell_I,Rich1994,GeneralFilters
49105.87,13.45,0.1,1.65446880171e-14,1.52382207986e-15,Bessell_U,Rich1994,GeneralFilters
49105.87,11.63,0.1,8.14360140192e-14,7.50053407654e-15,Bessell_V,Rich1994,GeneralFilters
49106.9,12.82,0.1,4.73639754463e-14,4.36238335231e-15,Bessell_B,Rich1994,GeneralFilters
49106.9,10.79,0.1,5.5265534663e-14,5.09014385085e-15,Bessell_I,Rich1994,GeneralFilters
49106.9,10.98,0.1,9.00876609996e-14,8.29738021121e-15,Bessell_R,Rich1994,GeneralFilters
49107.88,12.94,0.1,4.2408034771e-14,3.90592434748e-15,Bessell_B,Rich1994,GeneralFilters
49107.88,10.86,0.1,5.18148655925e-14,4.77232548435e-15,Bessell_I,Rich1994,GeneralFilters
49107.88,11.03,0.1,8.60330483466e-14,7.92393658511e-15,Bessell_R,Rich1994,GeneralFilters
49107.88,13.7,0.1,1.31419128267e-14,1.21041490273e-15,Bessell_U,Rich1994,GeneralFilters
49107.88,11.72,0.1,7.49577442293e-14,6.90386337867e-15,Bessell_V,Rich1994,GeneralFilters
49112.89,13.26,0.1,3.15826194445e-14,2.90886674922e-15,Bessell_B,Rich1994,GeneralFilters
49112.89,11.05,0.1,4.34965063717e-14,4.00617628676e-15,Bessell_I,Rich1994,GeneralFilters
49112.89,11.28,0.1,6.83384794211e-14,6.29420655972e-15,Bessell_R,Rich1994,GeneralFilters
49112.89,14.1,0.1,9.09198231061e-15,8.37402517367e-16,Bessell_U,Rich1994,GeneralFilters
49112.89,12.01,0.1,5.73873946436e-14,5.28557437729e-15,Bessell_V,Rich1994,GeneralFilters
49121.9,13.51,0.1,2.50869663513e-14,2.31059498996e-15,Bessell_B,Rich1994,GeneralFilters
49121.9,11.56,0.1,5.28038162637e-14,4.86341120728e-15,Bessell_R,Rich1994,GeneralFilters
49121.9,14.43,0.1,6.70901220726e-15,6.17922859886e-16,Bessell_U,Rich1994,GeneralFilters
49122.9,13.54,0.1,2.44032768712e-14,2.24762486175e-15,Bessell_B,Rich1994,GeneralFilters
49122.9,11.3,0.1,3.45505031229e-14,3.18221893785e-15,Bessell_I,Rich1994,GeneralFilters
49122.9,12.32,0.1,4.31336796422e-14,3.97275871001e-15,Bessell_V,Rich1994,GeneralFilters
49123.88,13.58,0.1,2.352058652e-14,2.16632607598e-15,Bessell_B,Rich1994,GeneralFilters
49123.88,12.32,0.1,4.31336796422e-14,3.97275871001e-15,Bessell_V,Rich1994,GeneralFilters
49129.88,13.63,0.1,2.24619857455e-14,2.06882534146e-15,Bessell_B,Rich1994,GeneralFilters
49129.88,11.46,0.1,2.98163430097e-14,2.74618667767e-15,Bessell_I,Rich1994,GeneralFilters
49129.88,11.76,0.1,4.39203013441e-14,4.04520924619e-15,Bessell_R,Rich1994,GeneralFilters
49129.88,14.41,0.1,6.83374205666e-15,6.29410903562e-16,Bessell_U,Rich1994,GeneralFilters
49129.88,12.45,0.1,3.82663032159e-14,3.52445677396e-15,Bessell_V,Rich1994,GeneralFilters
49131.91,13.71,0.1,2.08664297379e-14,1.92186920234e-15,Bessell_B,Rich1994,GeneralFilters
49131.91,11.49,0.1,2.90037648858e-14,2.67134546667e-15,Bessell_I,Rich1994,GeneralFilters
49131.91,11.81,0.1,4.19435621594e-14,3.86314483901e-15,Bessell_R,Rich1994,GeneralFilters
49131.91,14.44,0.1,6.64750361363e-15,6.12257709054e-16,Bessell_U,Rich1994,GeneralFilters
49131.91,12.48,0.1,3.72234402175e-14,3.42840554219e-15,Bessell_V,Rich1994,GeneralFilters
49132.88,13.7,0.1,2.10595044351e-14,1.93965203912e-15,Bessell_B,Rich1994,GeneralFilters
49132.88,11.83,0.1,4.11780058729e-14,3.79263449929e-15,Bessell_R,Rich1994,GeneralFilters
49132.88,14.43,0.1,6.70901220726e-15,6.17922859886e-16,Bessell_U,Rich1994,GeneralFilters
49132.88,12.49,0.1,3.68821736663e-14,3.39697373125e-15,Bessell_V,Rich1994,GeneralFilters
49076.2,10.71,0.1,5.94914255774e-14,5.47936278782e-15,Bessell_I,Rich1996,GeneralFilters
49076.2,10.65,0.1,1.2208584437e-13,1.12445218125e-14,Bessell_R,Rich1996,GeneralFilters
49076.2,10.69,0.1,1.93560398903e-13,1.78275715643e-14,Bessell_V,Rich1996,GeneralFilters
49077.2,10.91,0.1,2.75073116116e-13,2.53351702661e-14,Bessell_B,Rich1996,GeneralFilters
49077.2,10.57,0.1,6.76790690093e-14,6.23347261634e-15,Bessell_I,Rich1996,GeneralFilters
49077.2,10.73,0.1,1.13413645721e-13,1.04457827992e-14,Bessell_R,Rich1996,GeneralFilters
49077.2,10.8,0.1,1.74910752602e-13,1.61098756618e-14,Bessell_V,Rich1996,GeneralFilters
49079.2,11.75,0.1,1.26896062753e-13,1.16875592982e-14,Bessell_B,Rich1996,GeneralFilters
49079.2,11.1,0.1,4.15388411029e-14,3.82586865215e-15,Bessell_I,Rich1996,GeneralFilters
49079.2,11.2,0.1,7.35639958492e-14,6.77549440894e-15,Bessell_R,Rich1996,GeneralFilters
49079.2,11.38,0.1,1.02521867484e-13,9.44261295098e-15,Bessell_V,Rich1996,GeneralFilters
49080.2,12.02,0.1,9.89573706419e-14,9.11431065928e-15,Bessell_B,Rich1996,GeneralFilters
49080.2,11.06,0.1,4.30977280044e-14,3.96944744179e-15,Bessell_I,Rich1996,GeneralFilters
49080.2,11.08,0.1,4.23111058171e-14,3.8969968609e-15,Bessell_I,Rich1996,GeneralFilters
49080.2,11.36,0.1,6.34841503059e-14,5.84710632543e-15,Bessell_R,Rich1996,GeneralFilters
49080.2,11.44,0.1,5.89746417274e-14,5.43176523625e-15,Bessell_R,Rich1996,GeneralFilters
49080.2,11.67,0.1,7.849039388e-14,7.22923243565e-15,Bessell_V,Rich1996,GeneralFilters
49080.2,11.68,0.1,7.77707896235e-14,7.1629544343e-15,Bessell_V,Rich1996,GeneralFilters
49083.2,12.23,0.1,8.15545409074e-14,7.51145080638e-15,Bessell_B,Rich1996,GeneralFilters
49083.2,11.19,0.1,3.82344085042e-14,3.52151916245e-15,Bessell_I,Rich1996,GeneralFilters
49083.2,11.24,0.1,3.65135766525e-14,3.36302469167e-15,Bessell_I,Rich1996,GeneralFilters
49083.2,11.45,0.1,5.84339589622e-14,5.38196651324e-15,Bessell_R,Rich1996,GeneralFilters
49083.2,11.48,0.1,5.68414713547e-14,5.23529298421e-15,Bessell_R,Rich1996,GeneralFilters
49083.2,11.83,0.1,6.77355261242e-14,6.23867250879e-15,Bessell_V,Rich1996,GeneralFilters
49083.2,11.84,0.1,6.7114523088e-14,6.18147601543e-15,Bessell_V,Rich1996,GeneralFilters
49084.22,12.16,0.1,8.69857570006e-14,8.0116842949e-15,Bessell_B,Rich1996,GeneralFilters
49084.22,11.13,0.1,4.04067923617e-14,3.72160310991e-15,Bessell_I,Rich1996,GeneralFilters
49084.22,11.16,0.1,3.93055950916e-14,3.62017909317e-15,Bessell_I,Rich1996,GeneralFilters
49084.22,11.37,0.1,6.29021241174e-14,5.79349973242e-15,Bessell_R,Rich1996,GeneralFilters
49084.22,11.41,0.1,6.0626892872e-14,5.58394319046e-15,Bessell_R,Rich1996,GeneralFilters
49084.22,11.73,0.1,7.42705274995e-14,6.84056837876e-15,Bessell_V,Rich1996,GeneralFilters
49084.22,11.75,0.1,7.29149375996e-14,6.71571393494e-15,Bessell_V,Rich1996,GeneralFilters
49084.3,12.13,0.1,8.94227759015e-14,8.2361420306e-15,Bessell_B,Rich1996,GeneralFilters
49084.3,11.13,0.1,4.04067923617e-14,3.72160310991e-15,Bessell_I,Rich1996,GeneralFilters
49084.3,11.38,0.1,6.23254339772e-14,5.74038460761e-15,Bessell_R,Rich1996,GeneralFilters
49084.3,11.72,0.1,7.49577442293e-14,6.90386337867e-15,Bessell_V,Rich1996,GeneralFilters
49085.24,12.07,0.1,9.45035552952e-14,8.7040991063e-15,Bessell_B,Rich1996,GeneralFilters
49085.24,11.05,0.1,4.34965063717e-14,4.00617628676e-15,Bessell_I,Rich1996,GeneralFilters
49085.24,11.07,0.1,4.2702605659e-14,3.9330553289e-15,Bessell_I,Rich1996,GeneralFilters
49085.24,11.26,0.1,6.96089866111e-14,6.41122459636e-15,Bessell_R,Rich1996,GeneralFilters
