spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2007m09d05.txt	54348.0	1.5931982776065103e-14	4.628949325704432e-16	True	1.0436963662766762e-14	9.824673020636178e-17	True	1.737323480336352e-14	1.3313079770955635e-16	True	6.049908761432363e-15	2.8528404287041026e-16	True	2.201384710125766e-14	2.261850489102299e-16	True	1.2276175998437375e-14	1.5602683668602075e-16	True	1.986452438911858e-14	2.1268453669690108e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_10.78.txt	54349.98	1.2684903673449488e-14	2.542968041069617e-16	True	9.75553885479375e-15	8.581573741415199e-17	True	1.5734148835066606e-14	1.2542980268139576e-16	True	4.426218428116806e-15	2.0107030339585347e-16	True	1.8807554933693318e-14	1.9843440315210045e-16	True	1.127978613255901e-14	1.1077493148325358e-16	True	1.779229148257403e-14	1.517754491047626e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_11.78.txt	54350.98	1.1709961889113897e-14	2.3206840816448804e-16	True	9.399105648897093e-15	8.290517708339862e-17	True	1.4935593051383612e-14	1.2307471849077423e-16	True	4.1691308365452505e-15	2.050452379681116e-16	True	1.7363326257600823e-14	1.804848175488464e-16	True	1.0776921633255114e-14	9.306353582632577e-17	True	1.6764864474170536e-14	1.3053626485466727e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_12.78.txt	54351.98	1.0740622052181909e-14	3.1834513735403783e-16	True	9.02834815019913e-15	8.404464285344288e-17	True	1.4139321541408782e-14	1.1727437402126558e-16	True	3.873173773940528e-15	1.6280727777454728e-16	True	1.606212425063796e-14	1.672392326056014e-16	True	1.0276371259846585e-14	7.89724301878448e-17	True	1.5761692405070806e-14	1.1429493621066695e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_13.78.txt	54352.98	9.831373477250163e-15	2.455617765598891e-16	True	8.643146442816511e-15	8.75506432925615e-17	True	1.3330943145788025e-14	1.1327584213261125e-16	True	3.4811398248749916e-15	1.4231151746037713e-16	True	1.487709120265293e-14	1.4984665161007985e-16	True	9.780133713730411e-15	6.859358955512562e-17	True	1.479094997084901e-14	1.0242585411938201e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_14.77.txt	54353.97	9.092399130493684e-15	1.9107551478704366e-16	True	8.249138590882451e-15	9.088629518234243e-17	True	1.251610877695864e-14	1.160608722786311e-16	True	3.1477765016596453e-15	1.6012489649872785e-16	True	1.378204540445236e-14	1.3402846001691972e-16	True	9.295791135269751e-15	6.176353742341848e-17	True	1.3868686975738521e-14	9.426455061057394e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_15.77.txt	54354.97	8.273377653272645e-15	1.8622705429224276e-16	True	7.843847148004027e-15	9.22762207024023e-17	True	1.1689049867448244e-14	1.191885207715345e-16	True	2.8654584288645543e-15	1.4006777205196165e-16	True	1.2727087643268521e-14	1.2240607196334226e-16	True	8.816790308173417e-15	5.790754413460426e-17	True	1.2982414550785153e-14	8.915956318478558e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_17.77.txt	54356.97	6.890457709792738e-15	1.5901644151956459e-16	True	7.0709063571134824e-15	8.100727958357484e-17	True	1.0126958859821778e-14	9.701535253302625e-17	True	2.621598235699805e-15	1.1687068026968252e-16	True	1.074331788709458e-14	9.116386256122809e-17	True	7.902916118066704e-15	5.70421656022851e-17	True	1.1365122826236255e-14	8.770851694723612e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_18.77.txt	54357.97	6.18597541334395e-15	1.0967314055778212e-16	True	6.733853388763569e-15	7.168934517766689e-17	True	9.463477717711903e-15	8.209264122257773e-17	True	2.3305928443536975e-15	1.148597870986334e-16	True	9.872843219277702e-15	8.414167847301154e-17	True	7.474232233118427e-15	5.886700375496625e-17	True	1.0639301969059325e-14	9.10796863872986e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2007m09d19.txt	54362.0	4.967558741237633e-15	1.5095738944169098e-16	True	5.631677000043278e-15	7.4697974282728e-17	True	7.466352974169383e-15	8.88697366217956e-17	True	1.7292043014069632e-15	5.961156810769317e-16	True	7.736858414969778e-15	9.338069506469421e-17	True	5.988889503818442e-15	6.573084974335174e-17	True	8.291820723273316e-15	1.0420724295021059e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_23.76.txt	54362.96	4.8754989192174e-15	2.4558278296318006e-16	True	5.4303783914223935e-15	8.102871118026524e-17	True	7.157147234296063e-15	1.0273563963062288e-16	True	1.7106231167222329e-15	3.154785853419967e-16	True	7.428103158171665e-15	9.817762944619164e-17	True	5.6979151256714494e-15	6.541466584033388e-17	True	7.86684511452989e-15	1.0332171976755812e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_33.74.txt	54372.94	3.913580453819311e-15	1.0105651159585353e-15	True	4.133462384086869e-15	1.2751924695906147e-16	True	5.032919958806585e-15	1.8480508830072373e-16	True	1.9250189626708567e-15	8.327507867951092e-16	True	5.475694256008118e-15	1.8924526907323416e-16	True	3.917302113377261e-15	5.389727886553888e-17	True	5.5111115352972785e-15	9.009390299649794e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_40.73.txt	54379.93	3.662646503931557e-15	9.50066834177598e-17	True	3.693302342602867e-15	5.1440140175739336e-17	True	4.4279076609233225e-15	5.418592641515533e-17	True	1.6758477129902278e-15	1.5920139133138915e-16	True	4.807334115688737e-15	4.996741331354252e-17	True	3.3498023156931237e-15	3.4116908529208706e-17	True	4.705861470602056e-15	5.211720389390766e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_43.73.txt	54382.93	3.672113562873206e-15	2.3446616217785715e-16	True	3.5305563619673294e-15	7.025968556057766e-17	True	4.0734606134086905e-15	7.345023804660312e-17	True	1.6131272562124622e-15	1.3506001084308626e-16	True	4.59015571337938e-15	6.428341837190828e-17	True	3.144573546132633e-15	3.109430783105821e-17	True	4.4465529218375654e-15	4.7128626322094573e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/2007gr_45.72.txt	54384.92	3.549744972674594e-15	2.162705566589602e-16	True	3.4319355943487834e-15	7.302132353116372e-17	True	3.926414820095764e-15	8.090826123309758e-17	True	1.5774136041394112e-15	1.9513105347373823e-16	True	4.5042817080859856e-15	7.309395284731036e-17	True	3.0174256094731098e-15	3.451843481291881e-17	True	4.2954007907878506e-15	5.484843407486435e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2007m10d14.txt	54387.0	3.384223918444547e-15	1.1691283128543762e-16	True	3.335165462242737e-15	6.849496285840644e-17	True	3.83310456975121e-15	8.07249716182187e-17	True	1.575895159665091e-15	6.775440938573095e-16	True	4.345478100562577e-15	7.242783082729608e-17	True	2.89158377231767e-15	3.817931025914593e-17	True	4.141156601961701e-15	6.456077543266712e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2007m11d02.txt	54406.0	2.8674112995082497e-15	6.756076172407345e-17	True	2.480839547311712e-15	3.572279004008741e-17	True	2.7967296583700556e-15	6.092107605639266e-17	True	1.2714797457703027e-15	1.2428136930157092e-16	True	3.1539923652157954e-15	3.4677963438258336e-17	True	2.0552086609097223e-15	2.0409685802317793e-17	True	2.984463252902389e-15	3.2604562248691774e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2007m11d10.txt	54414.0	2.5117012122146256e-15	7.897161223037347e-17	True	2.1751410660872234e-15	2.996311300299369e-17	True	2.4235296248721152e-15	2.615170640565985e-17	True	1.1363747205159317e-15	1.4601635889082658e-16	True	2.810573539759583e-15	5.970949359585901e-17	True	1.7916681140123534e-15	1.817349679415449e-17	True	2.634639013133091e-15	2.933108328569866e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2007m12d31.txt	54465.0	1.1895691468977444e-15	2.734765238850976e-17	True	9.425047518901493e-16	2.020779768487544e-17	True	1.2269307872422208e-15	2.4856955773338793e-17	True	4.522580919946858e-16	9.81473710562629e-17	True	1.209931412357155e-15	2.4915316381209073e-17	True	8.104420999198707e-16	1.3675453605089305e-17	True	1.245650462504299e-15	2.404796450771997e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2008m01d15.txt	54480.0	9.376870474435633e-16	2.918763776911754e-17	True	7.314830151530089e-16	1.6651194304229307e-17	True	1.0040006246106155e-15	2.349012891512846e-17	True	3.516097247934239e-16	8.776753103311762e-17	True	9.264136957696846e-16	2.0905852198144505e-17	True	6.490533593098296e-16	1.014827839070028e-17	True	9.938305966026708e-16	1.7748456292639996e-17	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2007gr/SN2007gr_y2008m02d12.txt	54508.0	6.097227257957367e-16	6.250492919124877e-17	True	4.546452940209459e-16	1.7824381995645224e-17	True	6.985569133176981e-16	2.4879697867331955e-17	True	2.173820904940049e-16	7.310513657085083e-17	True	5.621701409007425e-16	1.75514673959071e-17	True	4.263487051957668e-16	1.0355451598613486e-17	True	6.551635249634421e-16	1.8583406418134055e-17	True
