MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err
57626.67160000498	4.1432188138390716e-20	1.5175098770523032e-15	1.0165544088588068e-16	6.29026763608962e-16	7.848167033332451e-16	9.020571495125217e-16	3.698059485488772e-18	1.571170426397283e-17	4.659968410018727e-16	1.0748585472476388e-15	-4.505825206058411e-19	1.679606320403393e-15	1.3881114284993186e-17	5.590040393993462e-16	-1.3134739050808597e-18	9.291118606940273e-16
57626.72160000498	4.1899181712421255e-20	1.5175098757429842e-15	1.01425559587395e-16	6.29006919557765e-16	7.826756720772191e-16	9.030529765554103e-16	3.6896315224758305e-18	1.6008453878809086e-17	4.638824961350199e-16	1.0754658054220211e-15	-4.553598368077296e-19	1.6796059967133817e-15	1.3920611169366435e-17	5.590005404509922e-16	-1.3476941059485087e-18	9.29107667199393e-16
57626.771600004984	4.2371374824222563e-20	1.517509874404135e-15	1.011967432425264e-16	6.289867910828669e-16	7.805389602453337e-16	9.040433309952837e-16	3.6812227399961245e-18	1.5962419657359184e-17	4.617764741692477e-16	1.0760676815213078e-15	-4.601582838063529e-19	1.6796056683833007e-15	1.3960421603055026e-17	5.589970080556959e-16	-1.3819215297327469e-18	9.291034315465287e-16
57626.82160000499	4.284882486109901e-20	1.517509873035093e-15	1.0096898970423338e-16	6.289663774762721e-16	7.784065749269955e-16	9.050282316296882e-16	3.672833138049654e-18	1.5574038391904055e-17	4.596787601864156e-16	1.0766642173191399e-15	-4.64978087028512e-19	1.679605335347546e-15	1.4000546278670132e-17	5.589934419098873e-16	-1.4161569132893465e-18	9.290991533294066e-16
57626.87160000499	4.333158983304043e-20	1.5175098716351812e-15	1.0074229683239988e-16	6.289456780202593e-16	7.762785230708419e-16	9.060076972216784e-16	3.664462716636419e-18	1.4847291279694044e-17	4.575893391235822e-16	1.0772554543024743e-15	-4.698194727031359e-19	1.6796049975395977e-15	1.404098589434952e-17	5.589898417072509e-16	-1.4504009922450284e-18	9.290948321381183e-16
57626.92160000499	4.3819728379368826e-20	1.5175098702037067e-15	1.0051666249382651e-16	6.289246919873647e-16	7.741548114858752e-16	9.069817464990289e-16	3.656111383983535e-18	1.3789872165123461e-17	4.555081957756265e-16	1.07784143367276e-15	-4.746826678700769e-19	1.679604654892005e-15	1.408174115375839e-17	5.589862071387023e-16	-1.4846545010080013e-18	9.290904675588395e-16
57626.971600004996	4.4313299775454275e-20	1.5175098687399622e-15	1.0029208456222416e-16	6.289034186403631e-16	7.720354468425964e-16	9.0795039815346e-16	3.647778772999454e-18	1.2413608622825527e-17	4.534353147978364e-16	1.0784221963471167e-15	-4.795679003886529e-19	1.6796043073363736e-15	1.412281276609264e-17	5.58982537892365e-16	-1.5189181727748846e-18	9.290860591737956e-16
57627.021600005	4.4812363939502824e-20	1.5175098672432231e-15	1.0006856091820728e-16	6.288818572322508e-16	7.699204356741254e-16	9.089136708398759e-16	3.639465893185926e-18	1.073541860115903e-17	4.513706807084739e-16	1.0789977829595192e-15	-4.844753989466174e-19	1.6796039548033551e-15	1.416420144608114e-17	5.589788336535468e-16	-1.553192739539203e-18	9.29081606561225e-16
57627.071600005	4.531698143941231e-20	1.5175098657127505e-15	9.984608944928527e-17	6.288600070062263e-16	7.678097843773214e-16	9.098715831756123e-16	3.6311713679496584e-18	8.779759759888063e-18	4.493142778913104e-16	1.0795682338619812e-15	-4.894053930688283e-19	1.6796035972226305e-15	1.4205907913987505e-17	5.589750941047173e-16	-1.5874789321000299e-18	9.29077109295345e-16
57627.121600005004	4.582721349970028e-20	1.5175098641477878e-15	9.962466804985683e-17	6.28837867195673e-16	7.657034992138872e-16	9.108241537396994e-16	3.622895931473739e-18	6.586478116355918e-18	4.472660905981354e-16	1.0801335891257467e-15	-4.943581131261401e-19	1.6796032345228992e-15	1.424793289561321e-17	5.589713189254824e-16	-1.621777480070157e-18	9.290725669463152e-16
57627.17160000501	4.6343122008504303e-20	1.5175098625475615e-15	9.940429462120142e-17	6.288154370241389e-16	7.636015863114738e-16	9.117714010721341e-16	3.614639491985283e-18	4.246902549611171e-18	4.452261029512406e-16	1.0806938885424802e-15	-4.993337903440951e-19	1.6796028666318643e-15	1.429027712230037e-17	5.589675077925619e-16	-1.656089111882978e-18	9.290679790801997e-16
57627.22160000501	4.686476952465383e-20	1.5175098609112814e-15	9.918496707147231e-17	6.287927157053192e-16	7.615040516647736e-16	9.12713343673165e-16	3.606401498846973e-18	2.1979409142779133e-18	4.4319429894587256e-16	1.0812491716254636e-15	-5.043326568116796e-19	1.679602493476221e-15	1.4332941330932997e-17	5.589636603797647e-16	-1.690414554801863e-18	9.29063345258933e-16
57627.27160000501	4.73922192848164e-20	1.5175098592381393e-15	9.896668331568893e-17	6.287697024430359e-16	7.594109011366079e-16	9.13650000002587e-16	3.598182686241899e-18	2.6336846773086634e-18	4.411706624526651e-16	1.0817994776107916e-15	-5.093549454904084e-19	1.6796021149816396e-15	1.4375926263940376e-17	5.589597763579642e-16	-1.7247545349265453e-18	9.290586650402806e-16
57627.321600005016	4.7925535210717104e-20	1.51750985752731e-15	9.874944127572875e-17	6.28746396431219e-16	7.573221404590083e-16	9.145813884790504e-16	3.589982136441197e-18	4.867926807640056e-18	4.3915517722004076e-16	1.0823448454585724e-15	-5.144008902229493e-19	1.6796017310727544e-15	1.4419232669299403e-17	5.589558553950746e-16	-1.7591097772016735e-18	9.29053937977803e-16
57627.37160000502	4.8464781916433266e-20	1.5175098557779481e-15	9.853323888032101e-17	6.287227968538867e-16	7.552377752342888e-16	9.155075274793772e-16	3.581800675400845e-18	7.184733814562661e-18	4.3714782687658927e-16	1.0828853138541294e-15	-5.194707257421261e-19	1.6796013416731478e-15	1.4462861300536378e-17	5.589518971560249e-16	-1.7934810054248995e-18	9.290491636208182e-16
57627.42160000502	4.9010024715764586e-20	1.5175098539891906e-15	9.831807406503748e-17	6.286989028851258e-16	7.53157810936114e-16	9.164284353378913e-16	3.573637568937752e-18	9.320382965767098e-18	4.351485949334188e-16	1.0834209212092044e-15	-5.245646876795211e-19	1.6796009467053364e-15	1.4506812916731022e-17	5.589479013027352e-16	-1.8278689422518167e-18	9.290443415143625e-16
57627.471600005025	4.9561329629679554e-20	1.5175098521601555e-15	9.810394477228578e-17	6.286747136890707e-16	7.510822529105545e-16	9.173441303457572e-16	3.565493643007894e-18	1.1205286100750126e-17	4.331574647864823e-16	1.0839517056631643e-15	-5.296830125747078e-19	1.6796005460907568e-15	1.4551088282517384e-17	5.589438674940909e-16	-1.8622743092067064e-18	9.290394711991535e-16
57627.52160000503	5.0118763393838706e-20	1.5175098502899404e-15	9.789084895130035e-17	6.286502284198845e-16	7.490111063771452e-16	9.182546307503314e-16	3.557367429245092e-18	1.2805139764821584e-17	4.311744197188801e-16	1.084477705084207e-15	-5.348259378838702e-19	1.6796001397497497e-15	1.459568816808755e-17	5.589397953859172e-16	-1.89669782668759e-18	9.290345522115506e-16
57627.57160000503	5.068239346619635e-20	1.517509848377623e-15	9.767878455813623e-17	6.28625446221737e-16	7.469443764299264e-16	9.191599547545214e-16	3.549260212469753e-18	1.4097879681060596e-17	4.2919944290313524e-16	1.0849989570705702e-15	-5.399937019888926e-19	1.679599727601546e-15	1.464061334919344e-17	5.589356846309543e-16	-1.931140213973649e-18	9.29029584083517e-16
57627.62160000503	5.1252288034679957e-20	1.5175098464222607e-15	9.746774955565866e-17	6.286003662287854e-16	7.448820680384851e-16	9.200601205161588e-16	3.541171442044559e-18	1.506806859715995e-17	4.2723251740344553e-16	1.0855154989517423e-15	-5.451865442061105e-19	1.6795993095642524e-15	1.468586460715041e-17	5.589315348788308e-16	-1.9656021892331437e-18	9.290245663425792e-16
57627.67160000504	5.182851602494978e-20	1.5175098444228896e-15	9.72577419135383e-17	6.285749875651519e-16	7.428241860489842e-16	9.209551461473782e-16	3.533101026196624e-18	1.5705017088699674e-17	4.2527362617791186e-16	1.0860273677896718e-15	-5.504047047955596e-19	1.679598885554833e-15	1.4731442728837702e-17	5.58927345776038e-16	-2.000084469529536e-18	9.290194985117882e-16
57627.72160000504	5.241114710823806e-20	1.5175098423785248e-15	9.704875960823913e-17	6.285493093449037e-16	7.4077073518519345e-16	9.218450497140092e-16	3.525049056698835e-18	1.6002018684166255e-17	4.2332275208073925e-16	1.0865346003799802e-15	-5.556484249694797e-19	1.6795984554890963e-15	1.477734850670442e-17	5.589231169659045e-16	-2.0345877708282946e-18	9.290143801096792e-16
57627.77160000504	5.3000251709269964e-20	1.5175098402881594e-15	9.684080062301395e-17	6.285233306720307e-16	7.387217200495018e-16	9.227298492349764e-16	3.517015441778305e-18	1.5956003445038216e-17	4.2137987786441846e-16	1.0870372332531745e-15	-5.6091794690169e-19	1.6795980192816793e-15	1.4823582738768723e-17	5.589188480885684e-16	-2.0691128080047428e-18	9.290092106502312e-16
57627.821600005045	5.3595901014264923e-20	1.5175098381507632e-15	9.663386294789374e-17	6.284970506404246e-16	7.366771451239326e-16	9.23609562681711e-16	3.5090002732079194e-18	1.5567408045724068e-17	4.1944498618187896e-16	1.0875353026758607e-15	-5.662135137363224e-19	1.6795975768460303e-15	1.4870146228622853e-17	5.589145387809517e-16	-2.1036602948490262e-18	9.29003989642827e-16
57627.87160000505	5.419816697902259e-20	1.5175098359652844e-15	9.642794457968051e-17	6.284704683338561e-16	7.346370147711503e-16	9.24484207977569e-16	3.501002908577476e-18	1.4840189267479313e-17	4.17518059588623e-16	1.0880288446519562e-15	-5.715353695967979e-19	1.6795971280943935e-15	1.491703978543403e-17	5.589101886767334e-16	-2.1382309440738442e-18	9.28998716592211e-16
57627.92160000505	5.480712233708982e-20	1.5175098337306472e-15	9.622304352193841e-17	6.284435828259539e-16	7.326013332354555e-16	9.253538029972617e-16	3.4930243573887235e-18	1.3781985280827061e-17	4.15599080544833e-16	1.0885178949239057e-15	-5.768837595952332e-19	1.6795966729377915e-15	1.4964264223948812e-17	5.58905797406322e-16	-2.1728254673203007e-18	9.289933909984491e-16
57627.971600005054	5.542284060801444e-20	1.5175098314457516e-15	9.601915778498537e-17	6.284163931801816e-16	7.305701046437802e-16	9.262183655662938e-16	3.4850635183670255e-18	1.2404513589108325e-17	4.136880314174559e-16	1.0890024889738942e-15	-5.822589298409067e-19	1.6795962112860111e-15	1.501182036449414e-17	5.58901364596829e-16	-2.207444575164561e-18	9.28988012356886e-16
57628.02160000506	5.604539610568153e-20	1.517509829109474e-15	9.581628538588457e-17	6.283888984498156e-16	7.285433330066733e-16	9.270779134604114e-16	3.477120850376813e-18	1.0724476522393217e-17	4.11784894482267e-16	1.0894826620250624e-15	-5.876611274496176e-19	1.6795957430475826e-15	1.5059709032980833e-17	5.588968898720405e-16	-2.242088977124012e-18	9.289825801581034e-16
57628.07160000506	5.667486394673805e-20	1.5175098267206643e-15	9.5614424348436e-17	6.283610976779218e-16	7.26521022219278e-16	9.279324644050571e-16	3.4691967205096338e-18	8.765861051950239e-18	4.0988965192590934e-16	1.089958449042719e-15	-5.930906005527969e-19	1.679595268129767e-15	1.5107931060906688e-17	5.588923728523905e-16	-2.2767593816632277e-18	9.289770938878778e-16
57628.12160000506	5.731132005910259e-20	1.5175098242781486e-15	9.541357270316744e-17	6.283329898973335e-16	7.24503176062307e-16	9.287820360748373e-16	3.46129002749085e-18	6.5673289813156055e-18	4.0800228584791045e-16	1.0904298847355573e-15	-5.985475983062749e-19	1.6795947864385347e-15	1.515648728535801e-17	5.588878131549323e-16	-2.31145649619948e-18	9.289715530271379e-16
57628.171600005066	5.7954841190563e-20	1.5175098217807258e-15	9.521372848732707e-17	6.283045741306269e-16	7.224897982030075e-16	9.296266460929953e-16	3.4534022396866433e-18	4.216431783424168e-18	4.0612277826267775e-16	1.0908970035568661e-15	-6.040323708997873e-19	1.6795942978785506e-15	1.520537854901298e-17	5.58883210393311e-16	-2.346181027109509e-18	9.289659570519204e-16
57628.22160000507	5.860550491746309e-20	1.5175098192271687e-15	9.501488974487235e-17	6.282758493900994e-16	7.204808921961217e-16	9.304663120308942e-16	3.4455317051850602e-18	2.1377473585488466e-18	4.0425111110147086e-16	1.0913598397057447e-15	-6.095451695656493e-19	1.6795938023531552e-15	1.5254605700144426e-17	5.588785641777341e-16	-2.380933679734878e-18	9.289603054333276e-16
57628.27160000507	5.92633896534791e-20	1.517509816616222e-15	9.48170545264634e-17	6.282468146777443e-16	7.184764614848408e-16	9.313010514075067e-16	3.437679249942077e-18	2.5837625327286544e-18	4.0238726621435297e-16	1.091818427128314e-15	-6.150862465882776e-19	1.6795932997643469e-15	1.530416959262198e-17	5.588738741149441e-16	-2.41571515838733e-18	9.28954597637483e-16
57628.321600005074	5.992857465848481e-20	1.5175098139466034e-15	9.462022088945297e-17	6.282174689852279e-16	7.164765094017518e-16	9.321308816889177e-16	3.4298445986390354e-18	4.84151847942673e-18	4.0053122537211964e-16	1.0922727995189283e-15	-6.206558553129415e-19	1.6795927900127632e-15	1.5354071085915582e-17	5.588691398081894e-16	-2.450526166354795e-18	9.289488331254869e-16
57628.37160000508	6.060114004750881e-20	1.5175098112170017e-15	9.442438689787778e-17	6.28187811293865e-16	7.144810391697808e-16	9.329558202878292e-16	3.42202811836748e-18	7.167351315252491e-18	3.9868297026820754e-16	1.0927229903213869e-15	-6.262542501551921e-19	1.6795922729976633e-15	1.5404311045097258e-17	5.588643608571946e-16	-2.485367405906244e-18	9.289430113533719e-16
57628.42160000508	6.128116679978442e-20	1.5175098084260765e-15	9.42295506224494e-17	6.281578405745949e-16	7.124900539031246e-16	9.33775884563077e-16	3.4142292584900934e-18	9.307473672235239e-18	3.9684248252057936e-16	1.0931690327301428e-15	-6.318816866098759e-19	1.679591748616907e-15	1.545489034084427e-17	5.588595368581321e-16	-2.52023957829816e-18	9.289371317720579e-16
57628.47160000508	6.196873676789222e-20	1.5175098055724581e-15	9.403571014054593e-17	6.281275557879564e-16	7.105035566081843e-16	9.34591091819154e-16	3.4064482943255344e-18	1.1195002113394145e-17	3.950097436735913e-16	1.0936109596915119e-15	-6.375384212604653e-19	1.679591216766939e-15	1.5505809849441993e-17	5.588546674035924e-16	-2.5551433837782048e-18	9.289311938273065e-16
57628.521600005086	6.266393268699474e-20	1.517509802654746e-15	9.384286353620093e-17	6.280969558840635e-16	7.085215501844832e-16	9.354014593057431e-16	3.3986849505551444e-18	1.2796545717521023e-17	3.9318473519983503e-16	1.0940488039048793e-15	-6.432247117880503e-19	1.679590677342767e-15	1.5557070452785863e-17	5.588497520825537e-16	-2.5900795215909236e-18	9.289251969596756e-16
57628.57160000509	6.336683818416883e-20	1.5175097996715086e-15	9.365100890009689e-17	6.280660398025803e-16	7.065440374255867e-16	9.36207004217255e-16	3.3909392271789226e-18	1.4090417756664286e-17	3.9136743850196473e-16	1.0944825978239064e-15	-6.489408169807789e-19	1.6795901302379423e-15	1.5608673038385878e-17	5.588447904803531e-16	-2.625048689983787e-18	9.289191406044724e-16
57628.62160000509	6.407753778783271e-20	1.5175097966212822e-15	9.346014432955383e-17	6.280348064726952e-16	7.045710210200118e-16	9.370077436923761e-16	3.38321112419687e-18	1.5061362092683766e-17	3.895578349144973e-16	1.094912373657734e-15	-6.54686996742843e-19	1.6795895753445415e-15	1.5660618499366165e-17	5.588397821786557e-16	-2.660051586210365e-18	9.28913024191708e-16
57628.671600005095	6.479611693726752e-20	1.517509793502572e-15	9.327026792852045e-17	6.280032548130965e-16	7.02602503552132e-16	9.378036948136226e-16	3.3755010087005312e-18	1.569878244157328e-17	3.877559057055976e-16	1.0953381633721868e-15	-6.604635121039351e-19	1.6795890125531463e-15	1.5712907734471048e-17	5.58834726755424e-16	-2.69508890653603e-18	9.289068471460493e-16
57628.7216000051	6.55226619922406e-20	1.5175097903138484e-15	9.308137780756586e-17	6.27971383731946e-16	7.006384875030751e-16	9.385948746069028e-16	3.3678082382797022e-18	1.5996018592816207e-17	3.859616320788401e-16	1.0957599986909722e-15	-6.662706252284096e-19	1.6795884417528204e-15	1.5765541648065145e-17	5.588296237848878e-16	-2.7301613462423535e-18	9.289006088867724e-16
57628.7716000051	6.625726024272321e-20	1.5175097870535482e-15	9.289347208386867e-17	6.279391921268532e-16	6.986789752516181e-16	9.393813000410853e-16	3.360132812934383e-18	1.5950021019200116e-17	3.8417499517495315e-16	1.0961779110968817e-15	-6.721085994245313e-19	1.6795878628310933e-15	1.581852115013829e-17	5.588244728375129e-16	-2.7652695996315836e-18	9.288943088277138e-16
57628.8216000051	6.699999991871196e-20	1.5175097837200749e-15	9.270654888120858e-17	6.279066788848494e-16	6.967239690750704e-16	9.40162988027577e-16	3.3524750997561187e-18	1.5561226031411908e-17	3.8239597607354034e-16	1.0965919318329863e-15	-6.779776991538778e-19	1.6795872756739354e-15	1.5871847156305685e-17	5.588192734799704e-16	-2.800414360031273e-18	9.288879463772241e-16
57628.871600005106	6.775097020014665e-20	1.5175097803117946e-15	9.252060632995614e-17	6.278738428823614e-16	6.947734711501578e-16	9.409399554199048e-16	3.3448344563347056e-18	1.4833567241721585e-17	3.8062455579478617e-16	1.097002091903834e-15	-6.838781900405986e-19	1.679586680165739e-15	1.5925520587812715e-17	5.588140252751046e-16	-2.8355963197981803e-18	9.28881520938117e-16
57628.92160000511	6.851026122693262e-20	1.5175097768270387e-15	9.233564256706333e-17	6.278406829851844e-16	6.928274835538958e-16	9.417122190133074e-16	3.337212075717665e-18	1.3774630227758856e-17	3.788607153011397e-16	1.0974084220766402e-15	-6.898103388807247e-19	1.6795860761892968e-15	1.5979542371536663e-17	5.588087277819017e-16	-2.870816170323245e-18	9.288750319076224e-16
57628.97160000511	6.927796410906457e-20	1.5175097732641009e-15	9.215165573605408e-17	6.278071980484562e-16	6.908860082644588e-16	9.424797955443325e-16	3.3296063977659304e-18	1.2396031135681059e-17	3.7710443549897853e-16	1.0978109528824808e-15	-6.957744136514113e-19	1.6795854636257794e-15	1.6033913439989133e-17	5.588033805554587e-16	-2.9060746020338437e-18	9.288684786773358e-16
57629.021600005115	7.005417093685428e-20	1.517509769621237e-15	9.196864398701451e-17	6.277733869166292e-16	6.889490471620449e-16	9.432427016904392e-16	3.3220182484354782e-18	1.0714267848134588e-17	3.753556972402567e-16	1.0982097146174802e-15	-7.017706835206192e-19	1.6795848423547138e-15	1.608863473132016e-17	5.587979831469496e-16	-2.9413723043998716e-18	9.288618606331689e-16
57629.07160000512	7.083897479126185e-20	1.5175097658966646e-15	9.178660547658285e-17	6.277392484234437e-16	6.870166020297315e-16	9.440009540696115e-16	3.3144469853161046e-18	8.752886654320189e-18	3.736144813241303e-16	1.0986047373439961e-15	-7.077994188560515e-19	1.6795842122539608e-15	1.6143707189318124e-17	5.587925351035945e-16	-2.9767099659366894e-18	9.288551771552989e-16
57629.12160000512	7.163246975433483e-20	1.5175097620885612e-15	9.160553836793961e-17	6.277047813919004e-16	6.850886745543289e-16	9.447545692399737e-16	3.306893526136672e-18	6.549430887859117e-18	3.718807684985681e-16	1.098996050891806e-15	-7.138608912351029e-19	1.6795835731996927e-15	1.619913176341542e-17	5.587870359686263e-16	-3.01208827420803e-18	9.288484276181187e-16
57629.171600005124	7.243475091975025e-20	1.5175097581950647e-15	9.142544083079788e-17	6.276699846342329e-16	6.831652663272246e-16	9.45503563699415e-16	3.2993571367140905e-18	4.187832083161411e-18	3.701545394619393e-16	1.0993836848592844e-15	-7.199553734535992e-19	1.6795829250663705e-15	1.6254909408689146e-17	5.587814852812581e-16	-3.0475079158304744e-18	9.288416113901853e-16
57629.22160000513	7.324591440346887e-20	1.5175097542142712e-15	9.124631104139396e-17	6.276348569518791e-16	6.812463788452269e-16	9.462479538852196e-16	3.291837908821246e-18	2.0800738166718797e-18	3.684357748645869e-16	1.0997676686145849e-15	-7.260831395357745e-19	1.6795822677267196e-15	1.631104108586425e-17	5.587758825766495e-16	-3.0829695764768958e-18	9.288347278341679e-16
57629.27160000513	7.406605735449407e-20	1.5175097501442345e-15	9.106814718247544e-17	6.27599397135454e-16	6.793320135113966e-16	9.469877561737032e-16	3.284335658912366e-18	2.536343851289617e-18	3.66724455310381e-16	1.1001480312968125e-15	-7.322444647436014e-19	1.6795816010517083e-15	1.636752776131592e-17	5.58770227385874e-16	-3.118473940879174e-18	9.288277763067966e-16
57629.32160000513	7.489527796574277e-20	1.5175097459829658e-15	9.089094744329385e-17	6.275636039647206e-16	6.774221716358782e-16	9.477229868798555e-16	3.276850570533224e-18	4.816773419249259e-18	3.650205613582539e-16	1.1005248018171984e-15	-7.38439625585969e-19	1.679580924910522e-15	1.642437040707307e-17	5.587645192358844e-16	-3.1540216928322502e-18	9.288207561588099e-16
57629.371600005135	7.573367548502815e-20	1.517509741728432e-15	9.071471001959168e-17	6.2752747620856185e-16	6.755168544367243e-16	9.484536622569902e-16	3.2693828272295913e-18	7.151112775902955e-18	3.63324073523719e-16	1.1008980088602691e-15	-7.446688998285334e-19	1.6795802391705405e-15	1.6481570000819598e-17	5.587587576494799e-16	-3.1896135151965012e-18	9.288136667349013e-16
57629.42160000514	7.658135022614899e-20	1.517509737378555e-15	9.053943311359415e-17	6.274910126249516e-16	6.73616063040711e-16	9.491797984963982e-16	3.2619316948183784e-18	9.295425426911935e-18	3.616349722803708e-16	1.1012676808850123e-15	-7.509325665029829e-19	1.6795795436973124e-15	1.6539127525897767e-17	5.587529421452711e-16	-3.225250089900262e-18	9.288065073736671e-16
57629.47160000514	7.743840358010131e-20	1.5175097329312106e-15	9.036511493399836e-17	6.274542119609256e-16	6.71719798484154e-16	9.499014117270098e-16	3.254497632164016e-18	1.1185409555369537e-17	3.5995323806136626e-16	1.1016338461260408e-15	-7.572309059166318e-19	1.6795788383545308e-15	1.6597043971310453e-17	5.587470722376458e-16	-3.260932097944264e-18	9.287992774075518e-16
57629.521600005144	7.830493802639395e-20	1.5175097283842278e-15	9.019175369596299e-17	6.274170729525522e-16	6.698280617137148e-16	9.506185180150602e-16	3.247080455720732e-18	1.278853142344598e-17	3.582788512608928e-16	1.1019965325947532e-15	-7.635641996619862e-19	1.6795781230040087e-15	1.6655320331724026e-17	5.587411474367344e-16	-3.2966602194030504e-18	9.28791976162794e-16
57629.57160000515	7.918105714448617e-20	1.5175097237353875e-15	9.00193476210975e-17	6.273795943249033e-16	6.679408535872019e-16	9.513311333637629e-16	3.2396806243529582e-18	1.4083460731283296e-17	3.5661179223561387e-16	1.1023557680804906e-15	-7.699327306262172e-19	1.6795773975056534e-15	1.67139576074702e-17	5.58735167248375e-16	-3.332435133427502e-18	9.287846029593725e-16
57629.62160000515	8.006686562534025e-20	1.517509718982421e-15	8.984789493745241e-17	6.273417747920239e-16	6.660581748743674e-16	9.52039273712988e-16	3.2322973121047175e-18	1.5055109689126065e-17	3.549520413061028e-16	1.1027115801516901e-15	-7.763367830006942e-19	1.6795766617174395e-15	1.6772956804549344e-17	5.587291311740778e-16	-3.3682575182480105e-18	9.287771571109504e-16
57629.67160000515	8.096246928308952e-20	1.5175097141230106e-15	8.967739387950853e-17	6.273036130569028e-16	6.641800262576997e-16	9.52742954938944e-16	3.2249310696133275e-18	1.569296974357599e-17	3.5329957875825574e-16	1.1030639961570348e-15	-7.827766422909289e-19	1.679575915495384e-15	1.6832318934632626e-17	5.587230387109895e-16	-3.4041280511763544e-18	9.287696379248201e-16
57629.721600005156	8.18679750668268e-20	1.5175097091547864e-15	8.950784268816625e-17	6.272651078114423e-16	6.623064083332081e-16	9.534421928538694e-16	3.217581438014357e-18	1.599042503960308e-17	3.5165438484468986e-16	1.1034130432266012e-15	-7.892525953254736e-19	1.6795751586935206e-15	1.6892045015063324e-17	5.587168893518583e-16	-3.4400474086078407e-18	9.287620447018478e-16
57629.77160000516	8.278349107251252e-20	1.5175097040753258e-15	8.933923961073522e-17	6.27226257736428e-16	6.604373216112028e-16	9.541370032057251e-16	3.2102484173078065e-18	1.5944444899187574e-17	3.50016439786125e-16	1.1037587482730017e-15	-7.957649302661986e-19	1.6795743911638702e-15	1.695213606886143e-17	5.587106825849965e-16	-3.476016266024098e-18	9.287543767364151e-16
57629.82160000516	8.37091265550041e-20	1.5175096988821537e-15	8.917158290092343e-17	6.271870615014976e-16	6.585727665170716e-16	9.548274016778965e-16	3.202932099266561e-18	1.555546359747224e-17	3.483857237727486e-16	1.104101137992524e-15	-8.023139366176836e-19	1.6795736127564164e-15	1.7012593124724502e-17	5.587044178942456e-16	-3.512035297993419e-18	9.28746633316365e-16
57629.871600005165	8.46449919402047e-20	1.5175096935727395e-15	8.900487081882666e-17	6.27147517765111e-16	6.567127433920495e-16	9.555134038888975e-16	3.1956325756635083e-18	1.4827394435325022e-17	3.4676221696556417e-16	1.1044402388662673e-15	-8.088999052368221e-19	1.6795728233190771e-15	1.707341721703027e-17	5.586980947589385e-16	-3.548105178174284e-18	9.287388137229417e-16
57629.92160000517	8.559119883734036e-20	1.517509688144497e-15	8.883910163091791e-17	6.271076251745183e-16	6.548572524939835e-16	9.5619502539208e-16	3.1883497547257608e-18	1.3767773907472647e-17	3.451458994977253e-16	1.1047760771612737e-15	-8.15523128342431e-19	1.679572022697676e-15	1.7134609385839663e-17	5.586917126538633e-16	-3.5842265793160065e-18	9.28730917230735e-16
57629.97160000517	8.654786005135622e-20	1.5175096825947826e-15	8.867427361003591e-17	6.270673823657293e-16	6.530062939980911e-16	9.568722816753513e-16	3.181083177588888e-18	1.2388122553423328e-17	3.435367514758504e-16	1.1051086789316569e-15	-8.221838995253317e-19	1.679571210735915e-15	1.719617067689762e-17	5.586852710492256e-16	-3.6204001732606865e-18	9.287229431076204e-16
57630.02160000517	8.75150895954418e-20	1.5175096769208948e-15	8.851038503537527e-17	6.270267879634819e-16	6.511598679977174e-16	9.575451881608939e-16	3.1738337619817522e-18	1.070474763211272e-17	3.4193475298132595e-16	1.1054380700197257e-15	-8.288825137573794e-19	1.6795703872753454e-15	1.7258102141637786e-17	5.586787694106115e-16	-3.65662663094455e-18	9.287148906147013e-16
57630.071600005176	8.849300270368325e-20	1.5175096711200716e-15	8.834743419247471e-17	6.269858405812098e-16	6.493179745050823e-16	9.582137602048904e-16	3.1666004066297183e-18	8.740781128203917e-18	3.4033988407159137e-16	1.1057642760571042e-15	-8.356192674019927e-19	1.6795695521553389e-15	1.732040483718258e-17	5.586722071989492e-16	-3.692906622398904e-18	9.287067590062493e-16
57630.12160000518	8.948171584384029e-20	1.5175096651894906e-15	8.818541937320642e-17	6.269445388210113e-16	6.474806134520253e-16	9.588780130972546e-16	3.1593836621701036e-18	6.5327106275202314e-18	3.387521247814089e-16	1.1060873224658491e-15	-8.423944582231565e-19	1.679568705213058e-15	1.7383079826346735e-17	5.586655838704718e-16	-3.729240816751937e-18	9.286985475296438e-16
57630.17160000518	9.048134673025818e-20	1.517509659126267e-15	8.802433887576445e-17	6.269028812736168e-16	6.45647784690746e-16	9.595379620613661e-16	3.1521835286029085e-18	4.161006875562634e-18	3.3717145512411824e-16	1.10640723445956e-15	-8.4920838539562175e-19	1.679567846283427e-15	1.744612817763846e-17	5.586588988766779e-16	-3.765629882228904e-18	9.286902554253134e-16
57630.221600005185	9.149201433690475e-20	1.5175096529274521e-15	8.786419100465504e-17	6.268608665183563e-16	6.438194879945365e-16	9.60193622253811e-16	3.1449996388365877e-18	2.024860672593685e-18	3.355978550928778e-16	1.1067240370444879e-15	-8.560613495145662e-19	1.679566975199101e-15	1.750955096526281e-17	5.586521516642941e-16	-3.802074486153895e-18	9.28681881926673e-16
