MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err
57057.25290000645	3.22303601203851e-16	1.6222085546923086e-16	3.9329597101832904e-16	1.3796579741282608e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.302900006456	3.214465102452771e-16	1.610547586607779e-16	3.922745615146325e-16	1.3718740820926439e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.35290000646	3.2059300676402665e-16	1.5988707497994004e-16	3.912567105512144e-16	1.364075215487145e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.40290000646	3.1974310102766905e-16	1.587178401853544e-16	3.902424272889294e-16	1.3562615667235746e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.452900006465	3.188968033397287e-16	1.5754709052291085e-16	3.8923172092035717e-16	1.3484333308071449e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.50290000647	3.180541240396509e-16	1.5637486273480874e-16	3.882246006694937e-16	1.3405907053816525e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.55290000647	3.1721507350340593e-16	1.5520119406888558e-16	3.872210757924991e-16	1.3327338907756927e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.602900006474	3.163796621433719e-16	1.5402612228817992e-16	3.8622115557746687e-16	1.3248630900501207e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.65290000648	3.1554790040888993e-16	1.528496856807969e-16	3.8522484934479924e-16	1.316978509046704e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.70290000648	3.147197987859426e-16	1.516719230700319e-16	3.842321664474356e-16	1.309080356437962e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.75290000648	3.1389536779797227e-16	1.5049287382482716e-16	3.832431162709738e-16	1.3011688437782267e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.802900006485	3.130746180054425e-16	1.4931257787048922e-16	3.8225770823383193e-16	1.293244185556229e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.85290000649	3.122575600067487e-16	1.4813107569976026e-16	3.8127595178759223e-16	1.2853065992488214e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.90290000649	3.114442044377654e-16	1.4694840838421276e-16	3.8029785641706455e-16	1.277356305376233e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57057.952900006494	3.106345619725082e-16	1.4576461758599563e-16	3.7932343164056374e-16	1.2693935275587033e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.0029000065	3.0982864332301207e-16	1.4457974556992074e-16	3.7835268700999065e-16	1.2614184925748056e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.0529000065	3.090264592398429e-16	1.4339383521596524e-16	3.7738563211117884e-16	1.2534314304210594e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.1029000065	3.082280205121311e-16	1.4220693003213012e-16	3.764222765639869e-16	1.245432574373368e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.152900006506	3.0743333796774717e-16	1.4101907416773682e-16	3.7546263002262217e-16	1.2374221610501223e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.20290000651	3.0664242247362295e-16	1.3983031242712497e-16	3.745067021756581e-16	1.229400430476862e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.25290000651	3.0585528493581494e-16	1.3864069028381802e-16	3.7355450274628563e-16	1.2213676261529706e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.302900006514	3.050719362999814e-16	1.3745025389514907e-16	3.726060414927695e-16	1.2133239951200941e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.35290000652	3.042923875511145e-16	1.3625905011736056e-16	3.7166132820816257e-16	1.2052697880324617e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.40290000652	3.035166497143731e-16	1.3506712652124456e-16	3.7072037272100177e-16	1.1972052592293443e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.45290000652	3.027447338547417e-16	1.3387453140827618e-16	3.6978318489517837e-16	1.189130666809417e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.502900006526	3.0197665107751733e-16	1.3268131382732864e-16	3.6884977463021234e-16	1.1810462727074212e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.55290000653	3.0121241252848505e-16	1.3148752359196823e-16	3.679201518615644e-16	1.172952342773029e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.60290000653	3.004520293941221e-16	1.3029321129835417e-16	3.6699432656071987e-16	1.164849146851858e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.652900006535	2.996955129018124e-16	1.2909842834377007e-16	3.6607230873552374e-16	1.156736958869213e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.70290000654	2.989428743199e-16	1.2790322694584671e-16	3.6515410843005653e-16	1.1486160569159057e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.75290000654	2.981941249582245e-16	1.267076601624605e-16	3.6423973572535955e-16	1.1404867233371262e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.80290000654	2.974492761680338e-16	1.255117819123686e-16	3.633292007391081e-16	1.132349244823554e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.85290000655	2.967083393422562e-16	1.2431564699665087e-16	3.62422513626265e-16	1.1242039125056227e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.90290000655	2.959713259159586e-16	1.231193111209062e-16	3.615196845788344e-16	1.116051022050462e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57058.95290000655	2.952382473661902e-16	1.2192283091834473e-16	3.6062072382653267e-16	1.1078908737619558e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.002900006555	2.945091152125332e-16	1.2072626397375265e-16	3.5972564163666074e-16	1.0997237726838661e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.05290000656	2.9378394101698054e-16	1.1952966884838338e-16	3.588344483143877e-16	1.0915500287063447e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.10290000656	2.930627363844864e-16	1.1833310510587255e-16	3.579471542030423e-16	1.0833699566756004e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.152900006564	2.923455129628931e-16	1.1713663333913497e-16	3.5706376968418845e-16	1.0751838765073948e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.20290000657	2.916322824433644e-16	1.159403151984235e-16	3.5618430517799746e-16	1.0669921133039229e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.25290000657	2.9092305656049747e-16	1.1474421342046006e-16	3.5530877114322233e-16	1.0587949974746461e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.30290000657	2.9021784709247377e-16	1.1354839185884325e-16	3.5443717807766303e-16	1.0505928648610904e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.352900006576	2.895166658615607e-16	1.1235291551568913e-16	3.5356953651820963e-16	1.0423860568657486e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.40290000658	2.8881952473388725e-16	1.1115785057463013e-16	3.527058570410764e-16	1.0341749205852294e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.45290000658	2.881264356200532e-16	1.0996326443525563e-16	3.5184615026199544e-16	1.0259598089480427e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.502900006584	2.8743741047512364e-16	1.0876922574900442e-16	3.509904268364824e-16	1.017741080856867e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.55290000659	2.8675246129889224e-16	1.0757580445667282e-16	3.501386974599927e-16	1.0095191013357599e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.60290000659	2.8607160013621714e-16	1.0638307182757881e-16	3.492909728682305e-16	1.0012942416824853e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.65290000659	2.8539483907712297e-16	1.0519110050050422e-16	3.4844726383709667e-16	9.93066879625935e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.702900006596	2.847221902569765e-16	1.039999645264674e-16	3.476075811833046e-16	9.848373994892471e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.7529000066	2.840536658568222e-16	1.0280973941353076e-16	3.467719357641744e-16	9.766061923586741e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.8029000066	2.833892781035091e-16	1.0162050217361784e-16	3.45940338478093e-16	9.683736562580146e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.852900006605	2.8272903927005575e-16	1.0043233137162374e-16	3.4511280026475054e-16	9.601401963299718e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.90290000661	2.8207296167563096e-16	9.924530717679365e-17	3.4428933210507137e-16	9.519062250233432e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57059.95290000661	2.814210576860988e-16	9.805951141663385e-17	3.434699450218698e-16	9.436721622873418e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.00290000661	2.8077333971395565e-16	9.687502763346614e-17	3.426546500795668e-16	9.354384357730713e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.052900006616	2.8012982021855866e-16	9.569194114369725e-17	3.4184345838478266e-16	9.272054810420424e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.10290000662	2.794905117067395e-16	9.45103391001219e-17	3.410363810864754e-16	9.189737417826798e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.15290000662	2.788554267323807e-16	9.333031055739063e-17	3.4023342937584845e-16	9.10743670034771e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.202900006625	2.7822457789728216e-16	9.215194654072125e-17	3.3943461448709593e-16	9.025157264222906e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.25290000663	2.7759797785087895e-16	9.097534011826121e-17	3.386399476970649e-16	8.942903803950242e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.30290000663	2.7697563929096656e-16	8.980058647719132e-17	3.3784944032590226e-16	8.860681104793352e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.352900006634	2.7635757496334564e-16	8.862778300382082e-17	3.3706310373713583e-16	8.778494045385059e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.40290000664	2.7574379766249374e-16	8.745702936798766e-17	3.3628094933759916e-16	8.696347600429074e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.45290000664	2.751343202316774e-16	8.628842761201912e-17	3.355029885781164e-16	8.614246843508459e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.50290000664	2.7452915556312747e-16	8.512208224448121e-17	3.347292329535629e-16	8.532196950000752e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.552900006645	2.7392831659821415e-16	8.395810033917005e-17	3.3395969400273507e-16	8.450203200106813e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.60290000665	2.733318163278611e-16	8.279659163952991e-17	3.331943833091597e-16	8.368270982000391e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.65290000665	2.727396677925938e-16	8.163766866898195e-17	3.3243331250073256e-16	8.28640579509874e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.702900006654	2.7215188408285168e-16	8.048144684747735e-17	3.316764932504292e-16	8.204613253464532e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.75290000666	2.7156847833921623e-16	7.932804461476141e-17	3.3092393727615484e-16	8.122899089343109e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.80290000666	2.7098946375268917e-16	7.817758356071747e-17	3.3017565634119204e-16	8.041269156838227e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.85290000666	2.7041485356468716e-16	7.703018856331759e-17	3.294316622542672e-16	7.959729435739129e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.902900006666	2.698446610676117e-16	7.588598793469781e-17	3.286919668698426e-16	7.878286035498188e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57060.95290000667	2.6927889960493655e-16	7.474511357588607e-17	3.2795658208847146e-16	7.796945199370202e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.00290000667	2.6871758257125657e-16	7.36077011407546e-17	3.272255198566335e-16	7.715713308719356e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.052900006674	2.6816072341292054e-16	7.247389020989448e-17	3.264987921674138e-16	7.634596887500324e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.10290000668	2.6760833562768556e-16	7.134382447498599e-17	3.257764110603266e-16	7.553602606923154e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.15290000668	2.6706043276569567e-16	7.021765193442587e-17	3.2505838862193074e-16	7.472737290305792e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.20290000668	2.6651702842907273e-16	6.909552510105674e-17	3.2434473698564765e-16	7.392007918126415e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.252900006686	2.659781362723938e-16	6.797760122260971e-17	3.2363546833229287e-16	7.311421633282046e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.30290000669	2.654437700030366e-16	6.686404251592248e-17	3.229305948901427e-16	7.2309857465609e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.35290000669	2.649139433812186e-16	6.575501641578149e-17	3.222301289350987e-16	7.150707742339715e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.402900006695	2.643886702203619e-16	6.465069583925167e-17	3.215340827913034e-16	7.070595284513263e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.4529000067	2.638679643872885e-16	6.35512594667061e-17	3.2084246883068327e-16	6.990656222664314e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.5029000067	2.633518398024534e-16	6.245689204047517e-17	3.201552994739173e-16	6.910898598486699e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.5529000067	2.6284031044017382e-16	6.13677846822764e-17	3.194725871900002e-16	6.831330652467218e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.60290000671	2.6233339032886773e-16	6.028413523071536e-17	3.187943444969766e-16	6.751960830838741e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.65290000671	2.618310935513701e-16	5.92061485998388e-17	3.1812058396193796e-16	6.672797792811833e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.70290000671	2.6133343424502557e-16	5.813403716022948e-17	3.174513182011989e-16	6.593850418095878e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.752900006715	2.6084042660212176e-16	5.706802114381833e-17	3.167865598806874e-16	6.515127814718517e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.80290000672	2.603520848698601e-16	5.600832907369992e-17	3.161263217159532e-16	6.436639327152704e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.85290000672	2.598684233510372e-16	5.4955198220210235e-17	3.1547061647276033e-16	6.358394544761473e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.902900006724	2.5938945640362643e-16	5.390887508471243e-17	3.148194569668212e-16	6.280403310564608e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57061.95290000673	2.589151984416493e-16	5.2869615911985574e-17	3.1417285606450164e-16	6.202675730342072e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.00290000673	2.584456639352193e-16	5.183768723266427e-17	3.135308266827544e-16	6.125222182075763e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.05290000673	2.5798086741053686e-16	5.08133664364795e-17	3.128933817892694e-16	6.048053325737092e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.102900006736	2.5752082345050313e-16	4.979694237711421e-17	3.122605344032106e-16	5.971180113427457e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.15290000674	2.5706554669467593e-16	4.878871600923141e-17	3.116322975948057e-16	5.894613799873297e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.20290000674	2.566150518397858e-16	4.7789001057874736e-17	3.110086844860682e-16	5.818365953279879e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.252900006744	2.5616935363970704e-16	4.679812471961146e-17	3.103897082507459e-16	5.742448466541393e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.30290000675	2.5572846690577864e-16	4.5816428395029264e-17	3.097753821146008e-16	5.666873568805107e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.35290000675	2.5529240650728665e-16	4.484426845030387e-17	3.091657193558136e-16	5.591653837390733e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.40290000675	2.5486118737141547e-16	4.3882017005618675e-17	3.085607333049897e-16	5.516802210044712e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.452900006756	2.5443482448354444e-16	4.293006274653904e-17	3.0796043734550573e-16	5.442331997528959e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.50290000676	2.540133328876038e-16	4.198881175289589e-17	3.0736484491379283e-16	5.3682568965216315e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.55290000676	2.5359672768652213e-16	4.105868833839301e-17	3.06773969499536e-16	5.294591002805104e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.602900006765	2.531850240418324e-16	4.014013589146703e-17	3.0618782464564506e-16	5.2213488247205724e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.65290000677	2.527782371746113e-16	3.923361770605951e-17	3.0560642394907546e-16	5.148545296848651e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.70290000677	2.5237638236529927e-16	3.833961778690599e-17	3.050297810604987e-16	5.0761957938754294e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.75290000677	2.519794749541483e-16	3.745864161138862e-17	3.044579096848254e-16	5.0043161445904324e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.802900006776	2.515875303415094e-16	3.6591216825039673e-17	3.038908235813671e-16	4.9329226459574245e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.85290000678	2.5120056398789557e-16	3.573789384281847e-17	3.033285365641772e-16	4.8620320771818126e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.90290000678	2.5081859141429365e-16	3.489924632334898e-17	3.0277106250197003e-16	4.791661713687716e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57062.952900006785	2.5044162820259767e-16	3.407587147592701e-17	3.0221841531892985e-16	4.7218293409081784e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.00290000679	2.5006968999569617e-16	3.326839015354547e-17	3.016706089943325e-16	4.652553267760573e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.05290000679	2.497027924976916e-16	3.247744667743125e-17	3.0112765756306514e-16	4.5838523396825503e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.102900006794	2.493409514743724e-16	3.170370832961891e-17	3.0058957511619886e-16	4.51574595106207e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.1529000068	2.489841827531937e-16	3.094786444204905e-17	3.0005637580049986e-16	4.4482540568872894e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.2029000068	2.486325022237202e-16	3.021062500140519e-17	2.995280738193053e-16	4.3813971834079896e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.2529000068	2.48285925837821e-16	2.949271868104848e-17	2.9900468343243637e-16	4.3151964375799843e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.302900006805	2.4794446960998113e-16	2.879489020404037e-17	2.9848621895661454e-16	4.2496735150239055e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.35290000681	2.476081496174283e-16	2.811789693675705e-17	2.979726947655625e-16	4.184850706211768e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.40290000681	2.4727698200064863e-16	2.7462504609627034e-17	2.9746412529039745e-16	4.120750900542418e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.452900006814	2.4695098296330927e-16	2.6829482065437272e-17	2.969605250196884e-16	4.057397587943007e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.50290000682	2.466301687728957e-16	2.6219594942485793e-17	2.96461908499916e-16	3.9948148575879664e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.55290000682	2.4631455422391117e-16	2.5633581804101125e-17	2.9596829033552716e-16	3.9330273932843835e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.60290000682	2.4600411074860647e-16	2.507169863579158e-17	2.9547968518931383e-16	3.8720604650333446e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.652900006826	2.456987613854179e-16	2.453366088378565e-17	2.9499610778268724e-16	3.8119399162303983e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.70290000683	2.453984266885034e-16	2.4019134585852985e-17	2.945175728956201e-16	3.752692145912834e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.75290000683	2.451030272735367e-16	2.352776525643298e-17	2.940440953674184e-16	3.694344085450962e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.802900006835	2.448124838164607e-16	2.305917978282647e-17	2.9357569009651878e-16	3.636923168991681e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.85290000684	2.445267170520855e-16	2.2612988513467004e-17	2.931123720408556e-16	3.580457296965363e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.90290000684	2.4424564777324596e-16	2.2188787512677986e-17	2.9265415621830305e-16	3.5249747919133843e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57063.95290000684	2.4396919682952123e-16	2.1786160948182258e-17	2.922010577067272e-16	3.470504345874341e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
57064.002900006846	2.4369728512591067e-16	2.1404683570235703e-17	2.917530916441708e-16	3.4170749585517255e-17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
