spec_file	spec_mjd	Bessell_B_fitflux	Bessell_B_fitfluxerr	Bessell_B_inrange	Bessell_I_fitflux	Bessell_I_fitfluxerr	Bessell_I_inrange	Bessell_R_fitflux	Bessell_R_fitfluxerr	Bessell_R_inrange	Bessell_U_fitflux	Bessell_U_fitfluxerr	Bessell_U_inrange	Bessell_V_fitflux	Bessell_V_fitfluxerr	Bessell_V_inrange	sdss_g'_fitflux	sdss_g'_fitfluxerr	sdss_g'_inrange	sdss_i'_fitflux	sdss_i'_fitfluxerr	sdss_i'_inrange	sdss_r'_fitflux	sdss_r'_fitfluxerr	sdss_r'_inrange	sdss_u'_fitflux	sdss_u'_fitfluxerr	sdss_u'_inrange	sdss_z'_fitflux	sdss_z'_fitfluxerr	sdss_z'_inrange	swift_B_fitflux	swift_B_fitfluxerr	swift_B_inrange	swift_U_fitflux	swift_U_fitfluxerr	swift_U_inrange	swift_UVW1_fitflux	swift_UVW1_fitfluxerr	swift_UVW1_inrange	swift_UVW2_fitflux	swift_UVW2_fitfluxerr	swift_UVW2_inrange	swift_V_fitflux	swift_V_fitfluxerr	swift_V_inrange
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_20.46.txt	54569.96	7.194815851002255e-15	1.2115871849446068e-16	True	8.332503703843155e-15	1.823174375685243e-16	True	1.0819076393426984e-14	3.405988312385873e-16	True	8.517489701772325e-16	1.124892274628127e-14	False	1.1250671611231005e-14	1.3120208710966737e-16	True	8.384083443916031e-15	7.437151541719622e-15	True	9.318736762320734e-15	1.3520786796155948e-16	True	1.0953273988498843e-14	1.6788640034976558e-16	True	2.034990456564409e-15	3.298845588440854e-16	True	7.200667768295152e-15	1.8894645999470482e-15	True	5.77630619860046e-15	8.390296679336482e-16	True	1.3483821801671944e-15	9.541807401226378e-16	True	4.909884685814035e-16	1.0460482342923403e-15	True	5.69080326139676e-16	1.706504674436842e-15	True	9.922418125259442e-15	7.650708855227031e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_22.46.txt	54571.96	6.856699555634994e-15	8.769797545607151e-17	True	7.801983029116586e-15	1.940686672435736e-16	True	1.001576668055435e-14	3.452922765502177e-16	True	6.777348433411433e-16	1.3424726363699676e-14	False	1.0560840908675882e-14	1.3435210078373937e-16	True	7.608718612541392e-15	8.100416303028973e-15	True	8.837371401851638e-15	1.212974033891366e-16	True	1.0337278932426938e-14	1.283488453749217e-16	True	1.9861331163526188e-15	1.4820686197023237e-16	True	6.916307287090055e-15	1.9985161757164213e-15	True	5.345931590797994e-15	4.032730492679211e-16	True	1.2517680052142485e-15	3.1043475399535727e-16	True	5.129496902558539e-16	1.1477118727016202e-15	True	6.310926094888147e-16	1.5125448235478742e-15	True	9.271553612438786e-15	5.504533978345871e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m04d25.txt	54581.0	5.2782029040228655e-15	2.8554959516520315e-16	True	6.175604555897897e-15	1.3104877452906543e-16	True	7.94616679974651e-15	1.4088736569758328e-16	True	2.411619042401868e-16	1.8674679559336345e-14	False	8.613895970812801e-15	1.6997210386533358e-16	True	6.107596293577183e-15	7.461638132754283e-15	True	7.215080837521335e-15	3.8507912819023135e-16	True	8.285357092251311e-15	4.4284004294693896e-16	True	1.880858396734381e-15	1.2108321133930396e-16	True	5.848807215491444e-15	1.741922794068601e-15	True	4.6819923374162176e-15	6.908452409730163e-16	True	1.3016280413461223e-15	8.473873315616075e-16	True	4.743712205130992e-16	2.9743180239421917e-15	False	7.522596038192382e-16	8.992497813570723e-16	False	7.341444430980703e-15	5.03304798325826e-16	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_34.43.txt	54583.93	5.061542027048396e-15	1.7818999027758582e-16	True	5.8652956178452e-15	1.2577764495917248e-16	True	7.54132192213339e-15	1.4024717663379863e-16	True	1.7251070636934251e-16	1.9371395603541018e-14	False	8.209563080224103e-15	1.4779479959950178e-16	True	6.050207074426268e-15	6.004494304098214e-15	True	6.674821164841458e-15	7.026117712189264e-16	True	7.682690873535214e-15	4.702031191415321e-16	True	1.827372962121984e-15	2.8219167371601703e-15	True	5.574097525581837e-15	1.4117176454309388e-15	True	4.332763916694378e-15	1.9258365846779006e-15	True	1.3422056342681897e-15	2.3277557066623498e-15	True	3.781544276075319e-16	3.7429650043802214e-15	False	6.529478359747097e-16	1.4691378401594543e-15	False	7.04752847504499e-15	1.3225200927279382e-15	True
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m04d28.txt	54584.0	5.0664285980535276e-15	1.7714925104175794e-16	True	5.8587418014749694e-15	1.258272892069068e-16	True	7.533199083919795e-15	1.4057830085431434e-16	True	1.7113539898803195e-16	1.938453706225445e-14	False	8.201649252127932e-15	1.4662245816408005e-16	True	6.050130871017435e-15	5.96295373123846e-15	True	6.661451350196252e-15	7.072353780370346e-16	True	7.669387901828412e-15	4.62256495060589e-16	True	1.8266687992907513e-15	2.8906403112918405e-15	True	5.5679027558388154e-15	1.4026041459172192e-15	True	4.323657074881636e-15	2.0018106460459234e-15	False	1.3415034810774895e-15	2.4184846464538487e-15	False	3.75903583747794e-16	3.757187005772448e-15	False	6.502599149468939e-16	1.4806288208741782e-15	False	7.038994184777267e-15	1.3718788844506183e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_37.43.txt	54586.93	5.150892311442075e-15	1.9545829226365174e-16	True	5.5877093551951874e-15	1.293380407558607e-16	True	7.122799842105635e-15	1.6664765952586517e-16	True	1.224122451683673e-16	1.9823189292966315e-14	False	7.764250956275503e-15	1.293067517831333e-16	True	6.074397820529634e-15	3.988199507575428e-15	True	6.108193940402276e-15	7.437206958199549e-16	True	7.228943231417792e-15	2.2442818686782636e-16	True	1.817697474195552e-15	5.343051104953314e-15	True	5.322131107557101e-15	9.81597217548913e-16	True	3.924111655199281e-15	5.290655690828532e-15	False	1.264543877063234e-15	6.106674906472266e-15	False	2.8764652359987867e-16	4.21919355560841e-15	False	5.348041299703087e-16	1.8754868564313927e-15	False	6.632463028503239e-15	3.580730170933495e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_38.43.txt	54587.93	4.966168550782104e-15	2.310198075638914e-16	True	5.494639771363554e-15	1.2773862629758935e-16	True	6.9540796099728455e-15	1.6598099752385883e-16	True	1.0918327250351779e-16	1.9931715460671917e-14	False	7.601474300559317e-15	1.478229615829398e-16	True	6.086326786889113e-15	3.2321549475215858e-15	True	5.929865795555751e-15	6.8594209579015205e-16	True	7.13495021998639e-15	3.789763142176619e-16	True	1.8225311521596454e-15	5.916384588585128e-15	True	5.243625811717479e-15	8.256288146596586e-16	True	3.782954031168203e-15	6.396742661513612e-15	False	1.2229982754025254e-15	7.249987480625647e-15	False	2.607742236991757e-16	4.32798984553515e-15	False	4.960497682712374e-16	1.976075902112687e-15	False	6.476472736012949e-15	4.349888093500007e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m05d05.txt	54591.0	4.536078927540015e-15	2.4034551468482115e-16	True	5.208007002289148e-15	1.4806241869111838e-16	True	6.42872990738583e-15	2.005016452905637e-16	True	7.68524117323452e-17	2.0172422867882308e-14	False	7.178010346176256e-15	1.5919935743971078e-16	True	6.08132945557022e-15	8.994745828135278e-16	True	5.4583876917680956e-15	3.484067048719177e-16	True	6.855652612860142e-15	3.559173338082998e-16	True	1.8537733667952107e-15	6.600961541337922e-15	True	5.015364182081889e-15	3.631144210586784e-16	True	3.3491789194118355e-15	9.553356207300942e-15	False	1.0715996485644863e-15	1.0249647631399497e-14	False	1.8979957722585883e-16	4.555809082164405e-15	False	3.8584029749444624e-16	2.2019175885568552e-15	False	5.96492736299388e-15	6.6218487119100046e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_44.42.txt	54593.92	4.7043239943555195e-15	1.6296187163843208e-16	True	4.936736372837238e-15	2.0010616221541166e-16	True	5.976130356176239e-15	2.972215120196206e-16	True	5.5028601391180455e-17	2.0310445649735613e-14	False	6.798534829667171e-15	1.3565437227135525e-16	True	5.951386120544309e-15	2.743697717900603e-16	True	5.1772821734084234e-15	1.604530313337621e-16	True	6.334143606984941e-15	1.6917655772725197e-16	True	1.889991110657638e-15	5.5912690094723775e-15	True	4.806626741002226e-15	1.6552268597106747e-16	True	2.95017544789031e-15	1.212617773899384e-14	False	9.16191274471215e-16	1.2395506488022962e-14	False	1.3771879587193e-16	4.673312998573117e-15	False	2.971315609656657e-16	2.3318321302458638e-15	False	5.456157094644317e-15	8.573483134426842e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/2008ax_46.41.txt	54595.91	4.684149568866088e-15	8.865667320220752e-17	True	4.754604423634918e-15	2.1301854202253545e-16	True	5.6956640235441004e-15	3.0794284297743786e-16	True	4.3823906153392884e-17	2.037157861405362e-14	False	6.492264605743248e-15	1.0579598939539395e-16	True	5.882339647323485e-15	2.1096145196200745e-16	True	5.1028425971490474e-15	9.23435078799513e-17	True	5.920003790264576e-15	1.0228596132221898e-16	True	1.90433810548765e-15	3.930057343780582e-15	True	4.648414721725973e-15	1.5253806110769224e-16	True	2.6920126896382253e-15	1.362492390871409e-14	False	8.129064455392712e-16	1.351243060886298e-14	False	1.0977189499492638e-16	4.720288387534765e-15	False	2.462875781421193e-16	2.3887878083190734e-15	False	5.108526854575948e-15	9.762601961124574e-15	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m05d27.txt	54613.0	3.45566595349901e-15	8.549365666481624e-17	True	3.5084597115486305e-15	8.401716686481751e-17	True	4.198649235153125e-15	7.322478252106159e-17	True	6.1969165332546134e-18	2.0506259373522626e-14	False	4.787868683574808e-15	8.515746818496726e-17	True	3.5278926111341218e-15	1.160471695468071e-14	False	4.029000815453289e-15	3.579415808473421e-15	False	4.000673360170969e-15	5.5567274190559855e-15	False	1.1023755408741232e-15	1.4718594710954315e-14	False	3.0280412989250145e-15	3.0049233119274042e-15	False	1.0924298251602195e-15	2.010204214247216e-14	False	2.2860423472884128e-16	1.6928405244838444e-14	False	1.3206816129511157e-17	4.800301496029578e-15	False	4.0522119259945066e-17	2.5062810826494067e-15	False	2.588397766663996e-15	1.57459509269064e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m06d29.txt	54646.0	2.0042815301865913e-15	8.264588261582826e-17	True	1.845116880567682e-15	3.190696192640027e-17	True	2.1241470582519073e-15	3.109784941706764e-17	True	1.412435661448177e-19	2.051156717443192e-14	False	2.3928301900338952e-15	6.019687998977102e-17	True	5.8759202098547855e-16	1.6357166992863013e-14	False	1.633291349230006e-15	8.13593390788123e-15	False	1.3846214823233132e-15	1.2145169551886699e-14	False	1.2185516832867889e-16	1.9282367745822592e-14	False	9.421347975526605e-16	5.3058985035744826e-15	False	1.4225218346860054e-16	2.1540816036147207e-14	False	1.19601668824425e-17	1.7208811095530203e-14	False	1.4940782152139568e-19	4.8014806712072364e-15	False	8.088020723923422e-19	2.5094788534967405e-15	False	5.183895861914567e-16	1.777872875851852e-14	False
/Users/mariavincenzi/PhD/pycoco_2/data//spec_smoothed//SN2008ax/SN2008ax_y2008m08d08.txt	54686.0	1.058528371979984e-15	6.521772060502332e-17	True	9.447648576894748e-16	2.252254591079062e-17	True	1.160904249287473e-15	2.1616334343624454e-17	True	1.4342633422710482e-21	2.0511573193521748e-14	False	1.1512685190646182e-15	3.935153845959092e-17	True	4.534769140231068e-17	1.6502547042973423e-14	False	4.1184479073539884e-16	8.98478580052899e-15	False	3.022686278977664e-16	1.3195182089940846e-14	False	5.316251825518341e-18	1.933861485429267e-14	False	1.8021347183892435e-16	5.592309600078174e-15	False	9.654394266663668e-18	2.1570342991210365e-14	False	2.4754846674788355e-19	1.720961126640564e-14	False	5.031178474711924e-22	4.801480823590234e-15	False	5.342634086883816e-21	2.5094801295805965e-15	False	5.933513572031671e-17	1.7873004473422906e-14	False
