MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err	sdss_z'	sdss_z'_err
55135.34149999942	1.0991677909369284e-15	4.8991787078745375e-17	1.1060086108070771e-15	2.84440137235362e-17	1.6782936309425646e-15	5.0231789466337523e-17	1.8392817748224363e-15	9.951024906918468e-17	1.603455046288568e-15	1.944479078237656e-17	1.2374527811118467e-15	1.511118240433157e-17	1.7462947844188653e-15	2.221048551656803e-17	5.1554022574674186e-18	5.287727522752606e-18	9.024435336673038e-16	1.1256684029500663e-17
55135.39149999942	1.0984279170908647e-15	4.8660166937252415e-17	1.1058749972978247e-15	2.835637525573165e-17	1.6777378247316527e-15	5.0035349564312283e-17	1.8386335169654184e-15	9.89517525916429e-17	1.60335151687538e-15	1.942600196031004e-17	1.2374743187798069e-15	1.5088081395370113e-17	1.7462444156811206e-15	2.217229452713134e-17	5.2018980635974125e-18	1.1464683616551846e-17	9.023954017946626e-16	1.1246305268147843e-17
55135.441499999426	1.0976935418444016e-15	4.831372854002787e-17	1.1057409501966693e-15	2.8262039169211253e-17	1.677185991835198e-15	4.982467841868438e-17	1.837999360977524e-15	9.83536938883376e-17	1.6032470857221967e-15	1.940656734520759e-17	1.2374951976094365e-15	1.506517467644292e-17	1.7461933685840997e-15	2.2134192608504436e-17	5.28985177945296e-18	1.7413670056905357e-17	9.023470879665208e-16	1.1236198416934312e-17
55135.49149999943	1.096964860879452e-15	4.795259154176042e-17	1.1056064818031549e-15	2.8161088693953324e-17	1.6766382821023177e-15	4.959993677061491e-17	1.837379629603754e-15	9.771635262124779e-17	1.6031417462676598e-15	1.9386498684769527e-17	1.2375154103426647e-15	1.5042473054501447e-17	1.746141638982622e-15	2.209619844384697e-17	5.411796540271763e-18	2.3115967523721697e-17	9.02298593119119e-16	1.1226372075639808e-17
55135.54149999943	1.0962420698696688e-15	4.757688665428289e-17	1.1054716043960655e-15	2.8053613490914996e-17	1.6760948453983936e-15	4.936129729523278e-17	1.8367746456994455e-15	9.704002666602735e-17	1.6030354919933976e-15	1.9365808939258218e-17	1.2375349497203022e-15	1.501998811154344e-17	1.746089222730244e-15	2.205833250491701e-17	5.5607000819205865e-18	2.8554631979329925e-17	9.02249918188102e-16	1.1216835343044526e-17
55135.591499999435	1.0955253644742504e-15	4.718675596061756e-17	1.1053363302335768e-15	2.793970980749374e-17	1.6755558315925943e-15	4.910894497209644e-17	1.8361847322359092e-15	9.63250327941953e-17	1.6029283163521051e-15	1.934451227423567e-17	1.237553808481862e-15	1.4997732202501397e-17	1.7460361156790207e-15	2.2020617050086967e-17	5.72996262846273e-18	3.3714155313497836e-17	9.022010641084625e-16	1.1207597812114088e-17
55135.64149999944	1.0948149403998894e-15	4.6782353250297613e-17	1.1052006715533347e-15	2.7819480647834635e-17	1.6750213905732497e-15	4.884307749343546e-17	1.835610212306455e-15	9.557170743283166e-17	1.6028202127939973e-15	1.9322624052981032e-17	1.237571979365702e-15	1.4975718452228137e-17	1.7459823136792978e-15	2.198307612081919e-17	5.913414908827488e-18	3.8580351071546093e-17	9.021520318146427e-16	1.1198669564461489e-17
55135.69149999944	1.0941109933119794e-15	4.63638444128947e-17	1.1050646405725525e-15	2.769303595838219e-17	1.674491672227798e-15	4.8563905712446753e-17	1.8350514091324217e-15	9.478040751025327e-17	1.6027111747965693e-15	1.9300160812429166e-17	1.237589455109025e-15	1.495396075157755e-17	1.7459278125803066e-15	2.1945735536021832e-17	6.105316302212943e-18	4.314027322958911e-17	9.02102822240424e-16	1.119006116419599e-17
55135.74149999944	1.093413718888303e-15	4.593140787565337e-17	1.1049282494883832e-15	2.756049282909207e-17	1.6739668264646201e-15	4.827165413274047e-17	1.834508646069418e-15	9.395151139643488e-17	1.6026011958059027e-15	1.9277140271025952e-17	1.2376062284476666e-15	1.4932473752557553e-17	1.7458726082293455e-15	2.1908622884629802e-17	6.300353111738902e-18	4.7382148779200574e-17	9.020534363190104e-16	1.11817836508895e-17
55135.79149999945	1.0927233128231633e-15	4.5485235090474576e-17	1.1047915104775544e-15	2.742197571078437e-17	1.6734470032050197e-15	4.7966561441674245e-17	1.8339822466130378e-15	9.308541994920754e-17	1.6024902692903992e-15	1.9253581301951037e-17	1.237622292116377e-15	1.4911272862667992e-17	1.7458166964724651e-15	2.187176751615663e-17	6.4936369660288124e-18	5.1295319682159407e-17	9.020038749830071e-16	1.1173848531993741e-17
55135.84149999945	1.0920399707736936e-15	4.502553109154036e-17	1.1046544356966944e-15	2.7277616649090147e-17	1.6729323523821082e-15	4.7648881091194743e-17	1.8334725344038903e-15	9.218255767765738e-17	1.602378388705234e-15	1.9229503925405466e-17	1.237637638848574e-15	1.4890374238184218e-17	1.745760073154051e-15	2.1835200528972208e-17	6.680703348243058e-18	5.487019240483416e-17	9.019541391644092e-16	1.1166267774386175e-17
55135.89149999945	1.091363888479627e-15	4.45525151041073e-17	1.1045170372824992e-15	2.7127555535405917e-17	1.672423023934344e-15	4.731888192696283e-17	1.8329798332352117e-15	9.124337403704833e-17	1.6022655475097151e-15	1.9204929296084644e-17	1.237652261376468e-15	1.4869794776321885e-17	1.7457027341169874e-15	2.179895475633322e-17	6.857510252398855e-18	5.809819398384422e-17	9.019042297946029e-16	1.1159053795185695e-17
55135.941499999455	1.0906952615857063e-15	4.406642123804235e-17	1.104379327351804e-15	2.697194037529717e-17	1.671919167829595e-15	4.69768488716356e-17	1.8325044670581114e-15	9.026834487055124e-17	1.6021517391639777e-15	1.9179879684981245e-17	1.237666152431042e-15	1.4849552106553603e-17	1.7456446752026872e-15	2.1763064750307298e-17	7.020436966524301e-18	6.097173387730235e-17	9.018541478043655e-16	1.1152219451809078e-17
55135.99149999946	1.0900342858048199e-15	4.356749924064399e-17	1.1042413180015674e-15	2.6810927574810583e-17	1.6714209340390709e-15	4.662308366178459e-17	1.8320467599867172e-15	8.925797401638583e-17	1.6020369571281567e-15	1.915437846414922e-17	1.2376793047419653e-15	1.4829664580706936e-17	1.7455858922509282e-15	2.1727566762780923e-17	7.166282982462247e-18	6.348417102381222e-17	9.018038941239067e-16	1.1145778031211232e-17
55136.04149999946	1.0893811568395307e-15	4.305601534756486e-17	1.1041030213089831e-15	2.6644682244914044e-17	1.6709284725526961e-15	4.6257905645249197e-17	1.8316070363058085e-15	8.821279510059008e-17	1.6019211948607339e-15	1.9128450088724694e-17	1.2376917110377156e-15	1.481015126203197e-17	1.7455263811000914e-15	2.1692498724273373e-17	7.292267032033521e-18	6.562978564468088e-17	9.017534696828076e-16	1.1139743238324092e-17
55136.091499999464	1.0887360703841419e-15	4.25322532430996e-17	1.103964449331567e-15	2.647337852447307e-17	1.6704419333795559e-15	4.5881652639437905e-17	1.831185620475103e-15	8.713337353979055e-17	1.6018044458193643e-15	1.9102120081193434e-17	1.237703364045385e-15	1.4791031913032557e-17	1.7454661375868481e-15	2.1657900219784028e-17	7.396026249377975e-18	6.740375541219359e-17	9.017028754100723e-16	1.1134129183691711e-17
55136.14149999947	1.0880992221288266e-15	4.1996515065361283e-17	1.1038256141077064e-15	2.6297199921987828e-17	1.669961466541657e-15	4.54946818569655e-17	1.8307828371362417e-15	8.602030878095397e-17	1.6016867034650094e-15	1.9075415006175742e-17	1.237714256490804e-15	1.4772326982129934e-17	1.7454051575463538e-15	2.162381246200127e-17	7.475615459224783e-18	6.880213567717944e-17	9.016521122340829e-16	1.1128950370242883e-17
55136.19149999947	1.0874708077864726e-15	4.14491226160005e-17	1.1036865276559837e-15	2.6116339675972726e-17	1.6694872220790535e-15	4.50973708991691e-17	1.8303990111183086e-15	8.487423681042472e-17	1.6015679612553245e-15	1.9048362451911263e-17	1.2377243810985944e-15	1.4754057589175652e-17	1.7453434368121735e-15	2.1590278261282672e-17	7.529506591022166e-18	6.982184350955461e-17	9.016011810826683e-16	1.1124221679235642e-17
55136.24149999947	1.0868510230844236e-15	4.089041862517345e-17	1.103547201975701e-15	2.5931001134135427e-17	1.6690193500498453e-15	4.469011882349534e-17	1.8300344674440345e-15	8.369583296797413e-17	1.6014482126479642e-15	1.9020991009191355e-17	1.237733730592028e-15	1.473624550961093e-17	1.7452809712165344e-15	2.155734199278379e-17	7.556588218708697e-18	7.046064535774789e-17	9.01550082883026e-16	1.1119958355378824e-17
55136.291499999475	1.0862400636860073e-15	4.032076820344668e-17	1.103407649047311e-15	2.5741398151064902e-17	1.6685580005310702e-15	4.427334728656881e-17	1.829689531335981e-15	8.248581510871797e-17	1.6013274511063705e-15	1.8993330245490564e-17	1.2377422976929195e-15	1.471891315733997e-17	1.7452177565897166e-15	2.1525049560278216e-17	7.55616522607033e-18	7.0717148179947e-17	9.014988185617876e-16	1.1116175991047415e-17
55136.34149999948	1.085638125345412e-15	3.97405604128676e-17	1.10326788083166e-15	2.5547755503696234e-17	1.668103323618704e-15	4.3847501768351706e-17	1.829364528221706e-15	8.12449471613182e-17	1.6012056700824115e-15	1.8965410676973395e-17	1.2377500751220524e-15	1.4702083566286354e-17	1.7451537887607077e-15	2.1493448356569743e-17	7.527958597599369e-18	7.059079394304203e-17	9.014473890449706e-16	1.1112890509673596e-17
55136.39149999948	1.0850454037796558e-15	3.9150210055553537e-17	1.1031279092707918e-15	2.5350309324277798e-17	1.667655469425877e-15	4.341305287747737e-17	1.829059783740713e-15	7.997404313917427e-17	1.6010828630353956e-15	1.8937263744957662e-17	1.237757055598558e-15	1.4685780370674054e-17	1.745089063556874e-15	2.1462587220495846e-17	7.472105334791129e-18	7.008185742522431e-17	9.01395795258022e-16	1.1110118148231685e-17
55136.441499999484	1.0844620946933669e-15	3.8550159623170255e-17	1.1029877462877334e-15	2.514930754918542e-17	1.667214588092679e-15	4.297049774365984e-17	1.8287756237490687e-15	7.867397166980025e-17	1.6009590234180176e-15	1.8908921781918184e-17	1.2377632318405192e-15	1.4670027783712994e-17	1.7450235768038437e-15	2.1432516390327534e-17	7.389158497875518e-18	6.919144729686691e-17	9.013440381258036e-16	1.1107875438892691e-17
55136.49149999949	1.0838883938159535e-15	3.794088149926087e-17	1.1028474037868122e-15	2.4945010382540888e-17	1.6667808297681103e-15	4.2520361496402844e-17	1.8285123743279155e-15	7.73456611186109e-17	1.6008341446986795e-15	1.888041798302861e-17	1.2377685965645082e-15	1.4654850575061546e-17	1.744957324325937e-15	2.1403287453532805e-17	7.280087373003051e-18	6.792151049201208e-17	9.012921185725533e-16	1.1106179189750446e-17
55136.54149999949	1.0833244968685636e-15	3.732288037643292e-17	1.1027068936536017e-15	2.4737690772337735e-17	1.6663543446303587e-15	4.2063198832618453e-17	1.8282703617861333e-15	7.599010539498581e-17	1.6007082203292495e-15	1.8851786377479114e-17	1.2377731424857293e-15	1.464027404670012e-17	1.7448903019454077e-15	2.1374953292496372e-17	7.146277764916075e-18	6.62748399212572e-17	9.01240037521984e-16	1.1105046464783568e-17
55136.59149999949	1.0827705995929954e-15	3.669669593593512e-17	1.1025662277547928e-15	2.4527634896809997e-17	1.665935282887243e-15	4.1599595673989205e-17	1.8280499126688145e-15	7.460837054327844e-17	1.600581243768209e-15	1.8823061782356585e-17	1.2377768623181604e-15	1.462632400742268e-17	1.7448225054835585e-15	2.1347568026548623e-17	6.989532415096764e-18	6.425508561591037e-17	9.011877958971667e-16	1.110449456278218e-17
55136.641499999496	1.0822268977124623e-15	3.6062905870873795e-17	1.1024254179390463e-15	2.4315142657451034e-17	1.6655237947499244e-15	4.113017090992087e-17	1.8278513537623116e-15	7.320160223679412e-17	1.6004532084690797e-15	1.8794279774451626e-17	1.2377797487741806e-15	1.461302674577766e-17	1.7447539307594625e-15	2.1321186949815257e-17	6.812071545671222e-18	6.186676943548641e-17	9.011353946206004e-16	1.1104540995629992e-17
55136.6914999995	1.0816935869666973e-15	3.542212918715409e-17	1.102284476035926e-15	2.410052817513174e-17	1.6651200304665482e-15	4.065557822561813e-17	1.8276750121001484e-15	7.177103431376847e-17	1.6003241078936503e-15	1.876547664962886e-17	1.237781794565013e-15	1.460040900151824e-17	1.7446845735908106e-15	2.1295866464992057e-17	6.616533528960754e-18	5.911530351548989e-17	9.010828346142404e-16	1.1105203465557596e-17
55136.7414999995	1.0811708631098887e-15	3.47750299002445e-17	1.102143413856957e-15	2.38841202841824e-17	1.6647241403068708e-15	4.0176508007703675e-17	1.82752121496979e-15	7.031799851375247e-17	1.6001939354987486e-15	1.8736689377564385e-17	1.2377829924004604e-15	1.4588497935504372e-17	1.7446144297940305e-15	2.1271664012939778e-17	6.405975683029409e-18	5.60070126827812e-17	9.010301167994177e-16	1.1106499841663255e-17
55136.791499999505	1.0806589218611196e-15	3.412232112149598e-17	1.1020022431956666e-15	2.3666263018592632e-17	1.6643362745618144e-15	3.969368931958177e-17	1.8273902899173028e-15	6.884393560054224e-17	1.600062684736243e-15	1.870795556320452e-17	1.2377833349887072e-15	1.457732109811301e-17	1.7445434951832458e-15	2.1248637998012292e-17	6.183875193289248e-18	5.2549161122486386e-17	9.009772420969155e-16	1.1108448135624142e-17
55136.84149999951	1.0801579589828382e-15	3.346476959388068e-17	1.101860975827025e-15	2.3447316083433872e-17	1.6639565835492595e-15	3.920789193426046e-17	1.8272825647544157e-15	6.735040808442245e-17	1.5999303490637886e-15	1.8679313395331058e-17	1.2377828150368375e-15	1.4566906396060485e-17	1.7444717655717329e-15	2.122684770906834e-17	5.9541301603700184e-18	4.874998364597582e-17	9.009242114268958e-16	1.111106647653449e-17
55136.89149999951	1.0796681702436878e-15	3.280320068361625e-17	1.1017196235080522e-15	2.3227655303098322e-17	1.6635852176135993e-15	3.87199284066119e-17	1.827198367564357e-15	6.583911478918227e-17	1.5997969219423472e-15	1.8650801603770777e-17	1.2377814252503171e-15	1.4557282057747926e-17	1.7443992367702264e-15	2.1206353236121866e-17	5.721060774599542e-18	4.4618721988069e-17	9.008710257090077e-16	1.1114373085045909e-17
55136.94149999951	1.0791897513524264e-15	3.2138503915266386e-17	1.101578197977865e-15	2.3007673036594996e-17	1.663222327116382e-15	3.823065616517871e-17	1.8271380267074653e-15	6.431190754513585e-17	1.5996623968229601e-15	1.8622459398353443e-17	1.2377791583332443e-15	1.4548476597008332e-17	1.7443259045886144e-15	2.1187215382597895e-17	5.489410617240054e-18	4.016566665932168e-17	9.008176858622409e-16	1.1118386246792084e-17
55136.991499999516	1.0787228981251928e-15	3.147163901656896e-17	1.1014367109576054e-15	2.278777854867426e-17	1.6628680624590371e-15	3.7740979592989885e-17	1.8271018708273787e-15	6.277081032640064e-17	1.5995267671632822e-15	1.8594326432012907e-17	1.2377760069883668e-15	1.4540518775365838e-17	1.7442517648349263e-15	2.1169495573392614e-17	5.264348088810055e-18	3.5402205011575156e-17	9.007641928050905e-16	1.1123124284973407e-17
55137.04149999952	1.0782678062851998e-15	3.080364260289227e-17	1.1012951741507422e-15	2.2568398323702218e-17	1.6625225740610395e-15	3.725185206233289e-17	1.827090228857216e-15	6.121804119014257e-17	1.599390026422622e-15	1.8566442724393686e-17	1.237771963916797e-15	1.453343756279901e-17	1.744176813315215e-15	2.115325575840156e-17	5.051467964854756e-18	3.034087638227129e-17	9.007105474554407e-16	1.1128605532393699e-17
55137.09149999952	1.0778246716238057e-15	3.0135635383832555e-17	1.1011535992430646e-15	2.2349976307487715e-17	1.6621860123743934e-15	3.6764277878548395e-17	1.827103430025938e-15	5.965603741464332e-17	1.5992521680495411e-15	1.853884861851596e-17	1.2377670218184218e-15	1.4527262097039362e-17	1.744101045834255e-15	2.1138558311918383e-17	4.8567930794416055e-18	2.4995435604908814e-17	9.006567507305756e-16	1.1134848302778651e-17
55137.141499999525	1.0773936898931339e-15	2.946883003425153e-17	1.1010119979026014e-15	2.213297406003588e-17	1.6618585278736047e-15	3.627931407883516e-17	1.8271418038628286e-15	5.808748426454589e-17	1.5991131855033478e-15	1.8511584712326524e-17	1.2377611733915284e-15	1.4522021641401214e-17	1.7440244581950524e-15	2.112546592767164e-17	4.686776136836156e-18	1.9380927414686215e-17	9.006028035472673e-16	1.1141870861571093e-17
55137.19149999953	1.0769750568886725e-15	2.8804539608075e-17	1.1008703817800909e-15	2.1917870800852782e-17	1.6615402710683815e-15	3.579807201864099e-17	1.8272056802051862e-15	5.6515347834721e-17	1.5989730722375634e-15	1.8484691796628077e-17	1.2377544113329829e-15	1.451774554116114e-17	1.7439470461989927e-15	2.111404150984305e-17	4.548301651729709e-18	1.3513779988348123e-17	9.005487068216797e-16	1.1149691396066756e-17
55137.24149999953	1.07656896838939e-15	2.8144186510609695e-17	1.1007287625086625e-15	2.1705163325741146e-17	1.6612313924949441e-15	3.532171866873994e-17	1.8272953892039017e-15	5.494291242276834e-17	1.5988318227580733e-15	1.8458204804177592e-17	1.2377467287878559e-15	1.4514459631934307e-17	1.743868807147417e-15	2.1104340591394003e-17	4.448688018418144e-18	7.411973890895516e-18	9.004944606918408e-16	1.1158325249793273e-17
55137.291499999534	1.0761756201701246e-15	2.7489311820232862e-17	1.1005871517043702e-15	2.1495365772377497e-17	1.6609320427182543e-15	3.485147752988994e-17	1.827411261329113e-15	5.3373822844492477e-17	1.5986894385834885e-15	1.8432118552921544e-17	1.237738121920895e-15	1.4512165922582044e-17	1.743789748430558e-15	2.1096368536413393e-17	4.395689709482108e-18	1.0979131839859711e-18	9.004400600714811e-16	1.116776925801249e-17
55137.34149999954	1.0757952080242998e-15	2.6841585027893656e-17	1.1004455609659051e-15	2.1289009210626427e-17	1.6606423723386977e-15	3.438862905953958e-17	1.8275536273762143e-15	5.181213200898316e-17	1.5985459241158797e-15	1.840641141059225e-17	1.2377285881392524e-15	1.4510856615901154e-17	1.743709881591796e-15	2.1090110068667155e-17	4.3958818148458316e-18	5.287416140480593e-18	9.00385497722472e-16	1.1178012563326567e-17
55137.39149999954	1.0754279277350135e-15	2.6202813595209157e-17	1.1003040018748755e-15	2.108664103121395e-17	1.6603625319784947e-15	3.393451048863698e-17	1.82772281847249e-15	5.0262353883822466e-17	1.598401283781291e-15	1.8381061842570756e-17	1.237718124852798e-15	1.4510523917574442e-17	1.7436292181861789e-15	2.1085549941162675e-17	4.445411078810928e-18	1.1464540720665587e-17	9.003307663994188e-16	1.1189044182235042e-17
55137.44149999954	1.0750739751452494e-15	2.5574952373229234e-17	1.1001624859959326e-15	2.0888824106092365e-17	1.6600926723013047e-15	3.349051489492258e-17	1.827919166082436e-15	4.87295216571649e-17	1.5982555220049406e-15	1.8356048524666752e-17	1.2377067294695545e-15	1.4511160093003633e-17	1.7435477697669852e-15	2.1082673069546368e-17	4.536387495025574e-18	1.7413576780553242e-17	9.002758588563247e-16	1.1200853050715547e-17
55137.491499999545	1.0747335460153908e-15	2.4960112041608398e-17	1.1000210248766526e-15	2.0696135693127737e-17	1.659832944000643e-15	3.3058089384536644e-17	1.8281430020144175e-15	4.7219250385951454e-17	1.5981086431971656e-15	1.83313504003284e-17	1.2376943993964068e-15	1.4512757492748205e-17	1.743465547885592e-15	2.1081464599304627e-17	4.661344013136205e-18	2.3115898092143983e-17	9.002207678465972e-16	1.1213428045788552e-17
55137.54149999955	1.0744068361512506e-15	2.4360566205702702e-17	1.099879630047782e-15	2.0509166057731297e-17	1.6595834977985422e-15	3.2638732224700196e-17	1.8283946584261646e-15	4.573780262920262e-17	1.597960651783184e-15	1.8306946735921447e-17	1.2376811320384992e-15	1.4515308577092213e-17	1.7433825640923353e-15	2.1081909970505837e-17	4.8132481971035505e-18	2.855457661723108e-17	9.001654861230228e-16	1.1226758006347614e-17
55137.59149999955	1.0740940413978778e-15	2.3778756060311502e-17	1.0997383130235332e-15	2.0328516785796845e-17	1.659344484456024e-15	3.223398876412103e-17	1.8286744678315446e-15	4.429215441666684e-17	1.5978115521832528e-15	1.8282817169394637e-17	1.2376669247994647e-15	1.4518805939539528e-17	1.7432988299354106e-15	2.1083994979702995e-17	4.9855001126220755e-18	3.3714109265852216e-17	9.001100064377907e-16	1.1240831753447129e-17
55137.641499999554	1.0737953575445656e-15	2.321729180952103e-17	1.0995970853012333e-15	2.0154798764191284e-17	1.6591160547646336e-15	3.1845445981078294e-17	1.8289827631052593e-15	4.289005729671035e-17	1.59766134880523e-15	1.825894176416106e-17	1.2376517750816571e-15	1.4523242329414152e-17	1.7432143569617357e-15	2.108770583975355e-17	5.171930343686115e-18	3.8580311661601553e-17	9.000543215424208e-16	1.1255638109838353e-17
55137.69149999956	1.073510980409517e-15	2.2678949383632318e-17	1.0994559583618343e-15	1.998862980951963e-17	1.6588983595515634e-15	3.147472550417452e-17	1.8293198774904e-15	4.15400900724584e-17	1.5975100460842534e-15	1.8235301056814084e-17	1.2376356802856358e-15	1.452861067342469e-17	1.743129156716608e-15	2.1093029236241346e-17	5.36679813790049e-18	4.314023879572563e-17	8.999984241878274e-16	1.1271165918881549e-17
55137.74149999956	1.073241105864626e-15	2.2166661019040403e-17	1.0993149436697774e-15	1.9830631930196928e-17	1.6586915496789847e-15	3.112347497290575e-17	1.8296861446045108e-15	4.02516911598487e-17	1.5973576484306604e-15	1.8211876105875737e-17	1.2376186378106627e-15	1.4534904096093688e-17	1.7430432407438087e-15	2.109995238180288e-17	5.5647896799938045e-18	4.738211821369658e-17	8.999423071242462e-16	1.1287404062653011e-17
55137.79149999956	1.0729859296950554e-15	2.1683498198385136e-17	1.0991740526728816e-15	1.9681428214840477e-17	1.6584957760489497e-15	3.0793357638957124e-17	1.83008189844337e-15	3.903515941349862e-17	1.5972041602597485e-15	1.8188648534007424e-17	1.2376006450544717e-15	1.4542115939265507e-17	1.7429566205855583e-15	2.110846306704113e-17	5.7610164933137814e-18	5.129529220464046e-17	8.99885963101283e-16	1.1304341479452105e-17
55137.841499999566	1.0727456477541141e-15	2.123264508253903e-17	1.099033296803171e-15	1.9541639347975058e-17	1.6583111895944787e-15	3.048604015206599e-17	1.830507473390557e-15	3.7901608145647156e-17	1.597049585992602e-15	1.8165600582213554e-17	1.2375816994130906e-15	1.4550239780401055e-17	1.7428693077823686e-15	2.1118549708791394e-17	5.951013968776769e-18	5.487016744028518e-17	8.998293848678445e-16	1.1321967180409356e-17
55137.89149999957	1.0725204558930452e-15	2.0817361222768518e-17	1.0988926874759842e-15	1.9411879764727462e-17	1.6581379412833486e-15	3.0203178538705804e-17	1.8309632042206424e-15	3.6862854656008365e-17	1.5968939300527853e-15	1.8142715132796914e-17	1.2375617982812677e-15	1.4559269449830078e-17	1.7427813138736658e-15	2.1130201395261336e-17	6.130740021067544e-18	5.809817109214458e-17	8.997725651721748e-16	1.1340270265451723e-17
55137.94149999957	1.0723105499568974e-15	2.0440932126502823e-17	1.0987522360908411e-15	1.9292753468131258e-17	1.6579761821339108e-15	2.994640245948482e-17	1.8314494261066463e-15	3.593122711065752e-17	1.5967371968539425e-15	1.81199757715893e-17	1.2375409390520815e-15	1.4569199046880056e-17	1.7426926503968846e-15	2.11434079282885e-17	6.296573871737503e-18	6.097171271019444e-17	8.99715496761843e-16	1.1359239938481917e-17
55137.991499999574	1.072116125796914e-15	2.010660749264755e-17	1.0986119540314673e-15	1.9184849545469757e-17	1.6578260631861282e-15	2.971729791962379e-17	1.831966474625555e-15	3.511927368506453e-17	1.5965793908113712e-15	1.8097366807750622e-17	1.2375191191171171e-15	1.4580022954848055e-17	1.7426033288885083e-15	2.1158159862298268e-17	6.445314958874471e-18	6.348415129733384e-17	8.996581723836965e-16	1.137886552171445e-17
55138.04149999958	1.0719373792643386e-15	1.9817527818234066e-17	1.0984718526652444e-15	1.908873743476815e-17	1.657687735529647e-15	2.9517388707611e-17	1.832514685764838e-15	3.4439367233833864e-17	1.5964205163511157e-15	1.8074873322393128e-17	1.2374963358664497e-15	1.45917358548466e-17	1.7425133608830881e-15	2.1174448540311374e-17	6.574181973238001e-18	6.562976712080892e-17	8.996005847838852e-16	1.1399136469325331e-17
55138.09149999958	1.0717745062434547e-15	1.957664119151331e-17	1.0983319433439503e-15	1.9004962005973914e-17	1.6575613502953308e-15	2.934811694168116e-17	1.8330943959286332e-15	3.3903213408172506e-17	1.5962605778777268e-15	1.8052481199310996e-17	1.2374725866886263e-15	1.4604332738523846e-17	1.7424227579140158e-15	2.1192266126655287e-17	6.6808120204635675e-18	6.740373788614998e-17	8.99542726707863e-16	1.1420042380259602e-17
55138.14149999958	1.0716277025772455e-15	1.9386614214717382e-17	1.0981922374035444e-15	1.893403853551129e-17	1.6574470586385506e-15	2.921082320473141e-17	1.8337059419432456e-15	3.352129039161389e-17	1.5960995798155956e-15	1.8030177157700033e-17	1.2374478689706476e-15	1.4617808919544618e-17	1.7423315315131228e-15	2.1211605636820804e-17	6.76325990933007e-18	6.880211896838922e-17	8.994845909003218e-16	1.1441573010263523e-17
55138.191499999586	1.0714971641582547e-15	1.9249742010437244e-17	1.0980527461646374e-15	1.887644766502151e-17	1.6573450117757238e-15	2.91067268307447e-17	1.8343496610637422e-15	3.3302270735619547e-17	1.5959375265858062e-15	1.8007948783969243e-17	1.2374221800979865e-15	1.4632160044024176e-17	1.742239693210813e-15	2.123246096356953e-17	6.819997565758289e-18	6.982182745490287e-17	8.994261701052555e-16	1.146371828314167e-17
55138.24149999959	1.0713830414076218e-15	1.9167538007205643e-17	1.0979134784133052e-15	1.8832548293968573e-17	1.657255328711402e-15	2.903670821565285e-17	1.835025785794795e-15	3.3251523339345724e-17	1.5957744225995228e-15	1.7985784559554063e-17	1.2373955174545517e-15	1.4647382099683315e-17	1.7421472545362275e-15	2.1254826900461848e-17	6.849913572557062e-18	7.04606298064131e-17	8.99367457065889e-16	1.1486468301242901e-17
55138.29149999959	1.0712851793343517e-15	1.91388144620961e-17	1.097774426000525e-15	1.8802104234023495e-17	1.6571779119317261e-15	2.900015893176467e-17	1.83573384243553e-15	3.3365236148018757e-17	1.5956102722761766e-15	1.796367389108757e-17	1.2373678784227596e-15	1.4663471423917404e-17	1.7420542270168724e-15	2.1278699161745263e-17	6.852312834688143e-18	7.071713298919903e-17	8.993084445247084e-16	1.1509813355131311e-17
55138.341499999595	1.0712032971535567e-15	1.9160991758411476e-17	1.0976355737934014e-15	1.878461040059661e-17	1.6571125747698488e-15	2.899577302680459e-17	1.83647306670004e-15	3.363440847521659e-17	1.5954450800376782e-15	1.794160713822374e-17	1.2373392603833918e-15	1.4680424710714983e-17	1.7419606221791682e-15	2.130407439918757e-17	6.82691637008886e-18	7.059077897467954e-17	8.992491252234306e-16	1.1533743932534625e-17
55138.3914999996	1.071137113727233e-15	1.9231068082200277e-17	1.0974969066215698e-15	1.877952376197606e-17	1.6570591303269918e-15	2.902211190958309e-17	1.837242693815707e-15	3.404800082221378e-17	1.5952788502918852e-15	1.7919575628463022e-17	1.237309660715808e-15	1.4698239016254527e-17	1.7418664515478712e-15	2.1330950215710817e-17	6.77386122590734e-18	7.008184254230782e-17	8.991894919030082e-16	1.1558250726459835e-17
55138.4414999996	1.0710863478822718e-15	1.9345707200742792e-17	1.0973584092994438e-15	1.8786268738505603e-17	1.6570173917473761e-15	2.9077624550646135e-17	1.838041959411376e-15	3.4593513370760186e-17	1.5951115874532684e-15	1.7897571693980758e-17	1.2372790767976805e-15	1.4716911763633637e-17	1.741771726646623e-15	2.1359325175864412e-17	6.693700520206151e-18	6.919143236048193e-17	8.99129537303604e-16	1.1583324642628184e-17
