MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_z'	sdss_z'_err
56557.43000000578	-4.626998589145661e-16	2.70253690917287e-15	2.845011974353657e-16	3.271804877441722e-18	3.6289399291851446e-16	5.7470175619846735e-18	nan	nan	3.7439998787446826e-16	1.0070952415464098e-17	3.6965304637537785e-16	5.5267897875768204e-18	2.615032942279339e-16	4.726244206744156e-16	3.427121107462026e-16	3.297775148208257e-18	nan	nan
56557.48000000578	-4.618179816685727e-16	2.704265773857618e-15	2.842548363518051e-16	3.2743664320181796e-18	3.6258124049933026e-16	5.749510259279365e-18	nan	nan	3.740557611506709e-16	1.0074949984707678e-17	3.693372936202512e-16	5.546564152169291e-18	2.61177981693994e-16	4.744420632525686e-16	3.4240571677846843e-16	3.3227746845148765e-18	nan	nan
56557.53000000578	-4.609357603772176e-16	2.7059861904123986e-15	2.840086886022623e-16	3.2761909637862394e-18	3.62268757615875e-16	5.749905630604843e-18	nan	nan	3.7371185091525395e-16	1.0074587999742585e-17	3.6902181056600144e-16	5.581192010110552e-18	2.608526346694217e-16	4.762570059386944e-16	3.42099596746008e-16	3.343917609171992e-18	nan	nan
56557.580000005786	-4.600532118559538e-16	2.707698194148593e-15	2.8376275400660117e-16	3.2772197368976572e-18	3.6195654403677036e-16	5.748272051358248e-18	nan	nan	3.733682568732514e-16	1.0070066802656053e-17	3.6870659702376635e-16	5.6254705175781864e-18	2.605272554349403e-16	4.780692394667112e-16	3.4179375039353785e-16	3.3598555632013204e-18	nan	nan
56557.63000000579	-4.5917035279118e-16	2.709401820274877e-15	2.835170323765733e-16	3.277446929443258e-18	3.616445995288161e-16	5.744815897801493e-18	nan	nan	3.730249787398032e-16	1.0061872951094525e-17	3.6839165270166806e-16	5.674374399367553e-18	2.60201846260082e-16	4.798787547118661e-16	3.41488177477931e-16	3.369667985495085e-18	nan	nan
56557.68000000579	-4.582871997412115e-16	2.711097103897114e-15	2.8327152352703205e-16	3.2769196751509416e-18	3.6133292388978395e-16	5.739877756622869e-18	nan	nan	3.7268201621678526e-16	1.005077046615834e-17	3.6807697746807545e-16	5.7233127050264895e-18	2.59876409402957e-16	4.816855426894123e-16	3.4118287777632104e-16	3.372868479333676e-18	nan	nan
56557.730000005795	-4.57403769136961e-16	2.7127840800183003e-15	2.8302622727521677e-16	3.275737249144915e-18	3.6102151685003607e-16	5.733926179210617e-18	nan	nan	3.723393690155478e-16	1.003778631418835e-17	3.677625709738796e-16	5.7683017775200936e-18	2.5955094711041323e-16	4.834895945532134e-16	3.408778509929034e-16	3.369406398695834e-18	nan	nan
56557.7800000058	-4.56520077282657e-16	2.7144627835384642e-15	2.8278114343621936e-16	3.2740493347232386e-18	3.6071037818548175e-16	5.727548322145162e-18	nan	nan	3.719970368518624e-16	1.0024189269891156e-17	3.674484330531108e-16	5.8060704422484985e-18	2.592254616180278e-16	4.852909015944407e-16	3.4057309692507217e-16	3.3596664944644187e-18	nan	nan
56557.8300000058	-4.5563614035655e-16	2.716133249254615e-15	2.825362718272791e-16	3.2720533328861155e-18	3.6039950767931754e-16	5.721437398193549e-18	nan	nan	3.716550194269733e-16	1.0011461204977337e-17	3.67134563465399e-16	5.8341172323230416e-18	2.588999551502223e-16	4.870894552402276e-16	3.402686153297004e-16	3.3444658779184515e-18	nan	nan
56557.8800000058	-4.547519744118323e-16	2.717795511860666e-15	2.8229161226038626e-16	3.2699906486262995e-18	3.600889050673714e-16	5.716376171015514e-18	nan	nan	3.713133164560205e-16	1.0001259636084197e-17	3.668209619818204e-16	5.850737176842267e-18	2.5857442992028065e-16	4.888852470523846e-16	3.399644059393483e-16	3.3250473572728974e-18	nan	nan
56557.93000000581	-4.538675953770799e-16	2.719449605947376e-15	2.8204716455421173e-16	3.268141676566209e-18	3.5977857016199e-16	5.713216317794664e-18	nan	nan	3.7097192764972263e-16	9.995370463864442e-18	3.665076283677281e-16	5.855031931103808e-18	2.5824888813037575e-16	4.90678268726092e-16	3.3966046852709734e-16	3.3030645373576165e-18	nan	nan
56557.98000000581	-4.52983019057475e-16	2.721095566002285e-15	2.8180292852408594e-16	3.2668196892526237e-18	3.594685026917137e-16	5.7128531300016645e-18	nan	nan	3.70630852720693e-16	9.995645264728584e-18	3.661945623713059e-16	5.8469120158134545e-18	2.5792333197157847e-16	4.924685120886182e-16	3.3935680282955985e-16	3.2805527652436416e-18	nan	nan
56558.03000000581	-4.520982611349319e-16	2.722733426409676e-15	2.815589039882026e-16	3.2663631752548126e-18	3.59158702470711e-16	5.7158942217098416e-18	nan	nan	3.702900913758607e-16	1.0002894943916108e-17	3.658817638723687e-16	5.82709598380521e-18	2.5759776362392863e-16	4.942559690980802e-16	3.3905340863602585e-16	3.2598778519409218e-18	nan	nan
56558.080000005815	-4.512133371693329e-16	2.7243632214505095e-15	2.813150907578362e-16	3.267119121450844e-18	3.588491692129474e-16	5.7217356859122645e-18	nan	nan	3.6994964332783906e-16	1.0015576267916221e-17	3.655692325046385e-16	5.79710681541888e-18	2.572721852565328e-16	4.960406318421544e-16	3.387502856912119e-16	3.2436533690157606e-18	nan	nan
56558.13000000582	-4.503282625989564e-16	2.7259849853023914e-15	2.810714886549978e-16	3.2691418678795666e-18	3.585399027362352e-16	5.729485926028075e-18	nan	nan	3.6960950829050474e-16	1.003186125546906e-17	3.6525696811359164e-16	5.759261897821189e-18	2.5694659902745775e-16	4.978224925368733e-16	3.384474337357825e-16	3.234618759488286e-18	nan	nan
56558.18000000582	-4.494430527414103e-16	2.727598752039523e-15	2.8082809749334785e-16	3.2721023632122205e-18	3.582309027782241e-16	5.738296814825885e-18	nan	nan	3.6926968597583967e-16	1.005001659938588e-17	3.6494497040162724e-16	5.716648539113232e-18	2.5662100708400587e-16	4.996015435253673e-16	3.381448525225585e-16	3.2354220552371655e-18	nan	nan
56558.230000005824	-4.485577227941611e-16	2.729204555632674e-15	2.805849170937045e-16	3.2756597001179698e-18	3.57922169118467e-16	5.747388841255237e-18	nan	nan	3.689301760989837e-16	1.0068456876212886e-17	3.6463323931723737e-16	5.6730729023618495e-18	2.5629541156258183e-16	5.013777772766834e-16	3.3784254182867347e-16	3.2464699525966564e-18	nan	nan
56558.28000000583	-4.476722878353155e-16	2.7308024299491438e-15	2.803419472740228e-16	3.2794964465111037e-18	3.5761370156020124e-16	5.7560716560136034e-18	nan	nan	3.68590978368129e-16	1.0085787474166383e-17	3.6432177441974365e-16	5.6329656419403034e-18	2.5596981458863047e-16	5.031511863845705e-16	3.3754050138668767e-16	3.2652985407711067e-18	nan	nan
56558.33000000583	-4.467867628244277e-16	2.732392408752738e-15	2.8009918785178054e-16	3.2833264433350032e-18	3.5730549984836413e-16	5.763760368106193e-18	nan	nan	3.682520924977839e-16	1.0100838018596853e-17	3.6401057561757664e-16	5.60122608452127e-18	2.556442182770101e-16	5.049217635662898e-16	3.372387309980474e-16	3.28919078944092e-18	nan	nan
56558.38000000583	-4.4590116260306625e-16	2.7339745257037425e-15	2.7985663864302414e-16	3.2869012489925976e-18	3.5699756373700226e-16	5.769987995061135e-18	nan	nan	3.6791351820687795e-16	1.0112687635599319e-17	3.636996425616275e-16	5.582987957831332e-18	2.5531862473176134e-16	5.066895016614476e-16	3.36937230399365e-16	3.315524336266837e-18	nan	nan
56558.430000005836	-4.450155018954948e-16	2.735548814358906e-15	2.7961429946952603e-16	3.2900151887255513e-18	3.566898930111342e-16	5.77441455247719e-18	nan	nan	3.675752552004453e-16	1.0120682917622118e-17	3.633889751431573e-16	5.583202052603567e-18	2.5499303604627595e-16	5.08454393630832e-16	3.3663599935156557e-16	3.341900880407431e-18	nan	nan
56558.48000000584	-4.441297953096935e-16	2.7371153081714155e-15	2.793721701492413e-16	3.292509309394328e-18	3.5638248746488783e-16	5.776833305591028e-18	nan	nan	3.672373032012052e-16	1.0124449731074589e-17	3.6307857311035e-16	5.602619993530937e-18	2.546674543031815e-16	5.10216432555256e-16	3.3633503760747e-16	3.366235116941954e-18	nan	nan
56558.53000000584	-4.432440573375353e-16	2.7386740404909015e-15	2.79130250498932e-16	3.294274191418697e-18	3.5607534684502236e-16	5.777174224261925e-18	nan	nan	3.668996619173499e-16	1.0123899645815469e-17	3.6276843621711235e-16	5.636621207998041e-18	2.543418815745722e-16	5.119756116344342e-16	3.360343449198991e-16	3.3868104604101355e-18	nan	nan
56558.580000005844	-4.423583023559962e-16	2.7402250445634125e-15	2.7888854033798474e-16	3.2952517833137445e-18	3.5576847093655627e-16	5.775505102463825e-18	nan	nan	3.6656233106338757e-16	1.0119231199705886e-17	3.6245856422307445e-16	5.680098339631374e-18	2.540163199219825e-16	5.137319241858431e-16	3.3573392107814278e-16	3.4023110807598293e-18	nan	nan
56558.63000000585	-4.414725446273824e-16	2.7417683535314217e-15	2.7864703948626335e-16	3.295436360735296e-18	3.5546185949171436e-16	5.7720304084307305e-18	nan	nan	3.6622531035824796e-16	1.0110926376691789e-17	3.621489568993124e-16	5.728119152263248e-18	2.5369077139642234e-16	5.154853636436077e-16	3.3543376583907404e-16	3.4118379619303617e-18	nan	nan
56558.68000000585	-4.4058679830043927e-16	2.7433040004338213e-15	2.7840574776172285e-16	3.2948745560870638e-18	3.5515551230644647e-16	5.767087534296115e-18	nan	nan	3.6588859951138633e-16	1.0099741904593858e-17	3.618396140226255e-16	5.776176405388376e-18	2.5336523803835086e-16	5.1723592355741e-16	3.3513387892714895e-16	3.414915933782635e-18	nan	nan
56558.73000000585	-4.397010774107426e-16	2.744832018205929e-15	2.7816466498088666e-16	3.2936645921901253e-18	3.5484942913115544e-16	5.761140607730884e-18	nan	nan	3.655521982404692e-16	1.0086694895568223e-17	3.615305354442133e-16	5.820356871209872e-18	2.5303972187778267e-16	5.18983597591386e-16	3.3483426012760523e-16	3.4114958576600182e-18	nan	nan
56558.780000005856	-4.3881539588140414e-16	2.746352439679494e-15	2.7792379096576597e-16	3.2919545576052354e-18	3.545436097417505e-16	5.754771342273246e-18	nan	nan	3.652161062593732e-16	1.0073041965843352e-17	3.612217208378593e-16	5.8574451910291444e-18	2.52714224934386e-16	5.207283795230423e-16	3.3453490918515953e-16	3.4019539144415704e-18	nan	nan
56558.83000000586	-4.379297675239041e-16	2.747865297582708e-15	2.77683125534793e-16	3.2899397408028093e-18	3.5423805393964696e-16	5.74866647869269e-18	nan	nan	3.6488032328702795e-16	1.0060250888664216e-17	3.6091317007193233e-16	5.8849811452373476e-18	2.523887492173757e-16	5.22470263242215e-16	3.342358259012581e-16	3.3870887417393725e-18	nan	nan
56558.88000000586	-4.3704420603862016e-16	2.749370624540214e-15	2.7744266850377545e-16	3.2878589605526334e-18	3.539327614624947e-16	5.743601627656701e-18	nan	nan	3.6454484903288884e-16	1.0049963617256462e-17	3.6060488280304663e-16	5.90128711149589e-18	2.520632967257624e-16	5.242092427499574e-16	3.339370099963049e-16	3.368114313726984e-18	nan	nan
56558.930000005865	-4.36158725015496e-16	2.7508684530731358e-15	2.772024196956788e-16	3.28598968851254e-18	3.5362773207162777e-16	5.740420829222489e-18	nan	nan	3.642096832171488e-16	1.004394967995376e-17	3.602968588709556e-16	5.905478900207244e-18	2.517378694481034e-16	5.259453121575542e-16	3.3363846123932924e-16	3.3466446553062144e-18	nan	nan
56558.98000000587	-4.352733379348983e-16	2.7523588155990857e-15	2.769623789258336e-16	3.284641963952599e-18	3.533229655921461e-16	5.740011657561866e-18	nan	nan	3.6387482555621084e-16	1.0044044360219598e-17	3.599890980810739e-16	5.897468570160839e-18	2.5141246936276065e-16	5.276784656854327e-16	3.3334017939125613e-16	3.32466493189242e-18	nan	nan
56559.03000000587	-4.343880581679573e-16	2.7538417444322007e-15	2.7672254601553513e-16	3.2841508525145442e-18	3.5301846175805566e-16	5.742976606664706e-18	nan	nan	3.635402757595305e-16	1.0051051444152008e-17	3.5968160019303157e-16	5.877963756416277e-18	2.510870984380161e-16	5.29408697662168e-16	3.3304216422516715e-16	3.3044810833433165e-18	nan	nan
56559.08000000587	-4.335028989774366e-16	2.7553172717831645e-15	2.7648292078536297e-16	3.2848600020748344e-18	3.527142203434437e-16	5.748716678690541e-18	nan	nan	3.6320603355614326e-16	1.0063440323511938e-17	3.5937436492067384e-16	5.8484635314147156e-18	2.5076175863168076e-16	5.311360025234628e-16	3.3274441550198725e-16	3.2886396046561952e-18	nan	nan
56559.130000005876	-4.326178735183633e-16	2.7567854297592424e-15	2.762435030547037e-16	3.2868232105809348e-18	3.524102411333288e-16	5.756347796603558e-18	nan	nan	3.6287209865550446e-16	1.0079398730826112e-17	3.590673920923078e-16	5.8112480258305485e-18	2.504364518917347e-16	5.328603748111261e-16	3.324469329299641e-16	3.279809956207786e-18	nan	nan
56559.18000000588	-4.317329948386964e-16	2.7582462503643075e-15	2.7600429263984227e-16	3.289714470545867e-18	3.5210652390908573e-16	5.765029207840617e-18	nan	nan	3.6253847077717536e-16	1.0097208758043707e-17	3.5876068153051757e-16	5.769353202833739e-18	2.501111801559357e-16	5.345818091720844e-16	3.321497163429609e-16	3.280575345023049e-18	nan	nan
56559.23000000588	-4.308482758797681e-16	2.7596997654988957e-15	2.7576528936780017e-16	3.293196190284251e-18	3.518030684302268e-16	5.7739884179835296e-18	nan	nan	3.6220514963313783e-16	1.0115299392926461e-17	3.584542328690249e-16	5.726519697665861e-18	2.497859453518906e-16	5.363003003574086e-16	3.31852765445173e-16	3.2913322388322167e-18	nan	nan
56559.280000005885	-4.299637294773425e-16	2.7611460069602265e-15	2.7552649305963405e-16	3.2969540980072133e-18	3.5149987447083927e-16	5.782541330232286e-18	nan	nan	3.6187213495495383e-16	1.0132288804411821e-17	3.5814804605059896e-16	5.687099599522962e-18	2.494607493973842e-16	5.380158432213153e-16	3.315560800542552e-16	3.309675138137336e-18	nan	nan
56559.33000000589	-4.29079368361729e-16	2.7625850064422684e-15	2.7528790353162897e-16	3.3007049658464728e-18	3.511969418177636e-16	5.790108407126133e-18	nan	nan	3.615394264546053e-16	1.0147017450214258e-17	3.578421207146847e-16	5.655903695928421e-18	2.4913559420008587e-16	5.397284327202208e-16	3.3125965991087202e-16	3.3329546596447456e-18	nan	nan
56559.38000000589	-4.281952051588795e-16	2.7640167955357684e-15	2.750495206108063e-16	3.304202906598237e-18	3.5089427023233387e-16	5.796226959936983e-18	nan	nan	3.612070238466004e-16	1.0158573023780944e-17	3.575364567525433e-16	5.637973233580839e-18	2.488104816576915e-16	5.414380639117796e-16	3.3096350474353158e-16	3.3586146178202217e-18	nan	nan
56559.430000005894	-4.2731125239071585e-16	2.7654414057283174e-15	2.748113441167913e-16	3.3072444007659102e-18	3.5059185951049993e-16	5.800560210937353e-18	nan	nan	3.6087492685365864e-16	1.0166308229716627e-17	3.572310538265121e-16	5.638173416917658e-18	2.484854136581641e-16	5.431447319539143e-16	3.3066761436178435e-16	3.3843166330792048e-18	nan	nan
56559.4800000059	-4.264275224759745e-16	2.766858868404392e-15	2.7457337386873197e-16	3.309672171704967e-18	3.502897094281709e-16	5.802903315272336e-18	nan	nan	3.6054313519849926e-16	1.0169852543645741e-17	3.569259117763444e-16	5.65724285126061e-18	2.4816039207942197e-16	5.44848432103917e-16	3.3037198853465973e-16	3.40802612701125e-18	nan	nan
56559.5300000059	-4.2554402773064786e-16	2.7682692148454216e-15	2.7433560969030957e-16	3.3113779522303668e-18	3.499878197357498e-16	5.8031869235446744e-18	nan	nan	3.602116485905777e-16	1.0169118525035469e-17	3.5662103041317815e-16	5.690638806022542e-18	2.4783541878960603e-16	5.465491597174914e-16	3.3007662699066584e-16	3.4280671054466434e-18	nan	nan
56559.5800000059	-4.246607803686776e-16	2.7696724762298494e-15	2.740980514052052e-16	3.3123043309842332e-18	3.4968619022554255e-16	5.801478326789325e-18	nan	nan	3.59880466756403e-16	1.0164303120511177e-17	3.5631640947947397e-16	5.7333443642693715e-18	2.475104956471061e-16	5.482469102478391e-16	3.2978152949072775e-16	3.44315389539055e-18	nan	nan
56559.630000005905	-4.237777925026857e-16	2.7710686836331783e-15	2.738606988301811e-16	3.3124456679024026e-18	3.493848206625271e-16	5.7979801442369164e-18	nan	nan	3.5954958941806285e-16	1.0155884179923266e-17	3.5601204866618473e-16	5.7805155106396986e-18	2.4718562450058757e-16	5.499416792447599e-16	3.2948669584034385e-16	3.452407736261868e-18	nan	nan
56559.68000000591	-4.2289507614439083e-16	2.7724578680280596e-15	2.7362355179106574e-16	3.3118481376766868e-18	3.4908371084083137e-16	5.793026792503489e-18	nan	nan	3.592190162881708e-16	1.0144611846318241e-17	3.5570794791035636e-16	5.827724459089962e-18	2.4686080718888493e-16	5.516334623537354e-16	3.2919212578828286e-16	3.455364043379996e-18	nan	nan
56559.73000000591	-4.220126432053014e-16	2.7738400602843525e-15	2.7338661010796154e-16	3.3106089989427355e-18	3.487828605272552e-16	5.787078279800752e-18	nan	nan	3.5888874709197257e-16	1.0131494333522633e-17	3.554041069029417e-16	5.8711249771023566e-18	2.465360455412238e-16	5.533222553150447e-16	3.2889781908331353e-16	3.4519749327641055e-18	nan	nan
56559.780000005914	-4.211305054974719e-16	2.7752152911691863e-15	2.7314987360311813e-16	3.308874825963515e-18	3.484822694867764e-16	5.78071114107344e-18	nan	nan	3.5855878154966117e-16	1.0117777273811621e-17	3.5510052543218627e-16	5.9075549220166295e-18	2.4621134137725664e-16	5.550080539628773e-16	3.286037754985173e-16	3.4426086941735406e-18	nan	nan
56559.83000000592	-4.2024867473378066e-16	2.776583591347055e-15	2.7291334209926243e-16	3.3068389555494104e-18	3.4818193750259167e-16	5.7746060805532936e-18	nan	nan	3.582291193795345e-16	1.0104915713755575e-17	3.547972032462738e-16	5.934593465176408e-18	2.458866965068937e-16	5.566908542244567e-16	3.283099947948193e-16	3.42804675205699e-18	nan	nan
56559.88000000592	-4.1936716252893795e-16	2.777944991379875e-15	2.726770154181669e-16	3.304737827546854e-18	3.478818643597196e-16	5.7695319754190354e-18	nan	nan	3.578997603017855e-16	1.0094537542579745e-17	3.5449414017923453e-16	5.95058911606872e-18	2.4556211273059647e-16	5.583706521191813e-16	3.2801647674530096e-16	3.409476143652798e-18	nan	nan
56559.93000000592	-4.1848598039970044e-16	2.7792995217270813e-15	2.7244089337897957e-16	3.3028461685007896e-18	3.4758204983224744e-16	5.766325702798564e-18	nan	nan	3.5757070404355485e-16	1.008839752273727e-17	3.541913359792523e-16	5.954671300889199e-18	2.4523759183915555e-16	5.600474437577529e-16	3.2772322108657463e-16	3.3884740874055165e-18	nan	nan
56559.980000005926	-4.176051397657664e-16	2.7806472127456967e-15	2.722049758094377e-16	3.301470994586956e-18	3.4728249369061873e-16	5.765867551508731e-18	nan	nan	3.5724195031871924e-16	1.0088316175068245e-17	3.538887904402956e-16	5.946753613599118e-18	2.4491313561410805e-16	5.617212253413358e-16	3.274302276484514e-16	3.3669793357153256e-18	nan	nan
56560.03000000593	-4.167246519501033e-16	2.7819880946904332e-15	2.7196926252821213e-16	3.3009442481192723e-18	3.4698319568888017e-16	5.768755237713366e-18	nan	nan	3.5691349884747153e-16	1.0095090870781831e-17	3.535865033277176e-16	5.9275331263115865e-18	2.445887458273203e-16	5.633919931607108e-16	3.2713749612297035e-16	3.3472423235245577e-18	nan	nan
56560.08000000593	-4.1584452817984293e-16	2.7833221977137628e-15	2.717337533568368e-16	3.3016064219706168e-18	3.4668415564848773e-16	5.774394340191703e-18	nan	nan	3.5658534936326864e-16	1.0107202392374418e-17	3.5328447442976374e-16	5.8984862790709534e-18	2.4426442424131647e-16	5.650597435954393e-16	3.2684502631968204e-16	3.3317475230599874e-18	nan	nan
56560.130000005935	-4.149647795866344e-16	2.78464955186602e-15	2.714984481209016e-16	3.303510813775813e-18	3.463853733143787e-16	5.7819078070872565e-18	nan	nan	3.562575015774608e-16	1.0122852631094569e-17	3.529827035175101e-16	5.861857583814005e-18	2.4394017260926063e-16	5.667244731130333e-16	3.2655281799140723e-16	3.323099944406461e-18	nan	nan
56560.18000000594	-4.140854172071989e-16	2.7859701870954963e-15	2.7126334664265624e-16	3.3063342522710783e-18	3.4608684848614673e-16	5.7904619017027714e-18	nan	nan	3.559299552171886e-16	1.014033757820067e-17	3.5268119037347917e-16	5.820634161175884e-18	2.4361599267489493e-16	5.683861782681626e-16	3.262608708909669e-16	3.3238228470957016e-18	nan	nan
56560.23000000594	-4.132064519841364e-16	2.7872841332485287e-15	2.710284487455434e-16	3.3097422186883604e-18	3.457885809415228e-16	5.799290612585352e-18	nan	nan	3.5560271000769796e-16	1.0158099178896558e-17	3.523799347859164e-16	5.778494424229985e-18	2.43291886172735e-16	5.700448557018002e-16	3.2596918478739025e-16	3.3343033158090235e-18	nan	nan
56560.28000000594	-4.123278947663291e-16	2.7885914200696016e-15	2.7079375426064063e-16	3.3134233931058904e-18	3.454905704400192e-16	5.8077157704481605e-18	nan	nan	3.552757656717082e-16	1.017476715589832e-17	3.5207893650300553e-16	5.739715889033322e-18	2.429678548279273e-16	5.717005021404684e-16	3.256777594659152e-16	3.3521896076795215e-18	nan	nan
56560.330000005946	-4.114497563095088e-16	2.7898920772014498e-15	2.7055926300447136e-16	3.3170972598411985e-18	3.451928167903388e-16	5.815162858610219e-18	nan	nan	3.5494912193067548e-16	1.0189191727862805e-17	3.5177819535877685e-16	5.709025530187235e-18	2.4264390035656116e-16	5.733531143953899e-16	3.253865947077273e-16	3.374894860257702e-18	nan	nan
56560.38000000595	-4.1057204727695023e-16	2.791186134185159e-15	2.7032497480334143e-16	3.320520304782418e-18	3.4489531973559704e-16	5.8211732192755925e-18	nan	nan	3.546227785079507e-16	1.0200468304526307e-17	3.51477711095691e-16	5.691377066673328e-18	2.4232002446527666e-16	5.750026893617536e-16	3.2509569022917842e-16	3.3999240336260244e-18	nan	nan
56560.43000000595	-4.096947782399122e-16	2.7924736204602798e-15	2.700908894859424e-16	3.3234910112757596e-18	3.4459807908085316e-16	5.8254130202827375e-18	nan	nan	3.5429673513256946e-16	1.0207955130666616e-17	3.511774834962704e-16	5.691554761075809e-18	2.419962288517897e-16	5.766492240179016e-16	3.248050458357669e-16	3.4249939515622596e-18	nan	nan
56560.480000005955	-4.0881795967830585e-16	2.7937545653649196e-15	2.69857006869275e-16	3.325853657474296e-18	3.443010945965506e-16	5.8276792507799345e-18	nan	nan	3.539709915221981e-16	1.0211284918438004e-17	3.5087751235448356e-16	5.710284751083614e-18	2.4167251520455413e-16	5.782927154245541e-16	3.2451466129246997e-16	3.4481171720538197e-18	nan	nan
56560.53000000596	-4.079416019811106e-16	2.795028998135872e-15	2.696233267858483e-16	3.327501041648934e-18	3.4400436606770797e-16	5.827903245393116e-18	nan	nan	3.536455474077671e-16	1.0210371123715319e-17	3.5057779738417577e-16	5.743097944670724e-18	2.4134888520281483e-16	5.799331607240721e-16	3.2422453634805644e-16	3.467655401946014e-18	nan	nan
56560.58000000596	-4.0706571544710546e-16	2.796296947908717e-15	2.693898490548103e-16	3.3283763554174314e-18	3.437078932702344e-16	5.826151724746763e-18	nan	nan	3.5332040250441636e-16	1.0205409290179845e-17	3.502783384880544e-16	5.7850628853022996e-18	2.4102534051701687e-16	5.815705571396671e-16	3.239346707918161e-16	3.482351093857922e-18	nan	nan
56560.630000005964	-4.061903102853353e-16	2.7975584437179428e-15	2.6915657350365974e-16	3.3284740353035424e-18	3.4341167597821724e-16	5.822625639129643e-18	nan	nan	3.529955565474976e-16	1.0196873546532116e-17	3.499791353627953e-16	5.8314190188527476e-18	2.40701882808441e-16	5.832049019746648e-16	3.2364506439683044e-16	3.4913443046835995e-18	nan	nan
56560.68000000597	-4.0531539661570353e-16	2.7988135144970574e-15	2.6892349995583917e-16	3.3278398456251608e-18	3.4311571398214064e-16	5.817656630751291e-18	nan	nan	3.526710092553089e-16	1.0185508108777236e-17	3.496801878138133e-16	5.877813762661471e-18	2.403785137293903e-16	5.848361926117707e-16	3.2335571687945127e-16	3.494180345617311e-18	nan	nan
56560.73000000597	-4.0444098446936274e-16	2.800062189078721e-15	2.68690628237893e-16	3.3265701057565e-18	3.428200070506262e-16	5.81170082198903e-18	nan	nan	3.523467603575173e-16	1.0172313184931461e-17	3.493814956522462e-16	5.920464422725394e-18	2.4005523492319e-16	5.864644265123027e-16	3.230666281100108e-16	3.490812589585411e-18	nan	nan
56560.78000000597	-4.0356708378954683e-16	2.801304496194849e-15	2.684579581742182e-16	3.3248100442110646e-18	3.425245549741581e-16	5.805329903070875e-18	nan	nan	3.520228095774739e-16	1.0158524537856373e-17	3.490830586091086e-16	5.956259469878082e-18	2.3973204802421447e-16	5.880896012154962e-16	3.227777977521834e-16	3.481601923014038e-18	nan	nan
56560.830000005975	-4.0269370443186106e-16	2.8025404644767536e-15	2.682254895884961e-16	3.3227511647513974e-18	3.422293575268237e-16	5.799218928852869e-18	nan	nan	3.5169915663726634e-16	1.0145585754046855e-17	3.487848764726459e-16	5.9828155469106056e-18	2.394089546581359e-16	5.897117143377494e-16	3.224892256479364e-16	3.4673136794907316e-18	nan	nan
56560.88000000598	-4.0182085616495e-16	2.8037701224552595e-15	2.679932223094181e-16	3.3206276921015833e-18	3.419344144845321e-16	5.794130476749495e-18	nan	nan	3.5137580126656186e-16	1.0135112085043653e-17	3.484869490826114e-16	5.998506125786433e-18	2.3908595644153325e-16	5.91330763571927e-16	3.222009115176738e-16	3.4491099261956626e-18	nan	nan
56560.93000000598	-4.009485486709641e-16	2.8049934985608436e-15	2.677611561580412e-16	3.3187118132883606e-18	3.4163972563958946e-16	5.790894668481044e-18	nan	nan	3.5105274319439595e-16	1.012884499148627e-17	3.481892761013425e-16	6.0024736629023685e-18	2.387630549823722e-16	5.929467466866434e-16	3.219128551425812e-16	3.428533773078946e-18	nan	nan
56560.980000005984	-4.000767915462278e-16	2.8062106211237463e-15	2.675292909597166e-16	3.3173077520560833e-18	3.4134529074968605e-16	5.790385012307583e-18	nan	nan	3.5072998213843506e-16	1.0128591743197855e-17	3.4789185745443897e-16	5.9946331539293735e-18	2.384402518796675e-16	5.945596615255523e-16	3.216250563078965e-16	3.4074806397503032e-18	nan	nan
56561.03000000599	-3.9920559430156734e-16	2.8074215183741256e-15	2.672976265428974e-16	3.316744520923964e-18	3.410511096089498e-16	5.7931947556909134e-18	nan	nan	3.504075178346625e-16	1.0135143900770605e-17	3.4759469283857667e-16	5.975671780389016e-18	2.381175487238383e-16	5.961695060066601e-16	3.2133751478264887e-16	3.388149863390659e-18	nan	nan
56561.08000000599	-3.98334966363086e-16	2.8086262184421764e-15	2.670661627322192e-16	3.3173597207659448e-18	3.4075718200422124e-16	5.79873371382924e-18	nan	nan	3.500853500070609e-16	1.0146992472139787e-17	3.4729778209350905e-16	5.947044262252585e-18	2.37794947096495e-16	5.977762781216213e-16	3.2105023032371146e-16	3.3729686482151644e-18	nan	nan
56561.13000000599	-3.974649170723156e-16	2.809824749358281e-15	2.668348993513633e-16	3.3192061529590947e-18	3.4046350770594385e-16	5.806131446431263e-18	nan	nan	3.4976347837834954e-16	1.0162352071177882e-17	3.4700112491018884e-16	5.910961380532629e-18	2.374724485705459e-16	5.993799759350782e-16	3.207632026879571e-16	3.364482361086463e-18	nan	nan
56561.180000005996	-3.9659545568723724e-16	2.811017139053129e-15	2.6660383622854405e-16	3.3219632978181072e-18	3.401700865118893e-16	5.814560718707514e-18	nan	nan	3.4944190268261703e-16	1.0179531166348234e-17	3.4670472113981564e-16	5.8703638562669475e-18	2.3715005471040168e-16	6.009805975839442e-16	3.2047643166062363e-16	3.3651590351315476e-18	nan	nan
