MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_g	sdss_g_err	sdss_i	sdss_i_err	sdss_r	sdss_r_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
57406.60329999039	5.731868917094011e-15	1.234793426088722e-16	nan	nan	nan	nan	nan	nan	nan	nan	5.225463082677023e-15	2.7960649341406907e-16	nan	nan	nan	nan	4.784918269660071e-15	8.007841366269035e-18	1.0695040912994638e-14	1.5883511501330063e-17	nan	nan	nan	nan	nan	nan	nan	nan
57406.653299990394	5.853016572951036e-15	1.1788146828995891e-16	nan	nan	nan	nan	nan	nan	nan	nan	5.291849883409998e-15	2.7286825794190593e-16	nan	nan	nan	nan	4.964146680431145e-15	9.555446201795265e-18	1.1022191121798988e-14	6.983943936797352e-18	nan	nan	nan	nan	nan	nan	nan	nan
57406.7032999904	5.9746955070248125e-15	1.1274353921054714e-16	nan	nan	nan	nan	nan	nan	nan	nan	5.358565943792594e-15	2.662621681880379e-16	nan	nan	nan	nan	5.1423254349157616e-15	9.827060403236595e-18	1.1337991882698716e-14	1.2326527703680412e-17	nan	nan	nan	nan	nan	nan	nan	nan
57406.7532999904	6.0968450604937604e-15	1.0807313495774258e-16	nan	nan	nan	nan	nan	nan	nan	nan	5.425605662822761e-15	2.597908320351972e-16	nan	nan	nan	nan	5.317827382727279e-15	8.541055412199137e-18	1.1644184850264957e-14	2.0931295746776883e-17	nan	nan	nan	nan	nan	nan	nan	nan
57406.8032999904	6.219401976651435e-15	1.0387468149798953e-16	nan	nan	nan	nan	nan	nan	nan	nan	5.492963426711207e-15	2.534569832644676e-16	nan	nan	nan	nan	5.4890277336861376e-15	7.775973564373466e-18	1.1941117561961159e-14	2.2012401575830296e-17	nan	nan	nan	nan	nan	nan	nan	nan
57406.853299990406	6.3422909634625485e-15	1.0014014350513454e-16	nan	nan	nan	nan	nan	nan	nan	nan	5.560632012327504e-15	2.472628914286425e-16	nan	nan	nan	nan	5.6548984853450256e-15	9.161202613827587e-18	1.2229123080385553e-14	1.4937133518990272e-17	nan	nan	nan	nan	nan	nan	nan	nan
57406.90329999041	6.465433258993225e-15	9.685703003048951e-17	nan	nan	nan	nan	nan	nan	nan	nan	5.6286013283636956e-15	2.412098997381835e-16	nan	nan	nan	nan	5.815781270233308e-15	1.028747410284572e-17	1.2508533211387252e-14	5.4632387551960884e-18	nan	nan	nan	nan	nan	nan	2.870944080108162e-15	8.194523846511645e-17
57406.95329999041	6.588750105259396e-15	9.401187836660961e-17	nan	nan	nan	nan	nan	nan	nan	nan	5.69686099204334e-15	2.352993903788306e-16	nan	nan	nan	nan	5.972208894650966e-15	9.891887805634535e-18	1.2779724648331175e-14	1.7089150816692756e-17	nan	nan	nan	nan	nan	nan	2.937836474953433e-15	7.644673214295416e-17
57407.003299990414	6.712162747035423e-15	9.159052065955906e-17	nan	nan	nan	nan	nan	nan	nan	nan	5.765400625156414e-15	2.295329049849634e-16	nan	nan	nan	nan	6.124713983267963e-15	8.26689624515779e-18	1.3043231714334735e-14	2.594765569094076e-17	nan	nan	nan	nan	nan	nan	3.0050870062651777e-15	7.160619224985064e-17
57407.05329999042	6.835592628469353e-15	8.957808350502424e-17	nan	nan	nan	nan	nan	nan	nan	nan	5.834209853879033e-15	2.239121541607421e-16	nan	nan	nan	nan	6.273828275871292e-15	7.625816236197048e-18	1.3299621797044093e-14	2.744871398326976e-17	nan	nan	nan	nan	nan	nan	3.0726279633553236e-15	6.742743771911983e-17
57407.10329999042	6.958966258345907e-15	8.795265393447438e-17	nan	nan	nan	nan	nan	nan	3.308409877760576e-15	8.548283768965962e-17	5.903278235150948e-15	2.184389846107293e-16	nan	nan	nan	nan	6.4199680477387085e-15	9.46794293398511e-18	1.3549461262110241e-14	2.1111680929510064e-17	nan	nan	nan	nan	nan	nan	3.140391642557698e-15	6.391419588993539e-17
57407.15329999042	7.082215507885584e-15	8.668559053446531e-17	nan	nan	nan	nan	nan	nan	3.3625645544919443e-15	8.336208396878537e-17	5.972593843809048e-15	2.1311460058474833e-16	nan	nan	2.585987657136764e-15	8.871862265540303e-17	6.5633088050292864e-15	1.1082825120672326e-17	1.3793315528599893e-14	8.317543377035732e-18	nan	nan	nan	nan	nan	nan	3.208310345462018e-15	6.10688928667538e-17
57407.203299990426	7.2052725033206e-15	8.574960842131744e-17	nan	nan	nan	nan	nan	nan	3.416745194654982e-15	8.132400425128322e-17	6.042143377085813e-15	2.079396343564587e-16	nan	nan	2.6181473444269105e-15	8.593423423738132e-17	6.703995812417814e-15	1.110076072013644e-17	1.4031735143021818e-14	1.2259647741758252e-17	nan	nan	nan	nan	nan	nan	3.2763158276866357e-15	5.888800826720447e-17
57407.25329999043	7.328069366530436e-15	8.512016082947647e-17	nan	nan	nan	nan	nan	nan	3.470948217858406e-15	7.937097107930328e-17	6.111913483324968e-15	2.029149029742025e-16	1.4645160768886252e-15	2.906724226109266e-17	2.650424600477067e-15	8.325711077533893e-17	6.84217422514356e-15	9.455798182391946e-18	1.4265080495997658e-14	2.5575456101228062e-17	nan	nan	nan	nan	nan	nan	3.344334661116588e-15	5.733725227960836e-17
57407.30329999043	7.450538213725517e-15	8.477622936235094e-17	nan	nan	nan	nan	nan	nan	3.5251700437299466e-15	7.750541403832065e-17	6.181890814210984e-15	1.9804145465762973e-16	1.490629615644803e-15	2.799860748832291e-17	2.6828147666008593e-15	8.069083766031477e-17	6.97798909477249e-15	7.429332795335263e-18	1.4493575121410764e-14	3.290391149693434e-17	nan	nan	nan	nan	nan	nan	3.4122905664127796e-15	5.636522558708529e-17
57407.353299990435	7.572611179613256e-15	8.470080897565204e-17	nan	nan	nan	nan	nan	nan	3.5794070923726846e-15	7.572979835250391e-17	6.2520620245342065e-15	1.9332058412518104e-16	1.5167601757080186e-15	2.6981380101183097e-17	2.7153131851097126e-15	7.823926968993657e-17	7.11158111943893e-15	8.240704933478394e-18	1.4717438846248892e-14	3.296370451204141e-17	nan	nan	nan	nan	nan	nan	3.4801072325061833e-15	5.592204296105816e-17
57407.40329999044	7.694227467139762e-15	8.487706763494879e-17	nan	nan	nan	nan	nan	nan	3.633655705856288e-15	7.404657239776071e-17	6.322413771957383e-15	1.8875384536498692e-16	1.542905040437149e-15	2.6017972264173505e-17	2.747915199268925e-15	7.590651744369232e-17	7.243044750433959e-15	1.0770006688428192e-17	1.4936890805043098e-14	2.556943483095896e-17	nan	nan	nan	nan	nan	nan	3.5477083441467342e-15	5.596363029511322e-17
57407.45329999044	7.815342972988758e-15	8.528303105863315e-17	nan	nan	nan	nan	nan	nan	3.6879110603886365e-15	7.24577603394876e-17	6.392932543122453e-15	1.8434287734745866e-16	1.5690614931855979e-15	2.5110996387123244e-17	2.7806161532521723e-15	7.369692124839417e-17	7.372446076128852e-15	1.2290860062086097e-17	1.515214946848325e-14	1.1587435633617152e-17	nan	nan	nan	nan	nan	nan	3.615017579913491e-15	5.645454488527575e-17
57407.50329999044	7.935915992441377e-15	8.590024881841981e-17	nan	nan	nan	nan	nan	nan	3.742167428822967e-15	7.096502291587887e-17	6.463603846693014e-15	1.80088559050093e-16	1.5952268172761206e-15	2.4263243741748395e-17	2.8134113920982488e-15	7.161501017639724e-17	7.499850690864553e-15	1.1982935448714784e-17	1.5363432111652745e-14	9.820270906230909e-18	nan	nan	nan	nan	nan	nan	3.681960227279678e-15	5.736667494466934e-17
57407.553299990446	8.055904809622975e-15	8.671545926215198e-17	nan	nan	nan	nan	nan	nan	3.7964190615950196e-15	6.956993126446594e-17	6.534412849778165e-15	1.759916997179121e-16	1.6213982960807292e-15	2.3477647719242074e-17	2.8462961074380954e-15	6.9665299998013e-17	7.625324105649559e-15	9.906047536570972e-18	1.5570937816177352e-14	2.6240139621567586e-17	nan	nan	nan	nan	nan	nan	3.7484786126266946e-15	5.865654649164747e-17
57407.60329999045	8.175267696689977e-15	8.772056776776994e-17	nan	nan	nan	nan	nan	nan	3.850660208075754e-15	6.827394183543944e-17	6.605344721003858e-15	1.72053420401331e-16	1.6475731945524728e-15	2.2757216404313588e-17	2.879264036168551e-15	6.785100912495001e-17	7.748931750743555e-15	7.287109697304931e-18	1.5774844405109285e-14	3.788320117726641e-17	nan	nan	nan	nan	nan	nan	3.814525272686213e-15	6.027668677650913e-17
57407.65329999045	8.293962913017997e-15	8.89123606461537e-17	nan	nan	nan	nan	nan	nan	3.904885118358659e-15	6.707836063839919e-17	6.67638463062411e-15	1.6827516838129726e-16	1.6737482416620879e-15	2.2104610136553043e-17	2.9123081156474494e-15	6.617460635914588e-17	7.870741698022379e-15	7.912642802751653e-18	1.5975327960061124e-14	4.3003336398763956e-17	nan	nan	nan	nan	nan	nan	3.880052869948965e-15	6.219191788913263e-17
57407.703299990455	8.411948704801231e-15	9.029199989420126e-17	nan	nan	nan	nan	nan	nan	3.9590880422520154e-15	6.59843061475435e-17	6.747517750259229e-15	1.6465872576067698e-16	1.699919558919022e-15	2.1522009932990708e-17	2.945421275591067e-15	6.46384902515709e-17	7.990865688811562e-15	1.1241553316098888e-17	1.617256402765573e-14	4.076481839131616e-17	nan	nan	nan	nan	nan	nan	3.945014052813232e-15	6.437938454327192e-17
57407.75329999046	8.529188856575e-15	9.186094167703502e-17	nan	nan	nan	nan	nan	nan	4.013263126375181e-15	6.499260323365179e-17	6.8187292526393586e-15	1.6120621140107973e-16	1.7260832350295208e-15	2.101141686782098e-17	2.9785964462963637e-15	6.324492852548742e-17	8.109450699158539e-15	1.3857998219798711e-17	1.63667276423662e-14	3.0785628606616465e-17	nan	nan	nan	nan	nan	nan	4.009361454346603e-15	6.682706260882441e-17
57407.80329999046	8.645666607523212e-15	9.361181751347313e-17	nan	nan	nan	nan	nan	nan	4.06740384204666e-15	6.410337170460709e-17	6.890004309344457e-15	1.5792006399252067e-16	1.7522353586658959e-15	2.057457804725789e-17	3.0118265585773186e-15	6.199597997938732e-17	8.226644647538006e-15	1.4611864637340223e-17	1.655799334926381e-14	1.3255882328035518e-17	nan	nan	nan	nan	nan	nan	4.0730477405460036e-15	6.953141923096116e-17
57407.853299990464	8.761369446277719e-15	9.553763860348268e-17	nan	nan	nan	nan	nan	nan	4.121503388589835e-15	6.33162653656173e-17	6.961327984463179e-15	1.5480244765822028e-16	1.778372018613204e-15	2.0212885756479947e-17	3.04510454369491e-15	6.089340889345512e-17	8.342595393178812e-15	1.3133288580403405e-17	1.674653193560133e-14	1.2787747117109157e-17	nan	nan	nan	nan	nan	nan	4.136041021058688e-15	7.247989563657228e-17
57407.90329999047	8.876284845766302e-15	9.763431922703216e-17	nan	nan	nan	nan	nan	nan	4.175554964947809e-15	6.263063216547435e-17	7.032685181310556e-15	1.518549479894596e-16	1.8044893034999735e-15	1.9927279451715192e-17	3.0784233332934476e-15	5.993859532287553e-17	8.457450741935307e-15	9.589393171674303e-18	1.693242353276376e-14	3.923077281803131e-17	nan	nan	nan	nan	nan	nan	4.1983467180021426e-15	7.562834395414338e-17
57407.95329999047	8.990400262965281e-15	9.990044547413585e-17	nan	nan	nan	nan	nan	nan	4.2295517691890415e-15	6.204550184959491e-17	7.1040607901307186e-15	1.4907937111191538e-16	1.8305833020543414e-15	1.971815994822202e-17	3.1117758593309984e-15	5.913244564236764e-17	8.571358452224007e-15	6.513973600976534e-18	1.7115648740352528e-14	6.669808569565615e-17	nan	nan	nan	nan	nan	nan	4.259975756799478e-15	7.893247100070468e-17
57408.00329999047	9.103703138645765e-15	1.0233693449089216e-16	nan	nan	nan	nan	nan	nan	4.283486999914383e-15	6.155957998543485e-17	7.175439700965843e-15	1.464777980367269e-16	1.856650098098413e-15	1.9585208022380454e-17	3.1451550581399438e-15	5.847527590919512e-17	8.684449809375602e-15	1.1298340698753187e-17	1.7296182646769823e-14	9.467461583602695e-17	nan	nan	nan	nan	nan	nan	4.320939044633256e-15	8.23537474713609e-17
57408.053299990475	9.216180897121625e-15	1.0494661252058332e-16	nan	nan	nan	nan	nan	nan	4.337353856104966e-15	6.117124814713397e-17	7.24680680339177e-15	1.4405255620899104e-16	1.882685755224849e-15	1.9526979283576656e-17	3.178554006033296e-15	5.796567273539247e-17	8.79677293980337e-15	2.022060079410572e-17	1.7473999943782016e-14	1.231516883996974e-16	nan	nan	3.7221774726207004e-14	1.0990384334563402e-16	nan	nan	4.381247470716926e-15	8.585937837082088e-17
57408.10329999048	9.327820946732231e-15	1.0773373636761038e-16	nan	nan	nan	nan	nan	nan	4.391145532787009e-15	6.08785488723633e-17	7.318146986254119e-15	1.4180617914160483e-16	1.9086863315904893e-15	1.9541292969963904e-17	3.211965949949095e-15	5.760023312775803e-17	8.90834695984018e-15	3.0301302505529163e-17	1.7649252462876396e-14	1.5223290553839706e-16	5.319637451266472e-14	2.343169119213942e-16	3.7278278697822035e-14	1.2022128013440343e-16	5.94827763578579e-14	2.301366263705469e-16	4.440911906567587e-15	8.942190540822854e-17
57408.15329999048	9.438614721892478e-15	1.1069854386240968e-16	nan	nan	nan	nan	nan	nan	4.44485517334474e-15	6.067885624283191e-17	7.389445137402998e-15	1.397413535120932e-16	1.9346478853390378e-15	1.9625427072500404e-17	3.2453841472217364e-15	5.73748696668695e-17	9.019161326853056e-15	4.093781717713167e-17	1.782249791881577e-14	1.818065207247805e-16	5.299159147168399e-14	4.697256911171503e-16	3.732868656425037e-14	1.9179963320542077e-16	5.907286004225226e-14	4.294681776619809e-16	4.4999441385316076e-15	9.301794997062644e-17
57408.203299990484	9.548567156986706e-15	1.1382537205534081e-16	nan	nan	nan	nan	nan	nan	4.498475879312591e-15	6.05689748408361e-17	7.460686143427522e-15	1.3786085349762432e-16	1.9605664746317117e-15	1.977620919950856e-17	3.2788018551745773e-15	5.728495962380813e-17	9.129213435255555e-15	5.1876139363844505e-17	1.7993959339401578e-14	2.115107785235827e-16	5.2768755312706977e-14	7.01914322897574e-16	3.7372466133356444e-14	2.695581810618815e-16	5.863864953473941e-14	6.330053317744625e-16	4.5583667995734106e-15	9.662053006554059e-17
57408.25329999049	9.657685990889111e-15	1.170959534625838e-16	nan	nan	nan	nan	nan	nan	4.55200075085599e-15	6.054546724458754e-17	7.531854961915835e-15	1.3616726939200082e-16	1.986438157553107e-15	1.9990123904762216e-17	3.312212331054264e-15	5.732542733696927e-17	9.238518849557566e-15	6.294965363089436e-17	1.8163724772757843e-14	2.4096049191152035e-16	5.253153833991983e-14	9.14981606753829e-16	3.7409444877988973e-14	3.414771543449228e-16	5.818437583493342e-14	8.213706526552448e-16	4.616209527464649e-15	1.0020143704473526e-16
57408.30329999049	9.76597894555955e-15	1.204931401140557e-16	nan	nan	nan	nan	nan	nan	4.605422887646001e-15	6.060470528243409e-17	7.60293694574559e-15	1.3466205906715182e-16	2.0122589922523997e-15	2.0263426629076986e-17	3.3456088319694076e-15	5.749083628233905e-17	9.347093411202299e-15	7.40326009644144e-17	1.8331881734698607e-14	2.698197421049275e-16	5.228360668508693e-14	1.1060604644237714e-15	3.743944767478095e-14	4.0515166420956486e-16	5.771424741633641e-14	9.908178811245498e-16	4.673502061767021e-15	1.0373595090636714e-16
57408.35329999049	9.873453710122133e-15	1.2400104489223334e-16	nan	nan	nan	nan	1.512345682493439e-14	6.021516193443782e-16	4.658735398841667e-15	6.074291264352214e-17	7.673917555289259e-15	1.3334614744732272e-16	2.0380250436204564e-15	2.0592251026238733e-17	3.3789846414788833e-15	5.777547240796271e-17	9.454952928489273e-15	8.502355080792827e-17	1.849851744050412e-14	2.977989523615752e-16	5.20286147092301e-14	1.2742472931439135e-15	3.746229614201023e-14	4.602046721499575e-16	5.723245708852538e-14	1.1401684459726146e-15	4.7302741270095785e-15	1.0720269961266389e-16
57408.403299990496	9.980116289658595e-15	1.276031959334791e-16	nan	nan	nan	nan	1.520147550324077e-14	5.87840713949802e-16	4.711932251950565e-15	6.095598724504828e-17	7.744779584104435e-15	1.3221748172473335e-16	2.0637332361358906e-15	2.0972201679176185e-17	3.4123358098716666e-15	5.817211923446064e-17	9.56211317715494e-15	9.583825456813503e-17	1.8663718815951584e-14	3.2464993634058117e-16	5.177020730311133e-14	1.4192084544539682e-15	3.747780858078405e-14	5.069134141761322e-16	5.6743184672824086e-14	1.268981101862083e-15	4.786555433447061e-15	1.1058341891564813e-16
57408.4532999905	1.0085969573179852e-14	1.3128093097406128e-16	nan	nan	nan	nan	1.527980832565453e-14	5.748554729914179e-16	4.765009013651866e-15	6.123935575583941e-17	7.815500869872235e-15	1.3126865473725425e-16	2.0893823975340816e-15	2.1397722219482018e-17	3.4456635307032133e-15	5.867104251152135e-17	9.668589900975639e-15	1.064058754658288e-16	1.882757250829789e-14	3.5016119799461533e-16	5.151202218249947e-14	1.5408623494264474e-15	3.748579991533352e-14	5.458511149352127e-16	5.6250599670978757e-14	1.3771217224944822e-15	4.842375677822062e-15	1.1386271863562465e-16
57408.5032999905	1.0191016095730923e-14	1.3501668539664587e-16	nan	nan	nan	nan	1.5358533321103723e-14	5.631559480156906e-16	4.817961506077691e-15	6.158831591921794e-17	7.886058707970713e-15	1.3049159325105227e-16	2.1149716407482498e-15	2.1863244155123894e-17	3.478969557271206e-15	5.926238013937918e-17	9.77439881234374e-15	1.166667137884109e-16	1.8990164897254185e-14	3.741540223403676e-16	5.1257692179299065e-14	1.6392807745173575e-15	3.748608163241305e-14	5.777545853788332e-16	5.575886392809257e-14	1.4646276329673e-15	4.897764544125296e-15	1.170278673988117e-16
57408.553299990504	1.0295258375910521e-14	1.3879442423160755e-16	nan	nan	nan	nan	1.5437728491392263e-14	5.526978219668317e-16	4.870786062209022e-15	6.199770718483199e-17	7.956430390397728e-15	1.2987824338776387e-16	2.140500078672209e-15	2.2363488599290566e-17	3.5122556425945836e-15	5.993657474288428e-17	9.879555592871497e-15	1.2657071284457558e-16	1.915158210590344e-14	3.9647940236922347e-16	5.101084752961826e-14	1.7146526912461043e-15	3.7478470638994454e-14	6.034455303394831e-16	5.5272134291092433e-14	1.5316567269304362e-15	4.952751704354585e-15	1.2006860129793725e-16
57408.60329999051	1.0398698915906968e-14	1.4259963629476204e-16	nan	nan	nan	nan	1.5517471822458397e-14	5.434332071126198e-16	4.923479211327267e-15	6.246227129695149e-17	8.02659320537768e-15	1.2942069009344665e-16	2.1659668242129102e-15	2.2893525997276164e-17	3.5455235394303717e-15	6.068450321463368e-17	9.984075893971669e-15	1.3607642589249286e-16	1.931191001161721e-14	4.1701571310813376e-16	5.077511815984149e-14	1.7672702241745915e-15	3.746370620479703e-14	6.233928310541414e-16	5.479456526397099e-14	1.5784667637957815e-15	5.0073668192741736e-15	1.22976957959368e-16
57408.65329999051	1.0501340201541074e-14	1.4641929613202546e-16	nan	nan	nan	nan	1.5597841295626232e-14	5.353115662914596e-16	4.976037483075101e-15	6.297689168548579e-17	8.09652443696463e-15	1.2911126712955694e-16	2.1913709902116263e-15	2.344880925335165e-17	3.578775000289743e-15	6.149757365519865e-17	1.0087975337439e-14	1.451502813749207e-16	1.9471234256914604e-14	4.3566702447019523e-16	5.0554135971783755e-14	1.797524164158526e-15	3.744424548968234e-14	6.373615490479314e-16	5.433031166106764e-14	1.6054073726421814e-15	5.061639539176028e-15	1.257471352037158e-16
57408.70329999051	1.0603184702301476e-14	1.5024180469389374e-16	nan	nan	nan	nan	1.5678914898855273e-14	5.282807206088878e-16	5.028457407418436e-15	6.353663155044407e-17	8.166201364646926e-15	1.289426548153144e-16	2.216711689577496e-15	2.402518612606142e-17	3.612011777450282e-15	6.236779200395216e-17	1.0191269516046944e-14	1.5376605476532234e-16	1.962964026032284e-14	4.523619592353346e-16	5.0351537128002485e-14	1.8059043581578473e-15	3.742273053754708e-14	6.450671683850183e-16	5.3883531259647775e-14	1.6129183378768364e-15	5.1155995046375735e-15	1.2837537221586406e-16
57408.753299990516	1.0704234871382339e-14	1.5405691689519964e-16	nan	nan	nan	nan	1.576077063798586e-14	5.222879000804772e-16	5.0807355139809335e-15	6.413676322468037e-17	8.235601262954946e-15	1.289079633977795e-16	2.241988035039049e-15	2.461889580676455e-17	3.645235622976607e-15	6.328780194078592e-17	1.0293973994129156e-14	1.6190449082833783e-16	1.9787213227190603e-14	4.670530243093849e-16	5.017096433832273e-14	1.793003202521428e-15	3.7401801733820036e-14	6.46279235704529e-16	5.345838745302692e-14	1.6015316127168302e-15	5.169276347280647e-15	1.3085985049727102e-16
57408.80329999052	1.0804493145723859e-14	1.5785566195595856e-16	nan	nan	nan	nan	1.5843486547984887e-14	5.172807905632712e-16	5.132868332386253e-15	6.477279059451009e-17	8.304701401063314e-15	1.2900080060294345e-16	2.2671991394419365e-15	2.522655464206776e-17	3.678448288731973e-15	6.425090226532324e-17	1.0396104308164566e-14	1.6955303916108006e-16	1.9944038160494887e-14	4.79716363616306e-16	5.0016069148668675e-14	1.7595216187871243e-15	3.738409866483319e-14	6.408378931261867e-16	5.305905190550069e-14	1.571876075183374e-15	5.222699690531274e-15	1.3320061157393406e-16
57408.85329999052	1.0903961946045782e-14	1.616302606308843e-16	nan	nan	nan	nan	1.592714070418978e-14	5.132085307994553e-16	5.1848523923721404e-15	6.544046429700377e-17	8.373479042396323e-15	1.2921532255936364e-16	2.2923441155945938e-15	2.5845134780699785e-17	3.711651526396218e-15	6.525104606238825e-17	1.0497675967359788e-14	1.7670567663293081e-16	2.0100199871606302e-14	4.903518970333594e-16	4.9890514233254676e-14	1.7062774767117797e-15	3.7372260976913404e-14	6.286647766641779e-16	5.268970721033252e-14	1.5246848006361363e-15	5.275899150378077e-15	1.3539948830767419e-16
57408.903299990525	1.100264367688883e-14	1.6537404206742117e-16	nan	nan	nan	nan	1.6011811233555566e-14	5.100226172001016e-16	5.2366842232580316e-15	6.613579107229338e-17	8.441911444233677e-15	1.2954626786943104e-16	2.317422076188333e-15	2.6471938817128985e-17	3.744847087480707e-15	6.628282573276318e-17	1.0598704454224339e-14	1.8336279637805887e-16	2.0255782991044604e-14	4.989838208434796e-16	4.97979756912208e-14	1.6342168395139646e-15	3.736892923540653e-14	6.097715187576892e-16	5.235454955206111e-14	1.4608051145104726e-15	5.32890433613004e-15	1.3746004660332206e-16
