MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err
54928.30000000025	nan	nan	nan	nan	nan	nan	nan	nan	1.0584587990509601e-14	5.952717506130355e-17	nan	nan	nan	nan
54928.35000000025	nan	nan	nan	nan	nan	nan	nan	nan	1.0630368679875869e-14	5.991377799482871e-17	nan	nan	nan	nan
54928.400000000256	nan	nan	nan	nan	nan	nan	nan	nan	1.0676087782528626e-14	6.034493940673962e-17	nan	nan	nan	nan
54928.45000000026	nan	nan	nan	nan	nan	nan	nan	nan	1.0721710893216011e-14	6.083244356824737e-17	nan	nan	nan	nan
54928.50000000026	nan	nan	nan	nan	nan	nan	nan	nan	1.0767221174761042e-14	6.136321937024953e-17	nan	nan	nan	nan
54928.550000000265	nan	nan	nan	nan	nan	nan	nan	nan	1.0812605777964603e-14	6.191894731352766e-17	nan	nan	nan	nan
54928.60000000027	nan	nan	nan	nan	nan	nan	nan	nan	1.0857851846597442e-14	6.24824896312196e-17	nan	nan	nan	nan
54928.65000000027	nan	nan	nan	nan	nan	nan	nan	nan	1.0902946518581708e-14	6.303855079925813e-17	nan	nan	nan	nan
54928.70000000027	nan	nan	nan	nan	nan	nan	nan	nan	1.0947876924573101e-14	6.357416764198541e-17	nan	nan	nan	nan
54928.75000000028	nan	nan	nan	nan	nan	nan	nan	nan	1.0992630187133808e-14	6.407905601890091e-17	nan	nan	nan	nan
54928.80000000028	nan	nan	nan	nan	nan	nan	nan	nan	1.1037193424218025e-14	6.454584123856389e-17	nan	nan	nan	nan
54928.85000000028	nan	nan	nan	nan	nan	nan	nan	nan	1.1081553742082747e-14	6.497019582389776e-17	nan	nan	nan	nan
54928.900000000285	nan	nan	nan	nan	nan	nan	nan	nan	1.1125698241549905e-14	6.535090265374306e-17	nan	nan	nan	nan
54928.95000000029	nan	nan	nan	nan	nan	nan	nan	nan	1.1169614012334995e-14	6.568985498851148e-17	nan	nan	nan	nan
54929.00000000029	nan	nan	nan	nan	nan	nan	nan	nan	1.1213288136768916e-14	6.599199822879032e-17	nan	nan	nan	nan
54929.050000000294	nan	nan	nan	nan	nan	nan	nan	nan	1.1256707687198591e-14	6.626521198267759e-17	nan	nan	nan	nan
54929.1000000003	nan	nan	nan	nan	nan	nan	nan	nan	1.1299859724273745e-14	6.652012552039435e-17	nan	nan	nan	nan
54929.1500000003	nan	nan	nan	nan	nan	nan	nan	nan	1.1342731301141349e-14	6.676985538156093e-17	nan	nan	nan	nan
54929.2000000003	nan	nan	nan	nan	nan	nan	nan	nan	1.1385309457951481e-14	6.702965129893359e-17	nan	nan	nan	nan
54929.250000000306	nan	nan	nan	nan	nan	nan	nan	nan	1.1427581224929324e-14	6.731643635003838e-17	nan	nan	nan	nan
54929.30000000031	nan	nan	nan	nan	nan	nan	nan	nan	1.146953362018932e-14	6.764823002275669e-17	nan	nan	nan	nan
54929.35000000031	nan	nan	nan	nan	nan	nan	nan	nan	1.1511153724112834e-14	6.804328726264995e-17	nan	nan	nan	nan
54929.400000000314	nan	nan	nan	nan	nan	nan	nan	nan	1.1552434306824755e-14	6.850697005137115e-17	nan	nan	nan	nan
54929.45000000032	nan	nan	nan	nan	nan	nan	nan	nan	1.1593377799984324e-14	6.902284105514684e-17	nan	nan	nan	nan
54929.50000000032	nan	nan	nan	nan	nan	nan	nan	nan	1.1633987556494048e-14	6.957249962528262e-17	nan	nan	nan	nan
54929.55000000032	nan	nan	nan	nan	nan	nan	nan	nan	1.1674266915491549e-14	7.013835368491393e-17	nan	nan	nan	nan
54929.600000000326	nan	nan	nan	nan	nan	nan	nan	nan	1.1714219207489238e-14	7.070419098592286e-17	nan	nan	nan	nan
54929.65000000033	nan	nan	nan	nan	nan	nan	nan	nan	1.1753847747580485e-14	7.125561731865676e-17	nan	nan	nan	nan
54929.70000000033	nan	nan	nan	nan	nan	nan	nan	nan	1.1793155840520228e-14	7.178038000434575e-17	nan	nan	nan	nan
54929.750000000335	nan	nan	nan	nan	nan	nan	nan	nan	1.1832146778007432e-14	7.22685969460593e-17	nan	nan	nan	nan
54929.80000000034	nan	nan	nan	nan	nan	nan	nan	nan	1.1870823840575557e-14	7.271291055057424e-17	nan	nan	nan	nan
54929.85000000034	nan	nan	nan	nan	nan	nan	nan	nan	1.1909190295761165e-14	7.310858303620192e-17	nan	nan	nan	nan
54929.90000000034	nan	nan	nan	nan	nan	nan	nan	nan	1.194724940005347e-14	7.345354582632431e-17	nan	nan	nan	nan
54929.950000000346	nan	nan	nan	nan	nan	nan	nan	nan	1.1985004398776164e-14	7.374841150148939e-17	nan	nan	nan	nan
54930.00000000035	nan	nan	nan	nan	nan	nan	nan	nan	1.2022458523488059e-14	7.399645248286124e-17	nan	nan	nan	nan
54930.05000000035	nan	nan	nan	nan	nan	nan	nan	nan	1.2059614997418135e-14	7.420354648828372e-17	nan	nan	nan	nan
54930.100000000355	nan	nan	nan	nan	nan	nan	nan	nan	1.2096477029085259e-14	7.43780849532763e-17	nan	nan	nan	nan
54930.15000000036	nan	nan	nan	nan	nan	nan	nan	nan	1.2133047818619392e-14	7.453083719534412e-17	nan	nan	nan	nan
54930.20000000036	nan	nan	nan	nan	nan	nan	nan	nan	1.2169330551853919e-14	7.467476033020203e-17	nan	nan	nan	nan
54930.250000000364	nan	nan	nan	nan	nan	nan	nan	nan	1.2205328405524397e-14	7.482474311072223e-17	nan	nan	nan	nan
54930.30000000037	nan	nan	nan	nan	nan	nan	nan	nan	1.2241044545378105e-14	7.499727139275868e-17	nan	nan	nan	nan
54930.35000000037	nan	nan	nan	nan	nan	nan	nan	nan	1.2276482124519889e-14	7.521000430113024e-17	nan	nan	nan	nan
54930.40000000037	nan	nan	nan	nan	nan	nan	nan	nan	1.2311644287015852e-14	7.548125386444877e-17	nan	nan	nan	nan
54930.450000000375	nan	nan	nan	nan	nan	nan	nan	nan	1.2346534166829964e-14	7.58293015155241e-17	nan	nan	nan	nan
54930.50000000038	nan	nan	nan	nan	nan	nan	nan	nan	1.2381155273063736e-14	7.626134750924034e-17	nan	nan	nan	nan
54930.55000000038	nan	nan	nan	nan	nan	nan	nan	nan	1.2415511906447494e-14	7.676192799080914e-17	nan	nan	nan	nan
54930.600000000384	nan	nan	nan	nan	nan	nan	nan	nan	1.2449608456740272e-14	7.73125237075653e-17	nan	nan	nan	nan
54930.65000000039	nan	nan	nan	nan	nan	nan	nan	nan	1.2483449305548507e-14	7.789493939815063e-17	nan	nan	nan	nan
54930.70000000039	nan	nan	nan	nan	nan	nan	nan	nan	1.2517038821245434e-14	7.849184363113721e-17	nan	nan	nan	nan
54930.75000000039	nan	nan	nan	nan	nan	nan	nan	nan	1.2550381365115083e-14	7.908719805276266e-17	nan	nan	nan	nan
54930.800000000396	nan	nan	nan	nan	nan	nan	nan	nan	1.2583481285858123e-14	7.966658686890693e-17	nan	nan	nan	nan
54930.8500000004	nan	nan	nan	nan	nan	nan	nan	nan	1.2616342923727248e-14	8.021746101776323e-17	nan	nan	nan	nan
54930.9000000004	nan	nan	nan	nan	nan	nan	nan	nan	1.2648970608282251e-14	8.072931259179769e-17	nan	nan	nan	nan
54930.950000000405	nan	nan	nan	nan	nan	nan	nan	nan	1.2681368660044185e-14	8.119379434432413e-17	nan	nan	nan	nan
54931.00000000041	nan	nan	nan	nan	nan	nan	nan	nan	1.2713541391440575e-14	8.160479723778961e-17	nan	nan	nan	nan
54931.05000000041	nan	nan	nan	nan	nan	nan	nan	nan	1.2745493100602376e-14	8.195849647758747e-17	nan	nan	nan	nan
54931.10000000041	nan	nan	nan	nan	nan	nan	nan	nan	1.2777228081938697e-14	8.225337370926003e-17	nan	nan	nan	nan
54931.150000000416	nan	nan	nan	nan	nan	nan	nan	nan	1.2808750617393454e-14	8.249022022803962e-17	nan	nan	nan	nan
54931.20000000042	nan	nan	nan	nan	nan	nan	nan	nan	1.2840064981585037e-14	8.267212330599763e-17	nan	nan	nan	nan
54931.25000000042	nan	nan	nan	nan	nan	nan	nan	nan	1.287117543832079e-14	8.280443510231464e-17	nan	nan	nan	nan
54931.300000000425	nan	nan	nan	nan	nan	nan	nan	nan	1.2902086243964383e-14	8.289472111498487e-17	nan	nan	nan	nan
54931.35000000043	nan	nan	nan	nan	nan	nan	nan	nan	1.2932801645840734e-14	8.295268279873591e-17	nan	nan	nan	nan
54931.40000000043	nan	nan	nan	nan	nan	nan	nan	nan	1.2963325883653863e-14	8.299004687360439e-17	nan	nan	nan	nan
54931.450000000434	nan	nan	nan	nan	nan	nan	nan	nan	1.2993663186237657e-14	8.302041213587527e-17	nan	nan	nan	nan
54931.50000000044	nan	nan	nan	nan	nan	nan	nan	nan	1.302381777616387e-14	8.305904347696979e-17	nan	nan	nan	nan
54931.55000000044	nan	nan	nan	nan	nan	nan	nan	nan	1.3053793867083659e-14	8.312260263556701e-17	nan	nan	nan	nan
54931.60000000044	nan	nan	nan	nan	nan	nan	nan	nan	1.3083595664968202e-14	8.322880631034659e-17	nan	nan	nan	nan
54931.650000000445	nan	nan	nan	nan	nan	nan	nan	nan	1.3113227366041007e-14	8.339600501751247e-17	nan	nan	nan	nan
54931.70000000045	nan	nan	nan	nan	nan	nan	nan	nan	1.3142693162567439e-14	8.364268071883417e-17	nan	nan	nan	nan
54931.75000000045	nan	nan	nan	nan	nan	nan	nan	nan	1.3171997200555745e-14	8.39862231562805e-17	nan	nan	nan	nan
54931.800000000454	nan	nan	nan	nan	nan	nan	nan	nan	1.3201142795335607e-14	8.442700466858103e-17	nan	nan	nan	nan
54931.85000000046	nan	nan	nan	nan	nan	nan	nan	nan	1.3230132387191471e-14	8.49476953880067e-17	nan	nan	nan	nan
54931.90000000046	nan	nan	nan	nan	nan	nan	nan	nan	1.3258968371686668e-14	8.552973583009524e-17	nan	nan	nan	nan
54931.95000000046	nan	nan	nan	nan	nan	nan	nan	nan	1.328765313499132e-14	8.615468825139229e-17	nan	nan	nan	nan
54932.000000000466	nan	nan	nan	nan	nan	nan	nan	nan	1.3316189057486023e-14	8.680471507812757e-17	nan	nan	nan	nan
54932.05000000047	nan	nan	nan	nan	nan	nan	nan	nan	1.334457851163509e-14	8.746296612813084e-17	nan	nan	nan	nan
54932.10000000047	nan	nan	nan	nan	nan	nan	nan	nan	1.337282386192746e-14	8.811388134487281e-17	nan	nan	nan	nan
54932.150000000474	nan	nan	nan	nan	nan	nan	nan	nan	1.3400927466176407e-14	8.874341946897661e-17	nan	nan	nan	nan
54932.20000000048	nan	nan	nan	nan	nan	nan	nan	nan	1.3428891676110288e-14	8.93392247717595e-17	nan	nan	nan	nan
54932.25000000048	nan	nan	nan	nan	nan	nan	nan	nan	1.3456718835127638e-14	8.989074413187822e-17	nan	nan	nan	nan
54932.30000000048	nan	nan	nan	nan	nan	nan	nan	nan	1.3484411280483008e-14	9.038930584743644e-17	nan	nan	nan	nan
54932.350000000486	nan	nan	nan	nan	nan	nan	nan	nan	1.3511971341691888e-14	9.082817006495372e-17	nan	nan	nan	nan
54932.40000000049	nan	nan	nan	nan	nan	nan	nan	nan	1.3539401342657479e-14	9.12025588961507e-17	nan	nan	nan	nan
54932.45000000049	nan	nan	nan	nan	nan	nan	nan	nan	1.3566703599662072e-14	9.150967238682069e-17	nan	nan	nan	nan
54932.500000000495	nan	nan	nan	nan	nan	nan	nan	nan	1.3593880422371365e-14	9.17486946246095e-17	nan	nan	nan	nan
54932.5500000005	nan	nan	nan	nan	nan	nan	nan	nan	1.3620934114011681e-14	9.192079247459533e-17	nan	nan	nan	nan
54932.6000000005	nan	nan	nan	nan	nan	nan	nan	nan	1.3647866971133672e-14	9.202910771600874e-17	nan	nan	nan	nan
54932.6500000005	nan	nan	nan	nan	nan	nan	nan	nan	1.3674681284144003e-14	9.207874171101862e-17	nan	nan	nan	nan
54932.70000000051	nan	nan	nan	nan	nan	nan	nan	nan	1.3701379336005665e-14	9.207673013144981e-17	nan	nan	nan	nan
54932.75000000051	nan	nan	nan	nan	nan	nan	nan	nan	1.3727963404246584e-14	9.203200371316198e-17	nan	nan	nan	nan
54932.80000000051	nan	nan	nan	nan	nan	nan	nan	nan	1.375443576019163e-14	9.19553294916106e-17	nan	nan	nan	nan
54932.850000000515	nan	nan	nan	nan	nan	nan	nan	nan	1.3780798668194607e-14	9.185922557770671e-17	nan	nan	nan	nan
54932.90000000052	nan	nan	nan	nan	nan	nan	nan	nan	1.380705438640626e-14	9.175784135426129e-17	nan	nan	nan	nan
54932.95000000052	nan	nan	nan	nan	nan	nan	nan	nan	1.3833205168133037e-14	9.166679420501405e-17	nan	nan	nan	nan
54933.000000000524	nan	nan	nan	nan	nan	nan	nan	nan	1.3859253258706026e-14	9.160295375383258e-17	nan	nan	nan	nan
54933.05000000053	nan	nan	nan	nan	nan	nan	nan	nan	1.3885200898907395e-14	9.158416539373888e-17	nan	nan	nan	nan
54933.10000000053	nan	nan	nan	nan	nan	nan	nan	nan	1.3911050322666411e-14	9.162890689981263e-17	nan	nan	nan	nan
54933.15000000053	nan	nan	nan	nan	nan	nan	nan	nan	1.3936803758890814e-14	9.175587538726029e-17	nan	nan	nan	nan
54933.200000000536	nan	nan	nan	nan	nan	nan	nan	nan	1.3962463430108053e-14	9.198350683417137e-17	nan	nan	nan	nan
54933.25000000054	nan	nan	nan	nan	nan	nan	nan	nan	1.3988031467926414e-14	9.232702530700342e-17	nan	nan	nan	nan
54933.30000000054	nan	nan	nan	nan	nan	nan	nan	nan	1.4013509282685807e-14	9.27799757491785e-17	nan	nan	nan	nan
54933.350000000544	nan	nan	nan	nan	nan	nan	nan	nan	1.4038897916618744e-14	9.332456777117607e-17	nan	nan	nan	nan
54933.40000000055	nan	nan	nan	nan	nan	nan	nan	nan	1.4064198404395904e-14	9.394244568258206e-17	nan	nan	nan	nan
54933.45000000055	nan	nan	nan	nan	nan	nan	nan	nan	1.4089411774130447e-14	9.461527562834993e-17	nan	nan	nan	nan
54933.50000000055	nan	nan	nan	nan	nan	nan	nan	nan	1.4114539049327544e-14	9.532517973774846e-17	nan	nan	nan	nan
54933.550000000556	nan	nan	nan	nan	nan	nan	nan	nan	1.4139581247880073e-14	9.605509451589486e-17	nan	nan	nan	nan
54933.60000000056	nan	nan	nan	nan	nan	nan	nan	nan	1.4164539381241542e-14	9.67890574779865e-17	nan	nan	nan	nan
54933.65000000056	nan	nan	nan	nan	nan	nan	nan	nan	1.4189414455666702e-14	9.751242958014011e-17	nan	nan	nan	nan
54933.700000000565	nan	nan	nan	nan	nan	nan	nan	nan	1.421420747333401e-14	9.821206292871484e-17	nan	nan	nan	nan
54933.75000000057	nan	nan	nan	nan	nan	nan	nan	nan	1.423891942826932e-14	9.887642387737137e-17	nan	nan	nan	nan
54933.80000000057	nan	nan	nan	nan	nan	nan	nan	nan	1.4263551310835735e-14	9.949568130763524e-17	nan	nan	nan	nan
54933.85000000057	nan	nan	nan	nan	nan	nan	nan	nan	1.4288104106788365e-14	1.0006176896819325e-16	nan	nan	nan	nan
54933.900000000576	nan	nan	nan	nan	nan	nan	nan	nan	1.4312578794438642e-14	1.0056842948573095e-16	nan	nan	nan	nan
54933.95000000058	nan	nan	nan	nan	nan	nan	nan	nan	1.433697634725371e-14	1.0101124626127308e-16	nan	nan	nan	nan
54934.00000000058	nan	nan	nan	nan	nan	nan	nan	nan	1.4361297734683486e-14	1.0138766802978535e-16	nan	nan	nan	nan
54934.050000000585	nan	nan	nan	nan	nan	nan	nan	nan	1.4385543919679448e-14	1.01697029470174e-16	nan	nan	nan	nan
54934.10000000059	nan	nan	nan	nan	nan	nan	nan	nan	1.4409715859344465e-14	1.0194056990360955e-16	nan	nan	nan	nan
54934.15000000059	nan	nan	nan	nan	nan	nan	nan	nan	1.443381450694142e-14	1.0212145082009435e-16	nan	nan	nan	nan
54934.200000000594	nan	nan	nan	nan	nan	nan	nan	nan	1.4457840809943673e-14	1.0224477168149522e-16	nan	nan	nan	nan
54934.2500000006	nan	nan	nan	nan	nan	nan	nan	nan	1.448179571074398e-14	1.0231758214770099e-16	nan	nan	nan	nan
54934.3000000006	nan	nan	nan	nan	nan	nan	nan	nan	1.4505680144764033e-14	1.0234888752540568e-16	nan	nan	nan	nan
54934.3500000006	nan	nan	nan	nan	nan	nan	nan	nan	1.4529495044944304e-14	1.0234964285074895e-16	nan	nan	nan	nan
54934.400000000605	nan	nan	nan	nan	nan	nan	nan	nan	1.4553241337667744e-14	1.0233272960208779e-16	nan	nan	nan	nan
54934.45000000061	nan	nan	nan	nan	nan	nan	nan	nan	1.457691994382316e-14	1.0231290767251572e-16	nan	nan	nan	nan
54934.50000000061	nan	nan	nan	nan	nan	nan	nan	nan	1.460053178040029e-14	1.023067340393817e-16	nan	nan	nan	nan
