MJD	Bessell_B	Bessell_B_err	Bessell_V	Bessell_V_err	sdss_g'	sdss_g'_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err	sdss_u'	sdss_u'_err
53767.19000000007	7.539297373815542e-17	8.270517356967065e-18	5.737744965318984e-17	3.565850683737843e-18	7.624896062797376e-17	7.98905188404172e-18	2.6968941772411308e-17	1.7648711961652945e-18	4.495698513516435e-17	2.7104193227873326e-18	nan	nan
53767.24000000007	7.779983149936281e-17	8.114388015688128e-18	5.947176470016337e-17	3.477593294617839e-18	7.826780381242031e-17	7.845807273791843e-18	2.785814605850892e-17	1.7239339169183215e-18	4.656348459933953e-17	2.642077525675686e-18	nan	nan
53767.29000000007	8.020978163143164e-17	7.96513791512245e-18	6.156688278296234e-17	3.394803746825754e-18	8.028944625381844e-17	7.707752987193128e-18	2.874792058233317e-17	1.6851760842980485e-18	4.817059252134557e-17	2.577961371578755e-18	nan	nan
53767.34000000008	8.26222776004262e-17	7.82277121753648e-18	6.366191350793747e-17	3.3174545616785056e-18	8.231350490468143e-17	7.574905593420487e-18	2.963795133218219e-17	1.6485936066988192e-18	4.977760011270663e-17	2.51805063576023e-18	nan	nan
53767.39000000008	8.503674319428906e-17	7.68725017417584e-18	6.575596040246799e-17	3.245465270475992e-18	8.433956562592958e-17	7.447254122468777e-18	3.0527915321513906e-17	1.6141642170685712e-18	5.1383793205805165e-17	2.462283113722759e-18	nan	nan
53767.44000000008	8.745259478425477e-17	7.558520797170894e-18	6.784812547238849e-17	3.1787333894236098e-18	8.636720650866629e-17	7.324777900234471e-18	3.141748731959562e-17	1.5818584609158865e-18	5.298845628614187e-17	2.4105793604245706e-18	nan	nan
53767.490000000085	8.986924874508682e-17	7.436521273899498e-18	6.993751071884411e-17	3.11714494771974e-18	8.839600564780943e-17	7.207452365620406e-18	3.230634209501072e-17	1.551643351235506e-18	5.4590873835792925e-17	2.3628510959599417e-18	nan	nan
53767.54000000009	9.22861214533847e-17	7.321181725524352e-18	7.202321813679331e-17	3.0605747757842986e-18	9.042554114084555e-17	7.095248852725046e-18	3.319415441462498e-17	1.5234823441910693e-18	5.619033033106527e-17	2.3190014255595804e-18	nan	nan
53767.59000000009	9.470263348258432e-17	7.212417650826363e-18	7.410436703463853e-17	3.008879232543405e-18	9.245539207094688e-17	6.988129820154571e-18	3.408060372246075e-17	1.4973325651121506e-18	5.778612423339502e-17	2.278918969805736e-18	nan	nan
53767.640000000094	9.711822219275095e-17	7.110110790879577e-18	7.618014599711703e-17	2.961873833044227e-18	9.448514145833982e-17	6.8860350254553035e-18	3.4965388177762705e-17	1.47313656134747e-18	5.9377609963363e-17	2.2424598432528032e-18	nan	nan
53767.6900000001	9.953232913807774e-17	7.014128483751284e-18	7.824976091829653e-17	2.9193581126596196e-18	9.651437330700165e-17	6.7888951930869264e-18	3.584821061555032e-17	1.450830994559824e-18	6.096415592355077e-17	2.209467638738441e-18	nan	nan
53767.7400000001	1.0194439586895553e-16	6.924330467732338e-18	8.03124176786537e-17	2.8811253685470756e-18	9.854267161925046e-17	6.696636646782441e-18	3.672877386639331e-17	1.4303498690051876e-18	6.254513050444005e-17	2.179781245318641e-18	nan	nan
53767.7900000001	1.0435386393047529e-16	6.840569403797571e-18	8.236732214290215e-17	2.8469647562608838e-18	1.0056962039543098e-16	6.6091814140379905e-18	3.76067807561545e-17	1.411625013425631e-18	6.411990208333277e-17	2.153236509115642e-18	nan	nan
53767.840000000106	1.0676018342423697e-16	6.762686193861428e-18	8.441370323058205e-17	2.816656848332833e-18	1.0259480824289832e-16	6.526443519383195e-18	3.848194117886671e-17	1.3945842278321749e-18	6.568785773175136e-17	2.1296626070735587e-18	nan	nan
53767.89000000011	1.0916283869597634e-16	6.690494889154753e-18	8.645088213207416e-17	2.789956204468077e-18	1.0461784220729643e-16	6.448317672414324e-18	3.935399331757762e-17	1.3791447726555877e-18	6.724845934162564e-17	2.1088679251345253e-18	nan	nan
53767.94000000011	1.1156132264494312e-16	6.6237995408191565e-18	8.847820309010119e-17	2.7666137286221736e-18	1.0663833393942204e-16	6.3746911525438885e-18	4.022268242274228e-17	1.3652211911877352e-18	6.880118749634157e-17	2.0906580867944358e-18	nan	nan
53767.990000000114	1.1395512816004785e-16	6.562400619772031e-18	9.049501032446533e-17	2.7463858856646907e-18	1.0865589508406904e-16	6.305448090951244e-18	4.1087753737180835e-17	1.35272844301889e-18	7.034552276046579e-17	2.074843364510636e-18	nan	nan
53768.04000000012	1.1634374811827314e-16	6.506096181646108e-18	9.250064803186716e-17	2.7290370844927545e-18	1.1067013727877727e-16	6.240469937239279e-18	4.194895249595609e-17	1.3415826373364324e-18	7.188094567870893e-17	2.061240565559893e-18	nan	nan
53768.09000000012	1.1872668581855783e-16	6.454678365637581e-18	9.449448469460139e-17	2.7143357601436012e-18	1.1268067854980354e-16	6.1796325258173006e-18	4.280603179451152e-17	1.3316995711864128e-18	7.340695649724646e-17	2.0496698076849746e-18	nan	nan
53768.14000000012	1.2110348628610557e-16	6.407920614164715e-18	9.647598601297874e-17	2.702038299562355e-18	1.1468716250212415e-16	6.122796361669863e-18	4.365877619535744e-17	1.3229889666930342e-18	7.492313433169194e-17	2.0399414434800917e-18	nan	nan
53768.190000000126	1.2347370496526343e-16	6.365593045052963e-18	9.844464197068278e-17	2.6919088878401487e-18	1.1668923912771813e-16	6.069817536858022e-18	4.4506978120251375e-17	1.315361601537311e-18	7.642907799735906e-17	2.031872104935212e-18	nan	nan
53768.24000000013	1.2583689728412753e-16	6.3274684997770655e-18	1.0039994252247072e-16	2.683727135040971e-18	1.1868655840789835e-16	6.020551851486674e-18	4.535042998127826e-17	1.3087321100429622e-18	7.792438628478165e-17	2.025290848267119e-18	nan	nan
53768.29000000013	1.2819261865308439e-16	6.293323836675501e-18	1.023413775931862e-16	2.6772892979055197e-18	1.2067877031245158e-16	5.974855502948096e-18	4.6188924179942605e-17	1.303019536687173e-18	7.94086579593434e-17	2.020040105172973e-18	nan	nan
53768.340000000135	1.3054043558048442e-16	6.26293681505602e-18	1.0426846053085765e-16	2.6724033895429218e-18	1.2266553206919867e-16	5.932582596574935e-18	4.702226100159051e-17	1.2981457533732394e-18	8.08815107648583e-17	2.0159716688366027e-18	nan	nan
53768.39000000014	1.328799590217845e-16	6.236074318444165e-18	1.0618079847005742e-16	2.6688726483569066e-18	1.2464652997439468e-16	5.893576355412508e-18	4.785027229789562e-17	1.2940297604842383e-18	8.234263843674275e-17	2.0129332238453454e-18	nan	nan
53768.44000000014	1.3521081102872549e-16	6.212506433469684e-18	1.0807802196694662e-16	2.666513206293399e-18	1.2662145758083486e-16	5.857679324845282e-18	4.867279780368928e-17	1.290594138981931e-18	8.379175368736867e-17	2.010782679564779e-18	nan	nan
53768.49000000014	1.3753261363096346e-16	6.192011839469942e-18	1.0995976154375793e-16	2.6651601499476548e-18	1.28590008426652e-16	5.824737258371456e-18	4.948967724158175e-17	1.2877673844232903e-18	8.522856920043468e-17	2.0093930750823725e-18	nan	nan
53768.54000000015	1.398449888356531e-16	6.17437873684983e-18	1.1182564768770973e-16	2.6646675598207013e-18	1.3055187603441785e-16	5.794599788065901e-18	5.0300750321965683e-17	1.2854841063084994e-18	8.665279763012072e-17	2.0086525925745232e-18	nan	nan
53768.59000000015	1.4214756976217157e-16	6.159401525593864e-18	1.136753323687224e-16	2.6649026794830906e-18	1.3250676152489226e-16	5.767118038749348e-18	5.110586424186979e-17	1.2836831540153689e-18	8.806416899167438e-17	2.008459791209902e-18	nan	nan
53768.64000000015	1.444400340501714e-16	6.146869209268083e-18	1.155085535953153e-16	2.665728792591546e-18	1.3445439645779685e-16	5.74213622838546e-18	5.1904896182623467e-17	1.2823017474027206e-18	8.946248283354e-17	2.008709650533287e-18	nan	nan
53768.690000000155	1.4672207044962643e-16	6.136578315068879e-18	1.1732507085676822e-16	2.6670217312669292e-18	1.3639451998936005e-16	5.719501232563357e-18	5.26977308116709e-17	1.2812814499537675e-18	9.084755606391533e-17	2.0093070128748172e-18	nan	nan
53768.74000000016	1.4899336768462347e-16	6.128337537258246e-18	1.1912464360507593e-16	2.668675133492551e-18	1.3832687125784053e-16	5.6990661254379385e-18	5.348425278287264e-17	1.2805701571099101e-18	9.221920555956663e-17	2.010170866960132e-18	nan	nan
53768.79000000016	1.5125361445222934e-16	6.1219681352292886e-18	1.2090703125429004e-16	2.6705999330936235e-18	1.4025118938260094e-16	5.68069064573164e-18	5.4264346736285194e-17	1.2801220374581858e-18	9.357724816487232e-17	2.0112339351113192e-18	nan	nan
53768.840000000164	1.5350251017918238e-16	6.117300217669944e-18	1.2267201220964967e-16	2.6727181284932747e-18	1.4216722108602642e-16	5.6642386856122425e-18	5.5037904163585423e-17	1.2798954530160224e-18	9.492151601204863e-17	2.012437592581828e-18	nan	nan
53768.89000000017	1.557397972935039e-16	6.114161011730637e-18	1.2441944095967952e-16	2.6749454080094265e-18	1.440747435599408e-16	5.6495699480924775e-18	5.580484400400095e-17	1.2798469492184535e-18	9.625190248104917e-17	2.013717697492136e-18	nan	nan
53768.94000000017	1.5796522895153247e-16	6.112386930099557e-18	1.261491909830881e-16	2.6772073563256632e-18	1.4597354159787843e-16	5.6365489619399165e-18	5.656509204802996e-17	1.279937012660065e-18	9.756831623853624e-17	2.0150178272145796e-18	nan	nan
53768.99000000017	1.6017855827970887e-16	6.111827635953317e-18	1.2786113571896244e-16	2.6794445344328525e-18	1.4786339997238854e-16	5.625048264866725e-18	5.731857407142903e-17	1.2801319075866278e-18	9.887066591797593e-17	2.016293438457611e-18	nan	nan
53769.040000000175	1.6237953837427667e-16	6.112346024758148e-18	1.2955514856668577e-16	2.6816118900290797e-18	1.4974410343452828e-16	5.6149486126995434e-18	5.806521583529541e-17	1.2804035122194835e-18	1.0015886011931117e-16	2.0175113998822887e-18	nan	nan
53769.09000000018	1.6456793243286777e-16	6.113814197223488e-18	1.3123111918600577e-16	2.6836724832381138e-18	1.516154441217686e-16	5.606136271822138e-18	5.880494918701643e-17	1.2807271568635446e-18	1.0143282046113065e-16	2.0186448780758034e-18	nan	nan
53769.14000000018	1.6674354415088723e-16	6.116101580331169e-18	1.3288900240105664e-16	2.685580058334657e-18	1.5347724378412118e-16	5.598494594292041e-18	5.953773036442282e-17	1.2810755443994095e-18	1.026925207383233e-16	2.0196591110191444e-18	nan	nan
53769.190000000184	1.6890618732412584e-16	6.1190865058914625e-18	1.3452876929704446e-16	2.68729538526499e-18	1.5532933155683758e-16	5.591912637229087e-18	6.026352169132754e-17	1.2814244815840808e-18	1.0393794776452871e-16	2.0205247791576303e-18	nan	nan
53769.24000000019	1.7105567571561184e-16	6.122659949257328e-18	1.3615039091772743e-16	2.6887914486325316e-18	1.5717153655205094e-16	5.586288069797585e-18	6.098228547648017e-17	1.2817546961398364e-18	1.0516908831916603e-16	2.0212222645740985e-18	nan	nan
53769.29000000019	1.7319182305578022e-16	6.126725290222581e-18	1.377538382663867e-16	2.6900529658956736e-18	1.5900368785817536e-16	5.581527177287539e-18	6.169398401314358e-17	1.282051665451054e-18	1.0638592914753274e-16	2.0217412742350247e-18	nan	nan
53769.34000000019	1.753144523977967e-16	6.131194126977262e-18	1.3933909583368924e-16	2.6910701898037744e-18	1.6082562158452841e-16	5.577541988787529e-18	6.239858485615793e-17	1.2823034437534948e-18	1.0758846771518832e-16	2.02207578376029e-18	nan	nan
53769.390000000196	1.7742342418708506e-16	6.135974320978516e-18	1.4090620218312002e-16	2.691821464190685e-18	1.6263720199851733e-16	5.574241750801188e-18	6.309607665298568e-17	1.2824945484714253e-18	1.0877674447074772e-16	2.0222097816237907e-18	nan	nan
53769.4400000002	1.7951860819144825e-16	6.140981377507363e-18	1.4245520936554987e-16	2.6922898504573613e-18	1.6443830038784098e-16	5.571541322100799e-18	6.378645331235872e-17	1.2826117592997257e-18	1.0995081058298921e-16	2.022130888953987e-18	nan	nan
53769.4900000002	1.8159987414392137e-16	6.146142063363665e-18	1.4398616939161935e-16	2.6924685039211307e-18	1.6622878801501833e-16	5.5693639192772345e-18	6.446970872763072e-17	1.2826459768353604e-18	1.1111071718695807e-16	2.0218347758453665e-18	nan	nan
53769.540000000205	1.8366709174266742e-16	6.151394097894574e-18	1.4549913423057045e-16	2.6923603329016616e-18	1.6800853611710744e-16	5.567641000704389e-18	6.514583677642025e-17	1.2825920824353075e-18	1.1225651538373213e-16	2.0213248982424525e-18	nan	nan
53769.59000000021	1.85720139144891e-16	6.1566819230310834e-18	1.469941666534404e-16	2.6919718805126683e-18	1.6977742248766452e-16	5.566309293636328e-18	6.58148357611939e-17	1.282446777721118e-18	1.1338826477527196e-16	2.0206074992521052e-18	nan	nan
53769.64000000021	1.8775892844926965e-16	6.161944723798619e-18	1.4847137275704833e-16	2.6912958372224766e-18	1.715353512249534e-16	5.5653021866940125e-18	6.647672172956903e-17	1.2822024417352787e-18	1.145060590679287e-16	2.0196773025769107e-18	nan	nan
53769.69000000021	1.8978338021281935e-16	6.16712779305303e-18	1.4993086944030486e-16	2.6903279742877217e-18	1.7328223298295886e-16	5.564558043615828e-18	6.71315151538361e-17	1.2818530324896338e-18	1.1561000046938658e-16	2.0185313935288084e-18	nan	nan
53769.740000000216	1.917934149565381e-16	6.172186149034055e-18	1.5137277356152821e-16	2.6890727044072648e-18	1.7501797838932274e-16	5.564022884910299e-18	6.777923649075691e-17	1.2813960052896404e-18	1.1670019115427562e-16	2.0171737888361913e-18	nan	nan
53769.79000000022	1.9378895316535382e-16	6.177084241224834e-18	1.5279720194010627e-16	2.6875428594587424e-18	1.7674249804488095e-16	5.563650223580462e-18	6.841990618174124e-17	1.2808322104765976e-18	1.1777673326402967e-16	2.01561526761884e-18	nan	nan
53769.84000000022	1.9576992287859371e-16	6.181791732729588e-18	1.5420427968209585e-16	2.6857536219417663e-18	1.7845570857886304e-16	5.5633980450929874e-18	6.90535482769362e-17	1.2801637459514804e-18	1.188397353728692e-16	2.013868406385548e-18	nan	nan
53769.890000000225	1.9773628246209537e-16	6.186271514424203e-18	1.5559416515998313e-16	2.6837049553266337e-18	1.8015755081552736e-16	5.563220139083883e-18	6.968020130819055e-17	1.2793877769914796e-18	1.198893318823065e-16	2.011933189594256e-18	nan	nan
53769.94000000023	1.9968799783547058e-16	6.190491147477774e-18	1.569670250345851e-16	2.681398826559375e-18	1.818479716074378e-16	5.563074428905065e-18	7.029990741637726e-17	1.2785025474026889e-18	1.2092566362686881e-16	2.0098111373231452e-18	nan	nan
53769.99000000023	2.0162503488216998e-16	6.1944265378751065e-18	1.583230259275745e-16	2.6788449247273846e-18	1.8352691777940959e-16	5.562925654050347e-18	7.09127087271537e-17	1.2775093569605166e-18	1.2194887140934334e-16	2.007510006118331e-18	nan	nan
53770.040000000234	2.0354735944819378e-16	6.19806169010001e-18	1.5966233442335546e-16	2.676060527778084e-18	1.8519433612879063e-16	5.5627452029822865e-18	7.15186473510019e-17	1.276412492443232e-18	1.2295909600121548e-16	2.0050436894937572e-18	nan	nan
53770.09000000024	2.0545494402187673e-16	6.201384520061789e-18	1.6098512310533667e-16	2.673064451515896e-18	1.8685017891595517e-16	5.5625080765519984e-18	7.211776823604241e-17	1.2752170858830207e-18	1.239564827340371e-16	2.0024272615531954e-18	nan	nan
53770.14000000024	2.0734778776990924e-16	6.2043748581079485e-18	1.6229158866917687e-16	2.6698593647359527e-18	1.8849442033718563e-16	5.562184168139143e-18	7.271012772445737e-17	1.2739228871485377e-18	1.249411952731863e-16	1.999662478301587e-18	nan	nan
53770.19000000024	2.0922589650066519e-16	6.207016009649325e-18	1.635819338107405e-16	2.666449276182721e-18	1.9012704005173563e-16	5.561746665441305e-18	7.32957849962651e-17	1.2725303811593096e-18	1.2591340184506412e-16	1.9967521321315276e-18	nan	nan
53770.240000000245	2.110892759854587e-16	6.2092985047916795e-18	1.648563611897588e-16	2.6628453870100134e-18	1.91748017690741e-16	5.561174768823537e-18	7.387479921667063e-17	1.2710428188840528e-18	1.2687327064607164e-16	1.9937048631850948e-18	nan	nan
53770.29000000025	2.1293793195893487e-16	6.211219906646358e-18	1.6611507343007657e-16	2.6590660200594355e-18	1.9335733285736845e-16	5.560453543164924e-18	7.444722953655546e-17	1.2694661738681272e-18	1.2782096984310358e-16	1.990535109528939e-18	nan	nan
53770.34000000025	2.147718759011137e-16	6.2127806532100706e-18	1.673582771260309e-16	2.6551305607570146e-18	1.949549700354994e-16	5.55957087813652e-18	7.501313723248718e-17	1.2678069983848826e-18	1.2875667051321033e-16	1.9872581375420795e-18	nan	nan
53770.390000000254	2.1659114238518904e-16	6.213972035885914e-18	1.685861948620317e-16	2.6510416295166947e-18	1.9654093331622717e-16	5.55850871604542e-18	7.557259212810223e-17	1.266066140254264e-18	1.2968055546134353e-16	1.983875413400282e-18	nan	nan
53770.44000000026	2.183957717300421e-16	6.2147878897101395e-18	1.6979905319461006e-16	2.646802816419849e-18	1.9811523167118883e-16	5.557251554445778e-18	7.612566617297846e-17	1.2642449603091786e-18	1.3059281040357925e-16	1.9803891693670253e-18	nan	nan
53770.49000000026	2.2018580421767676e-16	6.215228419200511e-18	1.7099707864526632e-16	2.6424246468165096e-18	1.9967787404395872e-16	5.555789215610556e-18	7.667243130297896e-17	1.2623474103913463e-18	1.3149362102805439e-16	1.976807310862827e-18	nan	nan
53770.54000000026	2.2196128009381844e-16	6.215300056164009e-18	1.7218049770321784e-16	2.637924555109328e-18	2.012288693500374e-16	5.554116725168264e-18	7.721295944002281e-17	1.2603800092214858e-18	1.3238317299546661e-16	1.9731434007660246e-18	nan	nan
53770.590000000266	2.2372224448664665e-16	6.2150113210248466e-18	1.733495390722738e-16	2.6333207957461236e-18	2.0276823080149263e-16	5.552231271789919e-18	7.7747323990721e-17	1.2583496893061153e-18	1.3326165346042109e-16	1.9694116598724957e-18	nan	nan
53770.64000000027	2.2546876216596126e-16	6.214360763654034e-18	1.745044404178436e-16	2.6286144508533403e-18	2.0429598888087118e-16	5.550123377366195e-18	7.827560434123996e-17	1.256257450326826e-18	1.341292556339588e-16	1.9656121893209967e-18	nan	nan
53770.69000000027	2.272009027846152e-16	6.213348781297205e-18	1.7564544162142573e-16	2.6238074014667405e-18	2.0581217836744152e-16	5.547785512017424e-18	7.879788136277385e-17	1.25410467259653e-18	1.3498617422141701e-16	1.9617457415696555e-18	nan	nan
53770.740000000274	2.2891873595928717e-16	6.2119815149167984e-18	1.7677278253325594e-16	2.6189083952038667e-18	2.0731683401264627e-16	5.545214919199401e-18	7.931423591325505e-17	1.2518952370555815e-18	1.358326039028903e-16	1.957818713245955e-18	nan	nan
53770.79000000028	2.3062233127089827e-16	6.210270747968358e-18	1.77886702973064e-16	2.6139330486237777e-18	2.0880999053983777e-16	5.542413521418733e-18	7.982474883780186e-17	1.249635514828081e-18	1.3666873933340947e-16	1.9538431519915213e-18	nan	nan
53770.84000000028	2.32311762366859e-16	6.208229776840679e-18	1.789874434956178e-16	2.608897712684469e-18	2.1029168639509053e-16	5.5393848762687004e-18	8.032950190074157e-17	1.2473321991947322e-18	1.3749477547947545e-16	1.9498317132643482e-18	nan	nan
53770.89000000028	2.3398711926853914e-16	6.205861301641064e-18	1.800752476909422e-16	2.603801292300525e-18	2.1176197499706438e-16	5.5361252827817965e-18	8.08285805822303e-17	1.24498588922915e-18	1.383109086289753e-16	1.9457827149756447e-18	nan	nan
53770.940000000286	2.3564849606439663e-16	6.203169366608485e-18	1.8115035988543307e-16	2.5986434531436607e-18	2.132209134874335e-16	5.5326325114770014e-18	8.132207128200398e-17	1.2425974962753766e-18	1.391173353824324e-16	1.941695112334681e-18	nan	nan
53770.99000000029	2.3729598680765284e-16	6.200163319374113e-18	1.8221302437715214e-16	2.593430782878994e-18	2.146685589800518e-16	5.528908684285449e-18	8.181006038770857e-17	1.2401704024333024e-18	1.3991425231710799e-16	1.937573571092654e-18	nan	nan
53771.04000000029	2.389296855168394e-16	6.196857741113248e-18	1.8326348543579433e-16	2.5881768125970296e-18	2.161049685618735e-16	5.524960204006759e-18	8.229263427472005e-17	1.2377104598386e-18	1.4070185598752592e-16	1.933428488280761e-18	nan	nan
53771.090000000295	2.405496895158339e-16	6.193268318340027e-18	1.8430198685546494e-16	2.5828958216185585e-18	2.175302024865125e-16	5.520794702607713e-18	8.276987975081389e-17	1.2352238027358824e-18	1.414803423043711e-16	1.9292708936044193e-18	nan	nan
53771.1400000003	2.421561094556595e-16	6.189399672827878e-18	1.853287706112178e-16	2.57758444623347e-18	2.1894433375744995e-16	5.516412077311512e-18	8.324188538839165e-17	1.232710354793553e-18	1.4224990467064225e-16	1.9250973164814485e-18	nan	nan
53771.1900000003	2.437490592932845e-16	6.185257418584948e-18	1.8634407820348795e-16	2.5722401264633273e-18	2.203474385453668e-16	5.511813334520198e-18	8.370874019238744e-17	1.2301703281008002e-18	1.4301073584667777e-16	1.92090497025124e-18	nan	nan
53771.2400000003	2.4532865295156033e-16	6.18085217682092e-18	1.8734815110671295e-16	2.5668673586530188e-18	2.217395929942979e-16	5.507003521599625e-18	8.417053315653744e-17	1.2276064177941475e-18	1.4376302857165193e-16	1.9166969033262816e-18	nan	nan
53771.29000000031	2.468950043202633e-16	6.176199530777977e-18	1.8834123077012254e-16	2.5614777274541927e-18	2.231208732217753e-16	5.501991676001235e-18	8.462735326330305e-17	1.2250238081585697e-18	1.4450697556435852e-16	1.9124820276977037e-18	nan	nan
53771.34000000031	2.4844822989460024e-16	6.171315889943918e-18	1.8932355720936568e-16	2.5560836371994076e-18	2.2449135798234257e-16	5.496787761024086e-18	8.5079289518339e-17	1.2224279604451444e-18	1.4524276815712719e-16	1.908269954269079e-18	nan	nan
53771.39000000031	2.499884566930688e-16	6.1662062523233225e-18	1.902953647823285e-16	2.550679685663204e-18	2.258511366564113e-16	5.491393626681622e-18	8.552643105175676e-17	1.219818036627005e-18	1.4597059219722666e-16	1.9040556521546065e-18	nan	nan
53771.440000000315	2.515158143405087e-16	6.1608763720310256e-18	1.9125688641468198e-16	2.5452613626748985e-18	2.272003012620053e-16	5.4858119646265264e-18	8.596886701699404e-17	1.21719349277449e-18	1.46690632146387e-16	1.8998348521743923e-18	nan	nan
53771.49000000032	2.530304324293096e-16	6.155336824517303e-18	1.9220835500868277e-16	2.5398313922692657e-18	2.2853894379102605e-16	5.480049287944923e-18	8.640668655722999e-17	1.2145563087333788e-18	1.4740307244779043e-16	1.8956092759413907e-18	nan	nan
53771.54000000032	2.54532440519932e-16	6.1496029801609364e-18	1.9315000344384805e-16	2.5343997705354263e-18	2.298671562104378e-16	5.474115896759089e-18	8.683997880551986e-17	1.2119109983234207e-18	1.4810809752593546e-16	1.8913866679879158e-18	nan	nan
53771.590000000324	2.560219701428607e-16	6.143690854868192e-18	1.9408206244284068e-16	2.5289774121191264e-18	2.311850326229726e-16	5.468022796989496e-18	8.726883258373847e-17	1.2092623689521014e-18	1.4880588987173688e-16	1.8871755552985404e-18	nan	nan
53771.64000000033	2.5749916080522104e-16	6.1376047967636305e-18	1.9500475416818707e-16	2.523557264729594e-18	2.3249267575195905e-16	5.461772580784481e-18	8.769333549935651e-17	1.206608855134376e-18	1.4949662429293818e-16	1.882969679280359e-18	nan	nan
53771.69000000033	2.589641539848658e-16	6.131349761547728e-18	1.959182986267276e-16	2.5181332738620883e-18	2.337901904573813e-16	5.455368490540532e-18	8.811357484913303e-17	1.203949208593367e-18	1.50180473664421e-16	1.878763631007512e-18	nan	nan
53771.74000000033	2.60417091129151e-16	6.1249354240412915e-18	1.9682291580442237e-16	2.5127068176920814e-18	2.3507768157472704e-16	5.448817443419589e-18	8.852963792046574e-17	1.201284763059407e-18	1.5085761084423447e-16	1.874558160642742e-18	nan	nan
53771.790000000336	2.6185811365477963e-16	6.1183761652453384e-18	1.9771882566674615e-16	2.507286747004226e-18	2.363552539151089e-16	5.4421300094318364e-18	8.894161199154506e-17	1.1986194470924328e-18	1.5152820867424297e-16	1.8703602107603e-18	nan	nan
53771.84000000034	2.632873643788586e-16	6.1116869046496164e-18	1.9860624551031675e-16	2.5018829353988893e-18	2.3762301395750774e-16	5.435317309987588e-18	8.934958376648147e-17	1.1959575114006569e-18	1.5219243768888773e-16	1.866177591319153e-18	nan	nan
53771.89000000034	2.6470499180980363e-16	6.104870703599413e-18	1.9948538201399604e-16	2.4964871118293606e-18	2.388810749238701e-16	5.4283818140110885e-18	8.975363768002855e-17	1.1932967645920379e-18	1.528504592394783e-16	1.8620031646910365e-18	nan	nan
53771.940000000344	2.661111458569033e-16	6.0979311479723415e-18	2.0035643918838139e-16	2.491092109270634e-18	2.401295517045619e-16	5.421326508127056e-18	9.015385759323073e-17	1.1906353648007075e-18	1.5350243237045633e-16	1.857830727967358e-18	nan	nan
53771.99000000035	2.6750597640058996e-16	6.0908765023723424e-18	2.0121962102544403e-16	2.4856983957715077e-18	2.4136855916644502e-16	5.4141579640294054e-18	9.055032735865278e-17	1.1879741198419618e-18	1.5414851611166456e-16	1.8536604068905028e-18	nan	nan
