MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_V	Bessell_V_err	sdss_z	sdss_z_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
56054.72649998926	1.6282258934888188e-15	4.526521742989696e-17	2.4507687820206877e-15	1.738317878430862e-17	2.9313732303809957e-15	2.7319402416253398e-17	3.4701700604124706e-15	2.7609055233300172e-17	1.3271993684479628e-15	1.2269192231912882e-17	nan	nan	1.160188107325554e-15	5.730757716431759e-17	nan	nan	8.903734026747415e-16	1.8879000044598494e-17	nan	nan	nan	nan
56054.77649998926	1.6280103411856238e-15	3.967991968372012e-17	2.449325674614614e-15	1.7386522772324665e-17	2.929271140829769e-15	2.7410369624574944e-17	3.4677797540511788e-15	2.7900450140796726e-17	1.326112442588527e-15	1.2369792396039354e-17	nan	nan	1.1593733855265167e-15	6.666646509379496e-17	nan	nan	8.897510321474755e-16	1.8867273306643593e-17	nan	nan	nan	nan
56054.82649998926	1.6277610204519896e-15	3.3465373731797656e-17	2.447884558418718e-15	1.7393090605114316e-17	2.927165840867417e-15	2.7517869282780092e-17	3.465384064366276e-15	2.823032038966835e-17	1.3250219795079044e-15	1.2478851491994959e-17	nan	nan	1.1585590210158276e-15	7.556929929281406e-17	nan	nan	8.891290740656614e-16	1.8854928803229774e-17	nan	nan	nan	nan
56054.87649998927	1.6274665981472243e-15	2.689772288987657e-17	2.4464447772552018e-15	1.7403730459150832e-17	2.9250585504529794e-15	2.7644764315580026e-17	3.462981434185707e-15	2.860784432249635e-17	1.323929156956699e-15	1.259788069834432e-17	nan	nan	1.1577451001217479e-15	8.39555960766959e-17	nan	nan	8.88507528550184e-16	1.884200725509657e-17	nan	nan	nan	nan
56054.92649998927	1.6271157252090993e-15	2.05994704038778e-17	2.4450056749444786e-15	1.741938020479526e-17	2.9229504895306946e-15	2.779395464143267e-17	3.4605703063120927e-15	2.9042503079632996e-17	1.3228351526789244e-15	1.2728477304122693e-17	nan	nan	1.1569317027221004e-15	9.17825271536803e-17	nan	nan	8.878863957278583e-16	1.882856019328923e-17	nan	nan	nan	nan
56054.97649998927	1.626697034953168e-15	1.6136702500944807e-17	2.4435665953136734e-15	1.744104874835318e-17	2.9208428780588975e-15	2.7968306477699596e-17	3.4581491235219628e-15	2.954368638511145e-17	1.3217411444178185e-15	1.2872269212229658e-17	nan	nan	1.1561189022608355e-15	9.901734921203511e-17	nan	nan	8.872656757320371e-16	1.8814649647764967e-17	nan	nan	nan	nan
56055.026499989275	1.6261995442048542e-15	1.6256165520706994e-17	2.442126889733031e-15	1.746974437981991e-17	2.9187369047174797e-15	2.8170419420622903e-17	3.4557163993538037e-15	3.011983180792932e-17	1.320648278752434e-15	1.3030756987454184e-17	nan	nan	1.1553067657636217e-15	1.056337857007064e-16	nan	nan	8.8664536868406145e-16	1.880034806315767e-17	nan	nan	nan	nan
56055.07649998928	1.6256203286986183e-15	2.0778016912098777e-17	2.4406860609488034e-15	1.750549322196582e-17	2.916633131177082e-15	2.839957897273955e-17	3.45327206733279e-15	3.076964708909206e-17	1.3195570772203952e-15	1.3203396144895052e-17	nan	nan	1.1544953538524791e-15	1.116101399290574e-16	nan	nan	8.860254747153078e-16	1.8785737884033974e-17	nan	nan	nan	nan
56055.12649998928	1.6249639142635705e-15	2.6918238270769685e-17	2.4392437516924027e-15	1.754741432591499e-17	2.914531539282666e-15	2.8652003578897645e-17	3.450817374028361e-15	3.148284519252038e-17	1.3184674833902102e-15	1.3387751974678878e-17	nan	nan	1.1536847207594176e-15	1.1692823743419878e-16	nan	nan	8.85405993949702e-16	1.8770911277678014e-17	nan	nan	nan	nan
56055.176499989284	1.624235086932205e-15	3.317779990273009e-17	2.437799609953484e-15	1.75946368185319e-17	2.912432089089907e-15	2.8923716613571077e-17	3.44835361536235e-15	3.2248451424034686e-17	1.3173794191036917e-15	1.3581305011374089e-17	nan	nan	1.1528749143391774e-15	1.215727963167486e-16	nan	nan	8.84786926517404e-16	1.8755969771222766e-17	nan	nan	nan	nan
56055.22649998929	1.6234386127344683e-15	3.895984492303616e-17	2.436353283717452e-15	1.7646352045087555e-17	2.9103347406590614e-15	2.921073586932127e-17	3.4458820872182227e-15	3.305549699838819e-17	1.316292806194898e-15	1.3781575093585298e-17	nan	nan	1.1520659760809186e-15	1.2553103313092622e-16	nan	nan	8.841682725423396e-16	1.8741023788714207e-17	nan	nan	nan	nan
56055.27649998929	1.622579238416792e-15	4.399379459252417e-17	2.4349044209683687e-15	1.7701827735508775e-17	2.9082394540422797e-15	2.950914163390602e-17	3.4434040854615372e-15	3.389331166398666e-17	1.3152075665017651e-15	1.3986165651831557e-17	nan	nan	1.1512579411190377e-15	1.287924061405963e-16	nan	nan	8.835500321545168e-16	1.87261921577e-17	nan	nan	nan	nan
56055.32649998929	1.6216616921585651e-15	4.8134292739234934e-17	2.4334526696764294e-15	1.7760419404062332e-17	2.906146189294884e-15	2.981513246585848e-17	3.440920905928436e-15	3.475173051479643e-17	1.31412362187192e-15	1.4192797235554665e-17	nan	nan	1.1504508382429802e-15	1.3134844315710707e-16	nan	nan	8.829322054799902e-16	1.8711601584720105e-17	nan	nan	nan	nan
56055.376499989296	1.620690684286233e-15	5.12937793586296e-17	2.4319976778158545e-15	1.782157912254492e-17	2.9040549064855894e-15	3.0125069357266644e-17	3.43843384443997e-15	3.562122808386523e-17	1.3130408941467875e-15	1.4399331696116105e-17	nan	nan	1.1496446899060806e-15	1.3319262434943624e-16	nan	nan	8.823147926481596e-16	1.8697386018896283e-17	nan	nan	nan	nan
56055.4264999893	1.6196709079849236e-15	5.3417097804218143e-17	2.430539093347444e-15	1.788486177303592e-17	2.901965565672185e-15	3.043550933675135e-17	3.4359441968005624e-15	3.649299459319814e-17	1.3119593051685672e-15	1.4603788460160915e-17	nan	nan	1.1488395122335017e-15	1.343203028746716e-16	nan	nan	8.816977937820382e-16	1.868368600884e-17	nan	nan	nan	nan
56055.4764999893	1.6186070400080206e-15	5.4470820564696934e-17	2.4290765642270775e-15	1.7949928972996e-17	2.8998781269071742e-15	3.074322989591459e-17	3.433453258800057e-15	3.735896883823708e-17	1.310878776779847e-15	1.4804354402642765e-17	nan	nan	1.1480353150291645e-15	1.3472865322495806e-16	nan	nan	8.810812090119384e-16	1.8670647943768418e-17	nan	nan	nan	nan
56055.526499989304	1.6175037413843198e-15	5.443850650609008e-17	2.427609738405713e-15	1.8016550740992785e-17	2.8977925502656146e-15	3.104524558632753e-17	3.430962326221646e-15	3.8211840196339724e-17	1.30979923083058e-15	1.4999388673760624e-17	nan	nan	1.147232101781769e-15	1.3441664141468348e-16	nan	nan	8.804650384664996e-16	1.8658423280519676e-17	nan	nan	nan	nan
56055.57649998931	1.616365658123241e-15	5.3318803281678835e-17	2.426138263825361e-15	1.8084605077237423e-17	2.895708795804239e-15	3.1338818169755393e-17	3.4284726948436625e-15	3.9045029978384887e-17	1.308720589166843e-15	1.518742368628596e-17	nan	nan	1.1464298696698331e-15	1.3338501387488898e-16	nan	nan	8.798492822678227e-16	1.864716768861454e-17	nan	nan	nan	nan
56055.62649998931	1.615197421917843e-15	5.112535777730933e-17	2.4246617884157313e-15	1.815407552241889e-17	2.8936268235854184e-15	3.162146157724845e-17	3.4259856604406024e-15	3.985265981628683e-17	1.3076427736312236e-15	1.5367163254166014e-17	nan	nan	1.145628609565761e-15	1.3163630393416165e-16	nan	nan	8.792339405518461e-16	1.8637039958231315e-17	nan	nan	nan	nan
56055.67649998931	1.6140036508460992e-15	4.788851698744944e-17	2.4231799601060845e-15	1.8225046817684153e-17	2.8915465936810392e-15	3.1890942804769504e-17	3.423502518781845e-15	4.062951283956853e-17	1.3065657060802654e-15	1.5537478683473613e-17	nan	nan	1.1448283060390413e-15	1.291748565280067e-16	nan	nan	8.786190134125405e-16	1.8628123156363534e-17	nan	nan	nan	nan
56055.726499989316	1.6127889500700821e-15	4.365982287334716e-17	2.421692426803314e-15	1.8297698669274752e-17	2.8894680661520623e-15	3.214527963158225e-17	3.421024565652118e-15	4.137099153240109e-17	1.3054893083522916e-15	1.569740344530763e-17	nan	nan	1.1440289373583856e-15	1.2600687369219296e-16	nan	nan	8.78004500882902e-16	1.8620289694335438e-17	nan	nan	nan	nan
56055.77649998932	1.6115579125335748e-15	3.8522384625295086e-17	2.420198836415432e-15	1.8372297725354218e-17	2.887391201064031e-15	3.238273603671161e-17	3.4185530968353817e-15	4.2073074996104056e-17	1.3044135023026832e-15	1.584612687283886e-17	nan	nan	1.1432304754930041e-15	1.2214048590971825e-16	nan	nan	8.773904029647553e-16	1.8613378727612603e-17	nan	nan	nan	nan
56055.82649998932	1.6103151196577237e-15	3.2616159282085924e-17	2.4186988368350165e-15	1.844918775610239e-17	2.8853159584888317e-15	3.260181584184858e-17	3.4160894081306876e-15	4.273227718701445e-17	1.3033382097755783e-15	1.5982987232699337e-17	nan	nan	1.1424328861128814e-15	1.1758585816851304e-16	nan	nan	8.767767196848623e-16	1.8607232921497445e-17	nan	nan	nan	nan
56055.876499989325	1.6090651420352122e-15	2.6207363040374967e-17	2.4171920759456984e-15	1.8528778068503958e-17	2.883242298492712e-15	3.280125511791228e-17	3.413634795353715e-15	4.3345607131684245e-17	1.3022633526209302e-15	1.610746435958888e-17	nan	nan	1.1416361285881359e-15	1.1235534582042813e-16	nan	nan	8.761634510515861e-16	1.860169943662037e-17	nan	nan	nan	nan
56055.92649998933	1.6078125401229968e-15	1.9906508052934783e-17	2.415678201615675e-15	1.8611530217274974e-17	2.8811701811376907e-15	3.29800136871731e-17	3.4111905543296075e-15	4.3910531546380223e-17	1.3011888526871418e-15	1.6219172028609e-17	nan	nan	1.1408401559873787e-15	1.0646372625461942e-16	nan	nan	8.75550597084542e-16	1.85966307422825e-17	nan	nan	nan	nan
56055.97649998933	1.6065618649330984e-15	1.5340910661823207e-17	2.4141568617037478e-15	1.869794302849107e-17	2.879099566501293e-15	3.313726597677201e-17	3.4087579809157375e-15	4.4424939954770734e-17	1.3001146318183511e-15	1.6317850055385503e-17	nan	nan	1.1400449150752e-15	9.992855257191114e-17	nan	nan	8.749381577888996e-16	1.859188543712826e-17	nan	nan	nan	nan
56056.02649998933	1.6053175624380561e-15	1.5592869455920873e-17	2.412627720259043e-15	1.878848548730642e-17	2.877030426106535e-15	3.327237447492129e-17	3.406338332914288e-15	4.4887089371544864e-17	1.2990406205995396e-15	1.6403341905957335e-17	nan	nan	1.1392503463086211e-15	9.27707147082874e-17	nan	nan	8.743261331795608e-16	1.858732901669982e-17	nan	nan	nan	nan
56056.076499989336	1.6040821392989157e-15	2.0557276832633182e-17	2.4110907662787973e-15	1.8882618518174245e-17	2.8749629613522527e-15	3.338455888345984e-17	3.4039321046790008e-15	4.529514025764002e-17	1.29796692482449e-15	1.6475315385009963e-17	nan	nan	1.1384563838326604e-15	8.501537433502374e-17	nan	nan	8.737145232813105e-16	1.8582834497493452e-17	nan	nan	nan	nan
56056.12649998934	1.602856308661097e-15	2.7242240509291035e-17	2.409546289239012e-15	1.8978873169154716e-17	2.8728975861936758e-15	3.3472917622369265e-17	3.4015390845670765e-15	4.564717256950532e-17	1.2968938123095052e-15	1.6533281611574607e-17	nan	nan	1.1376629554749172e-15	7.669361771716686e-17	nan	nan	8.731033280956694e-16	1.8578283084983772e-17	nan	nan	nan	nan
56056.17649998934	1.6016407089394777e-15	3.4134840014213656e-17	2.4079945899072204e-15	1.9075769804223145e-17	2.870834722587938e-15	3.353672997532279e-17	3.399159034426617e-15	4.594158425266827e-17	1.2958215569569542e-15	1.6576851613774504e-17	nan	nan	1.136869982739206e-15	6.784559309667981e-17	nan	nan	8.724925476472705e-16	1.8573564689009052e-17	nan	nan	nan	nan
56056.226499989345	1.6004359710672353e-15	4.066532368738516e-17	2.406435969034403e-15	1.9171870140671915e-17	2.868774792481952e-15	3.35754689927587e-17	3.3967917161318152e-15	4.617710013657026e-17	1.2947504326746322e-15	1.660574847759577e-17	nan	nan	1.136077380798257e-15	5.852699969985775e-17	nan	nan	8.718821819438687e-16	1.856857848527633e-17	nan	nan	nan	nan
56056.27649998935	1.5992427185975582e-15	4.658434836021501e-17	2.404870727361476e-15	1.9265791321916267e-17	2.866718217837433e-15	3.3588802328869915e-17	3.3944368915852576e-15	4.6352765824605843e-17	1.2936807133711103e-15	1.6619809219670437e-17	nan	nan	1.135285058485447e-15	4.8824006862908713e-17	nan	nan	8.712722310031026e-16	1.8563233303142906e-17	nan	nan	nan	nan
56056.32649998935	1.5980615678039111e-15	5.1763160589383435e-17	2.403299165619065e-15	1.9356217526620427e-17	2.8646654206097537e-15	3.357659288299596e-17	3.392094322717156e-15	4.6467942668607624e-17	1.2926126729487568e-15	1.661898632330506e-17	nan	nan	1.1344929182855762e-15	3.889244915154287e-17	nan	nan	8.706626948415461e-16	1.855744806864419e-17	nan	nan	nan	nan
56056.376499989354	1.5968931277791722e-15	5.612972663124669e-17	2.4017215845216908e-15	1.94419093335858e-17	2.8626168227676772e-15	3.3538899375251954e-17	3.3897637714792094e-15	4.652230381718336e-17	1.2915465853281603e-15	1.660334909060627e-17	nan	nan	1.1337008563247035e-15	2.907958499250059e-17	nan	nan	8.700535734695393e-16	1.8551152123836487e-17	nan	nan	nan	nan
56056.42649998936	1.5957380005335878e-15	5.964574654900636e-17	2.4001382847807443e-15	1.9521711109508613e-17	2.8605728462817295e-15	3.3475976802682484e-17	3.3874449998535566e-15	4.6515831408426117e-17	1.2904827244147908e-15	1.6573084807663628e-17	nan	nan	1.132908762359039e-15	2.0374506818895295e-17	nan	nan	8.694448669019834e-16	1.854428555962304e-17	nan	nan	nan	nan
56056.47649998936	1.5945967810917493e-15	6.22978264779935e-17	2.398549567092628e-15	1.9594556707801714e-17	2.858533913124552e-15	3.338827689301085e-17	3.3851377698453573e-15	4.6448814838449846e-17	1.2894213641238093e-15	1.6528499749596082e-17	nan	nan	1.1321165197628144e-15	1.5858188545150076e-17	nan	nan	8.688365751531719e-16	1.8536799422422168e-17	nan	nan	nan	nan
56056.52649998936	1.59347005758826e-15	6.409451800538132e-17	2.3969557321412195e-15	1.9659473745152802e-17	2.8565004452811194e-15	3.327644840246106e-17	3.3828418434863747e-15	4.6321850118496454e-17	1.2883627783808448e-15	1.6470019957833408e-17	nan	nan	1.1313240392180541e-15	1.937715884258507e-17	nan	nan	8.68228698242872e-16	1.852865593429826e-17	nan	nan	nan	nan
56056.576499989365	1.592358411362409e-15	6.506640839707397e-17	2.3953570806097253e-15	1.971558666908351e-17	2.854472864747686e-15	3.3141337230999214e-17	3.380556982825254e-15	4.6135840160738267e-17	1.287307241104935e-15	1.639819178562734e-17	nan	nan	1.1305313914165987e-15	2.775556892337215e-17	nan	nan	8.676212361780784e-16	1.8519828683833595e-17	nan	nan	nan	nan
56056.62649998937	1.5912624170517372e-15	6.52683144593993e-17	2.3937539131659173e-15	1.976211885084139e-17	2.8524515935138083e-15	3.2983986168836935e-17	3.378282949938267e-15	4.589199592339579e-17	1.2862550262220964e-15	1.6313682045632857e-17	nan	nan	1.1297386919337104e-15	3.749837050208635e-17	nan	nan	8.670141889791665e-16	1.851030270344737e-17	nan	nan	nan	nan
56056.67649998937	1.5901826426844192e-15	6.478335162211319e-17	2.392146530471529e-15	1.9798393911148908e-17	2.8504370535990004e-15	3.2805634153651436e-17	3.376019506925729e-15	4.5591838240848175e-17	1.2852064076672617e-15	1.6217277642007284e-17	nan	nan	1.1289460499919547e-15	4.7440829007927637e-17	nan	nan	8.664075566595173e-16	1.850007451313778e-17	nan	nan	nan	nan
56056.726499989374	1.589119649770745e-15	6.372888551885396e-17	2.3905352331818062e-15	1.9823836399157546e-17	2.8484296670146704e-15	3.260771471320192e-17	3.373766415910211e-15	4.523720008880071e-17	1.2841616593745882e-15	1.6109884491630383e-17	nan	nan	1.1281535684676514e-15	5.718683326831171e-17	nan	nan	8.65801339233424e-16	1.8489152238140095e-17	nan	nan	nan	nan
56056.77649998938	1.5880739933932815e-15	6.226420167047931e-17	2.3889203219403652e-15	1.983797202385969e-17	2.846429855796191e-15	3.239185333066708e-17	3.3715234390265604e-15	4.483022903042648e-17	1.2831210552887e-15	1.5992525476045318e-17	nan	nan	1.12736134391081e-15	6.656443269002431e-17	nan	nan	8.651955367211102e-16	1.8477555498253903e-17	nan	nan	nan	nan
56056.82649998938	1.5870462222961622e-15	6.059888991722312e-17	2.387302097388807e-15	1.9840427482083933e-17	2.8444380419817548e-15	3.2159863363267796e-17	3.3692903384444147e-15	4.4373389450174765e-17	1.2820848693573237e-15	1.5866337112410715e-17	nan	nan	1.126569466564023e-15	7.548098899546234e-17	nan	nan	8.645901491256168e-16	1.8465315406369046e-17	nan	nan	nan	nan
56056.87649998938	1.5860368789733908e-15	5.899891992281056e-17	2.3856808601588916e-15	1.983093002188348e-17	2.8424546476254133e-15	3.1913740025375093e-17	3.3670668763382705e-15	4.386946404816217e-17	1.2810533755382642e-15	1.5732564594533866e-17	nan	nan	1.1257780203804902e-15	8.387773719691382e-17	nan	nan	8.63985176470969e-16	1.845247439929553e-17	nan	nan	nan	nan
56056.926499989386	1.5850464997558176e-15	5.778385420953907e-17	2.384056910879472e-15	1.980930677670023e-17	2.8404800948027173e-15	3.1655651922977096e-17	3.364852814918947e-15	4.3321553996172314e-17	1.2800268477889392e-15	1.559255474776637e-17	nan	nan	1.1249870830410334e-15	9.171285512614322e-17	nan	nan	8.633806187703953e-16	1.8439086176483114e-17	nan	nan	nan	nan
56056.97649998939	1.5840756148974452e-15	5.730503230148105e-17	2.3824305501715716e-15	1.9775483918749295e-17	2.8385148055867488e-15	3.1387929573523404e-17	3.362647916395474e-15	4.273307690888506e-17	1.2790055600845995e-15	1.5447746441333084e-17	nan	nan	1.1241967259702445e-15	9.895422234349644e-17	nan	nan	8.627764760391016e-16	1.8425215413660293e-17	nan	nan	nan	nan
56057.02649998939	1.5831247347751568e-15	5.788502501249639e-17	2.380802076807955e-15	1.9729480384952646e-17	2.836559190644925e-15	3.111298726596658e-17	3.3604519439928992e-15	4.210768151647128e-17	1.2779897789668826e-15	1.5299613506265907e-17	nan	nan	1.1234070143516106e-15	1.0557596587385106e-16	nan	nan	8.62172748290925e-16	1.8410937547238643e-17	nan	nan	nan	nan
56057.076499989395	1.5821940853527749e-15	5.953842151582466e-17	2.3791717526013655e-15	1.9671306777166777e-17	2.8346134312907905e-15	3.0832107999752076e-17	3.3582646805276397e-15	4.144771699113786e-17	1.2769796219310662e-15	1.5148805643184196e-17	nan	nan	1.1226180071417625e-15	1.1155666029267542e-16	nan	nan	8.61569435541375e-16	1.8396338499862503e-17	nan	nan	nan	nan
56057.1264999894	1.5812836291904176e-15	6.199006668714646e-17	2.3775398051841793e-15	1.9600973806016034e-17	2.8326774967533993e-15	3.05455432292809e-17	3.3560859269647946e-15	4.075438124676151e-17	1.2759750686286282e-15	1.499521896176029e-17	nan	nan	1.121829757083731e-15	1.1687831886115644e-16	nan	nan	8.609665378056576e-16	1.8381514289814887e-17	nan	nan	nan	nan
56057.1764999894	1.5803933132939424e-15	6.493791914386926e-17	2.375906460899713e-15	1.9518588027854352e-17	2.8307513483095932e-15	3.025366136410552e-17	3.353915484962158e-15	4.002921069442929e-17	1.2749760935484176e-15	1.4838808621193506e-17	nan	nan	1.1210423107193411e-15	1.2152579251278765e-16	nan	nan	8.603640551011068e-16	1.8366570635313162e-17	nan	nan	nan	nan
56057.2264999894	1.5795230787954858e-15	6.810627443591729e-17	2.374271946091505e-15	1.9424357471432482e-17	2.8288349472548928e-15	2.995701767172008e-17	3.351753156194661e-15	3.9274201568319356e-17	1.2739826711785077e-15	1.467964096605793e-17	nan	nan	1.1202557084005736e-15	1.2548639324610985e-16	nan	nan	8.597619874394311e-16	1.8351622526801333e-17	nan	nan	nan	nan
56057.276499989406	1.5786728609495905e-15	7.126607861051534e-17	2.3726364870919113e-15	1.9318593489770102e-17	2.826928254890106e-15	2.965637794364719e-17	3.3495987423467e-15	3.8491877135960406e-17	1.2729947760236416e-15	1.4517912984442116e-17	nan	nan	1.1194699843001021e-15	1.287496484163382e-16	nan	nan	8.591603348378128e-16	1.8336793658316216e-17	nan	nan	nan	nan
56057.32649998941	1.5778425891283932e-15	7.42383972563304e-17	2.3710003102391034e-15	1.9201712451989302e-17	2.8250312325452907e-15	2.935273946689875e-17	3.347452045126715e-15	3.768535708616483e-17	1.2720123825889505e-15	1.435396997139943e-17	nan	nan	1.1186851664207923e-15	1.3130713569721108e-16	nan	nan	8.58559097312522e-16	1.8322215864977404e-17	nan	nan	nan	nan
56057.37649998941	1.577032186815762e-15	7.689009306687021e-17	2.3693636418643174e-15	1.9074237265138858e-17	2.8231438415561453e-15	2.9047349096765605e-17	3.345312866250822e-15	3.685842912507638e-17	1.271035465395072e-15	1.418832124436957e-17	nan	nan	1.117901276604363e-15	1.3315237055121325e-16	nan	nan	8.579582748775478e-16	1.830802848970549e-17	nan	nan	nan	nan
56057.426499989415	1.5762415716005854e-15	7.912740343126697e-17	2.3677267082963304e-15	1.8936798620757965e-17	2.8212660432759888e-15	2.8741717831267314e-17	3.3431810074538077e-15	3.601562231257443e-17	1.270063998967296e-15	1.4021653645631193e-17	nan	nan	1.1171183305390553e-15	1.3428072990004635e-16	nan	nan	8.573578675499206e-16	1.829437767138447e-17	nan	nan	nan	nan
56057.47649998942	1.5754706551688884e-15	8.089003802237923e-17	2.366089735865261e-15	1.8790135909313784e-17	2.819397799077876e-15	2.8437631387126564e-17	3.341056270479413e-15	3.5162280591817863e-17	1.2690979578394412e-15	1.3854842540664855e-17	nan	nan	1.1163363377663955e-15	1.3468940238973444e-16	nan	nan	8.567578753431732e-16	1.8281415528760328e-17	nan	nan	nan	nan
56057.52649998942	1.5747193432950771e-15	8.214666512405873e-17	2.3644529508960835e-15	1.8635097612719642e-17	2.81753907034614e-15	2.813715588411735e-17	3.338938457086982e-15	3.430463381527996e-17	1.2681373165538548e-15	1.3688959682411907e-17	nan	nan	1.1155553016870455e-15	1.3437735966469675e-16	nan	nan	8.561582982731195e-16	1.8269299380108933e-17	nan	nan	nan	nan
56057.57649998942	1.573987535832114e-15	8.289187557907123e-17	2.362816579713772e-15	1.8472641064292165e-17	2.8156898184795635e-15	2.784263767780836e-17	3.3368273690437885e-15	3.3449861538549567e-17	1.2671820496618012e-15	1.3525277371376106e-17	nan	nan	1.1147752195656948e-15	1.333453456716172e-16	nan	nan	8.555591363523802e-16	1.82581907207041e-17	nan	nan	nan	nan
56057.62649998943	1.5732751267007692e-15	8.314442878313387e-17	2.3611808486437474e-15	1.8303831289388947e-17	2.813850004896665e-15	2.7556696150929065e-17	3.3347228081411512e-15	3.2606142458221846e-17	1.266232131720359e-15	1.33652679206808e-17	nan	nan	1.1139960825350511e-15	1.3159588292856672e-16	nan	nan	8.549603896078693e-16	1.824825425313956e-17	nan	nan	nan	nan
56057.67649998943	1.5725820038777095e-15	8.294649266903867e-17	2.359545984012773e-15	1.8129838754406906e-17	2.8120195910311165e-15	2.7282208115169662e-17	3.332624576163738e-15	3.178267902445181e-17	1.2652875372990128e-15	1.3210597418296957e-17	nan	nan	1.1132178755989034e-15	1.2913329636899214e-16	nan	nan	8.543620579950342e-16	1.8239576020298385e-17	nan	nan	nan	nan
56057.72649998943	1.5719080493829026e-15	8.236353018484068e-17	2.357912212143811e-15	1.7951935589689782e-17	2.8101985383338615e-15	2.7022282432403148e-17	3.3305324749207724e-15	3.098968313154666e-17	1.2643482409730621e-15	1.3063112524314638e-17	nan	nan	1.1124405776342405e-15	1.2596375719024047e-16	nan	nan	8.53764141375504e-16	1.8232023808057474e-17	nan	nan	nan	nan
56057.776499989435	1.5712531392655814e-15	8.148437592113239e-17	2.35627975935915e-15	1.7771490076828464e-17	2.8083868082586602e-15	2.678022333694378e-17	3.328446306228642e-15	3.02383047165163e-17	1.2634142173278861e-15	1.292481895814643e-17	nan	nan	1.1116641613924764e-15	1.2209535152532431e-16	nan	nan	8.531666395839934e-16	1.822543076781447e-17	nan	nan	nan	nan
56057.82649998944	1.5706171435896336e-15	8.042084399327813e-17	2.3546488519873433e-15	1.7589958850446547e-17	2.806584362287822e-15	2.6559481251419815e-17	3.326365871912429e-15	2.9540482042561095e-17	1.2624854409500267e-15	1.2797850368623483e-17	nan	nan	1.1108885934997211e-15	1.1753818235654874e-16	nan	nan	8.525695524448778e-16	1.8219633576420382e-17	nan	nan	nan	nan
56057.87649998944	1.569999926417678e-15	7.930590546046152e-17	2.3530197163531416e-15	1.740887648842352e-17	2.8047911619114074e-15	2.6363590138595354e-17	3.3242909738002878e-15	2.890869132633139e-17	1.2615618864419208e-15	1.2684426504006968e-17	nan	nan	1.110113834456153e-15	1.1230451901745732e-16	nan	nan	8.519728798047325e-16	1.821447347605837e-17	nan	nan	nan	nan
56057.926499989444	1.5694013457943585e-15	7.828913957725963e-17	2.351392578783308e-15	1.722984196928948e-17	2.8030071686399197e-15	2.619609093164889e-17	3.322221413741346e-15	2.8355576993818305e-17	1.2606435284110445e-15	1.2586799883577159e-17	nan	nan	1.1093398386344577e-15	1.0640901901574779e-16	nan	nan	8.513766214804817e-16	1.8209797106419832e-17	nan	nan	nan	nan
56057.97649998945	1.5688212537283695e-15	7.752800703465422e-17	2.349767665610422e-15	1.705450154527086e-17	2.801232343994786e-15	2.6060441570828663e-17	3.32015699358422e-15	2.789345348703275e-17	1.2597303414703016e-15	1.2507191033373736e-17	nan	nan	1.1085665542773184e-15	9.986906611362326e-17	nan	nan	8.507807773101859e-16	1.8205457453477735e-17	nan	nan	nan	nan
56058.02649998945	1.5682593230594843e-15	7.716691483391323e-17	2.3481451856856655e-15	1.688446938990616e-17	2.7994666177481464e-15	2.5959734485227256e-17	3.3180974702235345e-15	2.7533171028055124e-17	1.2588222796173557e-15	1.2447600757414685e-17	nan	nan	1.1077939234940459e-15	9.27053060007088e-17	nan	nan	8.501853471293202e-16	1.8201314562845373e-17	nan	nan	nan	nan
56058.07649998945	1.5677117482813847e-15	7.718813310602592e-17	2.346524997335997e-15	1.672019538814221e-17	2.797709282498124e-15	2.5893161132461276e-17	3.3160416986966367e-15	2.7273650443697546e-17	1.2579188830610587e-15	1.2407596328991699e-17	nan	nan	1.1070218822562126e-15	8.494253804197565e-17	nan	nan	8.495903307707749e-16	1.8197236277269276e-17	nan	nan	nan	nan
56058.126499989456	1.5671715064186686e-15	7.742329330474734e-17	2.3449066347459555e-15	1.656105304541069e-17	2.795959041680612e-15	2.58562946158751e-17	3.3139877000832028e-15	2.7102642619904027e-17	1.2570193093984302e-15	1.2384487190706946e-17	nan	nan	1.1062503603924014e-15	7.6611291509343e-17	nan	nan	8.489957280642471e-16	1.8193098926004864e-17	nan	nan	nan	nan
56058.17649998946	1.5666314460515655e-15	7.769474335030646e-17	2.3432896199189756e-15	1.640640131074979e-17	2.794214576567583e-15	2.5844421551814442e-17	3.3119334641034185e-15	2.700653504389527e-17	1.2561227018357126e-15	1.2375411084071097e-17	nan	nan	1.1054792815820263e-15	6.775081921222338e-17	nan	nan	8.484015388380654e-16	1.8188787879898013e-17	nan	nan	nan	nan
56058.22649998946	1.566084406972169e-15	7.783431484572597e-17	2.341673474856704e-15	1.6255648189651446e-17	2.792474568445459e-15	2.58527816032366e-17	3.3098769804741435e-15	2.6971351274941086e-17	1.2552282035869018e-15	1.2377494649109389e-17	nan	nan	1.1047085633482294e-15	5.841529893182857e-17	nan	nan	8.478077629350039e-16	1.8184198106837818e-17	nan	nan	nan	nan
