MJD	Bessell_B	Bessell_B_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_i'	sdss_i'_err	sdss_r'	sdss_r'_err
54536.55009999882	nan	nan	nan	nan	2.6073626671740546e-16	1.1017651521168734e-18	1.183372147042548e-16	4.853657091056774e-19	2.1848414250793392e-16	8.351285709992857e-19
54536.600099998825	nan	nan	nan	nan	2.665501457360724e-16	1.1402138179725492e-18	1.2109685423550556e-16	5.068372601580471e-19	2.2229775888876664e-16	7.655111513337234e-19
54536.65009999883	nan	nan	nan	nan	2.718997224768407e-16	1.1786044208440163e-18	1.2372740317883013e-16	5.267400873536727e-19	2.258780293555441e-16	5.930288179374378e-19
54536.70009999883	nan	nan	nan	nan	2.768220492470971e-16	1.2198862117297372e-18	1.2623029380491628e-16	5.453104576018589e-19	2.292547075866052e-16	5.426678939498239e-19
54536.75009999883	nan	nan	nan	nan	2.8135271239531217e-16	1.260860355804257e-18	1.2860695591030105e-16	5.630051001597023e-19	2.3245242035672065e-16	7.952482651252238e-19
54536.800099998836	nan	nan	nan	nan	2.8552702528369447e-16	1.2982803526019122e-18	1.3085984042306842e-16	5.801773160287604e-19	2.3548528506356253e-16	1.0892295227588199e-18
54536.85009999884	nan	nan	nan	nan	2.893802741535518e-16	1.3305981107478442e-18	1.3299423442466005e-16	5.965982789098374e-19	2.383660774293632e-16	1.2980271508669288e-18
54536.90009999884	nan	nan	nan	nan	2.929477207638913e-16	1.3581934047535056e-18	1.3501590922402434e-16	6.120328848815224e-19	2.411075268648494e-16	1.3804230474495418e-18
54536.950099998845	nan	nan	nan	nan	2.9626460503203235e-16	1.3833309301772935e-18	1.3693063271842148e-16	6.263794272826595e-19	2.4372231991882707e-16	1.3220406702652728e-18
54537.00009999885	nan	nan	nan	nan	2.993661476709523e-16	1.409870216387499e-18	1.3874416956644279e-16	6.396796200008959e-19	2.462231037172716e-16	1.1265517744072063e-18
54537.05009999885	nan	nan	nan	nan	3.022874749520328e-16	1.4426331429432498e-18	1.4046228136016842e-16	6.521175434273153e-19	2.48622489394418e-16	8.288078181694523e-19
54537.100099998854	nan	nan	nan	nan	3.0505576270851284e-16	1.4832364954180573e-18	1.4209072679775607e-16	6.64008857013365e-19	2.5093305551626554e-16	5.87052396397707e-19
54537.15009999886	nan	nan	nan	nan	3.076835020081593e-16	1.526990857130856e-18	1.4363526185544997e-16	6.75780090982791e-19	2.531665123560354e-16	7.715835514026064e-19
54537.20009999886	nan	nan	nan	nan	3.101815861528264e-16	1.5691044846595925e-18	1.4510163993630994e-16	6.879370295989832e-19	2.5532868863228616e-16	1.1906600774865305e-18
54537.25009999886	nan	nan	nan	nan	3.12560898286587e-16	1.6059641277613484e-18	1.4649524043679436e-16	7.008252058316762e-19	2.574228938184796e-16	1.6002434839993156e-18
54537.300099998865	nan	nan	nan	nan	3.148323122102749e-16	1.635418874005464e-18	1.4782012968440925e-16	7.141056094889138e-19	2.59452404607568e-16	1.933059140006672e-18
54537.35009999887	nan	nan	nan	nan	3.1700669319209484e-16	1.6568806905401445e-18	1.4908008303371273e-16	7.273258044097622e-19	2.6142047501065305e-16	2.162582793066853e-18
54537.40009999887	nan	nan	nan	nan	3.1909489878026004e-16	1.6713404587127008e-18	1.502788738578446e-16	7.401105046007193e-19	2.6333033721813524e-16	2.2748158929251717e-18
54537.450099998874	nan	nan	nan	nan	3.211077796145469e-16	1.6813298828907799e-18	1.514202736616739e-16	7.521860516045793e-19	2.6518520245099246e-16	2.2623476229112145e-18
54537.50009999888	nan	nan	nan	nan	3.230561802356812e-16	1.6907999700848047e-18	1.525080521943372e-16	7.633945935030893e-19	2.6698826180707123e-16	2.1228919052709665e-18
54537.55009999888	nan	nan	nan	nan	3.249509398975738e-16	1.7048401145606283e-18	1.535459775622822e-16	7.737006215602858e-19	2.687426871065463e-16	1.859639671706128e-18
54537.60009999888	nan	nan	nan	nan	3.2680289337607266e-16	1.7291440695261236e-18	1.5453781634234087e-16	7.831916212381458e-19	2.7045163172834167e-16	1.4844505148298734e-18
54537.650099998886	nan	nan	nan	nan	3.2862137120161473e-16	1.7676495227883013e-18	1.5548733369392616e-16	7.920736235593508e-19	2.7211823144655026e-16	1.033177749508349e-18
54537.70009999889	nan	nan	nan	nan	3.304090536035218e-16	1.816678407942523e-18	1.5639829347189724e-16	8.006615810453934e-19	2.737456052595816e-16	6.619281096110861e-19
54537.75009999889	nan	nan	nan	nan	3.321667780071574e-16	1.870410027798457e-18	1.5727445833973664e-16	8.093638571192875e-19	2.753367339132448e-16	8.314119036939349e-19
54537.800099998894	nan	nan	nan	nan	3.3389537906144293e-16	1.923521860054556e-18	1.581195898816282e-16	8.186598169256147e-19	2.768934287346867e-16	1.3604659486300764e-18
54537.8500999989	nan	nan	nan	nan	3.3559568876349303e-16	1.971610833306496e-18	1.5893744871570845e-16	8.290696571036919e-19	2.7841685174258706e-16	1.9215985556818304e-18
54537.9000999989	nan	nan	nan	nan	3.372685365188893e-16	2.011367082579905e-18	1.5973136304798068e-16	8.409495063835587e-19	2.7990814397903367e-16	2.436826179376377e-18
54537.9500999989	nan	nan	nan	nan	3.389147492018617e-16	2.040616798751295e-18	1.6050283830386272e-16	8.539279139686493e-19	2.8136843237232563e-16	2.879422514992689e-18
54538.000099998906	nan	nan	nan	nan	3.4053515121488114e-16	2.058317770325357e-18	1.6125289843088651e-16	8.67449867894355e-19	2.8279883001834313e-16	3.2350088153005808e-18
54538.05009999891	nan	nan	nan	nan	3.4213056454771025e-16	2.064554805483895e-18	1.6198256669570826e-16	8.809985860228432e-19	2.8420043645734527e-16	3.49416281684952e-18
54538.10009999891	nan	nan	nan	nan	3.4370180883724384e-16	2.060554647489785e-18	1.6269286571654027e-16	8.941211443394856e-19	2.8557433795289834e-16	3.650368706425356e-18
54538.150099998915	nan	nan	nan	nan	3.45249701426529e-16	2.0487191010712775e-18	1.633848174943645e-16	9.064454924479641e-19	2.869216077606731e-16	3.699275866913561e-18
54538.20009999892	nan	nan	nan	nan	3.4677505742350597e-16	2.0326545320096654e-18	1.6405944344310636e-16	9.176909829309872e-19	2.8824330640124246e-16	3.638398707459932e-18
54538.25009999892	nan	nan	nan	nan	3.482786897615455e-16	2.0171504194520856e-18	1.647177644198825e-16	9.276743516161364e-19	2.895404819233203e-16	3.467031044520166e-18
54538.30009999892	nan	nan	nan	nan	3.4976140925548045e-16	2.0080300331521476e-18	1.6536080075616989e-16	9.36312650862498e-19	2.9081417016866253e-16	3.1863456171686828e-18
54538.35009999893	nan	nan	nan	nan	3.5122402466319597e-16	2.0117772730797327e-18	1.6598957228750416e-16	9.436241232846983e-19	2.9206539503385083e-16	2.799804356970081e-18
54538.40009999893	nan	nan	nan	nan	3.5266734206003724e-16	2.034855494364684e-18	1.6660509838452967e-16	9.497274968010672e-19	2.9329516872506345e-16	2.3143985955937413e-18
54538.45009999893	nan	nan	nan	nan	3.5409202101755334e-16	2.079941136170943e-18	1.6720839798287616e-16	9.548397159346929e-19	2.9450449201518357e-16	1.7449702281650357e-18
54538.500099998935	nan	nan	nan	nan	3.554983966733222e-16	2.1420275543454643e-18	1.6780048961420875e-16	9.59271708775934e-19	2.956943544953487e-16	1.13503166841333e-18
54538.55009999894	nan	nan	nan	nan	3.5688675865358666e-16	2.21474173141038e-18	1.6838239143592648e-16	9.634214351623627e-19	2.9686573482395455e-16	7.021855898779818e-19
54538.60009999894	nan	nan	nan	nan	3.5825739473272505e-16	2.2919835546592432e-18	1.6895512126262816e-16	9.67763201976729e-19	2.980195485664931e-16	1.003617420091086e-18
54538.650099998944	nan	nan	nan	nan	3.596105908544777e-16	2.3683652348522803e-18	1.6951969659523146e-16	9.728321284258905e-19	2.991563762564797e-16	1.673993636242295e-18
54538.70009999895	nan	nan	nan	nan	3.609466311505109e-16	2.439389535450653e-18	1.7007713465233497e-16	9.792027880011957e-19	3.0027666400958314e-16	2.37896268162691e-18
54538.75009999895	nan	nan	nan	nan	3.6226579796012594e-16	2.5014716983749726e-18	1.7062845239996105e-16	9.87461534991692e-19	3.013808474748399e-16	3.0518710479906727e-18
54538.80009999895	nan	nan	nan	nan	3.6356837184979866e-16	2.5518900048303488e-18	1.7117459568971168e-16	9.980928195765743e-19	3.0246935218413263e-16	3.670684245670677e-18
54538.850099998956	nan	nan	nan	nan	3.648546316313558e-16	2.5887179898322374e-18	1.7171592114412119e-16	1.0108655943497625e-18	3.0354259364705363e-16	4.223559540326514e-18
54538.90009999896	nan	nan	nan	nan	3.6612485438278363e-16	2.6107663901218847e-18	1.7225249338511858e-16	1.0251826983853133e-18	3.0460097744556064e-16	4.702407561372172e-18
54538.95009999896	nan	nan	nan	nan	3.673793154655689e-16	2.617547993289502e-18	1.7278437476360094e-16	1.0404425832387095e-18	3.056448993247882e-16	5.1011105053172584e-18
54539.000099998964	nan	nan	nan	nan	3.6861828854400517e-16	2.6092710455668434e-18	1.7331162745123592e-16	1.0560695946468848e-18	3.066747452813652e-16	5.414872438904147e-18
54539.05009999897	nan	nan	nan	nan	3.698420456049647e-16	2.586863463671291e-18	1.7383431344166515e-16	1.0715341984622665e-18	3.0769089165240817e-16	5.639929999839554e-18
54539.10009999897	nan	nan	nan	nan	3.7105085697486696e-16	2.5520280618508632e-18	1.7435249455298522e-16	1.0863666117331378e-18	3.0869370519552664e-16	5.7734039513273484e-18
54539.15009999897	nan	nan	nan	nan	3.7224499133963614e-16	2.5073259519548897e-18	1.748662324284459e-16	1.10016530022718e-18	3.096835431744911e-16	5.813216594877575e-18
54539.200099998976	nan	nan	nan	nan	3.7342471576249047e-16	2.456278497432918e-18	1.7537558853936224e-16	1.1126018100760153e-18	3.1066075343570595e-16	5.75804626844623e-18
54539.25009999898	nan	nan	nan	nan	3.745902957026145e-16	2.4034643287621327e-18	1.7588062418591652e-16	1.1234232067894066e-18	3.116256744862926e-16	5.6073080471974025e-18
54539.30009999898	nan	nan	nan	nan	3.7574199503282446e-16	2.354563872091699e-18	1.7638140049901552e-16	1.1324531218256987e-18	3.1257863557004267e-16	5.361159133008163e-18
54539.350099998985	nan	nan	nan	nan	3.7688007605845773e-16	2.3162710637581905e-18	1.768779784427567e-16	1.1395921275154514e-18	3.1351995673698116e-16	5.0205361276315066e-18
54539.40009999899	nan	nan	nan	nan	3.7800479953479004e-16	2.295965777962248e-18	1.7737041881523038e-16	1.1448179094285163e-18	3.1444994891563133e-16	4.58724653110876e-18
54539.45009999899	nan	nan	nan	nan	3.791164246855069e-16	2.3010593681345178e-18	1.778587822505848e-16	1.1481854867588726e-18	3.15368913979772e-16	4.064174427128965e-18
54539.50009999899	nan	nan	nan	nan	3.802152079654226e-16	2.33729995999154e-18	1.78343129220913e-16	1.1498275388596771e-18	3.1627714481457223e-16	3.4557747014911215e-18
54539.550099998996	nan	nan	nan	nan	3.8130139383778917e-16	2.4025262683067118e-18	1.7882352003787208e-16	1.1499547155659726e-18	3.1717492537908916e-16	2.769452446064975e-18
54539.600099999	nan	nan	nan	nan	3.823752200582006e-16	2.4901532177967463e-18	1.7930001485394602e-16	1.1488556265554432e-18	3.1806253076699913e-16	2.020436244370808e-18
54539.650099999	nan	nan	nan	nan	3.834369228805266e-16	2.5932139894577383e-18	1.7977267366488225e-16	1.1468960119653918e-18	3.1894022726717325e-16	1.256656532330063e-18
54539.700099999005	nan	nan	nan	nan	3.8448673711162796e-16	2.705113880839138e-18	1.8024155631077605e-16	1.1445163933262384e-18	3.1980827241698e-16	7.514685646447568e-19
54539.75009999901	nan	nan	nan	nan	3.8552489612817104e-16	2.8200189279205827e-18	1.8070672247803168e-16	1.1422273085312707e-18	3.206669162046002e-16	1.1676906982937648e-18
54539.80009999901	nan	nan	nan	nan	3.8655163189099553e-16	2.932984448768155e-18	1.811682317011452e-16	1.1406010870252182e-18	3.215164058329869e-16	1.9807038809877093e-18
54539.850099999014	nan	nan	nan	nan	3.8756717496259436e-16	3.039932854244797e-18	1.8162614336392263e-16	1.140259090203584e-18	3.223569817851566e-16	2.834363722394361e-18
54539.90009999902	nan	nan	nan	nan	3.88571754522813e-16	3.1375647811111496e-18	1.820805167020056e-16	1.141853516611955e-18	3.231888760033906e-16	3.6667709052738705e-18
54539.95009999902	nan	nan	nan	nan	3.895655983831868e-16	3.2232535151172477e-18	1.8253141080339135e-16	1.1460433408723362e-18	3.2401231193645876e-16	4.458749406486546e-18
54540.00009999902	nan	nan	nan	nan	3.9054893300445136e-16	3.2949472196845174e-18	1.8297888461121086e-16	1.1534647615348254e-18	3.248275045862205e-16	5.20042977667762e-18
54540.050099999025	nan	nan	nan	nan	3.915219835114217e-16	3.3510886097121185e-18	1.8342299200830505e-16	1.1645237892961224e-18	3.256346605501726e-16	5.885134741557321e-18
54540.10009999903	nan	nan	nan	nan	3.924849737074528e-16	3.390554392614751e-18	1.8386376634810783e-16	1.1788284561819373e-18	3.264339780633224e-16	6.507710199376309e-18
54540.15009999903	nan	nan	nan	nan	3.9343812609190437e-16	3.4126138632060983e-18	1.8430123555971807e-16	1.1957452275392253e-18	3.2722564703741146e-16	7.063929836884513e-18
54540.200099999034	nan	nan	nan	nan	3.9438166187357956e-16	3.4169053540313612e-18	1.8473542743152823e-16	1.2146196453756993e-18	3.280098490982164e-16	7.550236923597153e-18
54540.25009999904	nan	nan	nan	nan	3.9531580098701266e-16	3.4034296203574545e-18	1.8516636961213065e-16	1.2348041143610982e-18	3.28786757620253e-16	7.963613888440408e-18
54540.30009999904	nan	nan	nan	nan	3.962407621074565e-16	3.372560088692936e-18	1.8559408961104545e-16	1.2556789338633152e-18	3.2955653775992065e-16	8.301507992223436e-18
54540.35009999904	nan	nan	nan	nan	3.971567626656992e-16	3.3250709367334818e-18	1.8601861479958233e-16	1.2766669655007594e-18	3.303193464860507e-16	8.561784890640326e-18
54540.400099999046	nan	nan	nan	nan	3.980640188638256e-16	3.2621850264679653e-18	1.864399724112861e-16	1.2972429296988176e-18	3.310753326083752e-16	8.742697716495123e-18
54540.45009999905	nan	nan	nan	nan	3.9896274568879545e-16	3.1856445449541697e-18	1.8685818954282816e-16	1.316938551569995e-18	3.3182463680454214e-16	8.842865775091037e-18
54540.50009999905	nan	nan	nan	nan	3.9985315692868475e-16	3.0978073198985386e-18	1.872732931549128e-16	1.3353447472772014e-18	3.3256739164427285e-16	8.861259865481516e-18
54540.550099999055	nan	nan	nan	nan	4.007354651862023e-16	3.0017700948493474e-18	1.8768531007269317e-16	1.3521118768234875e-18	3.3330372161076594e-16	8.797192705075404e-18
54540.60009999906	nan	nan	nan	nan	4.0160988189496154e-16	2.901514467658075e-18	1.880942669864545e-16	1.3669488767092966e-18	3.3403374312314055e-16	8.650313786375732e-18
54540.65009999906	nan	nan	nan	nan	4.024766173323162e-16	2.802058151041405e-18	1.8850019045254292e-16	1.3796218793411469e-18	3.347575645522294e-16	8.420608626882053e-18
54540.70009999906	nan	nan	nan	nan	4.0333588063541525e-16	2.709569107615382e-18	1.889031068941378e-16	1.3899527506787182e-18	3.354752862373594e-16	8.108403039042645e-18
54540.750099999066	nan	nan	nan	nan	4.0418787981425526e-16	2.631360887283789e-18	1.8930304260158606e-16	1.3978178401420798e-18	3.36187000500794e-16	7.714374025140336e-18
54540.80009999907	nan	nan	nan	nan	4.050328217676892e-16	2.575644982328946e-18	1.8970002373316736e-16	1.4031471345310795e-18	3.368927916585912e-16	7.239570688045033e-18
54540.85009999907	nan	nan	nan	nan	4.058709122963081e-16	2.550909970639074e-18	1.900940763164311e-16	1.4059239331654802e-18	3.37592736031825e-16	6.685452271029906e-18
54540.900099999075	nan	nan	nan	nan	4.0670235585671576e-16	2.5648736330040952e-18	1.904852262480033e-16	1.4061851059840118e-18	3.3828690195224816e-16	6.0539590218360214e-18
54540.95009999908	nan	nan	nan	nan	4.0752732018826577e-16	2.6203389096914024e-18	1.9087349929469349e-16	1.4040219513252661e-18	3.3897534976987713e-16	5.347653494806926e-18
54541.00009999908	nan	nan	nan	nan	4.0834590041352766e-16	2.7118317807349457e-18	1.9125892109425228e-16	1.39958162678659e-18	3.396581318544467e-16	4.570033105221651e-18
54541.05009999908	nan	nan	nan	nan	4.091581820482551e-16	2.8318300512577317e-18	1.916415171558394e-16	1.3930690771187103e-18	3.4033529259831917e-16	3.726327754728595e-18
54541.10009999909	nan	nan	nan	nan	4.0996424956100165e-16	2.9726035820623123e-18	1.9202131286089284e-16	1.3847493188116602e-18	3.410068684155495e-16	2.8259852010618094e-18
54541.15009999909	nan	nan	nan	nan	4.1076418637874085e-16	3.126971302008966e-18	1.923983334638345e-16	1.3749498541165504e-18	3.4167288773762503e-16	1.8931208668602065e-18
54541.20009999909	nan	nan	nan	nan	4.115580748926104e-16	3.2886637091828315e-18	1.927726040922113e-16	1.3640628703289908e-18	3.423333710111277e-16	1.0373247607547783e-18
54541.250099999095	nan	nan	nan	nan	4.123459964620305e-16	3.4524054373557014e-18	1.9314414974816603e-16	1.3525467296020758e-18	3.4298833262191666e-16	9.199413850083771e-19
54541.3000999991	nan	nan	nan	nan	4.131280314205096e-16	3.613847103694228e-18	1.9351299530877156e-16	1.3409260732554486e-18	3.4363785501885825e-16	1.7449751214688e-18
54541.3500999991	nan	nan	nan	nan	4.139042590801503e-16	3.769438046946627e-18	1.938791655262538e-16	1.3297896692360924e-18	3.442821119888077e-16	2.7400422826596232e-18
54541.400099999104	nan	nan	nan	nan	4.1467475773612354e-16	3.9162905714096464e-18	1.9424268502946978e-16	1.3197849595917552e-18	3.449212760547424e-16	3.743752470815939e-18
54541.45009999911	nan	nan	nan	nan	4.1543960467219593e-16	4.052058217621828e-18	1.9460357832376666e-16	1.3116081817357947e-18	3.4555551181801127e-16	4.724386096303336e-18
54541.50009999911	nan	nan	nan	nan	4.1619887616540556e-16	4.174835163317391e-18	1.949618697920661e-16	1.3059890357696185e-18	3.4618497599298663e-16	5.670007592831529e-18
54541.55009999911	nan	nan	nan	nan	4.1695264748993267e-16	4.283076716418349e-18	1.9531758369584497e-16	1.3036692538745035e-18	3.4680981743724813e-16	6.573861275491723e-18
54541.600099999116	nan	nan	nan	nan	4.177009929224102e-16	4.375538189883077e-18	1.9567074417480832e-16	1.3053751711334391e-18	3.474301771814027e-16	7.431151128344543e-18
54541.65009999912	nan	nan	nan	nan	4.1844398574594926e-16	4.451228889157854e-18	1.9602137524858324e-16	1.3117854769684605e-18	3.4804618845532037e-16	8.238051329090998e-18
54541.70009999912	nan	nan	nan	nan	4.1918169825481493e-16	4.509378253202347e-18	1.9636950197030013e-16	1.3233026942803545e-18	3.486579767136422e-16	8.991326605724375e-18
54541.750099999124	nan	nan	nan	nan	4.199142017595663e-16	4.549411781834388e-18	1.9671515351732767e-16	1.3395146980993205e-18	3.4926565965801597e-16	9.688160405643825e-18
54541.80009999913	nan	nan	nan	nan	4.206415665895032e-16	4.5709350094305855e-18	1.9705835992378952e-16	1.3597678107711228e-18	3.4986934725875955e-16	1.032606610651875e-17
54541.85009999913	nan	nan	nan	nan	4.2136386209870385e-16	4.573724364356103e-18	1.973991511064723e-16	1.383366035821657e-18	3.5046914177288833e-16	1.0902835794635321e-17
54541.90009999913	nan	nan	nan	nan	4.2208115666921467e-16	4.5577242755179425e-18	1.9773755686485535e-16	1.409601816778055e-18	3.510651377611034e-16	1.1416507882546078e-17
54541.950099999136	nan	nan	nan	nan	4.2279351771558663e-16	4.523050372635696e-18	1.9807360688299742e-16	1.4377806062915053e-18	3.516574221024418e-16	1.1865345064129288e-17
54542.00009999914	nan	nan	nan	nan	4.2350101168908643e-16	4.469999109711842e-18	1.984073307294104e-16	1.4672388627882333e-18	3.522460740069008e-16	1.2247818424358972e-17
54542.05009999914	nan	nan	nan	nan	4.2420370408056096e-16	4.3990646612788414e-18	1.987387578583148e-16	1.4973560118510284e-18	3.528311650263997e-16	1.2562595500854572e-17
54542.100099999145	nan	nan	nan	nan	4.2490165942636693e-16	4.310964541005474e-18	1.9906791761056815e-16	1.5275614057993092e-18	3.534127590623647e-16	1.280853106734049e-17
54542.15009999915	nan	nan	nan	nan	4.255949413098729e-16	4.206676111886633e-18	1.9939483921425937e-16	1.5573374682251376e-18	3.539909123727944e-16	1.2984659918010544e-17
54542.20009999915	nan	nan	nan	nan	4.2628361236731156e-16	4.087487020838265e-18	1.9971955178514694e-16	1.586220142452406e-18	3.5456567357729897e-16	1.3090191214101914e-17
54542.25009999915	nan	nan	nan	nan	4.2696773428983904e-16	3.9550635704037165e-18	2.0004208432857555e-16	1.613797584911701e-18	3.5513708365897055e-16	1.3124504120396223e-17
54542.30009999916	nan	nan	nan	nan	4.2764736782864417e-16	3.811541975533561e-18	2.003624657388073e-16	1.6397078342345057e-18	3.557051759640715e-16	1.308714456523448e-17
54542.35009999916	nan	nan	nan	nan	4.28322572797565e-16	3.6596478690141994e-18	2.0068072480117617e-16	1.663635989764431e-18	3.5626997620187847e-16	1.2977823032042008e-17
54542.40009999916	nan	nan	nan	nan	4.289934080767117e-16	3.502848172353974e-18	2.0099689019168677e-16	1.6853112693415275e-18	3.5683150243979906e-16	1.2796413351068033e-17
54542.450099999165	nan	nan	nan	nan	4.29659931616585e-16	3.345534115602583e-18	2.0131099047884163e-16	1.7045041904284751e-18	3.573897650984363e-16	1.254295251967806e-17
54542.50009999917	nan	nan	nan	nan	4.3032220044077037e-16	3.19322027753876e-18	2.0162305412381964e-16	1.7210240277365757e-18	3.579447669429649e-16	1.2217641651025486e-17
54542.55009999917	nan	nan	nan	nan	4.3098027064937477e-16	3.0527153459967203e-18	2.0193310948128556e-16	1.7347166383618888e-18	3.584965030743511e-16	1.1820848251335815e-17
54542.600099999174	nan	nan	nan	nan	4.316341974227892e-16	2.9321704263825884e-18	2.02241184800549e-16	1.7454627050699254e-18	3.5904496091667684e-16	1.1353110184342794e-17
54542.65009999918	nan	nan	nan	nan	4.3228403502419684e-16	2.8408488234191192e-18	2.0254730822579453e-16	1.753176424116776e-18	3.595901202040996e-16	1.0815141951536963e-17
54542.70009999918	nan	nan	nan	nan	4.3292983680378435e-16	2.7884350701263294e-18	2.0285150779732974e-16	1.7578046507157934e-18	3.601319529629813e-16	1.02078444076354e-17
54542.75009999918	nan	nan	nan	nan	4.3357165520010424e-16	2.783808382535843e-18	2.031538114521869e-16	1.759326509641637e-18	3.606704234970821e-16	9.532319975339408e-18
54542.800099999185	nan	nan	nan	nan	4.342095443736278e-16	2.831955469523514e-18	2.0345424702463556e-16	1.757753477397579e-18	3.6120548836418187e-16	8.789897354328563e-18
54542.85009999919	nan	nan	nan	nan	4.348435679050451e-16	2.928545132421916e-18	2.037528422474304e-16	1.7531299439409702e-18	3.617370963554558e-16	7.982173943596217e-18
54542.90009999919	nan	nan	nan	nan	4.354737910103239e-16	3.0654777410217426e-18	2.0404962475233123e-16	1.745534264213843e-18	3.6226518847204407e-16	7.111094208734949e-18
54542.950099999194	nan	nan	nan	nan	4.36100278008878e-16	3.233887077559894e-18	2.043446220708905e-16	1.7350803110381358e-18	3.6278969789668623e-16	6.1791084070144855e-18
54543.0000999992	nan	nan	nan	nan	4.3672309232751543e-16	3.425282069129267e-18	2.046378616349657e-16	1.7219195392601955e-18	3.633105499679015e-16	5.189533620408968e-18
54543.0500999992	nan	nan	nan	nan	4.3734229650433975e-16	3.632162680013386e-18	2.049293707779006e-16	1.7062435639061e-18	3.638276621464796e-16	4.147509735461578e-18
54543.1000999992	nan	nan	nan	nan	4.3795795219207923e-16	3.848213590787625e-18	2.052191767351788e-16	1.68828723936272e-18	3.643409439860246e-16	3.063132094210229e-18
54543.150099999206	nan	nan	nan	nan	4.385701201631804e-16	4.068253491334507e-18	2.0550730664474324e-16	1.66833219755899e-18	3.64850297095238e-16	1.9657257492259453e-18
54543.20009999921	nan	nan	nan	nan	4.391788603118206e-16	4.2880806913413054e-18	2.0579378754844463e-16	1.6467107553595264e-18	3.6535561510430574e-16	1.0153258678820079e-18
54543.25009999921	nan	nan	nan	nan	4.3978423165887854e-16	4.5042964831655975e-18	2.060786463921382e-16	1.6238100274505558e-18	3.658567937383613e-16	1.1147472561597439e-18
54543.300099999215	nan	nan	nan	nan	4.4038629235459654e-16	4.714143484575152e-18	2.0636191002686453e-16	1.6000759733068242e-18	3.6635389737699323e-16	2.138596711072093e-18
