MJD	Bessell_B	Bessell_B_err	Bessell_I	Bessell_I_err	Bessell_R	Bessell_R_err	Bessell_U	Bessell_U_err	Bessell_V	Bessell_V_err	sdss_z	sdss_z_err
55838.06000000088	6.576852977118185e-16	9.800150407197055e-18	2.325202344459443e-16	3.987642182877617e-18	4.1597468106082926e-16	8.034415305158578e-18	4.059337577116825e-16	2.1444859850045705e-17	5.392577779779474e-16	1.0557501121060364e-17	2.2216200997959284e-16	7.697381739381926e-18
55838.11000000088	6.596595265326282e-16	1.0025928779909035e-17	2.3306018991802695e-16	4.024128552826543e-18	4.1772053941275677e-16	8.902453499104389e-18	4.0682142835047105e-16	2.1971643589881832e-17	5.411738089245026e-16	1.1901298098571887e-17	2.2276329018927647e-16	7.72278727625866e-18
55838.160000000884	6.616378399848601e-16	1.0263033969794062e-17	2.336071869635092e-16	4.0609043793097594e-18	4.1949608276657536e-16	1.0071030271699574e-17	4.0792329900372136e-16	2.26767303142072e-17	5.4304017705562155e-16	1.3612965745403083e-17	2.233684725556067e-16	7.745543972509983e-18
55838.21000000089	6.636199005087304e-16	1.0510368801449219e-17	2.341611079668797e-16	4.097943335233377e-18	4.213003047309131e-16	1.1425299105041229e-17	4.0923305359185704e-16	2.3531931445941762e-17	5.448595685739979e-16	1.5523925450381722e-17	2.239774179282717e-16	7.765609699369433e-18
55838.26000000089	6.656053705296243e-16	1.0766842264322124e-17	2.3472183532696575e-16	4.13521931969117e-18	4.231322002440665e-16	1.288441456429258e-17	4.1074440537466045e-16	2.4508807674528032e-17	5.466346533818914e-16	1.751989257599881e-17	2.245899872187052e-16	7.782953415906738e-18
55838.31000000089	6.675939125114866e-16	1.1031383023900478e-17	2.3528925145651936e-16	4.172706509862914e-18	4.2499076533776025e-16	1.4394956434085724e-17	4.124510960009414e-16	2.5580367631851595e-17	5.483680856322458e-16	1.952587231354468e-17	2.2520604139603535e-16	7.79755525390263e-18
55838.360000000896	6.69585188888601e-16	1.1302949752591196e-17	2.358632387820438e-16	4.210379407077747e-18	4.268749969015634e-16	1.592170827124137e-17	4.1434689456125547e-16	2.6722038845143077e-17	5.500625042770574e-16	2.1491656655494917e-17	2.2582544148303794e-16	7.809406605780413e-18
55838.4100000009	6.715788621231327e-16	1.1580538675085208e-17	2.364436797443587e-16	4.248212877914965e-18	4.287838924459686e-16	1.7440868590422755e-17	4.1642559664365964e-16	2.791206421721305e-17	5.517205336131862e-16	2.3382321482508045e-17	2.264480485520819e-16	7.818510217264664e-18
55838.4600000009	6.735745946819927e-16	1.1863188778926812e-17	2.370304567962943e-16	4.286182190184037e-18	4.307164498664059e-16	1.8935773251493072e-17	4.186810233923838e-16	2.9131518044359547e-17	5.53344783824976e-16	2.5172579581697065e-17	2.270737237210611e-16	7.824880285840704e-18
55838.510000000904	6.755720490178545e-16	1.2149985093973154e-17	2.376234524046928e-16	4.324263044865537e-18	4.326716672062833e-16	2.0394310427243385e-17	4.211070205693288e-16	3.036410809871101e-17	5.549378515247251e-16	2.6843476166321794e-17	2.2770232814939405e-16	7.82854256557046e-18
55838.56000000091	6.77570887597036e-16	1.2440060441434021e-17	2.3822254904875473e-16	4.362431603340887e-18	4.3464854242022756e-16	2.180735859211649e-17	4.236974576181549e-16	3.1595881344054937e-17	5.565023202904903e-16	2.8380427116753255e-17	2.2833372303390365e-16	7.829534478253913e-18
55838.61000000091	6.795707728870414e-16	1.2732595984406986e-17	2.388276292206702e-16	4.40066451123001e-18	4.3664607313696177e-16	2.31678268238309e-17	4.2644622673115757e-16	3.281490559705111e-17	5.580407612012035e-16	2.97720252967837e-17	2.2896776960483833e-16	7.827905230414327e-18
55838.66000000091	6.815713673565612e-16	1.3026820879268393e-17	2.3943857542422633e-16	4.438938918474695e-18	4.3866325642164516e-16	2.4470051386622608e-17	4.2934724191844846e-16	3.401096625693994e-17	5.595557333699601e-16	3.1009295066151905e-17	2.2960432912177475e-16	7.823715934914084e-18
55838.710000000916	6.835723334677607e-16	1.3322011265455808e-17	2.400552701762864e-16	4.477232496190639e-18	4.4069908853820954e-16	2.57094067610093e-17	4.3239443807960707e-16	3.517529596882378e-17	5.610497844745477e-16	3.208521624026605e-17	2.302432628695832e-16	7.817039735485816e-18
55838.76000000092	6.855733336952628e-16	1.3617488788803093e-17	2.4067759600444065e-16	4.515523450690335e-18	4.4275256471104146e-16	2.6882048688807332e-17	4.3558177007758964e-16	3.630034279769423e-17	5.625254512860605e-16	3.299441593027977e-17	2.3088443215440586e-16	7.807961931743444e-18
55838.81000000092	6.875740305089445e-16	1.3912618819716788e-17	2.413054354486811e-16	4.5537905346530884e-18	4.448226788862783e-16	2.798474048533043e-17	4.3890321181482663e-16	3.737957607482167e-17	5.63985260195245e-16	3.373296943537795e-17	2.315276982995617e-16	7.796580101490354e-18
55838.860000000925	6.895740863709711e-16	1.4206808482485852e-17	2.4193867106011806e-16	4.592013055938749e-18	4.469084234926554e-16	2.901473317918514e-17	4.4235275531134025e-16	3.840732616897225e-17	5.654317277371521e-16	3.4298275617363894e-17	2.321729226415291e-16	7.783004216432108e-18
55838.91000000093	6.915731637488467e-16	1.449950458700547e-17	2.4257718540050143e-16	4.6301708841878225e-18	4.490087892017809e-16	2.996968130937638e-17	4.459244097848973e-16	3.9378653464391264e-17	5.668673611133294e-16	3.4688986429948054e-17	2.328199665258967e-16	7.767356746507713e-18
55838.96000000093	6.93570925100584e-16	1.479019154047348e-17	2.432208610430476e-16	4.6682444553283825e-18	4.51122764688078e-16	3.0847582925802485e-17	4.49612200732954e-16	4.028924184426485e-17	5.68294658712877e-16	3.490497902612556e-17	2.3346869130331133e-16	7.74977274707679e-18
55839.01000000093	6.955670328936872e-16	1.5078389272225103e-17	2.438695805710249e-16	4.706214774396407e-18	4.532493363877872e-16	3.164673643113523e-17	4.5341016901638785e-16	4.113531244030256e-17	5.697161106309316e-16	3.494736460490675e-17	2.341189583254266e-16	7.730399922298507e-18
55839.060000000936	6.975611495849825e-16	1.5363651226125325e-17	2.445232265783849e-16	4.744063416674072e-18	4.553874882576369e-16	3.2365709451029766e-17	4.573123699449139e-16	4.191355402611633e-17	5.711341991862163e-16	3.4818532292011735e-17	2.3477062894084744e-16	7.709398656897698e-18
55839.11000000094	6.995529376229908e-16	1.5645562431544447e-17	2.4518168166915297e-16	4.781772527395908e-18	4.575362015324722e-16	3.3003316543749664e-17	4.613128723639396e-16	4.262106705951078e-17	5.7255139943635055e-16	3.4522229726890133e-17	2.354235644911079e-16	7.686942007346316e-18
55839.16000000094	7.015420594568265e-16	1.5923737668814755e-17	2.458448284569063e-16	4.81932482011033e-18	4.596944544827112e-16	3.3558603619446634e-17	4.654057577430072e-16	4.3255318952099475e-17	5.739701796921343e-16	3.406368520412798e-17	2.360776263065852e-16	7.663215642415824e-18
55839.210000000945	7.035281775361969e-16	1.6197819742900655e-17	2.4651254956523057e-16	4.856703574012953e-18	4.618612221705239e-16	3.403083764801854e-17	4.695851192654845e-16	4.381410864208019e-17	5.753930020303108e-16	3.344977958525376e-17	2.367326757024959e-16	7.638417721699869e-18
55839.26000000095	7.055109542918266e-16	1.6467477864660433e-17	2.4718472762652347e-16	4.893892630063096e-18	4.640354762055054e-16	3.4419500722846114e-17	4.738450609194611e-16	4.42955389661869e-17	5.768223228045385e-16	3.2689280041864874e-17	2.3738857397478597e-16	7.612758699631921e-18
55839.31000000095	7.07490052155033e-16	1.6732406138040128e-17	2.4786124528249496e-16	4.930876386546851e-18	4.662161844994007e-16	3.472428789695901e-17	4.781796965899292e-16	4.4697995678219023e-17	5.782605931557477e-16	3.179315215993588e-17	2.3804518239613263e-16	7.586461041304969e-18
55839.360000000954	7.094651335517946e-16	1.699232215631648e-17	2.4854198518421093e-16	4.96763979332318e-18	4.684023110199757e-16	3.494510847036593e-17	4.825831491517977e-16	4.502013225588605e-17	5.79710259520762e-16	3.0774971877648746e-17	2.3870236221186933e-16	7.559758835387135e-18
55839.41000000096	7.114358609003782e-16	1.7246965698655333e-17	2.492268299906571e-16	5.004168345932051e-18	4.705928155439943e-16	3.50820906166544e-17	4.870495495640336e-16	4.5260859887558325e-17	5.811737641402244e-16	2.9651463307316054e-17	2.3935997463593035e-16	7.532897288593315e-18
55839.46000000096	7.134018966042195e-16	1.749609752174739e-17	2.4991566236932664e-16	5.040448078712129e-18	4.727866534091791e-16	3.513558941755545e-17	4.915730359644308e-16	4.541934224750877e-17	5.826535455650307e-16	2.844319031644686e-17	2.400178808468049e-16	7.506132085589729e-18
55839.51000000096	7.15362903069721e-16	1.7739498241151446e-17	2.506083649963286e-16	5.0764655575739144e-18	4.749827752653196e-16	3.510619854359445e-17	4.961477527652858e-16	4.549499486365868e-17	5.841520391623911e-16	2.717542316913805e-17	2.4067594198346235e-16	7.479728598008944e-18
55839.560000000965	7.17318542685488e-16	1.7976967297816604e-17	2.513048205547782e-16	5.11220787219044e-18	4.771801268240874e-16	3.499476599158127e-17	5.007678497495565e-16	4.548748906562965e-17	5.856716776204938e-16	2.5879174617818128e-17	2.4133401914133726e-16	7.453960926525478e-18
55839.61000000097	7.192684778359732e-16	1.8208322001798616e-17	2.520049117361239e-16	5.1476626279445126e-18	4.793776486079364e-16	3.4802414478066356e-17	5.05427481167615e-16	4.5396760682795555e-17	5.872148914526158e-16	2.4592330031238216e-17	2.419919733682328e-16	7.429110760868245e-18
55839.66000000097	7.212123708807143e-16	1.8433396643345695e-17	2.5270852123871144e-16	5.182817937414126e-18	4.815742756979451e-16	3.4530567304510493e-17	5.101208048343956e-16	4.5223023851607456e-17	5.887841095006538e-16	2.3360647447373893e-17	2.426496656602674e-16	7.405466044185216e-18
55839.710000000974	7.231498841928928e-16	1.8652041672499413e-17	2.5341553176819706e-16	5.217662411572648e-18	4.837689374802184e-16	3.418098076745719e-17	5.148419812268171e-16	4.496679049840474e-17	5.903817594377056e-16	2.2238136449890582e-17	2.4330695695782927e-16	7.38331943065787e-18
55839.76000000098	7.250806801089104e-16	1.8864122935463663e-17	2.541258260372432e-16	5.2521851509109525e-18	4.859605573913523e-16	3.375578449917637e-17	5.195851725814812e-16	4.4628896298759917e-17	5.92010268270351e-16	2.1285947641928892e-17	2.43963708141516e-16	7.36296652858741e-18
55839.81000000098	7.2700442097347415e-16	1.906952096063558e-17	2.548392867648219e-16	5.28637573601928e-18	4.881480526626694e-16	3.3257531505668394e-17	5.243445419924504e-16	4.4210534188510894e-17	5.936720628404193e-16	2.0568598450235297e-17	2.446197800280508e-16	7.344703925509363e-18
55839.86000000098	7.289207691069686e-16	1.9268130296906402e-17	2.5555579667667206e-16	5.320224218415e-18	4.903303340627214e-16	3.2689260133202614e-17	5.291142525089948e-16	4.371329682729049e-17	5.953695651010983e-16	2.0146502745653458e-17	2.4527503336621756e-16	7.328826997171821e-18
55839.910000000986	7.30829386812575e-16	1.945985888964597e-17	2.5627523850434183e-16	5.353721110851061e-18	4.925063056390769e-16	3.205457075246932e-17	5.338884662332942e-16	4.313922980566272e-17	5.971040900830162e-16	2.004052016144473e-17	2.459293288328414e-16	7.315627508443013e-18
55839.96000000099	7.327299363905082e-16	1.9644627493749423e-17	2.569974949851887e-16	5.386857377677052e-18	4.946748644583016e-16	3.1357720600518716e-17	5.386613434179098e-16	4.2490897854275423e-17	5.988744823440861e-16	2.0196166162473578e-17	2.46582527028646e-16	7.305391021217757e-18
55840.01000000099	7.346220801267464e-16	1.9822369121403488e-17	2.577224488626841e-16	5.419624425156055e-18	4.968349003444677e-16	3.060374094178923e-17	5.434270415629713e-16	4.177146686691899e-17	6.00679252858248e-16	2.0540800160250604e-17	2.472344885755355e-16	7.298393490886072e-18
55840.060000000994	7.365054802817582e-16	1.9993028515328483e-17	2.584499828850646e-16	5.45201409153107e-18	4.98985295616732e-16	2.979858142883511e-17	5.481797145129508e-16	4.0984805189424165e-17	6.025169130914183e-16	2.100144081982467e-17	2.478850954878158e-16	7.294763219559427e-18
55840.110000001	7.383797991041485e-16	2.0156561645040658e-17	2.5917997980622357e-16	5.484018637139035e-18	5.011249248246663e-16	2.894928709714886e-17	5.52913511552877e-16	4.013560833408633e-17	6.043859746616697e-16	2.151181598424043e-17	2.485342776092891e-16	7.294312428352629e-18
55840.160000001	7.40244698832437e-16	2.0312935224608198e-17	2.5991232238458013e-16	5.515630734466476e-18	5.032526544826878e-16	2.806421348525501e-17	5.576225765040875e-16	3.92295519979347e-17	6.062849489991879e-16	2.2015843264280866e-17	2.491819711774618e-16	7.29680135826466e-18
55840.210000001	7.420998416790415e-16	2.046212624508445e-17	2.6064689338371e-16	5.5468434581039016e-18	5.053673428023378e-16	2.7153284310065782e-17	5.623010468190535e-16	3.8273478865397e-17	6.082123470059194e-16	2.246847797002039e-17	2.498281123381232e-16	7.301981947557742e-18
55840.260000001006	7.439448898504481e-16	2.060412151862389e-17	2.61383575570779e-16	5.5776502745895425e-18	5.074678394234292e-16	2.622829285804755e-17	5.669430526756058e-16	3.727562490936146e-17	6.10166678714579e-16	2.283513646561229e-17	2.5047263714343233e-16	7.309600389911773e-18
55840.31000000101	7.457795055205148e-16	2.0738917230422473e-17	2.6212225171784835e-16	5.608045032415764e-18	5.095529851430885e-16	2.5303240989931888e-17	5.715427160700642e-16	3.6245890306539993e-17	6.121464529472985e-16	2.3090601127120094e-17	2.5111548154992664e-16	7.319399557268227e-18
55840.36000000101	7.476033508547952e-16	2.086651849836289e-17	2.628628046005259e-16	5.638021951805979e-18	5.11621611643387e-16	2.4394695746534413e-17	5.760941499094532e-16	3.5196157854586844e-17	6.141501769736288e-16	2.3217929630235275e-17	2.517565814166518e-16	7.33112126491307e-18
55840.410000001015	7.4941608799807955e-16	2.09869389305543e-17	2.636051169977919e-16	5.667575614576736e-18	5.136725412168412e-16	2.3522119629678667e-17	5.805914571025661e-16	3.4140656624805193e-17	6.161763561680057e-16	2.3207618744962882e-17	2.5239587250317134e-16	7.34450836250346e-18
55840.46000000102	7.512173790714293e-16	2.1100200185036543e-17	2.643490716929129e-16	5.696700953798057e-18	5.157045864905555e-16	2.2708093838722173e-17	5.8502872964978135e-16	3.3096358568873167e-17	6.182234936663231e-16	2.3057125063387416e-17	2.530332904676503e-16	7.359306640538704e-18
55840.51000000102	7.53006886182262e-16	2.1206331520652163e-17	2.650945514714619e-16	5.7253932436516436e-18	5.177165501479904e-16	2.1978305013255136e-17	5.894000477315388e-16	3.2083378358301265e-17	6.202900900220652e-16	2.2770781816579093e-17	2.53668770864882e-16	7.375266547100918e-18
55840.56000000102	7.547842714118929e-16	2.1305369343472283e-17	2.6584143912247126e-16	5.7536480890506885e-18	5.197072246492733e-16	2.1361116712505864e-17	5.936994787954601e-16	3.112531921472553e-17	6.22374642861378e-16	2.236013117625722e-17	2.543022491443566e-16	7.392144714441868e-18
55840.61000000103	7.565491968161291e-16	2.1397356738489856e-17	2.665896174371056e-16	5.781461415262225e-18	5.216753919492265e-16	2.088652721928939e-17	5.979210766417958e-16	3.0249468819812435e-17	6.244756465375422e-16	2.1844682872869996e-17	2.5493366064832757e-16	7.409705298932235e-18
55840.66000000103	7.583013244377263e-16	2.1482342990218067e-17	2.6733896920951045e-16	5.808829457462648e-18	5.2361982321343175e-16	2.058437652071811e-17	6.020588805073599e-16	2.948670373708895e-17	6.265915917842074e-16	2.125308119236558e-17	2.555629406098048e-16	7.427721141183875e-18
55840.71000000103	7.600403162939319e-16	2.1560383080985908e-17	2.680893772357025e-16	5.835748750350861e-18	5.255392785325964e-16	2.0481857358348734e-17	6.061069141476627e-16	2.887092324502056e-17	6.287209653680214e-16	2.0624570380403445e-17	2.561900241506614e-16	7.445974755577792e-18
55840.760000001035	7.617658572523821e-16	2.163152626151419e-17	2.6884072652166488e-16	5.862215703982236e-18	5.27432607719857e-16	2.0599017633257462e-17	6.100591849171488e-16	2.8437835211110026e-17	6.308622497400177e-16	2.0010429579044614e-17	2.568148462796202e-16	7.464259160259236e-18
55840.81000000104	7.634778683170184e-16	2.1695713871579944e-17	2.695929248677082e-16	5.888222739903171e-18	5.292996925426541e-16	2.093096595840695e-17	6.139096828475715e-16	2.8223000905233365e-17	6.330139226859719e-16	1.9474636183341068e-17	2.5743734189032445e-16	7.482378559781147e-18
55840.86000000104	7.65176409803874e-16	2.1752825624403925e-17	2.7034589352321333e-16	5.913760039520612e-18	5.311410187467297e-16	2.1455635600855588e-17	6.176523797242386e-16	2.825924277253272e-17	6.351744569755899e-16	1.9092440981820542e-17	2.5805744575936497e-16	7.500148893155822e-18
55840.910000001044	7.668615437914499e-16	2.180274563104035e-17	2.7109955391218964e-16	5.9388180327653184e-18	5.329570684391649e-16	2.2146495213644554e-17	6.212812385564456e-16	2.857376653978302e-17	6.373423200106592e-16	1.8945158644156934e-17	2.586750925443101e-16	7.517398260202122e-18
55840.96000000105	7.68533332349349e-16	2.1845363682075982e-17	2.718538274595169e-16	5.963387433701389e-18	5.347483122129938e-16	2.2975369320512553e-17	6.247924063022551e-16	2.917882161005938e-17	6.395159757238669e-16	1.9110036242671362e-17	2.5929021678172383e-16	7.533967238815069e-18
55841.01000000105	7.70191837507428e-16	2.1880575631223338e-17	2.7260863559188067e-16	5.9874592432850436e-18	5.365152092275467e-16	2.391459184953454e-17	6.281869267645524e-16	3.0062497523762304e-17	6.416943594448164e-16	1.9620250099841527e-17	2.599027528852139e-16	7.549709105156633e-18
55841.06000000105	7.718371212842722e-16	2.190828375748889e-17	2.733638997360318e-16	6.011024751781363e-18	5.382582072860656e-16	2.4938424042999662e-17	6.314664885548489e-16	3.1203927225745575e-17	6.43877465484471e-16	2.0426519127625026e-17	2.605126351434487e-16	7.564489968062111e-18
55841.110000001056	7.734692456717723e-16	2.192839710127952e-17	2.741195413199615e-16	6.03407554092182e-18	5.399777429115348e-16	2.602379162175988e-17	6.346327599583964e-16	3.257803576530018e-17	6.460654259405973e-16	2.1459736921930367e-17	2.6111979771815596e-16	7.578188827890341e-18
55841.16000000106	7.750882726363099e-16	2.194083178170927e-17	2.748754817715737e-16	6.056603485899364e-18	5.416742414200814e-16	2.715051613125947e-17	6.376873891659308e-16	3.415805610898754e-17	6.482583665596204e-16	2.265064246905955e-17	2.617241746421697e-16	7.590697569087717e-18
55841.21000000106	7.766942641235041e-16	2.1945511297428393e-17	2.7563164251953398e-16	6.078600756976933e-18	5.433481169924429e-16	2.830122909297457e-17	6.406320045030789e-16	3.5917506651312055e-17	6.50456406738488e-16	2.3936820116785212e-17	2.6232569981743377e-16	7.6019208945115e-18
55841.260000001064	7.782872820522786e-16	2.1942366815413695e-17	2.763879449925732e-16	6.100059821094908e-18	5.44999772743215e-16	2.946111959751918e-17	6.434682146574852e-16	3.783150506577338e-17	6.526596595249517e-16	2.5265518280069357e-17	2.6292430701300816e-16	7.611776208492592e-18
55841.31000000107	7.798673883172352e-16	2.193133744809486e-17	2.7714431061924813e-16	6.120973443129542e-18	5.466296007880642e-16	3.0617616576730936e-17	6.461976089034998e-16	3.98774842930786e-17	6.54868231616716e-16	2.6593836816793862e-17	2.6351992986307446e-16	7.620193454400037e-18
55841.36000000107	7.814346448022977e-16	2.191237052762112e-17	2.779006608281591e-16	6.141334687071243e-18	5.482379823087378e-16	3.176006529212258e-17	6.488217573246294e-16	4.2035460858395634e-17	6.570822233590008e-16	2.7887698737468633e-17	2.64112501864946e-16	7.627114911410557e-18
55841.41000000107	7.829891133480843e-16	2.1885421870102516e-17	2.786569170473407e-16	6.161136917086249e-18	5.498252876160612e-16	3.287942850192666e-17	6.513422110337418e-16	4.4288012830541373e-17	6.59301728740499e-16	2.912047654393781e-17	2.6470195637707867e-16	7.632494954043095e-18
55841.460000001076	7.845308557958066e-16	2.1850456046404603e-17	2.7941300070469693e-16	6.180373798421656e-18	5.513918762108366e-16	3.3968024836381064e-17	6.537605023908834e-16	4.66200947347635e-17	6.615268353884085e-16	3.0271688969562196e-17	2.652882266170529e-16	7.636299777018533e-18
55841.51000000108	7.860599339475235e-16	2.1807446646383343e-17	2.8016883322691347e-16	6.19903929817296e-18	5.529380968426504e-16	3.501930691927557e-17	6.560781452190639e-16	4.901877802707409e-17	6.637576245613694e-16	3.132591784830191e-17	2.6587124565957103e-16	7.63850708700833e-18
55841.56000000108	7.875764095833443e-16	2.175637655148239e-17	2.8092433604039305e-16	6.217127686022288e-18	5.544642875666584e-16	3.6027676800408914e-17	6.582966350176307e-16	5.1472972158451974e-17	6.659941711416869e-16	3.227196843017292e-17	2.664509464344537e-16	7.639105761872684e-18
55841.610000001085	7.890803444649887e-16	2.1697238216237802e-17	2.816794305701241e-16	6.234633534895659e-18	5.559707757981169e-16	3.698833419889191e-17	6.604174491736258e-16	5.397315684082524e-17	6.68236543625503e-16	3.310224751688992e-17	2.6702726172463317e-16	7.638095477190453e-18
55841.66000000109	7.905718003429051e-16	2.1630033951909075e-17	2.824340382402466e-16	6.2515517215285385e-18	5.574578783653197e-16	3.789715255081667e-17	6.624420471708847e-16	5.651114023548071e-17	6.704848041120025e-16	3.381232111854965e-17	2.676001241641132e-16	7.635486298998792e-18
55841.71000000109	7.920508389200838e-16	2.155477622902582e-17	2.831880804732252e-16	6.2678774269440675e-18	5.589259015598496e-16	3.875057810739076e-17	6.643718707970539e-16	5.907984829876952e-17	6.727390082907052e-16	3.4400615112046995e-17	2.6816946623598823e-16	7.631298240892735e-18
55841.76000000109	7.935175219001084e-16	2.1471487987622108e-17	2.839414786902842e-16	6.283606136936784e-18	5.603751411854123e-16	3.9545547897156784e-17	6.662083443484178e-16	6.167314532050932e-17	6.749992054279566e-16	3.4868228456614234e-17	2.6873522027038905e-16	7.62556078304784e-18
55841.810000001096	7.949719109515624e-16	2.138020297008167e-17	2.8469415431112494e-16	6.298733642570881e-18	5.618058826042793e-16	4.027942301682422e-17	6.679528748327752e-16	6.428568314130168e-17	6.772654383512402e-16	3.5218834611790864e-17	2.692973184424589e-16	7.618312349915308e-18
55841.8600000011	7.964140677305715e-16	2.1280966070404308e-17	2.854460287529249e-16	6.313256040536426e-18	5.632184007817144e-16	4.094993433864014e-17	6.696068521700862e-16	6.691277552098058e-17	6.795377434327582e-16	3.545865126483118e-17	2.698556927703496e-16	7.609599742935761e-18
55841.9100000011	7.978440538594478e-16	2.1173833703753012e-17	2.8619702343179534e-16	6.327169733598807e-18	5.6461296032863805e-16	4.1555138272391755e-17	6.711716493911675e-16	6.955029394779362e-17	6.818161505708481e-16	3.559646070407883e-17	2.704102751131472e-16	7.5994775239454e-18
55841.960000001105	7.992619309480454e-16	2.1058874204008026e-17	2.869470597609538e-16	6.3404714309561845e-18	5.659898155419476e-16	4.2093380684699704e-17	6.726486228343846e-16	7.21945814068504e-17	6.841006831706502e-16	3.564366289543325e-17	2.709609971688784e-16	7.588007344619564e-18
55842.01000000111	8.006677605842694e-16	2.0936168249055345e-17	2.87696059151703e-16	6.3531581486988615e-18	5.673492104431359e-16	4.25632674604894e-17	6.740391123402371e-16	7.484238102876722e-17	6.863913581226577e-16	3.561434031842018e-17	2.7150779042279977e-16	7.575256966775663e-18
55842.06000000111	8.020616043340753e-16	2.0805809314492845e-17	2.884439430126696e-16	6.365227210131399e-18	5.686913788146613e-16	4.296364050145598e-17	6.753444414440957e-16	7.74907769874204e-17	6.886881857803713e-16	3.55253077490221e-17	2.7205057567413124e-16	7.561246742228522e-18
55842.110000001114	8.034435237361309e-16	2.0667904160734442e-17	2.891906327497822e-16	6.376676246271309e-18	5.70016544234579e-16	4.329355820545449e-17	6.765659175668381e-16	8.01371454454814e-17	6.909911699360664e-16	3.539611155672918e-17	2.7258925008108296e-16	7.54588406178574e-18
55842.16000000112	8.048135803148658e-16	2.05225733611139e-17	2.899360497660974e-16	6.387503196223042e-18	5.713249201089412e-16	4.355227967038344e-17	6.77704832203687e-16	8.277911373017129e-17	6.933003077952335e-16	3.5248932514101136e-17	2.731237074552117e-16	7.529066217437894e-18
55842.21000000112	8.06171835569795e-16	2.036995186570858e-17	2.906801154620391e-16	6.397706307693016e-18	5.726167097022095e-16	4.3739252026106617e-17	6.787624611110306e-16	8.541452625073674e-17	6.956155899496603e-16	3.510833568641287e-17	2.7365384143444004e-16	7.510697180580155e-18
55842.26000000112	8.075183509778905e-16	2.0210189610262548e-17	2.914227512346369e-16	6.407284137432645e-18	5.738921061660777e-16	4.385410042676322e-17	6.797400644913902e-16	8.804141594442571e-17	6.97937000348801e-16	3.5000804698023606e-17	2.741795454799379e-16	7.490688323446705e-18
55842.310000001125	8.088531880030735e-16	2.004345217394234e-17	2.9216387847715637e-16	6.416235551734508e-18	5.751512925658098e-16	4.3896620340207316e-17	6.806388871765024e-16	9.065798026456432e-17	7.002645162698186e-16	3.4954001738765244e-17	2.747007128730068e-16	7.468959088252161e-18
55842.36000000113	8.101764080807904e-16	1.98699214824668e-17	2.9290341858044797e-16	6.4245597270414564e-18	5.763944419048654e-16	4.386677185708683e-17	6.814601588085337e-16	9.326256090937262e-17	7.025981082859841e-16	3.4995716406841913e-17	2.752172367119364e-16	7.445437609434649e-18
55842.41000000113	8.114880726245385e-16	1.9689796572034113e-17	2.936412929303578e-16	6.4322561505024796e-18	5.776217171475845e-16	4.3764675813632115e-17	6.822050940194855e-16	9.585362664023291e-17	7.04937737607533e-16	3.5152453685385356e-17	2.7572900990891504e-16	7.420061294364803e-18
55842.460000001134	8.127882430329843e-16	1.950329440379334e-17	2.9437742291029507e-16	6.43932462058196e-18	5.788332712397426e-16	4.359061158347812e-17	6.828748926087849e-16	9.842975865945764e-17	7.072828019097544e-16	3.5435771487001795e-17	2.762359251868802e-16	7.392777367688134e-18
55842.51000000114	8.140769806846248e-16	1.9310650743087972e-17	2.951117298982514e-16	6.445765247728946e-18	5.800292471273515e-16	4.3345016447908027e-17	6.834707397190158e-16	1.009896381154878e-16	7.096314497207213e-16	3.5826677974374783e-17	2.7673787507637275e-16	7.363543384207242e-18
55842.56000000114	8.15354346928889e-16	1.9112121100867224e-17	2.9584413526921573e-16	6.451578455097621e-18	5.812097777732417e-16	4.302848650345815e-17	6.83993806009985e-16	1.0353203538248474e-16	7.119816541388916e-16	3.630034426196441e-17	2.7723475191242603e-16	7.332327714924974e-18
55842.61000000114	8.166204031086805e-16	1.8907981738213548e-17	2.965745603934773e-16	6.45676497927321e-18	5.823749861719966e-16	4.264177911342565e-17	6.844452478309252e-16	1.0605580082505379e-16	7.143313804498882e-16	3.683123664107985e-17	2.777264478314018e-16	7.299110010415054e-18
55842.660000001146	8.178752105324959e-16	1.8698530744892128e-17	2.973029266365821e-16	6.461325871080848e-18	5.835249853625284e-16	4.218581695777177e-17	6.848262073910238e-16	1.0855985681041736e-16	7.166785856634392e-16	3.7394278420015745e-17	2.782128547678512e-16	7.26388164523771e-18
55842.71000000115	8.191188304904416e-16	1.848408917707136e-17	2.980291553596377e-16	6.465262496399288e-18	5.846598784392046e-16	4.166169378661826e-17	6.851378129282217e-16	1.110431907721577e-16	7.190212180486575e-16	3.796569307768661e-17	2.7869386445134723e-16	7.226646146554026e-18
55842.76000000115	8.203513242714381e-16	1.826500227291809e-17	2.9875316791911706e-16	6.4685765370811336e-18	5.857797585604816e-16	4.107068203858537e-17	6.853811788762934e-16	1.1350484916356707e-16	7.213572166674981e-16	3.852355625379619e-17	2.7916936840335023e-16	7.18741960944698e-18
55842.810000001155	8.215727531163542e-16	1.804164072780543e-17	2.9947488566609726e-16	6.471269991807666e-18	5.868847089560029e-16	4.041424254949777e-17	6.855574060302657e-16	1.1594393216625437e-16	7.236845109060392e-16	3.904811108839177e-17	2.79639257934036e-16	7.146231100744013e-18
